train/std,time/fps,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/entropy_loss,train/explained_variance,train/value_loss,train/learning_rate,time/total_timesteps,train/policy_loss
1.0006582736968994,1729,124,41.52,-253197.80833536002,5,-17.035888671875,-1.6689300537109375e-05,1460764288.0,0.0001,10000,-516689.9375
1.000448226928711,1756,249,41.24,-244867.04798618,11,-17.032014846801758,2.9802322387695312e-06,1001677184.0,0.0001,20000,-355629.75
1.0003186464309692,1764,374,47.23,-278670.8811437499,17,-17.031064987182617,-1.0728836059570312e-05,2050054400.0,0.0001,30000,-623229.4375
1.0006073713302612,1761,499,42.26,-242901.59769524,22,-17.033985137939453,3.5762786865234375e-06,1419952896.0,0.0001,40000,-467582.4375
1.0006247758865356,1760,624,41.89,-241336.06351305,28,-17.034748077392578,-2.384185791015625e-07,1839111424.0,0.0001,50000,-565989.4375
1.000873327255249,1759,749,41.33,-236768.62373175003,34,-17.037315368652344,-2.1457672119140625e-06,982307712.0,0.0001,60000,-387570.0
1.0006519556045532,1758,874,39.71,-216996.57234387996,39,-17.034812927246094,-1.1920928955078125e-07,2584098048.0,0.0001,70000,-649016.8125
1.0003582239151,1755,999,37.44,-208960.34364836,45,-17.031932830810547,1.1920928955078125e-07,1655875456.0,0.0001,80000,-558705.625
1.0001105070114136,1749,1124,37.87,-206389.55561341997,51,-17.02814292907715,0.0,1887749888.0,0.0001,90000,-589635.625
0.9995602965354919,1746,1249,41.84,-223767.44581384998,57,-17.022371292114258,1.1920928955078125e-07,1454457216.0,0.0001,100000,-546865.375
0.9998037219047546,1738,1374,41.43,-218977.80271514997,63,-17.025054931640625,-1.1920928955078125e-07,1731708928.0,0.0001,110000,-566496.375
0.9999378323554993,1731,1499,35.24,-194084.03842032998,69,-17.026288986206055,0.0,2619461888.0,0.0001,120000,-718405.4375
0.9999101161956787,1718,1624,41.58,-221826.84988617,75,-17.02630043029785,0.0,1467417344.0,0.0001,130000,-455981.4375
0.9997838139533997,1717,1749,43.49,-222278.68707492005,81,-17.024751663208008,0.0,1901166976.0,0.0001,140000,-559108.375
0.999973475933075,1719,1874,35.13,-192509.38364602998,87,-17.027252197265625,-1.1920928955078125e-07,530850816.0,0.0001,150000,-342491.28125
0.9996773600578308,1720,1999,38.82,-203185.29770465,92,-17.02376937866211,0.0,533461504.0,0.0001,160000,-347317.15625
0.9998064041137695,1721,2124,39.89,-216711.24497534003,98,-17.02508544921875,0.0,1588915200.0,0.0001,170000,-471420.4375
0.9998173117637634,1722,2249,36.37,-190570.65645531996,104,-17.024452209472656,0.0,811749888.0,0.0001,180000,-337740.84375
0.9993055462837219,1723,2374,34.61,-182376.90233171,110,-17.01949691772461,0.0,2573093120.0,0.0001,190000,-695874.6875
0.9991211295127869,1723,2499,35.43,-182173.77677111,116,-17.01702117919922,0.0,1909085440.0,0.0001,200000,-594779.5
0.99891597032547,1721,2624,43.67,-206845.30352255996,121,-17.01402473449707,-2.384185791015625e-07,2181184512.0,0.0001,210000,-606716.25
0.9989405274391174,1717,2749,39.58,-194825.83950790006,128,-17.01447868347168,5.960464477539063e-08,2982551296.0,0.0001,220000,-749118.8125
0.9990115761756897,1714,2874,39.06,-190134.37085859,134,-17.015832901000977,0.0,867245568.0,0.0001,230000,-355964.9375
0.9990153312683105,1708,2999,34.7,-180639.44623566995,140,-17.014631271362305,0.0,1126747392.0,0.0001,240000,-335243.84375
0.9993414282798767,1709,3124,38.17,-196109.53846327,146,-17.01936149597168,0.0,2017994496.0,0.0001,250000,-502346.75
0.999064028263092,1710,3249,39.84,-186453.62045358995,152,-17.015605926513672,0.0,2328528128.0,0.0001,260000,-644011.125
0.9987869262695312,1711,3374,38.9,-187987.88827201002,157,-17.01242446899414,0.0,1849507584.0,0.0001,270000,-597218.5625
0.9988506436347961,1711,3499,37.85,-183176.99246619004,163,-17.013456344604492,-2.384185791015625e-07,1701422848.0,0.0001,280000,-484897.65625
0.9990065097808838,1712,3624,39.05,-180769.73036700004,169,-17.014564514160156,0.0,881738368.0,0.0001,290000,-293785.84375
0.9986753463745117,1713,3749,40.84,-187863.82764825996,175,-17.01252555847168,0.0,1760875264.0,0.0001,300000,-453543.09375
0.9981098175048828,1714,3874,34.07,-168486.64306049,180,-17.004638671875,1.7881393432617188e-07,867371136.0,0.0001,310000,-345385.5625
0.998023271560669,1714,3999,38.73,-173511.73607531,186,-17.003664016723633,0.0,958878720.0,0.0001,320000,-372672.4375
0.997614324092865,1715,4124,36.04,-177062.77131111003,192,-16.998912811279297,0.0,1646752512.0,0.0001,330000,-457886.5
0.9976212978363037,1715,4249,33.65,-169349.96386425,198,-16.998607635498047,-1.1920928955078125e-07,1623146752.0,0.0001,340000,-463208.3125
0.9973642230033875,1716,4374,36.63,-175665.8078168,203,-16.995044708251953,0.0,2102089088.0,0.0001,350000,-555991.375
0.9975490570068359,1716,4499,35.89,-170006.30262979,209,-16.997783660888672,0.0,2146161408.0,0.0001,360000,-566701.125
0.9971005916595459,1716,4624,39.61,-181672.35098241,215,-16.99188995361328,-1.1920928955078125e-07,1090839296.0,0.0001,370000,-308020.125
0.996904194355011,1715,4749,34.99,-163342.47449847,221,-16.990053176879883,0.0,1854049536.0,0.0001,380000,-530332.9375
0.9961190819740295,1716,4874,42.44,-183428.94146598998,227,-16.98088836669922,0.0,1182194432.0,0.0001,390000,-373063.9375
0.9959527850151062,1716,4999,39.38,-174759.81571176,233,-16.97875213623047,0.0,719746560.0,0.0001,400000,-307628.40625
0.9963918328285217,1716,5124,37.59,-173988.48809152003,238,-16.983644485473633,0.0,2179980288.0,0.0001,410000,-563564.1875
0.9962745308876038,1716,5249,37.52,-171401.52087962002,244,-16.982526779174805,5.960464477539063e-08,1504857728.0,0.0001,420000,-450596.1875
0.9956548810005188,1716,5374,37.14,-161946.30098621,250,-16.974895477294922,0.0,343974048.0,0.0001,430000,-231707.875
0.9953303337097168,1715,5499,31.56,-155416.13489266,256,-16.971202850341797,1.7881393432617188e-07,1156725376.0,0.0001,440000,-388111.78125
0.995328962802887,1715,5624,37.27,-175564.26885025998,262,-16.97087860107422,0.0,1115881856.0,0.0001,450000,-373883.6875
0.9949243068695068,1715,5749,33.81,-153736.66961545998,268,-16.965587615966797,0.0,921495552.0,0.0001,460000,-262037.96875
