train/ent_coef_loss,time/episodes,rollout/ep_len_mean,train/learning_rate,time/total_timesteps,train/ent_coef,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,rollout/ep_rew_mean
-20.312454223632812,93,83.95698924731182,0.0003,10000,1.8303191661834717,131,423312.78125,76,7257.7158203125,2474,-3645473.249372677
-35.462303161621094,108,195.98,0.0003,20000,3.9794094562530518,129,932833.0,154,6928.828125,4974,-9320947.68978288
-40.76320266723633,220,62.13,0.0003,30000,7.774491310119629,127,1328689.0,234,7759.21826171875,7474,-2740796.89728999
-7.7766032218933105,285,102.47,0.0003,40000,13.004931449890137,127,1686215.25,313,10880.638671875,9974,-4554209.652353341
-19.417274475097656,442,77.61,0.0003,50000,21.323671340942383,127,1928112.125,391,15805.162109375,12474,-3580422.01467714
-6.223611831665039,485,163.24,0.0003,60000,36.0374870300293,126,2188062.75,473,13795.5224609375,14974,-7270455.11368855
3.201106071472168,511,243.14,0.0003,70000,41.37131881713867,126,2405023.75,554,15905.79296875,17474,-10937375.6161179
-6.045233249664307,806,34.23,0.0003,80000,85.8176498413086,126,2557198.75,632,21259.580078125,19974,-1429190.51809432
2.753080368041992,1190,31.78,0.0003,90000,124.2226333618164,126,2706132.0,709,23157.333984375,22474,-1310221.89234814
2.1263222694396973,1355,54.97,0.0003,100000,112.52238464355469,126,2809446.0,787,15266.94921875,24974,-2373855.31996866
2.981975793838501,1383,164.15,0.0003,110000,92.79224395751953,127,2913754.25,865,41384.2421875,27474,-7332712.18995065
-0.23833170533180237,1713,21.42,0.0003,120000,113.31782531738281,127,3027843.25,943,15246.85546875,29974,-855890.2560475799
-0.16345727443695068,1969,49.58,0.0003,130000,97.33956909179688,127,3112192.25,1022,39127.08984375,32474,-2194102.11443541
1.8279324769973755,2001,134.26,0.0003,140000,89.39347839355469,127,3212002.0,1100,28347.29296875,34974,-6132016.96262974
0.5187294483184814,2022,227.51,0.0003,150000,85.77780151367188,127,3292118.0,1178,40067.5078125,37474,-10596883.93204281
0.08411717414855957,2069,311.41,0.0003,160000,77.54712677001953,127,3381105.75,1256,61797.67578125,39974,-14194701.84751342
0.37427765130996704,2156,115.81,0.0003,170000,93.08406829833984,127,3465443.25,1334,21279.412109375,42474,-4968232.293818261
0.6776273250579834,2457,31.52,0.0003,180000,106.54644775390625,127,3528181.25,1411,47569.28515625,44974,-1103179.54799254
-1.2238373756408691,2493,114.37,0.0003,190000,112.70668029785156,127,3590825.5,1489,29447.388671875,47474,-4330883.890330001
2.8074092864990234,2576,188.35,0.0003,200000,93.76190185546875,127,3643824.25,1568,16056.09765625,49974,-7616249.017187901
-0.04190325736999512,2597,177.81,0.0003,210000,91.06341552734375,127,3689843.75,1646,43792.24609375,52474,-7443412.968982369
0.6833696365356445,2856,30.94,0.0003,220000,93.99346923828125,127,3699466.5,1725,16276.9423828125,54974,-1031966.7268843901
-0.2915492057800293,3247,29.59,0.0003,230000,100.10987854003906,127,3727432.75,1804,65717.3046875,57474,-993932.6132039801
0.694519579410553,3520,42.86,0.0003,240000,96.68168640136719,127,3733362.0,1883,32083.3046875,59974,-1392116.2682512
-2.8255529403686523,3697,59.12,0.0003,250000,99.0396728515625,127,3762825.25,1964,47882.42578125,62474,-1922730.93359709
-0.10691684484481812,3921,40.75,0.0003,260000,106.6886978149414,127,3738376.25,2046,27140.712890625,64974,-1503237.0929883497
0.5994259715080261,4965,12.48,0.0003,270000,146.4177703857422,126,3716913.25,2126,39121.96484375,67474,-390568.2548699299
-2.535003900527954,5197,38.24,0.0003,280000,116.57267761230469,126,3661723.25,2207,50867.76171875,69974,-1496435.6289304502
-1.8517165184020996,5429,45.17,0.0003,290000,111.40284729003906,126,3688820.0,2289,29975.318359375,72474,-1492058.17428857
-0.6850027441978455,5588,46.66,0.0003,300000,113.05503845214844,126,3651465.5,2371,50542.12109375,74974,-1705104.9637072403
0.441564679145813,5804,45.76,0.0003,310000,116.193359375,126,3627943.5,2454,23678.2890625,77474,-1281695.03158208
-3.417072296142578,6094,45.12,0.0003,320000,127.12865447998047,126,3664299.5,2538,38685.16015625,79974,-1347207.7117638001
1.457414150238037,6231,78.27,0.0003,330000,128.39024353027344,125,3672684.75,2622,51766.40234375,82474,-2656028.5105927503
-3.8909192085266113,6348,72.04,0.0003,340000,125.90569305419922,125,3626818.5,2704,29822.7265625,84974,-2274257.05308808
1.3392239809036255,6572,35.36,0.0003,350000,125.5755615234375,125,3624592.25,2789,22615.130859375,87474,-1012501.2148207399
-0.36373382806777954,6884,37.68,0.0003,360000,129.5481719970703,125,3615289.25,2874,23361.701171875,89974,-1018054.3088398899
-2.3226118087768555,7198,30.74,0.0003,370000,133.84970092773438,125,3567974.75,2959,36563.6015625,92474,-871405.6987178
1.2376785278320312,7647,23.33,0.0003,380000,136.313720703125,124,3528699.75,3045,15890.685546875,94974,-670594.1962812202
0.38987788558006287,8090,23.92,0.0003,390000,137.34910583496094,124,3528262.5,3131,22119.310546875,97474,-696320.5870408998
-3.5168399810791016,8603,19.71,0.0003,400000,143.1862335205078,124,3468745.25,3217,45152.5859375,99974,-535248.52673228
0.5126659870147705,9113,20.79,0.0003,410000,142.3330841064453,124,3414555.0,3303,34954.49609375,102474,-566788.0545884899
1.6576576232910156,9624,19.09,0.0003,420000,140.6845703125,123,3361546.5,3389,48150.65234375,104974,-532637.92167965
-2.381359100341797,10172,16.21,0.0003,430000,142.66603088378906,123,3325496.75,3475,23267.037109375,107474,-446302.7776738
-2.0504491329193115,10748,16.12,0.0003,440000,144.1145782470703,123,3253558.25,3561,11100.1181640625,109974,-442210.6682646099
0.7609990835189819,11327,17.97,0.0003,450000,148.09596252441406,123,3228237.25,3647,34728.1328125,112474,-485817.55422212003
1.547270655632019,11971,14.97,0.0003,460000,146.71514892578125,123,3201218.5,3733,50973.42578125,114974,-413553.79163881
1.5195374488830566,12631,15.48,0.0003,470000,147.45127868652344,123,3138603.75,3819,62122.76171875,117474,-423484.15928984
0.9896841049194336,13152,24.02,0.0003,480000,150.2176055908203,122,3090773.0,3905,66662.6953125,119974,-678572.01375395
-1.033740520477295,13634,21.65,0.0003,490000,147.41732788085938,122,3060801.5,3991,56541.265625,122474,-608347.93660821
-3.682175636291504,14120,23.23,0.0003,500000,143.44955444335938,122,3094943.0,4077,26824.5,124974,-646521.27058501
-2.1079368591308594,14591,19.6,0.0003,510000,143.36898803710938,122,3013230.0,4162,53539.14453125,127474,-537066.8952231201
3.0338058471679688,15011,26.23,0.0003,520000,140.27081298828125,122,2981622.25,4247,31747.697265625,129974,-695173.9665822199
-1.6976006031036377,15460,16.67,0.0003,530000,139.02174377441406,122,2975925.0,4332,42393.0859375,132474,-448516.03204926004
-5.187343597412109,15929,22.77,0.0003,540000,136.33204650878906,122,2924087.5,4418,36059.125,134974,-600854.5834534001
3.6052560806274414,16352,26.19,0.0003,550000,130.140625,122,2919987.5,4505,62503.70703125,137474,-683750.56469706
2.393618583679199,16741,28.34,0.0003,560000,130.54629516601562,121,2918035.25,4591,56926.6875,139974,-734304.25822383
0.8211860060691833,17280,18.47,0.0003,570000,127.25019073486328,121,2861720.5,4678,62667.03125,142474,-504484.68732766004
-3.575038194656372,18088,12.72,0.0003,580000,126.68441772460938,121,2826962.5,4764,64956.23046875,144974,-378722.9198320099
-2.0577073097229004,18591,19.03,0.0003,590000,121.34009552001953,121,2767547.25,4850,59080.58984375,147474,-508682.4026654301
2.4803433418273926,19203,13.33,0.0003,600000,134.85061645507812,121,2710400.75,4936,30171.8984375,149974,-360552.46869114006
-1.6675066947937012,20753,6.36,0.0003,610000,175.4080047607422,121,2563068.0,5022,63281.46875,152474,-254675.69244037
1.308852195739746,21892,8.58,0.0003,620000,188.4347686767578,121,2368619.25,5108,54711.91015625,154974,-284974.59075319
3.190916061401367,22350,37.94,0.0003,630000,199.4126434326172,121,2142766.0,5195,48114.53515625,157474,-1175434.88651946
-0.8078005313873291,22550,58.58,0.0003,640000,200.0207977294922,121,1943461.375,5281,50499.97265625,159974,-1860017.9573123604
1.7969049215316772,22898,23.12,0.0003,650000,200.91064453125,121,1751611.5,5367,56577.67578125,162474,-671115.78075056
