train/policy_objective,train/n_updates,train/explained_variance,train/std,train/is_line_search_success,time/time_elapsed,train/value_loss,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/kl_divergence_loss,time/fps
0.043728042393922806,24,0.004977881908416748,0.7437461018562317,1.0,147,5316419089.6,200000,8.82,0.001,103998.17818927,0.006142667960375547,1353
0.043049078434705734,25,5.960464477539062e-07,0.7272444367408752,1.0,155,5879967583.2,210000,8.58,0.001,106401.0393614,0.007273837924003601,1353
0.03744572773575783,26,-1.1920928955078125e-07,0.7139206528663635,1.0,162,6190657728.0,220000,8.25,0.001,111059.97526923999,0.005600487347692251,1353
0.040245767682790756,28,2.980232238769531e-07,0.6908398270606995,1.0,171,6316772344.8,230000,8.78,0.001,110430.33822002,0.008197898976504803,1341
0.04600374400615692,29,0.0,0.6822230219841003,1.0,178,6382307624.0,240000,7.8,0.001,113104.3967303,0.006439229007810354,1342
0.043964777141809464,30,0.0,0.6642829179763794,1.0,186,6860065122.4,250000,7.87,0.001,118420.69147706,0.00783197209239006,1342
0.03419196978211403,31,2.980232238769531e-07,0.6582865715026855,1.0,193,6956009926.4,260000,7.88,0.001,117708.62817021999,0.0069226715713739395,1341
0.037865374237298965,32,0.0,0.6493510603904724,1.0,201,6961926352.8,270000,7.56,0.001,121351.53382062,0.008935821242630482,1341
0.03824218362569809,34,0.0,0.6320372819900513,1.0,210,7569845989.6,280000,7.77,0.001,123771.4850825,0.008786926046013832,1332
0.04599900543689728,35,0.0,0.6217978000640869,1.0,217,7638863502.4,290000,7.5,0.001,126302.99009867999,0.006996197625994682,1332
0.04039715602993965,36,5.716085433959961e-05,0.6145919561386108,1.0,225,7921330664.0,300000,7.41,0.001,128119.87665574001,0.008052397519350052,1332
0.04619653522968292,37,-2.384185791015625e-07,0.6086748838424683,1.0,232,8190885488.0,310000,7.53,0.001,127808.4,0.008207997307181358,1333
0.03738579899072647,39,-1.1920928955078125e-07,0.5952507853507996,1.0,241,8317876724.0,320000,7.35,0.001,129136.16731999001,0.006302347406744957,1325
0.05083565413951874,40,-1.1920928955078125e-07,0.5869739055633545,1.0,248,8442576958.4,330000,7.36,0.001,130443.2,0.007413988467305899,1325
0.03785238787531853,41,0.0,0.5815901756286621,1.0,256,8616945920.8,340000,7.32,0.001,129930.00401848,0.0074436417780816555,1326
0.030729049816727638,42,0.0,0.5762096047401428,1.0,263,8759185271.2,350000,7.18,0.001,132965.64102711,0.00701919523999095,1327
0.03184221684932709,43,0.0,0.5696848630905151,1.0,271,8809087325.6,360000,7.25,0.001,132165.26260648,0.006033001001924276,1328
0.024036534130573273,45,0.0,0.5577409267425537,1.0,279,8944065219.2,370000,7.14,0.001,131963.3,0.006205158773809671,1322
0.038794949650764465,46,-1.1920928955078125e-07,0.5533971190452576,1.0,287,8958545534.4,380000,7.14,0.001,132769.41192783,0.007237560115754604,1322
0.02351648360490799,47,0.0,0.5501524806022644,1.0,294,9033232012.8,390000,7.15,0.001,132971.02602412002,0.006472465116530657,1323
0.037334032356739044,48,-1.1920928955078125e-07,0.5436894297599792,1.0,302,8962358872.0,400000,7.15,0.001,132873.8,0.0069625177420675755,1323
0.018767381086945534,50,0.0,0.5372428894042969,1.0,310,8987538398.4,410000,7.14,0.001,133174.1,0.0061834026128053665,1318
0.022321663796901703,51,0.0,0.5341970920562744,1.0,318,9014434728.0,420000,7.07,0.001,133176.75286607002,0.007684578653424978,1319
0.022227466106414795,52,0.0,0.5309167504310608,1.0,325,8998730910.4,430000,7.13,0.001,133073.5,0.008936118334531784,1320
0.033856045454740524,53,-1.1920928955078125e-07,0.5253910422325134,1.0,332,8969793627.2,440000,7.08,0.001,133471.21542498,0.009049761109054089,1321
0.03386086970567703,54,0.0,0.5224688649177551,1.0,340,8967854723.2,450000,7.09,0.001,133273.8,0.006470032036304474,1322
0.031094124540686607,56,0.0,0.5176189541816711,1.0,348,9014971168.0,460000,7.06,0.001,133174.7,0.008646003901958466,1318
0.023411471396684647,57,0.0,0.5139162540435791,1.0,356,9045608057.6,470000,6.99,0.001,131479.25883606,0.008573006838560104,1318
0.016424383968114853,58,0.0,0.5124071836471558,1.0,364,9017125291.2,480000,7.02,0.001,133676.8,0.005718267988413572,1318
0.027656210586428642,59,0.0,0.5110632181167603,1.0,371,9026898460.8,490000,7.04,0.001,133582.5,0.006727626547217369,1319
0.023176155984401703,61,0.0,0.5054988861083984,1.0,380,9007964678.4,500000,7.09,0.001,133171.1,0.00622163899242878,1314
0.029666904360055923,62,0.0,0.5036554336547852,1.0,387,9005718824.0,510000,7.05,0.001,133577.7,0.006985185202211142,1315
0.01997065357863903,63,1.1920928955078125e-07,0.5024725198745728,1.0,395,9007233440.0,520000,7.01,0.001,133682.5,0.008675058372318745,1315
0.024775227531790733,64,0.0,0.5003312230110168,1.0,402,8994918593.6,530000,7.02,0.001,133277.7,0.007604938466101885,1316
0.02224130928516388,65,0.0,0.49827146530151367,1.0,410,8982585859.2,540000,7.02,0.001,133573.2,0.007777241989970207,1316
0.019586723297834396,67,0.0,0.49641355872154236,1.0,419,8949382179.2,550000,7.06,0.001,133769.3,0.008571832440793514,1312
0.02443578653037548,68,0.0,0.4945911169052124,1.0,426,8962243497.6,560000,7.04,0.001,133476.84284371,0.009904708713293076,1313
0.02543390356004238,69,1.7881393432617188e-07,0.49183809757232666,1.0,433,8932239424.0,570000,7.06,0.001,133169.3,0.009346488863229752,1313
0.030704177916049957,70,-1.1920928955078125e-07,0.4897019565105438,1.0,441,8965337795.2,580000,7.04,0.001,133371.7,0.008626001887023449,1314
0.02662007138133049,72,0.0,0.4874211549758911,1.0,450,8911639067.2,590000,7.05,0.001,133573.2,0.006890568416565657,1310
0.0281055960804224,73,5.960464477539063e-08,0.485363632440567,1.0,457,8932632521.6,600000,7.05,0.001,133577.7,0.006708086933940649,1311
0.027753956615924835,74,0.0,0.48420292139053345,1.0,465,8927846203.2,610000,6.98,0.001,131638.55893157,0.008126230910420418,1311
0.02029837854206562,75,0.0,0.48396533727645874,1.0,472,8937503944.0,620000,7.02,0.001,133778.6,0.007446102797985077,1312
0.016979020088911057,76,-1.1920928955078125e-07,0.4826812744140625,1.0,480,8927598521.6,630000,7.14,0.001,133473.2,0.006802853662520647,1312
0.023175835609436035,78,0.0,0.4798877537250519,1.0,488,8883074435.2,640000,7.0,0.001,133778.3,0.009165440686047077,1308
0.020427638664841652,79,0.0,0.4781419038772583,1.0,496,8917469681.6,650000,7.0,0.001,133782.8,0.008067179471254349,1309
0.01319627370685339,80,0.0,0.47787365317344666,1.0,503,8906330177.6,660000,7.02,0.001,133675.0,0.00860773865133524,1309
0.0173170305788517,81,1.1920928955078125e-07,0.47675833106040955,1.0,511,8878140584.0,670000,7.07,0.001,133573.486963,0.009200118482112885,1310
0.020021073520183563,83,1.1920928955078125e-07,0.4744814336299896,1.0,520,8851167955.2,680000,7.09,0.001,133776.5,0.009073566645383835,1307
0.020930148661136627,84,5.960464477539063e-08,0.47337013483047485,1.0,527,8851393308.8,690000,7.04,0.001,133676.18929207002,0.0075793019495904446,1307
0.019451286643743515,85,1.1920928955078125e-07,0.4725794196128845,1.0,535,8874711745.6,700000,7.02,0.001,133776.8,0.0077705481089651585,1308
0.02059634029865265,86,-1.1920928955078125e-07,0.47056564688682556,1.0,542,8842624179.2,710000,7.03,0.001,133477.4,0.006776305381208658,1308
0.020832650363445282,87,-1.1920928955078125e-07,0.4695589244365692,1.0,549,8831604792.0,720000,7.0,0.001,133778.3,0.006240305956453085,1309
0.02562948688864708,89,0.0,0.466621994972229,1.0,558,8813155315.2,730000,7.03,0.001,133780.96087061,0.00884426198899746,1306
0.017713729292154312,90,0.0,0.4649074971675873,1.0,565,8830848611.2,740000,7.03,0.001,133578.11246128997,0.009489845484495163,1307
0.027818867936730385,91,-1.1920928955078125e-07,0.4645037055015564,1.0,573,8805043020.8,750000,7.03,0.001,133670.2,0.007908763363957405,1308
0.02022641897201538,92,0.0,0.4642280340194702,1.0,580,8807459524.0,760000,7.02,0.001,133680.4,0.006804620381444693,1308
0.020002232864499092,93,0.0,0.4632674753665924,1.0,588,8812346758.4,770000,7.01,0.001,133678.0,0.006844602059572935,1309
0.02178294025361538,95,0.0,0.4626781642436981,1.0,597,8800401174.4,780000,7.02,0.001,133575.9,0.008697082288563251,1306
0.020571980625391006,96,0.0,0.4612962305545807,1.0,604,8794905166.4,790000,7.0,0.001,133577.4,0.00892658717930317,1306
0.015293106436729431,97,0.0,0.4607994854450226,1.0,612,8790188030.4,800000,7.02,0.001,133580.4,0.006569667719304562,1307
0.021311717107892036,98,0.0,0.46085324883461,1.0,619,8771453556.0,810000,7.01,0.001,133680.7,0.0063498360104858875,1307
0.017521565780043602,100,0.0,0.4596746861934662,1.0,628,8765108691.2,820000,7.01,0.001,133378.9,0.007498499471694231,1304
0.02143496461212635,101,-1.1920928955078125e-07,0.45965659618377686,1.0,635,8750636062.4,830000,7.01,0.001,133680.7,0.006781840696930885,1305
0.027093198150396347,102,0.0,0.45956912636756897,1.0,643,8757408134.4,840000,7.0,0.001,133681.85285799002,0.009465023875236511,1305
0.01594480499625206,103,0.0,0.4591789245605469,1.0,650,8746232844.0,850000,7.0,0.001,133679.2,0.008822228759527206,1305
0.021267376840114594,104,0.0,0.4592539966106415,1.0,658,8737886408.8,860000,7.0,0.001,133781.9,0.009413741528987885,1306
0.02554919943213463,106,0.0,0.45875877141952515,1.0,667,8724403752.8,870000,7.0,0.001,133781.0,0.00966724380850792,1303
0.021250510588288307,107,1.1920928955078125e-07,0.45784175395965576,1.0,674,8719309396.8,880000,7.0,0.001,133781.9,0.008197372779250145,1304
0.0172894187271595,108,0.0,0.4572499692440033,1.0,682,8696020054.4,890000,7.0,0.001,133785.5,0.007032654248178005,1304
0.020903900265693665,109,0.0,0.4568636119365692,1.0,689,8713891213.6,900000,7.01,0.001,133579.8,0.006386866793036461,1305
0.024288496002554893,111,5.960464477539063e-08,0.4548651874065399,1.0,698,8674835063.2,910000,7.0,0.001,133574.7,0.006372631061822176,1303
0.021070977672934532,112,1.1920928955078125e-07,0.4548061192035675,1.0,705,8667281687.2,920000,7.0,0.001,133782.8,0.008340183645486832,1303
0.02339058928191662,113,0.0,0.4538995325565338,1.0,713,8675372184.0,930000,7.01,0.001,133580.7,0.009221349842846394,1304
0.018560810014605522,114,0.0,0.4537034034729004,1.0,720,8662356692.0,940000,7.0,0.001,133681.9,0.00966817606240511,1304
0.01973150484263897,115,0.0,0.45326513051986694,1.0,728,8656991452.0,950000,7.02,0.001,133782.2,0.009108643978834152,1304
0.01572619378566742,117,0.0,0.451382577419281,1.0,736,8619522155.2,960000,7.0,0.001,133781.0,0.005986494477838278,1302
0.014614311046898365,118,0.0,0.45090538263320923,1.0,744,8637453044.0,970000,6.99,0.001,133575.9,0.009249389171600342,1303
0.024603283032774925,119,0.0,0.44997522234916687,1.0,751,8609047219.2,980000,7.01,0.001,133780.7,0.007589032407850027,1304
0.028792306780815125,120,-1.1920928955078125e-07,0.4501434564590454,1.0,758,8624551688.0,990000,7.0,0.001,133679.2,0.009284178726375103,1305
0.017563791945576668,122,0.0,0.44949352741241455,1.0,766,8597517778.4,1000000,7.0,0.001,133672.9,0.007832597009837627,1304
