train/std,train/policy_gradient_loss,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/clip_fraction,time/fps,train/entropy_loss,train/approx_kl,rollout/ep_len_mean,time/total_timesteps,train/loss,train/n_updates,train/explained_variance,train/clip_range,time/time_elapsed
1.0085328817367554,-0.00925264517263713,-509076.8369334286,0.0017,2279397741.4,0.04686279296875,1543,-12.81296627148986,0.0064764265,152.4920634920635,10000,1104112000.0,10,1.6689300537109375e-06,0.2,6
1.0191731452941895,-0.006859007231832947,-394479.22898015997,0.0017,2089395967.6,0.029052734375,1543,-12.89913879558444,0.0055234106,122.3,20000,761354880.0,20,5.960464477539063e-08,0.2,12
1.0318964719772339,-0.005414545472012833,-312597.50325824,0.0017,2095465848.6,0.02752685546875,1543,-13.00204673781991,0.005395051,100.6,30000,833353600.0,30,0.0,0.2,19
1.0449992418289185,-0.005424754527120967,-346296.75592125003,0.0017,1700256531.05,0.01805419921875,1544,-13.1153923407197,0.0046870993,123.04,40000,684853632.0,40,0.0,0.2,25
1.0702098608016968,-0.004410034985630773,-315558.20142247,0.0017,1712186137.45,0.02076416015625,1409,-13.333729585260153,0.0046784487,108.08,50000,791015936.0,60,0.0,0.2,35
1.0843381881713867,-0.004425931962759933,-260925.64143898,0.0017,1637733807.5,0.01878662109375,1430,-13.445416469871997,0.004415365,92.87,60000,681920192.0,70,5.960464477539063e-08,0.2,41
1.0963393449783325,-0.005507035585378617,-290303.27281005995,0.0017,1410640370.6,0.0333740234375,1446,-13.552432686835527,0.005245681,113.57,70000,788901248.0,80,0.0,0.2,48
1.1121829748153687,-0.006314127311270568,-285900.03296295,0.0017,1367585558.25,0.03453369140625,1458,-13.670141565799714,0.006166339,114.15,80000,761061312.0,90,-1.1920928955078125e-07,0.2,54
1.1263056993484497,-0.005766577068425249,-258332.32253726,0.0017,1388031018.95,0.02801513671875,1467,-13.78786709830165,0.005339804,105.05,90000,673827712.0,100,0.0,0.2,61
1.1565276384353638,-0.005976714346070366,-242900.29891256004,0.0017,1364743116.55,0.03408203125,1409,-14.022633797675372,0.0058311885,94.01,100000,792807040.0,120,5.960464477539063e-08,0.2,70
1.1724241971969604,-0.005491057994731818,-257440.31698973998,0.0017,1321879820.2,0.0352783203125,1420,-14.145576462894677,0.006336768,106.67,110000,889015808.0,130,0.0,0.2,77
1.1896679401397705,-0.004332571674967767,-247248.72114664,0.0017,1195118976.3,0.028125,1429,-14.272199501097202,0.0054882476,103.03,120000,371696768.0,140,0.0,0.2,83
1.208290696144104,-0.005305306321315584,-242717.24268358,0.0017,1261518199.3,0.03714599609375,1437,-14.407420481741429,0.006061662,103.04,130000,496149344.0,150,0.0,0.2,90
1.2402267456054688,-0.005537658749199181,-236644.33043575005,0.0017,1280086914.7,0.042333984375,1384,-14.654247917234898,0.005891973,97.71,140000,411408096.0,170,-1.1920928955078125e-07,0.2,101
1.25703763961792,-0.0030994151493359823,-276305.76218567,0.0017,1146995483.25,0.02579345703125,1388,-14.77202911376953,0.005076994,120.43,150000,626134400.0,180,0.0,0.2,108
1.275208592414856,-0.004699220775364665,-259756.18643902,0.0017,1112142384.975,0.033837890625,1394,-14.896892582625151,0.005971654,113.84,160000,587474752.0,190,0.0,0.2,114
