train/policy_objective,train/kl_divergence_loss,train/learning_rate,train/explained_variance,rollout/ep_rew_mean,train/n_updates,time/fps,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/is_line_search_success,time/time_elapsed,train/std
0.05605368688702583,0.0068130153231322765,0.001,0.0,-96302.01366276,28,1471,145.38,230000,795803423.5,1.0,156,0.9112946391105652
0.0638364776968956,0.008461534045636654,0.001,0.0,-112193.96903124,29,1475,175.23,240000,598893150.45,1.0,162,0.9053818583488464
0.051365673542022705,0.00743184145539999,0.001,0.0,-38686.2712333,30,1478,155.59,250000,722554706.0,1.0,169,0.8942416310310364
0.05610261484980583,0.0067240167409181595,0.001,0.0,-11251.541620780004,31,1480,150.31,260000,709615176.75,1.0,175,0.8933586478233337
0.0579586923122406,0.007556418422609568,0.001,0.0,3495.2308622600012,32,1483,141.09,270000,623243172.1,1.0,182,0.8873533606529236
0.053079135715961456,0.007885502651333809,0.001,0.014170348644256592,-6172.543756119998,34,1474,134.98,280000,909502493.65,1.0,189,0.8894168138504028
0.055782750248909,0.007391472812741995,0.001,0.015924513339996338,21218.53544164,35,1477,131.19,290000,681781318.85,1.0,196,0.8942092061042786
0.05102979391813278,0.007237598299980164,0.001,0.019599080085754395,43219.80262604,36,1479,134.74,300000,659992292.55,1.0,202,0.8927822113037109
0.05444809049367905,0.00742832338437438,0.001,0.021343529224395752,53547.083348470005,37,1481,117.37,310000,627912247.525,1.0,209,0.88978111743927
0.04763544723391533,0.00830896571278572,0.001,0.015693485736846924,59909.73300167,39,1473,110.3,320000,827245278.2,1.0,217,0.8815218210220337
0.05083903670310974,0.009233166463673115,0.001,0.004378616809844971,39823.891090280005,40,1476,131.84,330000,735391550.275,1.0,223,0.8739757537841797
0.04644326865673065,0.0073772394098341465,0.001,0.017767131328582764,59068.48323761,41,1476,96.33,340000,880155566.0,1.0,230,0.8696665167808533
0.05278519541025162,0.007791838608682156,0.001,0.029728829860687256,64135.36493542999,42,1478,94.47,350000,949760283.85,1.0,236,0.8643977642059326
0.04874880611896515,0.00819116085767746,0.001,0.023046255111694336,73608.85189912001,43,1479,88.0,360000,980047938.0,1.0,243,0.8667386770248413
0.05059703066945076,0.0072738793678581715,0.001,0.005460917949676514,67862.53701595,45,1471,88.64,370000,1043884231.9,1.0,251,0.8521791100502014
0.05211950093507767,0.007952726446092129,0.001,0.009551167488098145,87785.71313408,46,1473,87.47,380000,952477264.9,1.0,257,0.8487631678581238
0.04527520760893822,0.008327971212565899,0.001,0.00019097328186035156,79660.43571727,47,1474,95.34,390000,877738906.9,1.0,264,0.8520085215568542
0.044730912894010544,0.007544221356511116,0.001,0.0002899169921875,84720.3967763,48,1475,85.55,400000,1088203713.3,1.0,271,0.8494707345962524
0.04291963204741478,0.0078110224567353725,0.001,0.002735912799835205,72215.67258295,50,1468,78.51,410000,1067877398.8,1.0,279,0.8369029760360718
0.04377849027514458,0.008573687635362148,0.001,0.0005391240119934082,97120.84568123,51,1469,89.4,420000,973118823.8,1.0,285,0.8328345417976379
0.04341047257184982,0.008080623112618923,0.001,0.00018012523651123047,96257.45697672,52,1469,68.11,430000,1122905640.7,1.0,292,0.8317632079124451
0.052369505167007446,0.008097217418253422,0.001,0.0008361339569091797,95693.93523575,53,1470,62.08,440000,1303951146.8,1.0,299,0.8346571922302246
0.0449972040951252,0.008505680598318577,0.001,0.003113389015197754,99737.75574831001,54,1471,64.68,450000,1384922942.7,1.0,305,0.8373935222625732
0.04724957421422005,0.00806480459868908,0.001,0.011310279369354248,107963.98610417,56,1464,60.03,460000,1385291817.4,1.0,313,0.8339393138885498
0.04910649359226227,0.008246761746704578,0.001,0.0015644431114196777,96350.77775574001,57,1465,60.97,470000,1363663170.0,1.0,320,0.8301312327384949
0.04758266732096672,0.008329740725457668,0.001,0.004604041576385498,96962.40333932,58,1466,66.39,480000,1379746958.2,1.0,327,0.8315727710723877
0.045412901788949966,0.008162405341863632,0.001,0.005835115909576416,90856.79013268002,59,1466,61.04,490000,1388358083.6,1.0,334,0.8226343989372253
0.04799747094511986,0.008278544060885906,0.001,0.0024451613426208496,106105.01384156,61,1460,61.99,500000,1418420253.7,1.0,342,0.8049238920211792
0.044334229081869125,0.007887338288128376,0.001,3.337860107421875e-06,100617.52621625998,62,1461,54.91,510000,1508172544.8,1.0,348,0.7937242984771729
0.04382815584540367,0.0082019604742527,0.001,1.5497207641601562e-06,106296.98204937,63,1461,56.14,520000,1455605205.3,1.0,355,0.7901308536529541
0.04436366632580757,0.007939601317048073,0.001,0.001322925090789795,98389.65621643,64,1462,47.34,530000,1382593505.1,1.0,362,0.7930896282196045
0.04262794926762581,0.008667225018143654,0.001,0.0011041760444641113,94191.21200924,65,1462,41.02,540000,1688143768.0,1.0,369,0.789378821849823
0.04759468883275986,0.008214674890041351,0.001,3.5762786865234375e-07,100743.69964103,67,1457,47.23,550000,1725438771.4,1.0,377,0.7847136855125427
0.05030978471040726,0.008797581307590008,0.001,1.1920928955078125e-07,99690.23179626,68,1458,39.41,560000,1895015488.4,1.0,384,0.7843800187110901
0.05287132412195206,0.00879870355129242,0.001,0.0,108368.67936753001,69,1458,39.71,570000,2258810110.0,1.0,390,0.7829864025115967
0.05241839960217476,0.009061376564204693,0.001,-1.1920928955078125e-07,106491.81885350001,70,1458,33.55,580000,1968746455.4,1.0,397,0.77925705909729
0.04471411183476448,0.00906168669462204,0.001,-1.1920928955078125e-07,110808.29186912,72,1453,31.91,590000,2191767378.4,1.0,405,0.7670590877532959
0.04732656478881836,0.007955292239785194,0.001,5.960464477539063e-08,120234.51353122,73,1453,30.19,600000,2794586995.2,1.0,412,0.7611075043678284
0.04375045746564865,0.00824802741408348,0.001,-1.1920928955078125e-07,110063.56198715,74,1453,30.53,610000,2676062779.8,1.0,419,0.7594698071479797
0.04322052747011185,0.007976185530424118,0.001,1.7881393432617188e-07,119001.06916028,75,1453,24.88,620000,2839977225.2,1.0,426,0.7536670565605164
0.05537860468029976,0.00908509362488985,0.001,0.0,114988.92666885002,76,1453,24.54,630000,3430180244.0,1.0,433,0.7512990236282349
0.04543223977088928,0.009343831799924374,0.001,-1.1920928955078125e-07,120132.12730145,78,1448,24.71,640000,3304801680.0,1.0,441,0.7341411113739014
0.048486292362213135,0.009201119653880596,0.001,5.960464477539063e-08,122069.28216391001,79,1447,20.54,650000,3790198647.2,1.0,448,0.7280515432357788
0.04401112347841263,0.008968611247837543,0.001,0.0,122480.48080512001,80,1447,20.17,660000,4205901810.8,1.0,455,0.7204866409301758
0.055004723370075226,0.008756999857723713,0.001,0.0,119078.58642092001,81,1447,25.55,670000,4120048406.4,1.0,462,0.7178493738174438
0.04888392984867096,0.009149910882115364,0.001,0.0,123504.84540561,83,1442,19.74,680000,4320520102.8,1.0,471,0.7111817598342896
0.039633020758628845,0.009174847044050694,0.001,2.384185791015625e-07,120093.32785105999,84,1442,20.64,690000,4455634290.4,1.0,478,0.7029147744178772
0.050445616245269775,0.0090164914727211,0.001,5.960464477539063e-08,125593.27684287001,85,1442,17.83,700000,4750695548.4,1.0,485,0.7010889649391174
0.05052376538515091,0.008600352331995964,0.001,-2.384185791015625e-07,127717.74996808,86,1442,17.42,710000,4651658408.4,1.0,492,0.7002151012420654
0.043816231191158295,0.00901863444596529,0.001,5.960464477539063e-08,123961.02638668001,87,1442,20.3,720000,5119180680.0,1.0,499,0.6947879791259766
0.04010239243507385,0.009670648723840714,0.001,0.0,123375.61120779,89,1437,17.91,730000,4991327614.4,1.0,507,0.6902081966400146
0.0473770946264267,0.009101594798266888,0.001,2.384185791015625e-07,125327.05236314,90,1437,17.28,740000,5184538188.0,1.0,514,0.6847185492515564
0.05430522933602333,0.009412366896867752,0.001,0.0,127731.11893883001,91,1437,16.85,750000,5076531667.2,1.0,521,0.682641863822937
0.048406150192022324,0.008699455298483372,0.001,2.2649765014648438e-06,130698.40875953,92,1437,15.57,760000,5277957565.6,1.0,528,0.6758363246917725
0.03633648529648781,0.007325062993913889,0.001,1.1920928955078125e-07,128362.87102003001,93,1437,16.07,770000,5407184736.8,1.0,535,0.6734288334846497
0.04377704858779907,0.009191633202135563,0.001,-1.1920928955078125e-07,130806.31076738,95,1433,15.34,780000,5856581442.4,1.0,544,0.6667325496673584
0.039657603949308395,0.008323360234498978,0.001,-1.1920928955078125e-07,131133.60596508,96,1433,14.61,790000,5837547267.2,1.0,551,0.6615269780158997
0.03665987402200699,0.006336132064461708,0.001,-1.1920928955078125e-07,130430.5,97,1433,14.39,800000,5913374505.6,1.0,558,0.6598818302154541
0.038071081042289734,0.006412421818822622,0.001,-2.384185791015625e-07,128593.46544250999,98,1433,15.2,810000,6068061144.8,1.0,565,0.6568769812583923
0.039449404925107956,0.008787539787590504,0.001,0.0,130422.7,100,1429,14.59,820000,5926444229.6,1.0,573,0.6527681946754456
0.03989166021347046,0.009830762632191181,0.001,-1.1920928955078125e-07,129301.71286662002,101,1429,14.95,830000,5728429538.4,1.0,580,0.6511505246162415
0.04339579865336418,0.009846230037510395,0.001,-1.1920928955078125e-07,130002.3,102,1430,15.15,840000,5115738028.8,1.0,587,0.652085542678833
0.03819219768047333,0.00833858922123909,0.001,0.0,132859.30886714,103,1430,14.31,850000,6051760849.6,1.0,594,0.6504426002502441
0.04690659046173096,0.009990126825869083,0.001,0.0,131128.16153569,104,1429,14.46,860000,5967155691.2,1.0,601,0.648551344871521
0.039229124784469604,0.009472374804317951,0.001,1.7881393432617188e-07,130833.2,106,1426,14.57,870000,5601929305.6,1.0,609,0.6467441916465759
0.04346488043665886,0.006920199375599623,0.001,-1.1920928955078125e-07,132048.67230737998,107,1426,14.47,880000,5704678176.8,1.0,616,0.6473844647407532
0.04172677546739578,0.009391224943101406,0.001,1.1920928955078125e-07,131853.06902493,108,1426,14.17,890000,5734342522.4,1.0,623,0.6459910273551941
0.044738780707120895,0.009442868642508984,0.001,0.0,130207.0019384,109,1426,14.96,900000,6223607337.6,1.0,631,0.6453275084495544
0.04267984628677368,0.00999314896762371,0.001,-1.1920928955078125e-07,131960.2,111,1422,14.03,910000,5745792019.2,1.0,639,0.6417377591133118
0.036037467420101166,0.00802519265562296,0.001,-1.1920928955078125e-07,131760.74760299,112,1422,13.92,920000,6165543517.6,1.0,646,0.6391482353210449
0.04310140013694763,0.009119883179664612,0.001,1.7881393432617188e-07,131561.77772771,113,1422,13.82,930000,6330713492.8,1.0,653,0.6373406052589417
0.04438050463795662,0.009443162009119987,0.001,-1.1920928955078125e-07,131763.5,114,1422,13.86,940000,6255991181.6,1.0,661,0.6369083523750305
0.03951794281601906,0.008335700258612633,0.001,0.0,133069.06536444998,115,1421,14.0,950000,6485223260.8,1.0,668,0.6353042125701904
0.030768003314733505,0.007195275742560625,0.001,0.0,132875.84361824,117,1418,13.71,960000,6637358062.4,1.0,676,0.6327597498893738
0.04801046848297119,0.006479846313595772,0.001,0.0,132668.79176346,118,1418,13.98,970000,6578214795.2,1.0,683,0.6318883895874023
0.03318442776799202,0.009409239515662193,0.001,0.0,132077.56390839998,119,1418,13.6,980000,5788832065.6,1.0,690,0.6309748291969299
0.03841199353337288,0.009058651514351368,0.001,0.0,132773.11969801,120,1418,13.95,990000,6556474369.6,1.0,697,0.6278750896453857
0.029483985155820847,0.006357261911034584,0.001,0.0,132775.98216051998,122,1415,13.71,1000000,6544339940.0,1.0,706,0.6252549290657043
