train/kl_divergence_loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,train/std,rollout/ep_rew_mean,train/learning_rate,train/is_line_search_success,train/explained_variance,train/value_loss,train/policy_objective,time/fps,time/total_timesteps
0.0062261540442705154,1,58.47,5,0.990932047367096,-282634.69843031,0.0013,1.0,2.205371856689453e-06,5423634869.6,0.0699249804019928,1889,10000
0.0038957777433097363,2,49.42,10,0.9867022037506104,-186515.49897836996,0.0013,1.0,-1.1920928955078125e-07,4025865602.8,0.04231613129377365,1902,20000
0.004509454593062401,3,36.14,15,0.987457275390625,-162215.74902360002,0.0013,1.0,1.7881393432617188e-07,3420321782.0,0.042865727096796036,1896,30000
0.004202744457870722,4,44.96,21,0.9769616723060608,-169832.37602521,0.0013,1.0,-2.384185791015625e-07,3528177736.0,0.043650366365909576,1892,40000
0.004546762444078922,6,47.61,27,0.9869675040245056,-173576.04963332,0.0013,1.0,0.0,3152536682.0,0.04071032628417015,1810,50000
0.005163039080798626,7,49.33,32,0.9825888872146606,-163098.75173761998,0.0013,1.0,0.0,2991387695.2,0.04013758897781372,1822,60000
0.00486851017922163,8,51.16,38,0.9746739268302917,-155106.88717717002,0.0013,1.0,0.0,2833784779.2,0.049497030675411224,1829,70000
0.005262643564492464,9,49.35,43,0.962421715259552,-152741.38859674,0.0013,1.0,5.960464477539063e-08,2611882100.2,0.04602823406457901,1835,80000
0.00514097698032856,10,48.49,48,0.9609677195549011,-153174.30718144,0.0013,1.0,0.0,2713571893.0,0.04930741339921951,1840,90000
0.005170887336134911,12,51.66,55,0.9588452577590942,-155683.25672337,0.0013,1.0,0.0,2476630468.0,0.04908177629113197,1807,100000
0.004669738933444023,13,52.41,60,0.9467393159866333,-151793.33702822,0.0013,1.0,0.0,2580893120.6,0.047801509499549866,1811,110000
0.00492732971906662,14,49.9,65,0.943345308303833,-148544.39979313,0.0013,1.0,-1.1920928955078125e-07,2315703218.6,0.05279321223497391,1820,120000
0.004970697220414877,15,56.14,71,0.9414122700691223,-151488.75280389,0.0013,1.0,-1.1920928955078125e-07,2346119630.6,0.05325375497341156,1827,130000
0.005730020347982645,17,67.9,77,0.9291036128997803,-151750.34129055002,0.0013,1.0,0.0,1974608429.0,0.05418965965509415,1806,140000
0.00561855174601078,18,59.95,82,0.9216920137405396,-151060.00114526,0.0013,1.0,-1.1920928955078125e-07,2035599753.0,0.061706118285655975,1812,150000
0.0058974530547857285,19,64.1,88,0.9214445948600769,-147019.39021371998,0.0013,1.0,5.960464477539063e-08,2051616020.6,0.05848421901464462,1818,160000
0.005161067470908165,20,64.03,93,0.9247108101844788,-138189.97833888,0.0013,1.0,0.0,1897172985.0,0.05576498806476593,1821,170000
0.00631469814106822,21,70.94,98,0.9247098565101624,-144765.54273595999,0.0013,1.0,0.0,1870943027.0,0.05161183327436447,1825,180000
0.005513351876288652,23,56.94,105,0.936090350151062,-123644.39334104002,0.0013,1.0,5.960464477539063e-08,1872190366.0,0.06030498072504997,1808,190000
0.005791022442281246,24,66.24,110,0.9394091367721558,-129378.92694248,0.0013,1.0,0.0,1732639694.2,0.0642138347029686,1813,200000
0.005462196189910173,25,62.31,115,0.9376160502433777,-124114.06313432,0.0013,1.0,5.960464477539063e-08,1752317838.0,0.056157469749450684,1817,210000
0.0055169654078781605,26,73.34,120,0.9467600584030151,-107970.50118703001,0.0013,1.0,-1.1920928955078125e-07,1762796502.6,0.06236501783132553,1820,220000
0.006071548443287611,28,68.68,127,0.9282381534576416,-99311.79044194001,0.0013,1.0,0.0,1503670754.2,0.05684218183159828,1805,230000
0.006136445794254541,29,70.89,132,0.9244863986968994,-86126.80238794001,0.0013,1.0,0.0,1449622467.1,0.06742256134748459,1807,240000
0.006664672866463661,30,83.02,138,0.9178159236907959,-87453.14654311999,0.0013,1.0,0.0,1399831824.4,0.06264705955982208,1810,250000
0.006954507902264595,31,85.56,143,0.9149194359779358,-62226.70113417,0.0013,1.0,0.0,1161871346.8,0.06484954804182053,1812,260000
0.0065751224756240845,32,96.81,149,0.9089300632476807,-39179.21980222001,0.0013,1.0,0.0006673932075500488,1190899549.1,0.05912262201309204,1811,270000
0.006989508867263794,34,94.94,156,0.9045894145965576,-22778.703255669996,0.0013,1.0,0.019194066524505615,1032563410.8,0.055344656109809875,1792,280000
0.007005525752902031,35,94.81,161,0.9074604511260986,37883.7478713,0.0013,1.0,0.02560967206954956,987120922.7,0.05523749068379402,1794,290000
0.007187079172581434,36,91.05,167,0.9040594100952148,44258.40875991,0.0013,1.0,0.027977705001831055,910111328.55,0.06145511195063591,1791,300000
0.009555869735777378,37,113.7,172,0.9027268886566162,43191.50353124,0.0013,1.0,0.03287851810455322,864051327.6,0.061891648918390274,1793,310000
0.007773091550916433,39,107.15,180,0.8806622624397278,55965.74434795,0.0013,1.0,0.03920304775238037,825107403.55,0.05672858655452728,1775,320000
0.00828948151320219,40,87.58,185,0.868956446647644,68596.25609278999,0.0013,1.0,0.028564155101776123,1082498458.6,0.05614163726568222,1774,330000
0.007995090447366238,41,84.46,191,0.864425539970398,76511.70825552,0.0013,1.0,0.03443562984466553,1028304184.6,0.04932141676545143,1773,340000
0.008423075079917908,42,62.26,197,0.8598020076751709,90673.97205090002,0.0013,1.0,0.04200148582458496,1103183710.4,0.05380956828594208,1772,350000
0.00775303365662694,43,68.24,203,0.8566909432411194,95074.09950509001,0.0013,1.0,0.021835505962371826,1321795014.3,0.056542202830314636,1770,360000
0.008482646197080612,45,59.03,210,0.8527265191078186,98507.07388511002,0.0013,1.0,0.014371871948242188,1433922172.0,0.05296541750431061,1757,370000
0.007977188564836979,46,60.95,216,0.85312819480896,94005.35764763001,0.0013,1.0,0.005731165409088135,1573898251.0,0.05190009996294975,1756,380000
0.009157785214483738,47,68.03,222,0.8470749855041504,89858.33489523001,0.0013,1.0,0.00527268648147583,1971543796.6,0.05480572581291199,1754,390000
0.007994113489985466,48,55.89,228,0.8424990177154541,110616.1820248,0.0013,1.0,0.02978503704071045,1191016867.0,0.04975636303424835,1751,400000
