time/total_timesteps,time/time_elapsed,train/n_updates,train/actor_loss,train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/learning_rate,time/fps,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
1192944,4539,149105,-148.24203491210938,0.18930530548095703,1.0806314945220947,487.07362614,3296,838.806396484375,0.001,262,171.53,,
1193240,4540,149142,-179.07180786132812,0.19038881361484528,0.15985897183418274,428.07745205999987,3300,746.2272338867188,0.001,262,181.06,,
1193936,4543,149229,-153.12054443359375,0.19092294573783875,-1.0017021894454956,337.87230552,3304,1161.96875,0.001,262,197.28,,
1194024,4543,149240,-102.25830841064453,0.19042779505252838,-0.7198222875595093,337.47761533,3308,6411.556640625,0.001,262,198.15,,
1195904,4549,149475,-62.180992126464844,0.1774892508983612,-1.145471215248108,196.83466301999997,3312,718.8565673828125,0.001,262,212.56,,
1196192,4550,149511,-103.43513488769531,0.17412257194519043,-0.7121425867080688,269.90687535999996,3316,1010.6790771484375,0.001,262,208.37,,
1196408,4551,149538,-92.62347412109375,0.17198218405246735,-1.0061160326004028,258.68587792999995,3320,754.93798828125,0.001,262,209.39,,
1196824,4553,149590,-92.18087768554688,0.16985751688480377,0.4297162890434265,193.63052900000002,3324,2875.149658203125,0.001,262,207.85,,
1196992,4553,149611,-109.55038452148438,0.1697685569524765,-0.22055944800376892,295.07530026999996,3328,724.9413452148438,0.001,262,185.78,,
1197512,4555,149676,-76.31315612792969,0.16858814656734467,-1.1125178337097168,338.57851696,3332,1307.459716796875,0.001,262,176.66,,
1198248,4558,149768,-52.53324890136719,0.16403217613697052,-1.5175468921661377,368.14591690000003,3336,2232.705078125,0.001,262,170.23,,
1199264,4561,149895,-142.44229125976562,0.16065502166748047,0.9274758100509644,359.92452939,3340,2879.447998046875,0.001,262,171.38,,
1199800,4563,149962,-85.86060333251953,0.16304165124893188,0.254491925239563,363.9189096299999,3344,1205.69677734375,0.001,262,170.52,,
1200000,4564,149987,-91.54900360107422,0.16418467462062836,0.2368592470884323,363.9189096299999,3344,575.170654296875,0.001,262,170.52,,
1200000,,,,,,,,,,,,431.8,-0.42688900000002833
1200464,4569,150045,-95.63987731933594,0.1669561117887497,0.14945635199546814,-134.62475407000002,3348,531.2474365234375,0.001,262,174.49,,
1201360,4573,150157,-172.99200439453125,0.16674476861953735,1.1720441579818726,-108.76585330000013,3352,835.4097290039062,0.001,262,169.95,,
1202688,4577,150323,-126.76046752929688,0.17349840700626373,0.4600367546081543,-479.51848925000013,3356,1590.403564453125,0.001,262,166.28,,
1203120,4579,150377,-133.56405639648438,0.17561334371566772,-0.1033419743180275,-270.28857919999984,3360,1937.454345703125,0.001,262,160.56,,
1203616,4580,150439,-101.39242553710938,0.17643678188323975,0.21552389860153198,-239.18331467999985,3364,1041.5657958984375,0.001,262,145.75,,
1204032,4582,150491,-149.14031982421875,0.17805732786655426,1.0004135370254517,-267.62768186999995,3368,1413.2138671875,0.001,262,145.0,,
1204368,4583,150533,-107.54227447509766,0.18061411380767822,0.6695280075073242,-239.57904632999998,3372,927.6666259765625,0.001,262,142.06,,
1204744,4584,150580,-52.638397216796875,0.1829351782798767,0.2300816774368286,-286.7789218799999,3376,977.0042724609375,0.001,262,151.89,,
1205096,4586,150624,-49.350128173828125,0.18255531787872314,-0.9848777055740356,-383.60560119999985,3380,3184.933349609375,0.001,262,170.67,,
1205360,4586,150657,-88.40506744384766,0.1807357519865036,-1.7785983085632324,-384.12127584999973,3384,1111.85986328125,0.001,262,170.77,,
1205600,4587,150687,-107.66658782958984,0.17865321040153503,-1.2292816638946533,-393.3300491899998,3388,1088.135009765625,0.001,262,171.2,,
1206192,4589,150761,-62.132713317871094,0.17453940212726593,-0.6277735233306885,-357.25179681999987,3392,5608.5546875,0.001,262,170.03,,
1206640,4591,150817,-163.4453125,0.17241375148296356,-0.6609201431274414,-327.81481956999994,3396,1575.7347412109375,0.001,262,168.15,,
1207088,4592,150873,-108.2348861694336,0.17086109519004822,-1.23789381980896,-274.74389976999987,3400,2045.190673828125,0.001,262,159.33,,
1207232,4593,150891,-84.80178833007812,0.17010970413684845,-0.8425990343093872,-181.74416533999994,3404,931.5239868164062,0.001,262,142.56,,
1207624,4594,150940,-89.02574157714844,0.16721351444721222,-1.1831543445587158,-185.82357686000003,3408,1019.9932861328125,0.001,262,142.78,,
1208096,4596,150999,-94.73501586914062,0.1638181358575821,-0.22870878875255585,-45.85269191999994,3412,1228.7645263671875,0.001,262,128.57,,
1209048,4599,151118,-137.3379669189453,0.1608344167470932,0.3322798013687134,-18.194357670000027,3416,833.4629516601562,0.001,262,123.33,,
1210000,4602,151237,-119.69312286376953,0.15843245387077332,-0.5692658424377441,-71.35311442000007,3419,717.72021484375,0.001,262,125.5,,
1210000,,,,,,,,,,,,437.0,-2530.1243374
1210008,4607,151238,,0.15843245387077332,,-69.91473534000005,3420,2863.5498046875,0.001,262,125.48,,
1210856,4610,151344,-137.19480895996094,0.15675030648708344,-0.5129194259643555,-21.151046870000044,3424,903.12451171875,0.001,262,127.64,,
1211808,4613,151463,-164.96841430664062,0.16021353006362915,0.017319679260253906,-15.983941030000015,3428,945.8150634765625,0.001,262,127.55,,
1212272,4614,151521,-146.098876953125,0.1609247326850891,0.7274301648139954,-28.415727439999987,3432,964.6693725585938,0.001,262,131.16,,
1212728,4616,151578,-140.0240478515625,0.16111129522323608,0.196989506483078,-74.84729473000004,3436,1316.7554931640625,0.001,262,135.91,,
1213344,4618,151655,-150.97340393066406,0.164287731051445,1.0611727237701416,-67.33812891999993,3440,1114.846923828125,0.001,262,134.89,,
1213768,4620,151708,-136.827880859375,0.166683629155159,0.1431540548801422,-61.6566376399999,3444,1011.9930419921875,0.001,262,133.81,,
1214288,4621,151773,-171.39288330078125,0.1687115877866745,-0.042359232902526855,363.49810303999993,3448,2294.771484375,0.001,262,134.11,,
1215376,4625,151909,-167.34983825683594,0.1696670800447464,0.1771802306175232,350.72970362999985,3452,983.84619140625,0.001,262,136.34,,
1215616,4626,151939,-184.73724365234375,0.16899889707565308,-0.9449915885925293,767.1618569799998,3456,1064.4342041015625,0.001,262,139.79,,
1216208,4628,152013,-126.43327331542969,0.16686277091503143,-0.11932364106178284,853.3713231300001,3460,1019.6513671875,0.001,262,136.14,,
1216704,4630,152075,-151.95657348632812,0.16566789150238037,0.7533397674560547,903.9348759000002,3464,469.0772705078125,0.001,262,141.76,,
1217176,4632,152134,-175.75340270996094,0.16557864844799042,0.1843121349811554,935.43978497,3468,652.8057861328125,0.001,262,142.09,,
1217880,4634,152222,-115.3775405883789,0.1641128808259964,-0.6151374578475952,932.5348500800001,3472,977.7604370117188,0.001,262,142.28,,
1218232,4635,152266,-129.10910034179688,0.16350820660591125,-0.12112133204936981,908.40812618,3476,1406.87744140625,0.001,262,141.82,,
1218680,4637,152322,-132.80679321289062,0.16363000869750977,0.2405887246131897,963.43511988,3480,551.5253295898438,0.001,262,123.03,,
1218872,4638,152346,-147.85670471191406,0.16412243247032166,-0.4478065073490143,966.90775775,3484,752.2665405273438,0.001,262,122.76,,
1219144,4639,152380,-166.00506591796875,0.16518764197826385,0.9729151725769043,956.08800896,3488,929.9736328125,0.001,262,121.79,,
1219648,4640,152443,-95.61958312988281,0.16755042970180511,-0.12221583724021912,956.8879875,3492,3072.5244140625,0.001,262,121.97,,
1220000,4642,152487,-149.80291748046875,0.16875693202018738,0.4206359088420868,958.3030845099998,3494,1772.978515625,0.001,262,120.04,,
1220000,,,,,,,,,,,,53.4,1591.8341513999999
1220432,4644,152541,-139.3307342529297,0.16890645027160645,-0.15062734484672546,958.05135269,3496,1050.9716796875,0.001,262,119.92,,
1220960,4646,152607,-130.89642333984375,0.1692572981119156,0.9593834280967712,885.7707708400001,3500,2146.4873046875,0.001,262,133.69,,
1221352,4647,152656,-138.35585021972656,0.17011332511901855,-0.8091212511062622,880.50286973,3504,1493.8116455078125,0.001,262,133.44,,
1222880,4653,152847,-119.88358306884766,0.17637290060520172,0.4801652431488037,859.0003657499999,3508,1312.2562255859375,0.001,262,135.94,,
1224144,4657,153005,-226.7444305419922,0.17990408837795258,0.7891663908958435,792.66310098,3512,1412.572509765625,0.001,262,150.16,,
1225000,4660,153112,-80.51324462890625,0.1834796816110611,-0.9471858143806458,788.09105734,3516,868.555419921875,0.001,262,149.5,,
1226240,4664,153267,-157.20468139648438,0.1735503375530243,-0.6124429702758789,854.8141556199998,3520,5072.90087890625,0.001,262,145.34,,
1227936,4670,153479,-142.18026733398438,0.15834708511829376,-0.15754389762878418,786.76767375,3524,1224.01025390625,0.001,262,153.69,,
1228832,4674,153591,-99.56594848632812,0.15545134246349335,-0.40099596977233887,780.31031953,3528,750.7062377929688,0.001,262,154.45,,
1229224,4675,153640,-77.59761047363281,0.15473350882530212,0.09941500425338745,744.0718237099999,3532,1091.2657470703125,0.001,262,160.43,,
1229808,4677,153713,-73.03170013427734,0.155344620347023,-0.09270912408828735,712.5060904100001,3536,2261.27001953125,0.001,262,171.36,,
1230000,4678,153737,-150.40269470214844,0.15542548894882202,-0.5551875829696655,709.4426831300001,3537,981.56005859375,0.001,262,171.75,,
1230000,,,,,,,,,,,,342.0,-3280.5218371999995
1230320,4683,153777,-125.62400817871094,0.1557045727968216,0.6533719301223755,666.2444788100001,3540,1119.977783203125,0.001,262,172.28,,
1232840,4692,154092,-116.32173919677734,0.18002945184707642,1.486210584640503,535.62980818,3544,1208.8817138671875,0.001,262,193.66,,
1233504,4694,154175,-75.34748077392578,0.18396753072738647,-0.44640541076660156,577.9253796,3548,985.478515625,0.001,262,193.91,,
1234032,4696,154241,-108.95382690429688,0.18292304873466492,-0.5093634128570557,535.45315921,3552,615.503173828125,0.001,262,195.32,,
1234536,4698,154304,-87.133544921875,0.1796073168516159,-0.6407753229141235,578.1766077799999,3556,3009.37744140625,0.001,262,185.69,,
1235032,4699,154366,-98.04134368896484,0.1766166090965271,-0.10438761115074158,574.26736349,3560,567.9699096679688,0.001,262,185.86,,
1235424,4701,154415,-118.91658020019531,0.175400048494339,-0.046435534954071045,623.22073205,3564,3005.788818359375,0.001,262,176.15,,
1236568,4705,154558,-107.41482543945312,0.17956489324569702,0.8461236953735352,621.8386863300001,3568,739.31982421875,0.001,262,176.82,,
1237280,4707,154647,-128.520751953125,0.1815451830625534,-0.24753060936927795,577.5438214000001,3572,783.7708740234375,0.001,262,185.94,,
1237648,4709,154693,-106.23758697509766,0.18151985108852386,0.09957128763198853,585.29759887,3576,1895.4151611328125,0.001,262,188.42,,
1238016,4710,154739,-158.78404235839844,0.1810048222541809,0.7056100368499756,621.03032123,3580,529.8665161132812,0.001,262,190.27,,
1238320,4711,154777,-183.25979614257812,0.18127192556858063,1.2144436836242676,572.84929906,3584,1104.9041748046875,0.001,262,199.59,,
1238888,4713,154848,-112.42494201660156,0.18408550322055817,0.37367892265319824,591.323442,3588,1302.235107421875,0.001,262,200.84,,
1239616,4715,154939,-114.13851165771484,0.1845410168170929,-0.19948363304138184,574.7532142700001,3592,11734.5654296875,0.001,262,203.3,,
1239928,4717,154978,-66.47097778320312,0.18432343006134033,-0.3616268038749695,584.38290508,3596,1091.8626708984375,0.001,262,205.54,,
1240000,4717,154987,-163.5433349609375,0.18438513576984406,0.6807526350021362,584.38290508,3596,2471.67333984375,0.001,262,205.54,,
1240000,,,,,,,,,,,,238.2,236.91240959999996
1240160,4720,155007,-100.5322265625,0.1845611333847046,-0.05463963747024536,618.29703725,3600,3919.89794921875,0.001,262,200.11,,
1240680,4722,155072,-101.60635375976562,0.18748264014720917,1.5776267051696777,632.19076307,3604,747.0078125,0.001,262,197.72,,
1240928,4723,155103,-76.77609252929688,0.18931619822978973,-0.35622185468673706,663.2679783400001,3608,1086.1572265625,0.001,262,191.96,,
1241128,4724,155128,-129.27105712890625,0.190329909324646,0.9137945175170898,712.8734037600001,3612,658.0118408203125,0.001,262,181.08,,
1241664,4725,155195,-64.1099624633789,0.19256675243377686,-0.015311360359191895,731.8823403700001,3616,1699.6619873046875,0.001,262,178.03,,
1241816,4726,155214,-95.67198181152344,0.19251273572444916,-1.2662231922149658,727.1676605000002,3620,5357.21923828125,0.001,262,178.25,,
1242256,4727,155269,-132.36962890625,0.1906660944223404,0.528993546962738,785.3102530500001,3624,1021.512451171875,0.001,262,171.61,,
1242584,4729,155310,-110.77920532226562,0.19070369005203247,0.642982006072998,789.7438847900002,3628,2903.384765625,0.001,262,170.87,,
1243064,4730,155370,-66.36198425292969,0.1918799728155136,0.16996413469314575,841.26111446,3632,914.066162109375,0.001,262,161.02,,
1243472,4732,155421,-92.96437072753906,0.191994309425354,-0.7914831638336182,866.96790739,3636,940.4002075195312,0.001,262,146.24,,
1243632,4732,155441,-140.08544921875,0.19111977517604828,-1.9673631191253662,878.13040888,3640,1087.0218505859375,0.001,262,148.68,,
1244112,4734,155501,-153.1226348876953,0.1859760731458664,-1.8752703666687012,938.7035799,3644,1442.220947265625,0.001,262,128.75,,
1244312,4735,155526,-182.72412109375,0.18390658497810364,-0.4531724452972412,956.65769151,3648,715.447021484375,0.001,262,124.67,,
1244600,4736,155562,-112.51121520996094,0.18136219680309296,-0.4075523614883423,1001.11113475,3652,898.3993530273438,0.001,262,120.37,,
1245336,4738,155654,-143.31521606445312,0.17681317031383514,-0.8037093281745911,996.76733218,3656,1521.045166015625,0.001,262,120.55,,
1245480,4739,155672,-192.54893493652344,0.1757715493440628,-0.9221518635749817,984.5622892499999,3660,7261.30859375,0.001,262,122.11,,
1246008,4741,155738,-222.56857299804688,0.17268133163452148,0.6591755747795105,960.28169364,3664,1348.659912109375,0.001,262,122.95,,
1246440,4742,155792,-99.82292175292969,0.17204800248146057,0.43591082096099854,945.2282596499999,3668,2481.505859375,0.001,262,122.5,,
1246528,4743,155803,-128.03793334960938,0.1720535159111023,0.16149049997329712,993.7148101400002,3672,5005.77978515625,0.001,262,113.0,,
1246928,4744,155853,-94.79489135742188,0.17197194695472717,0.3052607476711273,1053.47121322,3676,929.46484375,0.001,262,101.19,,
1247384,4746,155910,-192.08187866210938,0.1720191091299057,0.5036232471466064,1056.4335854700003,3680,981.7130126953125,0.001,262,98.71,,
1247688,4747,155948,-152.16525268554688,0.17301972210407257,0.5784934759140015,1060.5024448600002,3684,697.8814697265625,0.001,262,91.05,,
1247912,4748,155976,-170.26443481445312,0.17407868802547455,1.4372849464416504,1018.4119848700002,3688,1181.785888671875,0.001,262,97.46,,
1248256,4749,156019,-95.09608459472656,0.1762595772743225,0.49102509021759033,1033.3372433499999,3692,600.5784912109375,0.001,262,95.15,,
1248680,4750,156072,-120.22136688232422,0.1783464103937149,0.7062792778015137,1046.15638193,3696,602.0927124023438,0.001,262,93.68,,
1248944,4751,156105,-172.3647003173828,0.1792551875114441,1.1085777282714844,1088.82212995,3700,3208.4580078125,0.001,262,84.83,,
1249368,4753,156158,-171.6766357421875,0.18182052671909332,1.2900071144104004,1081.24984541,3704,1179.9566650390625,0.001,262,85.36,,
1250000,4755,156237,-169.22256469726562,0.19003067910671234,0.5978032350540161,1081.24984541,3704,3285.470703125,0.001,262,85.36,,
1250000,,,,,,,,,,,,1000.0,-3021.9132202
1251128,4769,156378,-180.58688354492188,0.1949528604745865,-1.8317594528198242,1046.60725611,3708,2295.21923828125,0.001,262,92.38,,
1251376,4769,156409,-153.1489715576172,0.1929270625114441,-0.49490857124328613,900.6031242800001,3712,1037.026123046875,0.001,262,98.38,,
1251824,4771,156465,-110.5832290649414,0.18931950628757477,-0.3677027225494385,902.7686752300001,3716,1148.13623046875,0.001,262,98.68,,
1252168,4772,156508,-143.01910400390625,0.18799243867397308,-0.41344743967056274,902.7942989600001,3720,938.5980224609375,0.001,262,98.92,,
1252312,4773,156526,-147.32835388183594,0.18765300512313843,-0.09822262823581696,941.6094733099999,3724,1125.861083984375,0.001,262,93.83,,
1252608,4774,156563,-91.60438537597656,0.18627114593982697,-1.0915801525115967,942.4075539400001,3728,727.6776733398438,0.001,262,93.75,,
1252720,4774,156577,-101.92511749267578,0.18527577817440033,-0.7287849187850952,803.28626943,3732,705.2882080078125,0.001,262,103.04,,
1253080,4775,156622,-127.24710845947266,0.18219918012619019,-1.0104588270187378,854.7567203499999,3736,1420.5244140625,0.001,262,101.97,,
1253280,4776,156647,-145.081298828125,0.18078771233558655,-0.519354522228241,879.3216303399998,3740,706.9860229492188,0.001,262,99.09,,
1254008,4779,156738,-122.85588073730469,0.1808137595653534,-0.48751139640808105,943.7447523100001,3744,2901.68212890625,0.001,262,98.85,,
1254408,4780,156788,-109.0516586303711,0.1816735714673996,0.6229941844940186,955.08026271,3748,1854.80615234375,0.001,262,99.56,,
1254648,4781,156818,-99.78160095214844,0.18298138678073883,0.29795289039611816,932.1599977899999,3752,1126.9735107421875,0.001,262,99.96,,
1255048,4782,156868,-130.12240600585938,0.18463893234729767,1.2233119010925293,940.0562507999998,3756,606.247802734375,0.001,262,99.38,,
1255400,4784,156912,-108.71139526367188,0.18546362221240997,-0.030901744961738586,954.63143963,3760,1487.928466796875,0.001,262,97.68,,
1255624,4784,156940,-110.60698699951172,0.18542912602424622,-0.37924298644065857,967.05286963,3764,6194.44921875,0.001,262,97.96,,
1255984,4786,156985,-132.2571258544922,0.1852944940328598,0.10675078630447388,984.53813301,3768,4216.0107421875,0.001,262,97.3,,
1256264,4787,157020,-45.73741149902344,0.18613360822200775,-0.5186578035354614,959.1082605300002,3772,2003.934814453125,0.001,262,96.81,,
1256672,4788,157071,-156.98057556152344,0.187687486410141,0.016925200819969177,952.91944338,3776,945.9496459960938,0.001,262,97.35,,
1256944,4789,157105,-198.4944305419922,0.1886230856180191,0.1369035691022873,961.55220784,3780,1718.17236328125,0.001,262,97.21,,
1257856,4792,157219,-86.07040405273438,0.1887039840221405,0.14078682661056519,1006.5135897800003,3784,903.1456298828125,0.001,262,95.5,,
1258312,4794,157276,-81.84569549560547,0.18555237352848053,-1.701333999633789,1010.39866813,3788,1141.280029296875,0.001,262,95.3,,
1258744,4795,157330,-151.65045166015625,0.1819915622472763,0.8181575536727905,1012.2287641600001,3792,1303.8812255859375,0.001,262,94.93,,
1259232,4797,157391,-152.54183959960938,0.1809121072292328,-0.13591793179512024,1014.0718578699999,3796,913.9949951171875,0.001,262,94.65,,
1259656,4798,157444,-140.92599487304688,0.18106696009635925,-0.04758119583129883,1010.6223428599999,3800,1133.2462158203125,0.001,262,95.06,,
1260000,4800,157487,-77.39765930175781,0.18137127161026,-0.461466908454895,984.22099959,3801,798.335205078125,0.001,262,94.54,,
1260000,,,,,,,,,,,,156.8,856.170832
1260160,4802,157507,-133.3136444091797,0.18142876029014587,0.5888545513153076,989.4689776299998,3804,799.316650390625,0.001,262,94.11,,
1260720,4804,157577,-124.1524658203125,0.1794717013835907,-1.4207696914672852,1028.9874934200002,3808,496.7442321777344,0.001,262,86.74,,
1261296,4806,157649,-88.31432342529297,0.17539747059345245,0.20263981819152832,1103.48266873,3812,556.98779296875,0.001,262,89.33,,
1262056,4808,157744,-122.5749740600586,0.17632991075515747,0.8958184123039246,946.3264171899998,3816,1303.932373046875,0.001,262,96.43,,
1262600,4810,157812,-163.2548828125,0.17852215468883514,0.19773425161838531,930.16234049,3820,964.2996215820312,0.001,262,99.88,,
1263112,4812,157876,-80.82816314697266,0.18050871789455414,0.8393309116363525,895.15902815,3824,1048.578125,0.001,262,107.14,,
1263312,4813,157901,-119.595458984375,0.1808406114578247,0.12760135531425476,886.0147475700002,3828,818.1982421875,0.001,262,107.85,,
1263720,4814,157952,-113.59971618652344,0.18139882385730743,0.2172960638999939,973.5479582400002,3832,1536.82958984375,0.001,262,100.54,,
1264088,4815,157998,-173.52880859375,0.18109598755836487,-0.5927426815032959,920.4750263000001,3836,860.4632568359375,0.001,262,109.47,,
1264504,4817,158050,-80.3261947631836,0.17836685478687286,-1.14530611038208,921.93192637,3840,2378.55419921875,0.001,262,110.0,,
1264744,4818,158080,-132.46780395507812,0.17680147290229797,-0.39748966693878174,924.4718453199998,3844,767.0882568359375,0.001,262,109.17,,
1265552,4821,158181,-164.5361328125,0.17468740046024323,0.6419094800949097,927.0205569800002,3848,687.5748291015625,0.001,262,108.72,,
1265824,4822,158215,-133.22427368164062,0.17467042803764343,0.1101706475019455,950.4013833200003,3852,4439.51513671875,0.001,262,108.87,,
1266064,4823,158245,-102.0444564819336,0.1744385063648224,-0.15671688318252563,912.28094168,3856,1264.165771484375,0.001,262,112.16,,
1266176,4823,158259,-97.38427734375,0.17439885437488556,-0.06515371799468994,867.2416461199999,3860,1963.9871826171875,0.001,262,115.19,,
1266544,4824,158305,-126.88555908203125,0.17462804913520813,0.46702250838279724,875.0151674200001,3864,862.944091796875,0.001,262,114.25,,
1266608,4825,158313,-96.51898956298828,0.17471766471862793,0.3442189395427704,873.2123651199998,3868,821.3912353515625,0.001,262,114.57,,
1267040,4826,158367,-82.36383819580078,0.1753515899181366,0.08968991041183472,901.20504746,3872,987.635009765625,0.001,262,114.81,,
1267488,4828,158423,-71.92852020263672,0.17420125007629395,1.1979894638061523,911.0052126399996,3876,1380.59033203125,0.001,262,114.18,,
1267912,4829,158476,-149.21075439453125,0.17519862949848175,2.1700196266174316,899.0750589000002,3880,1112.4742431640625,0.001,262,115.1,,
1268920,4833,158602,-205.12057495117188,0.1902339905500412,1.1497983932495117,868.3566431600001,3884,857.202880859375,0.001,262,119.59,,
1269904,4836,158725,-126.13259887695312,0.19904357194900513,0.5864584445953369,870.75529871,3888,965.98876953125,0.001,262,115.2,,
1270000,4836,158737,-135.00827026367188,0.19944541156291962,-0.06165987253189087,870.75529871,3888,945.6365966796875,0.001,262,115.2,,
1270000,,,,,,,,,,,,207.0,691.7700521999999
1270344,4840,158780,-118.45883178710938,0.20032256841659546,0.01093512773513794,845.3917053800001,3892,1803.899658203125,0.001,262,118.84,,
1270776,4841,158834,-127.37161254882812,0.201087087392807,-0.1150439977645874,793.4460062700001,3896,1465.991943359375,0.001,262,126.55,,
1271368,4844,158908,-189.45257568359375,0.201247438788414,0.35607802867889404,740.3367015299998,3900,861.9160766601562,0.001,262,126.25,,
1272264,4847,159020,-110.09278869628906,0.20180468261241913,0.34241047501564026,758.6721677600002,3904,3716.83056640625,0.001,262,128.32,,
1272728,4848,159078,-95.0390625,0.20196612179279327,-1.1144970655441284,739.1951152900001,3908,2594.64208984375,0.001,262,131.96,,
1272960,4849,159107,-124.86334991455078,0.2008255571126938,-0.338909387588501,765.4385277999997,3912,7420.328125,0.001,262,131.77,,
1273232,4850,159141,-215.79010009765625,0.20010516047477722,-0.16990891098976135,928.83212351,3916,1184.5816650390625,0.001,262,123.72,,
1273584,4851,159185,-131.3649444580078,0.20098574459552765,1.2860090732574463,950.01701345,3920,636.19091796875,0.001,262,119.88,,
1273848,4852,159218,-137.53408813476562,0.20249617099761963,0.010268643498420715,983.5175701200001,3924,2655.667236328125,0.001,262,112.93,,
1274080,4853,159247,-145.28236389160156,0.2034437209367752,0.653803825378418,1009.94410935,3928,828.7825317382812,0.001,262,113.95,,
1274264,4854,159270,-160.03990173339844,0.2041776031255722,0.019011974334716797,1014.8531505999999,3932,1365.04296875,0.001,262,113.33,,
1274448,4854,159293,-170.85865783691406,0.20480301976203918,0.6427513360977173,1060.03402259,3936,1065.373291015625,0.001,262,105.31,,
1274720,4855,159327,-178.16876220703125,0.20558255910873413,0.3535632789134979,1070.25815696,3940,3124.444580078125,0.001,262,104.53,,
1275144,4857,159380,-77.64268493652344,0.20691969990730286,1.1156593561172485,1071.8554843200002,3944,1607.659423828125,0.001,262,104.84,,
1275592,4858,159436,-219.58602905273438,0.2097684144973755,0.32815423607826233,1037.05658745,3948,3219.912841796875,0.001,262,105.55,,
1276296,4861,159524,-171.16932678222656,0.21369531750679016,-1.1479029655456543,1047.39012034,3952,1811.927001953125,0.001,262,104.35,,
1276464,4861,159545,-102.56478881835938,0.21330535411834717,-0.4965876042842865,1072.83346037,3956,1185.371337890625,0.001,262,103.65,,
1276808,4863,159588,-147.166015625,0.21169619262218475,-1.2297266721725464,1105.1953856999999,3960,1134.250732421875,0.001,262,102.48,,
1277216,4864,159639,-147.25277709960938,0.20817579329013824,-0.43412530422210693,1104.6170591399998,3964,3752.729736328125,0.001,262,102.91,,
1277584,4865,159685,-214.73678588867188,0.20681798458099365,0.6066771149635315,1084.48894041,3968,1997.2537841796875,0.001,262,107.02,,
1277856,4866,159719,-86.2978744506836,0.20689286291599274,0.12260935455560684,1082.53231083,3972,704.4378662109375,0.001,262,107.46,,
1278128,4867,159753,-122.66923522949219,0.2061222344636917,-0.10923968255519867,1084.0179922400002,3976,1810.841796875,0.001,262,107.52,,
1278584,4869,159810,-160.6229248046875,0.20352031290531158,-0.8162837028503418,1094.8274489500002,3980,1666.5928955078125,0.001,262,106.76,,
1278832,4870,159841,-148.0718994140625,0.2021315097808838,-0.18067502975463867,1109.5331119,3984,1201.242919921875,0.001,262,103.95,,
1279296,4871,159899,-135.678955078125,0.2011032998561859,-0.8745792508125305,1149.81760982,3988,936.682861328125,0.001,262,101.28,,
1279456,4872,159919,-153.73992919921875,0.20027431845664978,0.16833335161209106,1145.3450859499999,3992,1568.93017578125,0.001,262,99.85,,
1279896,4873,159974,-164.5439910888672,0.1977173537015915,0.013188406825065613,1197.90540578,3996,1430.6064453125,0.001,262,91.99,,
1280000,4874,159987,-167.388671875,0.1970868855714798,-0.4699861407279968,1262.2230048699996,3997,1337.185791015625,0.001,262,91.25,,
1280000,,,,,,,,,,,,53.2,1572.567525
1280280,4875,160022,-137.00070190429688,0.19561272859573364,-0.7037878632545471,1259.58289292,4000,2000.1419677734375,0.001,262,91.22,,
1280624,4877,160065,-177.65704345703125,0.19374720752239227,0.3758700489997864,1238.9694995399996,4004,1107.151611328125,0.001,262,92.96,,
1281072,4878,160121,-96.69152069091797,0.19287905097007751,-0.3367885947227478,1248.4882509699999,4008,1075.1568603515625,0.001,262,90.16,,
1281512,4880,160176,-175.77523803710938,0.19075609743595123,0.09804113209247589,1300.82933815,4012,1267.5194091796875,0.001,262,81.13,,
1281960,4881,160232,-160.69894409179688,0.1896393597126007,-0.127064049243927,1291.31110988,4016,881.9151000976562,0.001,262,82.21,,
1282096,4882,160249,-135.4578399658203,0.1896161437034607,-0.11320546269416809,1276.8833577899998,4020,1317.01025390625,0.001,262,83.77,,
1283024,4885,160365,-164.37686157226562,0.18977372348308563,-0.8340963125228882,1276.5086829400002,4024,1015.691162109375,0.001,262,84.9,,
1283408,4886,160413,-124.96937561035156,0.18791642785072327,-0.06147189438343048,1301.8186297700001,4028,1038.65087890625,0.001,262,83.27,,
1283792,4888,160461,-154.59939575195312,0.18664570152759552,-0.9598089456558228,1300.52086702,4032,958.321533203125,0.001,262,83.27,,
1284456,4890,160544,-171.90306091308594,0.1853848248720169,-1.0015809535980225,1304.76262349,4036,789.1507568359375,0.001,262,83.15,,
1284936,4892,160604,-106.3416748046875,0.18518196046352386,0.2985466718673706,1298.8647257500002,4040,693.1434326171875,0.001,262,83.55,,
1285392,4893,160661,-115.92970275878906,0.18650099635124207,0.5661845207214355,1287.0053700100002,4044,837.859375,0.001,262,85.63,,
1285784,4895,160710,-155.35769653320312,0.188910111784935,1.0442864894866943,1326.4551907100001,4048,1053.833740234375,0.001,262,84.23,,
1286256,4896,160769,-146.9358673095703,0.19243958592414856,0.6732767820358276,1333.0535987500002,4052,4976.31982421875,0.001,262,83.85,,
1286656,4898,160819,-183.32855224609375,0.19630929827690125,1.1739567518234253,1273.67564746,4056,3645.25,0.001,262,91.96,,
1287088,4899,160873,-132.50225830078125,0.20156455039978027,0.3510170578956604,1280.7532809000002,4060,939.6494140625,0.001,262,90.26,,
