train/policy_gradient_loss,train/n_updates,time/time_elapsed,time/total_timesteps,train/explained_variance,train/value_loss,train/entropy_loss,rollout/ep_rew_mean,time/fps,train/std,train/clip_fraction,train/loss,rollout/ep_len_mean,train/clip_range,train/learning_rate,train/approx_kl
-0.011136586494831135,10,10,10000,-2.384185791015625e-07,21313198854.4,-17.049638295173644,-284199.56994750997,995,1.0036005973815918,0.08709716796875,11685288960.0,15.18,0.2,0.0017,0.009451389
-0.006904471512643795,20,20,20000,0.0,20096586877.6,-17.093776242434977,-236048.53072663,997,1.007432222366333,0.05255126953125,10516887552.0,12.01,0.2,0.0017,0.007129091
-0.006739572045989917,30,30,30000,0.0,19280765126.4,-17.137306159734727,-218487.6286967,997,1.010858178138733,0.05093994140625,10575154176.0,10.91,0.2,0.0017,0.007016005
-0.006701590351076448,40,40,40000,5.960464477539063e-08,17309509336.8,-17.181550849974155,-226326.99971995997,997,1.0149025917053223,0.05421142578125,9305290752.0,11.76,0.2,0.0017,0.0072919503
-0.004921301868853334,60,54,50000,-1.1920928955078125e-07,17248826376.8,-17.281635278463362,-195664.02800621002,912,1.0233501195907593,0.0379150390625,8847819776.0,9.42,0.2,0.0017,0.006224678
-0.004928594384728058,70,64,60000,0.0,17460094566.4,-17.330633090436457,-192423.10929483004,924,1.0277233123779297,0.0379150390625,8282558976.0,9.46,0.2,0.0017,0.006340737
-0.006490362014483253,80,75,70000,0.0,16894402576.0,-17.377935080230237,-201940.95369231,932,1.0314594507217407,0.05155029296875,9218939904.0,9.6,0.2,0.0017,0.0071906233
-0.004399206447669712,90,85,80000,0.0,18490224932.8,-17.42288255542517,-203504.08653102999,937,1.0354079008102417,0.0333984375,8408635392.0,9.9,0.2,0.0017,0.006190447
-0.004227861985418713,100,95,90000,0.0,18778739601.6,-17.469503138959407,-202856.60589603,940,1.0395879745483398,0.02945556640625,8567209472.0,9.78,0.2,0.0017,0.00573093
-0.003925556051945023,120,110,100000,1.1920928955078125e-07,16395107246.4,-17.569088569283487,-176186.60271621004,904,1.048395037651062,0.03004150390625,7120698880.0,8.73,0.2,0.0017,0.006257981
-0.004405128540020087,130,120,110000,0.0,17512564693.6,-17.623428788781165,-176203.65430779997,909,1.0534182786941528,0.02960205078125,7871520768.0,8.49,0.2,0.0017,0.006123162
-0.002892568453535205,140,131,120000,0.0,15964564044.0,-17.681100760400295,-174668.60902541995,913,1.0584734678268433,0.018408203125,8829928448.0,8.56,0.2,0.0017,0.0051041124
-0.003943585903380153,150,142,130000,-2.384185791015625e-07,14462496180.0,-17.74045331478119,-185497.49593446002,915,1.0638824701309204,0.0325439453125,6467158016.0,9.61,0.2,0.0017,0.0064200102
-0.002817979172687046,170,157,140000,-1.1920928955078125e-07,14996685023.2,-17.856149074435233,-196559.66884174,890,1.0739980936050415,0.01976318359375,8263348224.0,9.98,0.2,0.0017,0.005566963
-0.003778593228707905,180,167,150000,0.0,15060808676.8,-17.914272674918173,-154376.06729796002,893,1.0793497562408447,0.026513671875,7528867328.0,7.36,0.2,0.0017,0.0061558885
-0.003429815785420942,190,178,160000,0.0,15640341476.8,-17.970110128819943,-151970.02742081,895,1.084077000617981,0.0225341796875,9213688832.0,7.47,0.2,0.0017,0.0054431763
-0.003647505327808176,200,189,170000,1.1920928955078125e-07,13676351412.0,-18.023815897107124,-161613.19138999,897,1.0890189409255981,0.030712890625,6146140672.0,8.29,0.2,0.0017,0.006669201
-0.003197580777123221,210,200,180000,0.0,13923769060.8,-18.077734549343585,-182829.23663917,899,1.093873143196106,0.0238525390625,6561095680.0,8.73,0.2,0.0017,0.0057777497
-0.0027992139768684863,230,215,190000,-1.1920928955078125e-07,14392228123.2,-18.192133571207524,-165392.24725919997,881,1.1040951013565063,0.018896484375,6543293952.0,8.64,0.2,0.0017,0.005152028
-0.003895696143808891,240,226,200000,0.0,12897995761.6,-18.24894086420536,-151371.41911846,884,1.1101847887039185,0.03228759765625,5991201280.0,7.54,0.2,0.0017,0.0062368005
-0.002733010322936025,250,237,210000,0.0,12148972809.6,-18.30976847112179,-136492.39376966,885,1.1153041124343872,0.02264404296875,6603808768.0,6.25,0.2,0.0017,0.0056623155
-0.003054403140595241,260,247,220000,0.0,13287580967.6,-18.3623287320137,-140025.63362161,888,1.1200251579284668,0.0244873046875,6099608576.0,7.12,0.2,0.0017,0.0054218527
-0.0031389868030601066,280,262,230000,1.1920928955078125e-07,13985921566.4,-18.477791987359524,-137177.99179753,874,1.131510615348816,0.016162109375,6844792320.0,6.7,0.2,0.0017,0.0050498857
-0.0029110037492500853,290,273,240000,0.0,11704885012.0,-18.542385555803776,-142083.24354015,877,1.1376166343688965,0.02288818359375,5956137984.0,6.38,0.2,0.0017,0.005861242
-0.002275610048309318,300,284,250000,-1.1920928955078125e-07,11955909476.0,-18.60456245392561,-141806.77061263,879,1.1432523727416992,0.01629638671875,6432452096.0,7.11,0.2,0.0017,0.0048940284
-0.002400528863836371,310,294,260000,5.960464477539063e-08,12350323656.8,-18.662686862051487,-138542.28145428997,881,1.1486247777938843,0.019287109375,6232235520.0,6.48,0.2,0.0017,0.005047979
-0.003232686208320956,320,305,270000,0.0,11565391673.6,-18.722916080057622,-144099.43132393,883,1.1548079252243042,0.02320556640625,6018481152.0,6.86,0.2,0.0017,0.0053620767
-0.0023943872788549925,340,320,280000,0.0,12262501838.4,-18.84305107444525,-131763.75276047003,872,1.1663070917129517,0.01641845703125,6147300864.0,6.24,0.2,0.0017,0.0052201115
-0.004092612347358226,350,331,290000,0.0,11386254564.8,-18.90582092702389,-130451.03607157998,874,1.1725019216537476,0.02972412109375,5609156608.0,6.14,0.2,0.0017,0.005649079
-0.0027347237417416183,360,342,300000,-1.1920928955078125e-07,11308602796.4,-18.969703912734985,-125174.65515427003,876,1.178841233253479,0.02291259765625,6146278912.0,6.53,0.2,0.0017,0.0052378597
-0.0011718606428985368,370,352,310000,0.0,10966652748.8,-19.037037017941476,-125356.44577698002,878,1.185743808746338,0.00521240234375,6217355776.0,6.02,0.2,0.0017,0.003303009
-0.001799126759669889,390,368,320000,0.0,10239864189.2,-19.177292641997337,-138030.83904644995,868,1.1994974613189697,0.00909423828125,5214328320.0,6.43,0.2,0.0017,0.0041528763
-0.0034225050200802796,400,379,330000,0.0,10459901267.2,-19.24565394073725,-133977.80574406002,870,1.2066079378128052,0.028125,4300792832.0,7.0,0.2,0.0017,0.005222451
-0.0024686893262696684,410,389,340000,0.0,10513167180.4,-19.317004659771918,-129730.10054690001,871,1.2137246131896973,0.013818359375,5409366016.0,6.04,0.2,0.0017,0.0045274203
-0.00191794977436075,420,400,350000,0.0,10264807359.2,-19.39350026845932,-127295.80138638002,873,1.2223154306411743,0.00909423828125,3978751744.0,6.36,0.2,0.0017,0.0038820438
-0.004757214709661639,430,411,360000,0.0,10542947080.4,-19.46993814408779,-123823.31679640003,874,1.2291758060455322,0.04254150390625,5504578048.0,5.66,0.2,0.0017,0.007009634
-0.003925925806106534,450,427,370000,0.0,10387910234.4,-19.607416591048242,-129996.74359904001,865,1.243468165397644,0.02745361328125,5613852160.0,6.01,0.2,0.0017,0.0054902886
-0.0027603021412687667,460,438,380000,-1.1920928955078125e-07,10657593198.8,-19.676227732002737,-128912.13516065,866,1.2507275342941284,0.0190185546875,3903772160.0,6.64,0.2,0.0017,0.00497555
-0.0028980682950532355,470,449,390000,5.960464477539063e-08,9473037836.4,-19.74687782973051,-126949.98468696002,867,1.2581604719161987,0.02030029296875,5047135232.0,6.55,0.2,0.0017,0.005029658
-0.002408568798637134,480,460,400000,0.0,9951157392.4,-19.81846440732479,-136169.54564257004,868,1.2657841444015503,0.01715087890625,5924834816.0,6.55,0.2,0.0017,0.004873437
-0.0033629090485192137,500,476,410000,0.0,9305177665.2,-19.966328813135625,-120084.19825614,861,1.28107750415802,0.02330322265625,4342643200.0,6.57,0.2,0.0017,0.0051869736
-0.001468369078975229,510,487,420000,0.0,10043570025.6,-20.03235930353403,-123584.51021870998,861,1.2883330583572388,0.00947265625,5169907712.0,6.0,0.2,0.0017,0.0037294053
-0.0025294933652730833,520,498,430000,-1.1920928955078125e-07,9617335515.2,-20.10143349915743,-122834.54588709999,862,1.2960121631622314,0.017138671875,4879063040.0,5.84,0.2,0.0017,0.005077234
-0.003313894298116793,530,509,440000,0.0,10177454758.4,-20.175159956514836,-123303.52861371002,863,1.304263710975647,0.0203125,4417328128.0,6.6,0.2,0.0017,0.005309839
-0.0029777154320981937,540,520,450000,-1.1920928955078125e-07,9721844386.0,-20.24634131938219,-119501.02487154,864,1.311476230621338,0.0197509765625,4771263488.0,6.55,0.2,0.0017,0.0048344787
-0.0037599069661155226,560,536,460000,0.0,9292611322.4,-20.389129067957402,-128434.46328218999,857,1.3278158903121948,0.026904296875,4157287680.0,6.81,0.2,0.0017,0.005256128
-0.0017442834690882592,570,547,470000,-1.1920928955078125e-07,9135815746.4,-20.464194509387017,-121316.02767702001,858,1.3360193967819214,0.01126708984375,4490233344.0,7.02,0.2,0.0017,0.0043151346
-0.003122889300720999,580,558,480000,0.0,9266817333.2,-20.542742189764976,-138819.57440645003,859,1.345170497894287,0.02071533203125,5256125952.0,7.37,0.2,0.0017,0.0049429005
-0.0023755158645144547,590,569,490000,0.0,9571642066.8,-20.622356748580934,-128511.5901936,860,1.3541966676712036,0.01441650390625,4701403136.0,7.42,0.2,0.0017,0.004549645
-0.0014524872050969862,610,585,500000,0.0,9349853668.4,-20.772459465265275,-130860.18234903,854,1.3713082075119019,0.00740966796875,4310731776.0,7.84,0.2,0.0017,0.0034864505
-0.002216473111457162,620,596,510000,1.1920928955078125e-07,9722297310.8,-20.85326868891716,-120058.22521095,855,1.3806215524673462,0.01248779296875,4376292352.0,6.56,0.2,0.0017,0.004072102
-0.0030451225275101024,630,607,520000,-1.1920928955078125e-07,8512184579.6,-20.92989602088928,-114475.65812653997,856,1.3888286352157593,0.0233642578125,3644112128.0,6.78,0.2,0.0017,0.0053014504
-0.001148420647950843,640,618,530000,0.0,9843709338.4,-21.008456678688525,-104302.61870321998,857,1.3991708755493164,0.0048828125,4938742272.0,6.66,0.2,0.0017,0.0033873017
-0.004117995990600321,650,629,540000,0.0,10307638050.0,-21.094306606054307,-119336.31504335,858,1.408582329750061,0.0289306640625,5300486144.0,7.02,0.2,0.0017,0.005588714
-0.002953351675932936,670,645,550000,0.0,9010510232.4,-21.261229425668716,-112477.10963591,852,1.428788661956787,0.01710205078125,4441399296.0,7.56,0.2,0.0017,0.0044115167
-0.0031766096997671413,680,656,560000,0.0,9659258139.2,-21.350076024234294,-121961.18017485,853,1.4397395849227905,0.02236328125,5015286272.0,7.88,0.2,0.0017,0.0050577596
-0.0013695233266844298,690,667,570000,0.0,11258104273.2,-21.436933735013007,-127060.52528379,853,1.449994444847107,0.0037109375,5180197376.0,8.48,0.2,0.0017,0.0028465402
