train/critic_loss,train/actor_loss,train/ent_coef_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/fps,time/time_elapsed,train/n_updates,train/learning_rate,train/ent_coef,time/total_timesteps
2740093.0,-14657.345703125,1.6876955032348633,-132563.74744071,703.07,1811,222,2651,147474,0.001,15.693707466125488,590000
3020114.5,-14643.865234375,3.0885186195373535,-132364.83501809998,724.2,1823,222,2698,149974,0.001,14.404272079467773,600000
47414024.0,-14463.69140625,0.8596996068954468,-153275.78257777,809.31,1835,222,2745,152474,0.001,14.001733779907227,610000
3352139.75,-14690.34765625,2.1886751651763916,-175347.05590027,808.57,1845,221,2792,154974,0.001,13.04391098022461,620000
7280383.0,-16392.4765625,0.2074945569038391,-182325.73664355,801.76,1857,221,2840,157474,0.001,15.518580436706543,630000
9233771.0,-16375.873046875,-1.52627694606781,-197304.42943925995,803.04,1869,221,2887,159974,0.001,15.574572563171387,640000
6843318.5,-16752.29296875,1.0719362497329712,-175850.38766532,840.64,1879,221,2935,162474,0.001,17.94037437438965,650000
8825532.0,-17213.51953125,-1.796915054321289,-176756.54849969,840.3,1891,221,2982,164974,0.001,16.22307586669922,660000
4473191.0,-18521.849609375,-3.4955458641052246,-202417.47107044997,886.4,1900,221,3031,167474,0.001,15.995808601379395,670000
5525731.0,-20380.984375,-0.047097742557525635,-203795.59349090996,902.32,1912,220,3079,169974,0.001,18.210172653198242,680000
3106634.5,-20082.296875,-1.568221092224121,-206656.82992085002,893.23,1925,220,3127,172474,0.001,14.45167064666748,690000
29699336.0,-18723.0,0.5051943063735962,-185891.25551122,848.22,1939,220,3175,174974,0.001,16.07138442993164,700000
6141007.0,-19044.6953125,0.12820640206336975,-172024.95770268995,860.65,1952,220,3223,177474,0.001,13.496399879455566,710000
3198734.75,-19045.83203125,0.2570319175720215,-265332.48281069,853.28,1964,220,3271,179974,0.001,11.523326873779297,720000
17323100.0,-21038.091796875,-1.7219558954238892,-272369.29135247,865.06,1972,219,3319,182474,0.001,13.95022964477539,730000
4736376.0,-18774.736328125,-1.3441523313522339,-331845.94085024,849.7,1985,219,3368,184974,0.001,13.790477752685547,740000
14710706.0,-17938.9375,0.4870081841945648,-350768.4502457899,836.81,1998,219,3416,187474,0.001,16.834415435791016,750000
1904379.25,-19806.6328125,1.138176679611206,-350558.1631789599,826.77,2007,219,3464,189974,0.001,13.280867576599121,760000
7661071.0,-20034.10546875,0.5902718305587769,-350677.97303562,856.1,2019,219,3512,192474,0.001,12.925960540771484,770000
4021014.0,-19778.45703125,-0.3373691737651825,-348318.23566124,878.67,2027,219,3560,194974,0.001,12.36013126373291,780000
3487499.0,-22116.9296875,-1.0542303323745728,-354049.39268488996,917.59,2039,218,3608,197474,0.001,11.538273811340332,790000
2716824.0,-20706.97265625,-0.37245041131973267,-353614.0306142201,935.61,2047,218,3656,199974,0.001,11.847103118896484,800000
7916128.0,-21214.23046875,-0.297476589679718,-416936.6167505801,925.4,2060,218,3704,202474,0.001,12.027990341186523,810000
3408152.25,-22379.06640625,0.35175621509552,-326764.56946807,925.4,2070,218,3752,204974,0.001,12.880820274353027,820000
5013236.0,-23590.86328125,-0.30302882194519043,-297124.02907875,935.46,2080,218,3799,207474,0.001,12.207853317260742,830000
7069057.5,-23907.2578125,0.9021023511886597,-250433.47323786005,945.83,2090,218,3846,209974,0.001,12.574660301208496,840000
3461147.0,-24213.568359375,-1.6909416913986206,-300721.30627286,976.64,2101,218,3894,212474,0.001,15.210391998291016,850000
3832164.25,-26497.7578125,-1.2551655769348145,-305995.0485193601,956.81,2113,218,3942,214974,0.001,10.937999725341797,860000
7998469.0,-25990.994140625,-1.0394563674926758,-298528.29917877,942.46,2124,218,3990,217474,0.001,12.104354858398438,870000
16719946.0,-26826.9609375,2.2517309188842773,-297348.43483875,937.84,2136,217,4038,219974,0.001,14.5436372756958,880000
3351729.5,-22815.443359375,2.194272994995117,-294582.44624405,930.57,2144,217,4087,222474,0.001,12.969554901123047,890000
9370230.0,-24985.85546875,-1.4329321384429932,-249809.22627455997,938.6,2157,217,4134,224974,0.001,14.071563720703125,900000
3230493.0,-25753.45703125,-2.713574171066284,-232975.60983409997,938.6,2165,217,4181,227474,0.001,12.220294952392578,910000
5957109.0,-27827.61328125,1.4770451784133911,-232095.48940596002,910.11,2178,217,4229,229974,0.001,13.182564735412598,920000
32115140.0,-26926.416015625,0.9390377402305603,-292695.7887342,894.84,2190,217,4276,232474,0.001,11.406521797180176,930000
13971399.0,-24594.25390625,0.4806826710700989,-249043.73152038,891.81,2201,217,4325,234974,0.001,12.224032402038574,940000
1986103.875,-26351.90234375,0.24551671743392944,-273899.81754589,904.34,2213,217,4373,237474,0.001,14.202020645141602,950000
5707877.5,-25862.85546875,1.6233375072479248,-285152.12418862997,918.69,2222,217,4421,239974,0.001,12.006339073181152,960000
12963075.0,-25890.50390625,-2.070829391479492,-280760.73933448,923.31,2233,217,4469,242474,0.001,11.186450958251953,970000
2002956.75,-26016.8828125,-1.7377969026565552,-286988.94196694007,907.52,2245,216,4517,244974,0.001,13.473605155944824,980000
2017574.0,-25073.736328125,-0.1304600089788437,-331315.51347941,905.59,2254,216,4565,247474,0.001,10.722256660461426,990000
8612506.0,-24084.515625,-2.7678050994873047,-312807.09368138,912.66,2265,216,4610,249974,0.001,12.729762077331543,1000000
