rollout/ep_len_mean,train/actor_loss,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/ent_coef_loss,train/n_updates,time/episodes,train/critic_loss,train/ent_coef,rollout/ep_rew_mean
24.46,-4092.62841796875,298,33,10000,0.001,-93.22283172607422,2474,370,401389440.0,2.531132936477661,-1090533.82178325
11.53,12123.28125,316,63,20000,0.001,-129.20870971679688,4974,518,356753184.0,5.859925270080566,-361394.34752247005
15.99,11892.7021484375,322,92,30000,0.001,-223.9149169921875,7474,992,83754216.0,13.015117645263672,-498948.92729825
43.31,15613.296875,325,122,40000,0.001,-229.510986328125,9974,1592,189394976.0,27.567354202270508,-1630887.9819476698
10.25,9419.744140625,326,152,50000,0.001,-206.49371337890625,12474,2345,208476208.0,47.92153549194336,-277027.32951025
35.44,30495.546875,327,182,60000,0.001,-126.15205383300781,14974,2637,322074560.0,81.8824691772461,-1299611.9381503
5.52,76710.03125,328,213,70000,0.001,-68.19229888916016,17474,4367,185057264.0,123.05449676513672,-191562.10086671996
3.0,87815.8671875,328,243,80000,0.001,-38.17517852783203,19974,7656,93125184.0,169.143798828125,-137762.9508439
3.0,79805.109375,328,274,90000,0.001,-17.034589767456055,22474,10967,155250784.0,209.9784393310547,-138209.49922861002
3.0,88361.1015625,328,304,100000,0.001,0.8578643798828125,24974,14300,143779552.0,229.3619384765625,-136857.86908488
3.0,95364.15625,328,335,110000,0.001,3.394681215286255,27474,17626,82118664.0,218.20440673828125,-137339.93388953002
3.0,86508.359375,328,365,120000,0.001,3.7457528114318848,29974,20962,75861344.0,192.45042419433594,-136717.60975182996
3.0,105248.84375,328,396,130000,0.001,8.392271995544434,32474,24294,67750584.0,161.2922821044922,-136590.82994605
3.0,96818.515625,327,426,140000,0.001,1.376298427581787,34974,27626,55382840.0,133.97671508789062,-137083.68104259003
3.0,98697.9140625,327,457,150000,0.001,3.680372714996338,37474,30962,64447428.0,113.01612091064453,-136634.50666879
3.0,106390.53125,327,487,160000,0.001,3.551384449005127,39974,34294,60129048.0,100.97773742675781,-136538.72228272
3.0,112479.8046875,328,518,170000,0.001,-3.5948374271392822,42474,37626,80322768.0,86.71112060546875,-136569.24384379
3.0,102752.3515625,328,548,180000,0.001,1.1662839651107788,44974,40962,36345024.0,79.76026153564453,-136473.75390234997
3.0,106132.984375,327,579,190000,0.001,-4.394181251525879,47474,44294,67524080.0,67.15299224853516,-136524.91246218997
3.0,111257.34375,327,609,200000,0.001,-4.046022415161133,49974,47626,41857344.0,67.09355926513672,-136318.08927496
3.0,115202.734375,327,640,210000,0.001,-1.7166523933410645,52474,50962,49294444.0,60.02836227416992,-136441.68893211999
3.0,107670.484375,327,670,220000,0.001,0.5110564231872559,54974,54294,42878748.0,54.67779541015625,-136555.65832434
3.0,110739.46875,327,701,230000,0.001,4.005830764770508,57474,57626,17347172.0,52.743900299072266,-136612.17774225998
3.0,114545.8828125,327,732,240000,0.001,-2.7962183952331543,59974,60962,24707452.0,52.63185119628906,-136258.99017011
3.0,120781.171875,327,762,250000,0.001,0.2794308662414551,62474,64294,19457692.0,46.2212028503418,-136401.29113268
3.0,117062.1328125,327,793,260000,0.001,0.14361178874969482,64974,67626,76910432.0,50.120155334472656,-136303.36833018
3.0,115890.59375,327,823,270000,0.001,1.2657649517059326,67474,70962,35999200.0,43.676456451416016,-136340.52448633
3.0,113584.8125,327,854,280000,0.001,-1.6863141059875488,69974,74294,57883792.0,40.54983901977539,-136380.15913061998
3.0,113123.078125,327,884,290000,0.001,6.6151275634765625,72474,77626,30457400.0,35.74930953979492,-136368.20257016
3.0,111055.96875,327,914,300000,0.001,4.26170015335083,74974,80962,20633608.0,37.37254333496094,-136267.75772129
3.0,110105.2890625,327,945,310000,0.001,-0.36773622035980225,77474,84294,21198160.0,33.93531799316406,-136278.30718342
3.0,119591.421875,327,975,320000,0.001,7.531574249267578,79974,87626,27530752.0,35.05810546875,-136321.25060318
3.0,116824.625,327,1006,330000,0.001,2.209596872329712,82474,90962,36301712.0,37.843475341796875,-136602.72628579
3.0,113971.671875,327,1036,340000,0.001,9.362222671508789,84974,94217,16166420.0,35.06302261352539,-136273.98370865
3.0,115154.4375,327,1067,350000,0.001,4.275447845458984,87474,97549,30398342.0,32.07689666748047,-136361.94599461003
3.0,111088.21875,328,1097,360000,0.001,-1.4207890033721924,89974,100884,7668773.0,29.938045501708984,-136107.51528088003
3.0,114672.3828125,328,1127,370000,0.001,4.093869209289551,92474,104217,49151296.0,29.729156494140625,-136198.50918925003
3.0,112959.0,328,1158,380000,0.001,2.142014503479004,94974,107549,26680018.0,30.515640258789062,-136333.18318442
3.0,118742.625,328,1188,390000,0.001,-4.832164764404297,97474,110884,31335036.0,31.600679397583008,-136389.72323988998
3.0,116440.390625,328,1219,400000,0.001,-2.5582141876220703,99974,114217,13333890.0,25.094097137451172,-136346.20441804
3.0,125153.046875,327,1252,410000,0.001,3.23245906829834,102474,117511,384981184.0,62.976985931396484,-136344.69634661
3.0,115112.125,326,1285,420000,0.001,3.170248031616211,104974,120845,34074332.0,50.80295181274414,-137215.33675641997
3.0,116390.0078125,325,1319,430000,0.001,8.388101577758789,107474,124178,77007488.0,40.08108901977539,-136276.31716755
3.0,121773.0625,325,1352,440000,0.001,1.134093999862671,109974,127511,30530650.0,45.889671325683594,-136404.89369125
3.0,122717.109375,324,1385,450000,0.001,0.6444454193115234,112474,130830,14696722.0,37.165611267089844,-136367.3572844
3.0,122685.421875,324,1419,460000,0.001,3.9342470169067383,114974,134164,23638344.0,31.590879440307617,-136271.19245979
3.0,126821.0078125,323,1452,470000,0.001,3.108217716217041,117474,137497,17464252.0,33.1983757019043,-136432.28614257
3.0,119702.6015625,323,1485,480000,0.001,3.016855239868164,119974,140829,38431016.0,26.903179168701172,-136192.2565296
3.0,120813.921875,322,1519,490000,0.001,2.088819980621338,122474,144163,13580065.0,28.430347442626953,-136300.35858345
3.0,121851.1875,322,1552,500000,0.001,0.4295459985733032,124974,147494,19362908.0,21.00059700012207,-136155.01426483
3.0,121035.34375,321,1586,510000,0.001,2.8948144912719727,127474,150827,15855560.0,22.2840633392334,-136213.08716364
3.0,120546.234375,321,1619,520000,0.001,-1.3329167366027832,129974,154161,14746177.0,19.132524490356445,-136209.40732894003
3.0,118734.3671875,320,1652,530000,0.001,-0.6404398679733276,132474,157494,17567784.0,21.607257843017578,-136228.41437978
3.0,125359.1875,320,1685,540000,0.001,-3.880436658859253,134974,160827,40520880.0,17.075159072875977,-136191.78197100002
3.0,121305.2734375,319,1719,550000,0.001,3.893561840057373,137474,164161,11657746.0,17.25543975830078,-136146.71065401004
3.0,118950.90625,319,1752,560000,0.001,2.5703940391540527,139974,167494,7773656.0,18.683578491210938,-136039.05209248
3.95,117631.2421875,319,1785,570000,0.001,-24.220394134521484,142474,170776,24856220.0,15.922516822814941,-158845.65529038003
3.0,121474.484375,318,1819,580000,0.001,-2.190361976623535,144974,173991,16886488.0,18.296632766723633,-136220.45296624998
3.0,118577.953125,318,1852,590000,0.001,1.901076316833496,147474,177325,11644680.0,15.524234771728516,-136131.68721176003
3.0,124437.9453125,318,1886,600000,0.001,-2.2170543670654297,149974,180658,21758480.0,15.079590797424316,-136123.08621813
3.0,121512.203125,317,1919,610000,0.001,1.5020954608917236,152474,183991,14930465.0,17.794456481933594,-136152.72198157
3.0,120505.5390625,317,1953,620000,0.001,0.038226962089538574,154974,187325,15184677.0,16.486324310302734,-136138.14595251
3.0,116999.765625,317,1986,630000,0.001,6.620635032653809,157474,190658,19419274.0,16.226390838623047,-136241.20193205
3.0,120117.6328125,316,2020,640000,0.001,-3.1646716594696045,159974,193991,31903196.0,17.063947677612305,-136187.30716766
3.0,126224.765625,316,2053,650000,0.001,0.0063629150390625,162474,197325,33756956.0,17.080135345458984,-136075.47901810997
3.0,116736.8125,316,2087,660000,0.001,-0.47769200801849365,164974,200658,17251784.0,15.129430770874023,-136249.13113255997
3.0,116430.6171875,315,2120,670000,0.001,-1.3053348064422607,167474,203991,9126972.0,14.831648826599121,-136171.15918276002
3.0,119361.515625,315,2154,680000,0.001,1.1090461015701294,169974,207325,18249696.0,14.850398063659668,-136192.57400641
3.0,118137.3203125,315,2187,690000,0.001,-2.8452751636505127,172474,210658,28658160.0,15.300251960754395,-136160.79118408
3.0,121138.390625,315,2221,700000,0.001,8.725383758544922,174974,213991,11944599.0,18.397417068481445,-136245.19159906002
3.0,119013.5625,314,2254,710000,0.001,-1.4877281188964844,177474,217325,2784342.5,12.68321704864502,-136075.77939528003
