train/actor_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/fps,time/episodes,train/critic_loss,train/n_updates,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,train/ent_coef,eval/mean_ep_length,eval/mean_reward
-502.4591064453125,1656.5790310900002,1741272,0.637123703956604,295,16832,3359.58447265625,217646,42.1,0.001,5887,0.3655209541320801,,
-507.82977294921875,1656.2532369199998,1741344,-0.04998484253883362,295,16836,1700.557373046875,217655,42.1,0.001,5887,0.3667673170566559,,
-506.48370361328125,1660.2083802700001,1741600,0.08084632456302643,295,16840,4326.9208984375,217687,41.78,0.001,5888,0.3703044056892395,,
-518.9249877929688,1661.0968278199998,1741848,-0.3033829629421234,295,16844,3715.96484375,217718,41.81,0.001,5889,0.3713286221027374,,
-496.2469482421875,1654.26433167,1741936,-0.14607968926429749,295,16848,11503.40625,217729,42.45,0.001,5889,0.3710553050041199,,
-436.7658386230469,1653.9678632200003,1742224,0.17140735685825348,295,16852,8612.322265625,217765,42.43,0.001,5890,0.370596319437027,,
-460.02459716796875,1619.1374981400002,1742256,0.018918275833129883,295,16856,4973.81787109375,217769,42.4,0.001,5890,0.3706553280353546,,
-491.57330322265625,1621.9944277599998,1742520,0.23519361019134521,295,16860,4729.1728515625,217802,42.13,0.001,5891,0.3714834153652191,,
-397.2062072753906,1620.47755944,1742600,-0.012691274285316467,295,16864,4570.4521484375,217812,42.37,0.001,5891,0.37198328971862793,,
-481.2213134765625,1621.0049174300002,1742856,0.07819774001836777,295,16868,8577.140625,217844,42.34,0.001,5892,0.3729679584503174,,
-521.0275268554688,1583.86741012,1743064,0.23443394899368286,295,16872,4568.0302734375,217870,42.06,0.001,5893,0.3728829622268677,,
-541.4561157226562,1618.38738641,1743176,-0.37638989090919495,295,16876,7846.7119140625,217884,41.95,0.001,5893,0.3724633455276489,,
-547.3272705078125,1647.3617800100003,1743416,-0.728237509727478,295,16880,6203.22265625,217914,41.26,0.001,5894,0.37025758624076843,,
-447.15631103515625,1648.4544039299997,1743504,-0.9427770972251892,295,16884,8193.048828125,217925,41.36,0.001,5894,0.36880671977996826,,
-493.7622375488281,1649.7725003499997,1743760,-1.0256993770599365,295,16888,3883.41455078125,217957,41.3,0.001,5895,0.36352989077568054,,
-534.2213134765625,1613.04449845,1743912,-0.8216902017593384,295,16892,2674.3125,217976,41.39,0.001,5896,0.3601743280887604,,
-445.2126159667969,1632.27812975,1744088,-1.5038024187088013,295,16896,5119.91796875,217998,39.34,0.001,5896,0.3560691773891449,,
-567.8587646484375,1632.6915018299999,1744272,-0.5534451007843018,295,16900,2925.81982421875,218021,39.4,0.001,5897,0.35160529613494873,,
-569.5930786132812,1634.27046041,1744584,-0.8357740044593811,295,16904,6059.732421875,218060,39.43,0.001,5898,0.34650126099586487,,
-488.46527099609375,1592.74891644,1744752,-0.8112815022468567,295,16908,5081.47998046875,218081,40.17,0.001,5898,0.34375813603401184,,
-499.24395751953125,1467.14989608,1744944,-0.8057214617729187,295,16912,19684.599609375,218105,45.26,0.001,5899,0.3405056297779083,,
-575.4970703125,1466.0533273600001,1745216,-0.043683528900146484,295,16916,7211.96484375,218139,45.41,0.001,5900,0.33596283197402954,,
-506.0133056640625,1464.9546755200001,1745272,-0.3119131326675415,295,16920,3364.596435546875,218146,45.46,0.001,5900,0.3350948393344879,,
-509.5669250488281,1456.0766825,1745504,-0.1708172857761383,295,16924,6572.8701171875,218175,46.24,0.001,5901,0.3332170248031616,,
-432.9010925292969,1457.04485691,1745560,0.33819565176963806,295,16928,4366.3466796875,218182,46.1,0.001,5901,0.332893431186676,,
-518.9491577148438,1457.1165394299996,1745800,-0.306952565908432,295,16932,3161.60888671875,218212,46.01,0.001,5902,0.33244770765304565,,
