train/entropy_loss,train/learning_rate,train/approx_kl,time/fps,train/n_updates,train/explained_variance,time/total_timesteps,train/clip_fraction,rollout/ep_len_mean,train/value_loss,train/loss,train/policy_gradient_loss,train/clip_range,train/std,rollout/ep_rew_mean,time/time_elapsed
-26.431244660913944,0.0017,0.003013264,821,910,-1.1920928955078125e-07,750000,0.00516357421875,19.5,15859715897.6,8861668352.0,-0.0038144143822137267,0.2,1.4130401611328125,-316970.43040340004,912
-26.49997274726629,0.0017,0.0022904645,822,920,-2.384185791015625e-07,760000,0.006201171875,17.15,16393339837.6,8887561216.0,-0.0032472727545609812,0.2,1.4198527336120605,-289301.44763512997,923
-26.570301528275014,0.0017,0.0017635608,823,930,0.0,770000,0.00169677734375,15.8,16647957168.8,7909348352.0,-0.0021907703978286007,0.2,1.4264676570892334,-271646.42828668,934
-26.698265863955022,0.0017,0.0020230326,820,950,5.960464477539063e-08,780000,0.00465087890625,15.44,15283085115.2,7090872832.0,-0.0026525457402385654,0.2,1.4381043910980225,-267976.35547369,950
-26.752646642923356,0.0017,0.0022123314,821,960,1.7881393432617188e-07,790000,0.00228271484375,16.1,15840023589.6,8424348160.0,-0.00275851003571006,0.2,1.4430286884307861,-275673.67806,962
-26.813486230373382,0.0017,0.0025829358,822,970,0.0,800000,0.002978515625,17.32,16194555036.0,8469508608.0,-0.0033183507606736385,0.2,1.4498111009597778,-288191.43392349,973
-26.879729135334493,0.0017,0.0024995524,822,980,0.0,810000,0.0039306640625,13.29,16174864176.8,7808653824.0,-0.0028930509673955386,0.2,1.4557921886444092,-237292.47350685002,984
-27.004240381717683,0.0017,0.0017740016,819,1000,-2.384185791015625e-07,820000,0.000927734375,16.69,16015934251.2,8976322560.0,-0.0023311544362513816,0.2,1.4681230783462524,-281473.98567042,1000
-27.07246059924364,0.0017,0.0021952009,820,1010,0.0,830000,0.00400390625,17.53,16250110208.0,8896636928.0,-0.0026594124490657125,0.2,1.4750900268554688,-295416.84743719,1011
-27.137134858965872,0.0017,0.0023469562,821,1020,0.0,840000,0.0058349609375,16.26,15917229368.8,8136128000.0,-0.003189120810930035,0.2,1.4809448719024658,-276554.4605730001,1022
-27.20163957476616,0.0017,0.0022499128,822,1030,0.0,850000,0.004248046875,16.0,15820521563.2,8231686144.0,-0.0030328039785672443,0.2,1.4878517389297485,-267116.83356193994,1033
-27.271461729705333,0.0017,0.0022878968,823,1040,1.7881393432617188e-07,860000,0.002880859375,17.75,15728961712.8,7878306816.0,-0.0026434152323417948,0.2,1.4949567317962646,-296797.01057698,1044
-27.39193213582039,0.0017,0.0015997479,820,1060,-1.1920928955078125e-07,870000,0.00069580078125,16.92,15059745940.0,7283996672.0,-0.0020608371165508287,0.2,1.5063138008117676,-281636.42446598003,1060
-27.456706251204015,0.0017,0.0016362405,820,1070,0.0,880000,0.00155029296875,15.8,15480784044.0,8665196544.0,-0.0028533670477372654,0.2,1.5136730670928955,-268307.22758649004,1071
-27.522056752443312,0.0017,0.0025823307,821,1080,-2.384185791015625e-07,890000,0.00596923828125,17.22,15502611562.4,7635930624.0,-0.002877715190697927,0.2,1.5194646120071411,-284838.83024464,1083
-27.58176642507315,0.0017,0.002400516,822,1090,-1.1920928955078125e-07,900000,0.004248046875,14.67,14724124208.0,7461235712.0,-0.0024337056289368774,0.2,1.5258358716964722,-256674.09105095002,1094
-27.71028636991978,0.0017,0.002309002,819,1110,-1.1920928955078125e-07,910000,0.00465087890625,14.46,14729328512.0,6903431168.0,-0.0026902608649834294,0.2,1.5393232107162476,-251479.71608086,1110
-27.77809513360262,0.0017,0.0022629444,820,1120,1.1920928955078125e-07,920000,0.00482177734375,16.87,15158996372.0,7503085568.0,-0.0026858255985644066,0.2,1.546200156211853,-286588.33126763004,1121
-27.84402167201042,0.0017,0.002009176,820,1130,0.0,930000,0.0019287109375,16.1,15233548236.8,7383591936.0,-0.002693160938906658,0.2,1.5530647039413452,-266119.79847985995,1133
-27.913740165531635,0.0017,0.0013234154,821,1140,0.0,940000,0.00054931640625,15.67,14965193151.2,7870082560.0,-0.0021529990515773536,0.2,1.5608000755310059,-268294.45317284,1144
-27.987723200023176,0.0017,0.00193835,822,1150,0.0,950000,0.00096435546875,16.02,14669847790.4,6107451904.0,-0.0027893889595361544,0.2,1.5685076713562012,-274217.0556806,1155
-28.122660456597806,0.0017,0.0018642973,819,1170,0.0,960000,0.0011962890625,20.04,15017342160.8,6461436928.0,-0.002055478635884356,0.2,1.5823429822921753,-325646.91623082006,1171
-28.19647897183895,0.0017,0.0015097214,820,1180,-1.1920928955078125e-07,970000,0.00103759765625,16.74,15481194606.4,7955612160.0,-0.0025340776204757277,0.2,1.5910165309906006,-282446.46106079,1182
-28.27337988615036,0.0017,0.0021249442,821,1190,0.0,980000,0.00322265625,16.81,14798493597.6,7575713280.0,-0.0027929760690312833,0.2,1.5985832214355469,-283694.85149575,1193
-28.342382073402405,0.0017,0.0017965981,822,1200,0.0,990000,0.00172119140625,16.05,14539567189.6,7065664000.0,-0.002828518123169488,0.2,1.60586678981781,-274631.23089163,1203
-28.475990119576455,0.0017,0.0019468048,821,1220,0.0,1000000,0.00303955078125,18.64,15056597638.4,6963828736.0,-0.0024556418582506014,0.2,1.6204265356063843,-308232.67334998,1217
