train/ent_coef_loss,time/episodes,time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef,rollout/ep_len_mean,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,train/n_updates
-0.2526022791862488,2903,200000,4409.4619140625,0.0064,16.685155868530273,73.4,108,1841,3261.642578125,-275974.33422066,49974
-1.047408103942871,3043,210000,4001.0634765625,0.0064,14.61843490600586,79.12,108,1934,2977.26171875,-299725.577804,52474
1.8405694961547852,3151,220000,1553.8011474609375,0.0064,12.639657020568848,90.66,108,2028,2916.04296875,-176852.19965007,54974
0.5707070827484131,3289,230000,205.84791564941406,0.0064,10.901456832885742,60.7,108,2121,2027.0103759765625,-126182.24588901996,57474
1.2155375480651855,3372,240000,1526.8697509765625,0.0064,10.406919479370117,110.92,108,2215,2083.846923828125,-251801.91792970002,59974
2.756065845489502,3519,250000,2059.690673828125,0.0064,9.367964744567871,72.72,108,2310,2018.2113037109375,-148332.06708734998,62474
1.0406115055084229,3619,260000,804.5465698242188,0.0064,7.9778900146484375,101.09,108,2405,1774.32568359375,-194138.46968976,64974
-4.130068778991699,3739,270000,1074.8719482421875,0.0064,7.550073623657227,83.67,107,2501,1226.426513671875,-267421.45169726,67474
1.5844625234603882,3896,280000,-2.315673828125,0.0064,6.691981315612793,74.82,107,2598,1427.4591064453125,-213373.95176549,69974
0.8015825748443604,4016,290000,563.5795288085938,0.0064,6.2706170082092285,90.78,107,2695,1295.6298828125,-224923.47286362003,72474
-1.757950782775879,4094,300000,611.644775390625,0.0064,5.513515949249268,125.97,107,2794,1270.56591796875,-253804.66374303997,74974
1.0165156126022339,4226,310000,1358.4627685546875,0.0064,6.486867427825928,76.25,107,2893,1657.2794189453125,-180935.6890791,77474
-1.251920461654663,4348,320000,1333.8919677734375,0.0064,6.296423435211182,87.11,106,2992,1340.14306640625,-191837.17329104,79974
-2.4559102058410645,4424,330000,1206.337158203125,0.0064,6.244206428527832,122.76,106,3091,1007.2676391601562,-260001.40280852,82474
3.7003540992736816,4535,340000,1420.5968017578125,0.0064,6.573356628417969,86.21,106,3191,1306.1656494140625,-190197.32544154,84974
3.2590832710266113,4638,350000,1254.1048583984375,0.0064,5.885523319244385,87.29,106,3291,950.881103515625,-153744.68164234998,87474
-7.129787445068359,4809,360000,1494.0634765625,0.0064,6.382481575012207,53.02,106,3391,1918.256103515625,-162224.90753374,89974
-1.389634609222412,4961,370000,1425.8284912109375,0.0064,6.370284557342529,64.98,105,3492,1383.900390625,-140464.98664763,92474
-1.654063105583191,5091,380000,1459.6239013671875,0.0064,5.506814002990723,82.67,105,3592,1940.5509033203125,-158146.80198835,94974
0.4281041622161865,5280,390000,1530.4251708984375,0.0064,7.158547878265381,63.56,105,3692,1579.050048828125,-104235.13584705001,97474
-4.789837837219238,5387,400000,2167.894287109375,0.0064,6.361023902893066,87.25,105,3793,1496.802490234375,-123684.52101977,99974
-2.1415653228759766,5576,410000,1117.476318359375,0.0064,7.783512115478516,53.2,105,3893,2049.46875,-149553.64361638998,102474
1.0753198862075806,5730,420000,884.2611083984375,0.0064,7.977643013000488,69.61,105,3993,1219.437744140625,-116512.49902950002,104974
-2.597517967224121,5822,430000,2409.56298828125,0.0064,8.060587882995605,102.24,105,4093,1784.267822265625,-263978.51954725,107474
4.068246841430664,5948,440000,1055.7166748046875,0.0064,8.491658210754395,85.55,104,4191,1620.29638671875,-103011.43443444003,109974
-1.9387080669403076,6111,450000,891.5284423828125,0.0064,7.566432476043701,65.19,104,4289,1498.862548828125,-74064.89252271,112474
-2.305699348449707,6234,460000,1344.3675537109375,0.0064,7.565095901489258,87.5,104,4389,1262.5828857421875,-165475.09675658,114974
2.6541521549224854,6359,470000,487.6087646484375,0.0064,7.376319408416748,78.99,104,4489,1749.0623779296875,-103554.70229172,117474
0.2782573103904724,6495,480000,-360.8190612792969,0.0064,6.450823783874512,58.68,104,4589,1726.198486328125,-52232.07420042,119974
2.149794101715088,6642,490000,-708.5728149414062,0.0064,4.851223945617676,68.27,104,4690,939.3952026367188,-96627.08910909001,122474
-2.3707358837127686,6791,500000,-373.33270263671875,0.0064,7.272894382476807,62.89,104,4791,1106.9449462890625,-171243.35975890004,124974
2.9766249656677246,6947,510000,-1129.112548828125,0.0064,6.976809978485107,66.32,104,4892,1232.1796875,-81071.32837127,127474
-0.2695910334587097,7128,520000,-677.92724609375,0.0064,6.695354461669922,53.56,104,4992,1686.049072265625,-116138.12125908998,129974
-2.8979830741882324,7269,530000,-854.516845703125,0.0064,7.340383052825928,69.88,104,5093,1312.267333984375,-97564.74790285001,132474
2.1048505306243896,7432,540000,-2490.6796875,0.0064,7.328722953796387,52.31,103,5193,1304.043701171875,-30480.020307920004,134974
2.120790958404541,7538,550000,-1144.117919921875,0.0064,8.275697708129883,87.09,103,5292,1704.735595703125,-81137.58543473999,137474
-0.5014194846153259,7661,560000,-1003.3295288085938,0.0064,7.371307373046875,77.22,103,5393,1427.6209716796875,-122627.10153606998,139974
1.780626654624939,7824,570000,-1894.924072265625,0.0064,6.963149547576904,58.43,103,5493,1191.014404296875,-7750.5272764,142474
4.066803932189941,7925,580000,-2032.82275390625,0.0064,7.036181926727295,102.77,103,5591,1361.164794921875,-92001.03080811001,144974
1.9539284706115723,8082,590000,-1859.706298828125,0.0064,8.012523651123047,60.47,103,5689,1922.87158203125,-106558.18665749999,147474
-2.021580457687378,8262,600000,-1862.594482421875,0.0064,10.516095161437988,49.87,103,5787,1965.1502685546875,-133902.10790714002,149974
2.3864831924438477,8409,610000,-21.491317749023438,0.0064,10.61867618560791,68.91,103,5885,2176.017822265625,-85501.58756423999,152474
-2.9759249687194824,8567,620000,-415.83221435546875,0.0064,10.066388130187988,71.25,103,5982,1689.8834228515625,-82695.97147183999,154974
-2.288106679916382,8682,630000,572.1909790039062,0.0064,9.42986011505127,78.93,103,6080,1377.8172607421875,-53247.65312629,157474
-0.9162807464599609,8900,640000,601.8396606445312,0.0064,8.277687072753906,38.02,103,6179,2373.43310546875,5792.671703820003,159974
-2.017764091491699,9030,650000,599.783935546875,0.0064,9.031082153320312,80.72,103,6277,1675.57861328125,-71095.09040803001,162474
-1.5909805297851562,9161,660000,625.488525390625,0.0064,8.469350814819336,62.33,103,6375,1473.8489990234375,-31801.34950378,164974
-4.116593360900879,9255,670000,-136.47113037109375,0.0064,7.77113676071167,97.28,103,6474,1485.076904296875,-60547.56781819999,167474
-0.06767904758453369,9411,680000,-722.1199951171875,0.0064,6.445745944976807,77.42,103,6572,1372.0037841796875,-97657.82270667002,169974
-8.052019119262695,9657,690000,-515.7117919921875,0.0064,7.755777835845947,37.57,103,6670,1281.361083984375,3502.769733610002,172474
2.307086944580078,9803,700000,-350.97900390625,0.0064,7.669281005859375,67.21,103,6769,1038.8074951171875,-93854.48086793002,174974
1.6218349933624268,9980,710000,-21.807327270507812,0.0064,9.278861045837402,55.02,103,6867,943.7036743164062,-37134.743970339994,177474
6.017908096313477,10109,720000,-710.0001831054688,0.0064,9.879743576049805,67.84,103,6965,1018.90771484375,-117370.76641895002,179974
-0.6519430875778198,10241,730000,107.44789123535156,0.0064,10.662084579467773,81.79,103,7062,1327.3741455078125,-88660.36865765002,182474
-1.0730631351470947,10429,740000,331.5535888671875,0.0064,11.761826515197754,59.15,103,7160,1606.29931640625,-93772.59233076998,184974
-0.02769458293914795,10557,750000,1306.2357177734375,0.0064,14.747599601745605,72.19,103,7259,2230.453857421875,-119319.11755239,187474
5.211062431335449,10663,760000,599.1830444335938,0.0064,13.569554328918457,97.67,103,7358,1762.993896484375,-106000.97675100001,189974
0.005064785480499268,10817,770000,1854.51611328125,0.0064,13.440163612365723,63.86,103,7457,2068.402099609375,-91898.10054351,192474
1.8865997791290283,11005,780000,1827.362060546875,0.0064,13.773368835449219,55.51,103,7557,2528.478271484375,-44612.93609219999,194974
4.726974964141846,11190,790000,3364.74951171875,0.0064,13.692333221435547,45.21,103,7657,2752.412109375,-29334.238681439998,197474
-2.7138710021972656,11355,800000,4404.21826171875,0.0064,16.323041915893555,58.25,103,7758,2961.923095703125,-47222.1939513,199974
9.80615520477295,11493,810000,4544.68798828125,0.0064,21.242143630981445,73.7,103,7858,3481.70751953125,-186102.29701735,202474
-4.45778751373291,11665,820000,6204.6708984375,0.0064,22.286916732788086,57.48,103,7958,4720.015625,-214307.5457246,204974
6.63319206237793,11772,830000,4827.4365234375,0.0064,24.583904266357422,94.96,103,8058,4500.3359375,-495232.5831214499,207474
2.0788464546203613,11949,840000,-7249.48828125,0.0064,37.778541564941406,55.42,102,8159,4886.8974609375,-241608.34677849998,209974
-0.12158942222595215,12038,850000,986.3067016601562,0.0064,25.7524356842041,110.66,102,8260,3786.78466796875,-312179.71988759,212474
3.277641773223877,12151,860000,-1001.6942749023438,0.0064,21.440095901489258,88.7,102,8361,3180.727294921875,-194236.26619176,214974
-0.03885689377784729,12292,870000,-192.89161682128906,0.0064,22.99508285522461,66.21,102,8461,2917.010986328125,-96732.51831714,217474
-2.91947078704834,12399,880000,-6917.755859375,0.0064,28.513742446899414,94.81,102,8562,4084.9560546875,-188287.31052313998,219974
-0.06958210468292236,12523,890000,-7985.7353515625,0.0064,30.355056762695312,82.47,102,8662,3918.228759765625,-146101.17949189,222474
-6.56048583984375,12662,900000,-14331.0400390625,0.0064,26.446443557739258,78.23,102,8763,3621.25,-77050.23820451001,224974
-0.7977885007858276,12793,910000,-17938.62109375,0.0064,23.3125057220459,68.8,102,8864,3359.269287109375,-87856.75835477999,227474
-0.2367572784423828,12913,920000,-17036.19140625,0.0064,22.935718536376953,87.61,102,8964,3177.979736328125,-96574.55934337998,229974
4.433317184448242,13143,930000,-14250.29296875,0.0064,20.62615203857422,36.99,102,9065,3531.8046875,-15601.481476520008,232474
3.1989715099334717,13312,940000,-9044.279296875,0.0064,17.540678024291992,59.0,102,9167,3124.4296875,-74556.10444095,234974
-0.23817718029022217,13557,950000,-6606.29296875,0.0064,17.351015090942383,30.75,102,9268,3291.58642578125,22640.435391199997,237474
2.6003284454345703,13708,960000,-9671.4423828125,0.0064,28.645837783813477,75.13,102,9369,4519.37646484375,-294452.88829663,239974
1.0860434770584106,13918,970000,-11245.595703125,0.0064,35.04743194580078,47.23,102,9464,4678.7783203125,-25809.73223214,242474
3.3589868545532227,14059,980000,-14719.98046875,0.0064,36.55841827392578,45.77,102,9559,4680.43408203125,-75980.23081482,244974
-1.544834852218628,14191,990000,-17815.458984375,0.0064,37.23228454589844,83.25,102,9653,4269.6650390625,-89124.81245597001,247474
2.1341447830200195,14477,1000000,-20093.197265625,0.0064,36.211151123046875,31.66,102,9748,4410.7939453125,18003.222563450003,249974
