rollout/ep_len_mean,train/actor_loss,time/total_timesteps,train/n_updates,time/episodes,time/time_elapsed,train/ent_coef_loss,time/fps,train/critic_loss,train/learning_rate,train/ent_coef,rollout/ep_rew_mean
76.96,21855.23046875,10000,2474,129,39,-2.8109395503997803,253,3226.7041015625,0.0064,39.82308578491211,-418815.47464475
160.63,9289.8876953125,20000,4974,151,79,0.8366639614105225,250,1472.3134765625,0.0064,21.920549392700195,-255088.55955282995
231.85,2719.56787109375,30000,7474,159,120,-0.2834230661392212,249,991.5171508789062,0.0064,10.299895286560059,-148663.84116207
345.96,1541.6204833984375,40000,9974,173,161,-0.9689596891403198,248,633.4513549804688,0.0064,6.5542893409729,-121401.18058292
439.08,506.8180847167969,50000,12474,196,202,0.39704012870788574,247,469.198486328125,0.0064,4.4811110496521,-109249.89290574001
522.09,549.09521484375,60000,14974,215,243,-1.0687642097473145,246,645.4512939453125,0.0064,3.7188801765441895,-107163.10977017999
136.37,405.7915344238281,70000,17474,308,284,0.10030797123908997,245,705.1776123046875,0.0064,3.7706832885742188,-101162.83690725999
173.97,-75.88491821289062,80000,19974,316,324,0.4094344675540924,246,152.5990447998047,0.0064,1.8223686218261719,-93278.99269684
244.85,201.8662109375,90000,22474,352,366,0.047353506088256836,245,222.13284301757812,0.0064,1.6614094972610474,-95263.18546943
