train/approx_kl,time/fps,time/time_elapsed,train/value_loss,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/std,train/clip_range,time/total_timesteps,train/n_updates,train/explained_variance,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/loss
0.00585118,812,12,29197554796.8,-21.3067743524909,0.026708984375,-0.006512023929826682,1.0029406547546387,0.2,10000,10,-3.5762786865234375e-07,34.21,0.0017,-561949.4690260901,14757848064.0
0.005364745,815,24,27034029873.6,-21.354317682981492,0.0188720703125,-0.005262753873103066,1.0063315629959106,0.2,20000,20,-1.1920928955078125e-07,30.54,0.0017,-502306.7091608,13204708352.0
0.0056062615,817,36,26045980652.8,-21.405796378850937,0.0246826171875,-0.00666991559901362,1.0098469257354736,0.2,30000,30,0.0,28.48,0.0017,-470966.5838848501,12503571456.0
0.0048301965,818,48,26092904849.6,-21.45376549512148,0.01514892578125,-0.004878122669288132,1.0128037929534912,0.2,40000,40,-2.384185791015625e-07,32.27,0.0017,-530262.8963084399,11921641472.0
0.0022275327,783,63,24921737353.6,-21.55047502964735,0.000830078125,-0.00262563086089358,1.019533395767212,0.2,50000,60,0.0,28.12,0.0017,-462039.90564568987,10925004800.0
0.0032432936,816,73,26831878568.0,-21.596955543756486,0.0036376953125,-0.0035289211013150635,1.0225712060928345,0.2,60000,70,0.0,30.54,0.0017,-500901.40709528,11968138240.0
0.0027309158,841,83,25762092283.2,-21.64570623040199,0.00240478515625,-0.0029052772177237786,1.0261982679367065,0.2,70000,80,-2.384185791015625e-07,25.83,0.0017,-423972.60351331,12366539776.0
0.0042958227,861,92,23583403566.4,-21.700132907927035,0.0100341796875,-0.0040181545522500525,1.02993905544281,0.2,80000,90,2.384185791015625e-07,27.25,0.0017,-445888.0467952702,12288786432.0
0.0022985733,877,102,25992801134.4,-21.751542587578296,0.00126953125,-0.0023229161595736516,1.0333466529846191,0.2,90000,100,0.0,25.72,0.0017,-424414.7188615201,12670236672.0
0.0019103319,858,116,25187457809.6,-21.864202491939068,0.0006591796875,-0.00248605535216484,1.0414084196090698,0.2,100000,120,-1.1920928955078125e-07,27.99,0.0017,-453029.25685010006,12385959936.0
0.0036861184,871,126,25090151979.2,-21.91838574707508,0.00565185546875,-0.0038505896960487006,1.0449278354644775,0.2,110000,130,1.7881393432617188e-07,26.52,0.0017,-432569.75839329,14111153152.0
0.0024451993,882,135,24292079236.8,-21.968578660488127,0.001904296875,-0.002681692757869314,1.0484230518341064,0.2,120000,140,-1.1920928955078125e-07,25.54,0.0017,-417771.30669410987,12304187392.0
0.0031951899,892,145,24087778323.2,-22.02078991085291,0.00333251953125,-0.0033191595932294147,1.0522795915603638,0.2,130000,150,0.0,24.51,0.0017,-401102.07680255995,12581264384.0
0.003220092,877,159,24408242172.8,-22.13169221431017,0.003857421875,-0.003587053775481763,1.0600850582122803,0.2,140000,170,0.0,23.66,0.0017,-389691.4304660401,11341534208.0
0.0029920824,885,169,21993146784.0,-22.1900726005435,0.003515625,-0.0031543938519462246,1.064397931098938,0.2,150000,180,-1.1920928955078125e-07,22.85,0.0017,-374417.4518786799,11562285056.0
0.0033107544,892,179,23738281865.6,-22.249872322380543,0.00421142578125,-0.0034066788264681238,1.0685980319976807,0.2,160000,190,0.0,28.36,0.0017,-454000.92691616,12101663744.0
0.003619311,899,188,23517194528.0,-22.30718369036913,0.00565185546875,-0.0037889195093157467,1.0725303888320923,0.2,170000,200,-1.1920928955078125e-07,22.88,0.0017,-372506.56045655,12660017152.0
0.0016210694,905,198,22150457936.0,-22.361356721818446,0.000634765625,-0.0018192667681432794,1.076436996459961,0.2,180000,210,1.1920928955078125e-07,22.88,0.0017,-374545.38647981005,10737866752.0
0.0027836817,893,212,23268408323.2,-22.471429504454136,0.00260009765625,-0.002547537674763589,1.0841885805130005,0.2,190000,230,0.0,20.13,0.0017,-337764.26062594005,12433040384.0
0.0032535822,899,222,22773566580.8,-22.521851614117622,0.00338134765625,-0.002956025493767811,1.0878487825393677,0.2,200000,240,1.7881393432617188e-07,26.73,0.0017,-431318.13908781006,12185972736.0
0.0030335966,904,232,23271035592.0,-22.575800316035746,0.00323486328125,-0.0033767645772968535,1.0919848680496216,0.2,210000,250,0.0,21.51,0.0017,-353285.49785686,12695203840.0
0.0024858187,908,242,21628100955.2,-22.631803357601164,0.00147705078125,-0.0026405936949231547,1.0960900783538818,0.2,220000,260,-2.384185791015625e-07,25.78,0.0017,-412830.24098364,10556911616.0
0.0017891253,898,256,21508209004.8,-22.741120199859143,0.0004638671875,-0.002298149361558899,1.104622721672058,0.2,230000,280,0.0,22.12,0.0017,-366577.6157701302,11406020608.0
0.002187722,902,265,21683556886.4,-22.806027239561082,0.0012451171875,-0.0026158337315791867,1.1090120077133179,0.2,240000,290,-2.384185791015625e-07,25.43,0.0017,-403920.07911011,9535495168.0
0.002832103,907,275,21641726596.8,-22.870637449622155,0.00272216796875,-0.0033378198928403434,1.1141555309295654,0.2,250000,300,0.0,24.07,0.0017,-388453.46009665,11311013888.0
0.0030031456,911,285,21720950768.0,-22.931065185368062,0.002880859375,-0.00291459470799964,1.1179888248443604,0.2,260000,310,0.0,20.7,0.0017,-343347.91838528,10009499648.0
0.0027013796,913,295,20314980123.2,-22.984330263733863,0.0017822265625,-0.002971688540310424,1.122139811515808,0.2,270000,320,2.384185791015625e-07,22.91,0.0017,-370348.13949976006,10188763136.0
0.0016961908,898,311,21947164257.6,-23.10298301577568,0.00032958984375,-0.0019789140993452746,1.1313048601150513,0.2,280000,340,-1.1920928955078125e-07,15.65,0.0017,-273711.04110116,11253707776.0
0.0018661666,902,321,20058995084.0,-23.16484177708626,0.0007568359375,-0.0021673291657862137,1.1359854936599731,0.2,290000,350,2.384185791015625e-07,21.17,0.0017,-346951.04728703,9438816256.0
0.0041967174,905,331,20349730504.8,-23.224076396226884,0.008642578125,-0.0041610706895880865,1.1401921510696411,0.2,300000,360,0.0,17.57,0.0017,-298581.56944741996,9556635648.0
0.0028006146,909,340,19672978436.8,-23.279809026420118,0.00299072265625,-0.002857244000188075,1.144531488418579,0.2,310000,370,-2.384185791015625e-07,16.52,0.0017,-279590.78198081,8835875840.0
0.0029716415,902,354,20297469764.0,-23.393404427170754,0.0030029296875,-0.0030853120177198436,1.153340458869934,0.2,320000,390,0.0,20.92,0.0017,-340257.95445232996,9037066240.0
0.0030630128,905,364,21436288990.4,-23.449344715476037,0.004248046875,-0.0030764059383727727,1.1573344469070435,0.2,330000,400,2.980232238769531e-07,19.09,0.0017,-319362.87497488,10479132672.0
0.0019244645,908,374,20247104957.6,-23.507065166532993,0.00084228515625,-0.0022983011695032474,1.1623280048370361,0.2,340000,410,0.0,25.51,0.0017,-404576.1764816999,11528758272.0
0.002870194,911,383,21350862718.4,-23.566523575782774,0.00263671875,-0.0030464071494861857,1.1664844751358032,0.2,350000,420,-2.384185791015625e-07,20.17,0.0017,-331696.22615291,11536531456.0
0.0013629203,914,393,20551095413.6,-23.62493130117655,0.00037841796875,-0.0015293706805096009,1.171510100364685,0.2,360000,430,2.384185791015625e-07,19.96,0.0017,-322887.78674201993,10821312512.0
0.0022899231,908,407,19282651339.2,-23.74357329457998,0.00179443359375,-0.0026107656971362304,1.1808350086212158,0.2,370000,450,-2.384185791015625e-07,20.56,0.0017,-336865.07452681,9140796416.0
0.002224553,911,416,19251888790.4,-23.809107527136803,0.0015869140625,-0.0025383486738064674,1.186015009880066,0.2,380000,460,0.0,21.69,0.0017,-346541.98914394,10294225920.0
0.0025683707,914,426,19953814860.0,-23.872000366449356,0.00244140625,-0.002929856943228515,1.1907767057418823,0.2,390000,470,0.0,18.42,0.0017,-308006.39397798,10705114112.0
0.002574506,916,436,19223063178.4,-23.93263775408268,0.0021484375,-0.003169213148248673,1.1956576108932495,0.2,400000,480,1.1920928955078125e-07,22.43,0.0017,-363558.49842957995,9402555392.0
0.0013477298,911,449,19256192649.6,-24.047932332754137,0.0004150390625,-0.002076851250603795,1.2045422792434692,0.2,410000,500,-1.1920928955078125e-07,17.31,0.0017,-297604.85677867,10267969536.0
0.0033796374,913,459,18503420925.6,-24.102928751707076,0.00474853515625,-0.0032321981747372775,1.2092188596725464,0.2,420000,510,1.7881393432617188e-07,18.51,0.0017,-312013.86509074,9321093120.0
0.0021078219,916,469,19271848737.6,-24.162345047295094,0.0013427734375,-0.0025766806342289784,1.2141646146774292,0.2,430000,520,0.0,20.07,0.0017,-334005.65671762,10092958720.0
0.0023109731,918,479,19007042796.8,-24.224850502610206,0.00128173828125,-0.0027737421534766325,1.219327449798584,0.2,440000,530,-2.384185791015625e-07,19.13,0.0017,-316549.67247349,10421613568.0
0.0024967664,920,488,19342248766.4,-24.288987621665,0.00220947265625,-0.002931248468303238,1.2246102094650269,0.2,450000,540,0.0,20.26,0.0017,-334247.17778636003,10232294400.0
0.0013809295,914,502,18415686338.4,-24.40531248152256,0.00045166015625,-0.0018492301251171739,1.234108328819275,0.2,460000,560,1.7881393432617188e-07,20.46,0.0017,-336919.42256798997,8596486144.0
0.0011929347,916,512,18272078731.2,-24.46776768565178,0.00010986328125,-0.0016877536283573136,1.2391794919967651,0.2,470000,570,0.0,17.79,0.0017,-300765.10353483,8528679936.0
0.0026250842,918,522,18590180720.8,-24.52893809825182,0.00198974609375,-0.0030951571341574892,1.2441895008087158,0.2,480000,580,-2.384185791015625e-07,19.28,0.0017,-318662.97924008005,9311226880.0
0.0017464848,920,532,18216396648.8,-24.588788321614267,0.00069580078125,-0.002181636096065631,1.249146819114685,0.2,490000,590,0.0,18.48,0.0017,-310168.35412847996,10151349248.0
0.002482358,915,546,18062848919.2,-24.709850980341436,0.00166015625,-0.0027968828118901,1.2593742609024048,0.2,500000,610,2.384185791015625e-07,16.96,0.0017,-289043.18397014,9236171776.0
0.0017008067,917,555,17891251320.0,-24.776197317242623,0.00068359375,-0.002594922280877654,1.2654070854187012,0.2,510000,620,-2.384185791015625e-07,19.63,0.0017,-316430.02281421004,9192873984.0
0.0021642977,919,565,18253178164.8,-24.842153972387315,0.0015380859375,-0.0028539370414364384,1.2705360651016235,0.2,520000,630,0.0,18.79,0.0017,-308449.57511215,8866832384.0
0.0023586114,921,575,18190383188.8,-24.89961797147989,0.001220703125,-0.0028923845951794648,1.2751219272613525,0.2,530000,640,5.960464477539063e-08,13.94,0.0017,-247678.85781776998,9037249536.0
0.0032495244,922,585,17162479400.0,-24.951659041643143,0.00650634765625,-0.003393934667110443,1.27936589717865,0.2,540000,650,1.7881393432617188e-07,18.46,0.0017,-301168.22052352,8931707904.0
0.002773278,918,599,17026349820.8,-25.069938285648824,0.003564453125,-0.0032950654056548958,1.2899763584136963,0.2,550000,670,0.0,17.9,0.0017,-306096.24865448003,7748850688.0
0.0027189218,919,608,17976743084.8,-25.131668224930763,0.00379638671875,-0.003023679941361479,1.2953912019729614,0.2,560000,680,0.0,18.17,0.0017,-301740.39610909,8327191040.0
0.0026442814,921,618,17433180824.0,-25.191840496659278,0.00269775390625,-0.002808154395279416,1.3004076480865479,0.2,570000,690,2.384185791015625e-07,15.99,0.0017,-275524.23108277,9451275264.0
0.0017109038,922,628,17464283460.0,-25.253111162781714,0.001611328125,-0.002227232948644087,1.3060590028762817,0.2,580000,700,-1.1920928955078125e-07,16.01,0.0017,-272041.70094894,9067969536.0
0.001663703,917,642,17503778816.0,-25.383356292545795,0.0004638671875,-0.0021631653446092967,1.3175863027572632,0.2,590000,720,5.960464477539063e-08,15.56,0.0017,-267811.11907913996,9092030464.0
0.0028602728,919,652,17867963668.0,-25.444517217576504,0.008740234375,-0.0031161427414190257,1.3223555088043213,0.2,600000,730,1.7881393432617188e-07,16.69,0.0017,-280822.46380081004,9407396864.0
0.003221327,920,662,16525176491.2,-25.504938918352128,0.00867919921875,-0.0030668274601339364,1.3282148838043213,0.2,610000,740,-2.384185791015625e-07,16.59,0.0017,-280350.35503014,7881087488.0
0.0018853504,922,672,17622301079.2,-25.57239494919777,0.00108642578125,-0.0029270754363096784,1.3344557285308838,0.2,620000,750,0.0,14.58,0.0017,-253322.02935353003,8293412352.0
0.0031911125,923,682,16618851235.2,-25.636928063631057,0.0058349609375,-0.003761678842602123,1.3396724462509155,0.2,630000,760,-1.1920928955078125e-07,20.19,0.0017,-332476.1864758,7460529152.0
0.0025731905,918,696,16338319925.6,-25.763904832303524,0.00242919921875,-0.0032487677646713562,1.351791501045227,0.2,640000,780,-2.384185791015625e-07,17.01,0.0017,-286851.64810788,7928160768.0
0.0028545868,916,709,17451759270.4,-25.82741349488497,0.00379638671875,-0.0030245474004914285,1.3565980195999146,0.2,650000,790,0.0,14.36,0.0017,-245543.59377732006,9457302528.0
0.0016744245,916,719,16543681148.8,-25.88245595097542,0.00167236328125,-0.0020255461877241032,1.3618468046188354,0.2,660000,800,5.960464477539063e-08,17.75,0.0017,-297553.75721337,8735882240.0
0.0030451145,918,729,16830272477.6,-25.944894747436045,0.00452880859375,-0.0033688859544781734,1.367863416671753,0.2,670000,810,2.384185791015625e-07,14.36,0.0017,-249409.40484424005,8491917824.0
0.0018019332,914,743,16046104118.4,-26.065716455876828,0.0025146484375,-0.002629081801387656,1.3787343502044678,0.2,680000,830,0.0,14.44,0.0017,-248200.22895513996,7495773696.0
0.0022304375,915,753,16201899699.2,-26.130536414682865,0.0025146484375,-0.003064232759788865,1.3851802349090576,0.2,690000,840,0.0,15.62,0.0017,-261695.68392431998,8611610624.0
0.002073461,917,763,16498882119.2,-26.2000254586339,0.00125732421875,-0.0022945929120396615,1.3916560411453247,0.2,700000,850,2.384185791015625e-07,18.9,0.0017,-311224.64756757,7790084608.0
0.0029435838,918,772,17101085313.6,-26.257604555785655,0.00499267578125,-0.0031009948545033693,1.395824670791626,0.2,710000,860,-2.384185791015625e-07,13.23,0.0017,-232833.88770141997,9781044224.0
0.0029627464,919,782,15904158855.2,-26.309013278782366,0.0044189453125,-0.0037378625998826464,1.4012792110443115,0.2,720000,870,0.0,19.71,0.0017,-315643.04615556,9363421184.0
0.002356695,916,796,16175261221.6,-26.427465738356112,0.00281982421875,-0.002600277065903356,1.4122456312179565,0.2,730000,890,1.7881393432617188e-07,17.08,0.0017,-288546.94005281,9361813504.0
0.0023588159,917,806,16323372669.6,-26.488630281388758,0.00367431640625,-0.0026970719649398235,1.4186413288116455,0.2,740000,900,-2.384185791015625e-07,15.47,0.0017,-263950.41840759007,9030779904.0
0.0016934266,918,816,15431909602.4,-26.556837499141693,0.00069580078125,-0.0020624997981030903,1.4252532720565796,0.2,750000,910,-1.1920928955078125e-07,16.94,0.0017,-280530.02850967,7282326528.0
0.002765267,919,826,15618970486.4,-26.62314304113388,0.00528564453125,-0.003124919998299447,1.4312539100646973,0.2,760000,920,0.0,14.77,0.0017,-255574.39325226995,7241067008.0
0.002303555,920,836,15674479107.2,-26.683666107058524,0.00372314453125,-0.0020971757162442373,1.4367789030075073,0.2,770000,930,1.1920928955078125e-07,15.25,0.0017,-260848.51906962998,8901401600.0
0.0030273262,917,850,15665286740.8,-26.817923176288605,0.005029296875,-0.003336412577664305,1.4506809711456299,0.2,780000,950,5.960464477539063e-08,17.68,0.0017,-289244.78682994,7670924288.0
0.001699402,918,860,14977435971.2,-26.894239069521426,0.00072021484375,-0.00222383794025518,1.4580631256103516,0.2,790000,960,0.0,15.8,0.0017,-269346.58046991006,7124446208.0
0.0029099314,919,870,15786066811.2,-26.970790427923202,0.0072265625,-0.004157318931720511,1.4655412435531616,0.2,800000,970,2.384185791015625e-07,17.58,0.0017,-290254.18097312,7930053120.0
0.002444189,920,880,15606668437.6,-27.04517919868231,0.00523681640625,-0.0032924357201409293,1.4726245403289795,0.2,810000,980,-2.384185791015625e-07,17.82,0.0017,-293615.77212113,7733387264.0
0.0028970868,916,894,15949620544.8,-27.176083579659462,0.0069091796875,-0.003011422181043599,1.4854816198349,0.2,820000,1000,0.0,13.65,0.0017,-241763.61985567,7031812096.0
0.0022063479,917,904,15453097364.0,-27.247364020347597,0.0019287109375,-0.0023584579132148063,1.492713212966919,0.2,830000,1010,1.7881393432617188e-07,17.92,0.0017,-298376.81972031,7506553856.0
0.0015604028,918,914,16162309698.4,-27.320472547411917,0.00220947265625,-0.0019714312882570086,1.5001493692398071,0.2,840000,1020,-2.384185791015625e-07,13.23,0.0017,-233809.64150546,8252222464.0
0.0023990055,919,924,15118444444.0,-27.38882846981287,0.0067626953125,-0.0024502783695425022,1.506365180015564,0.2,850000,1030,0.0,15.15,0.0017,-262752.11622285,7744264192.0
0.0017462748,920,933,15497819956.0,-27.457136748731138,0.00133056640625,-0.0023553728415208752,1.5138887166976929,0.2,860000,1040,0.0,18.9,0.0017,-305355.68353609,8132031488.0
0.0025099346,917,947,15754952408.0,-27.597800654172897,0.00430908203125,-0.0027188305979507278,1.5272175073623657,0.2,870000,1060,-1.1920928955078125e-07,13.97,0.0017,-242005.80729329004,8106973184.0
0.002000012,918,957,14354132477.6,-27.658055233955384,0.0025634765625,-0.0024183572451875078,1.5339957475662231,0.2,880000,1070,0.0,14.13,0.0017,-249597.36955964996,7146776576.0
0.0018614142,919,967,15363501928.8,-27.72180556356907,0.003515625,-0.002026923523953883,1.540435552597046,0.2,890000,1080,0.0,18.0,0.0017,-294734.82155735,8157240832.0
0.0022893664,920,977,15701352278.4,-27.78414505571127,0.0027587890625,-0.0023469463752917364,1.5468028783798218,0.2,900000,1090,1.7881393432617188e-07,15.63,0.0017,-258332.28988153004,8163501056.0
0.0020573938,917,991,14666160832.8,-27.915324606001377,0.00228271484375,-0.0019945501948313905,1.5607019662857056,0.2,910000,1110,0.0,15.15,0.0017,-257411.45557659998,8715235328.0
0.0020450437,918,1001,14590566088.8,-27.986925530433655,0.00213623046875,-0.00236220300939749,1.5686542987823486,0.2,920000,1120,0.0,18.15,0.0017,-300479.34752934997,7763890688.0
0.0019059674,919,1011,15155242816.0,-28.055184964835643,0.0016357421875,-0.001983262708017719,1.5750550031661987,0.2,930000,1130,2.384185791015625e-07,12.93,0.0017,-231199.60525268,7410974208.0
0.0021094028,920,1021,14713217738.4,-28.121603602170943,0.0023193359375,-0.002864453332949779,1.5826350450515747,0.2,940000,1140,-2.384185791015625e-07,14.1,0.0017,-242671.80051953,6628008960.0
0.0016026159,921,1031,14550824340.8,-28.19265801012516,0.00147705078125,-0.002160061281028902,1.5902265310287476,0.2,950000,1150,5.960464477539063e-08,17.98,0.0017,-291609.38588484004,6233546240.0
0.0022242633,918,1045,15273438555.2,-28.32861524224281,0.005126953125,-0.002541696878597577,1.603963851928711,0.2,960000,1170,1.1920928955078125e-07,15.67,0.0017,-263198.40890939,7470210560.0
0.0023141117,919,1054,15511800508.8,-28.391088393330573,0.00418701171875,-0.0026908373030892106,1.6111918687820435,0.2,970000,1180,0.0,13.96,0.0017,-243328.29589733,8455606784.0
