train/policy_gradient_loss,train/learning_rate,train/n_updates,train/std,train/entropy_loss,train/approx_kl,time/fps,train/clip_fraction,rollout/ep_rew_mean,time/total_timesteps,train/value_loss,train/clip_range,train/loss,rollout/ep_len_mean,time/time_elapsed,train/explained_variance
-0.00044516916505017435,0.0003,530,0.9993112087249756,-21.27353780567646,6.637271e-05,683,0.0,-570751.44601879,440000,36914185390.4,0.2,18988904448.0,35.5,643,-1.1920928955078125e-07
-0.00047714822521811585,0.0003,540,0.9993603229522705,-21.274094066023828,6.4541484e-05,685,0.0,-506319.6070407501,450000,38263169046.4,0.2,19395985408.0,31.03,656,-2.384185791015625e-07
-0.0007313569107282092,0.0003,560,0.9992941617965698,-21.273849742114542,0.0001535677,680,0.0,-481424.38878251,460000,35307750062.4,0.2,17627185152.0,28.98,675,-2.384185791015625e-07
-0.0005954275688054622,0.0003,570,0.9992849826812744,-21.273396787047385,0.000109711465,682,0.0,-475057.5800626501,470000,36232568044.8,0.2,20355633152.0,28.74,689,0.0
-0.0005893347039091168,0.0003,580,0.999311089515686,-21.27351257801056,9.316127e-05,683,0.0,-534878.8979038,480000,36448220878.4,0.2,18369908736.0,32.7,702,0.0
-0.0005909524179514847,0.0003,590,0.9992569088935852,-21.273323176801206,9.193792e-05,684,0.0,-526254.9087510499,490000,37728133732.8,0.2,15779300352.0,32.75,715,0.0
-0.0005085890083137201,0.0003,610,0.9992320537567139,-21.273158437013628,7.463537e-05,680,0.0,-516280.18893713,500000,38148221668.8,0.2,18256465920.0,31.68,734,1.7881393432617188e-07
-0.0006045099898983608,0.0003,620,0.9992229342460632,-21.272448308765888,0.000100750905,681,0.0,-533116.9139485001,510000,39776298961.6,0.2,23354699776.0,32.95,748,0.0
-0.0005449011131531733,0.0003,630,0.99920254945755,-21.272241379320622,9.0143374e-05,682,0.0,-513689.0637488499,520000,37984450880.0,0.2,18471817216.0,31.17,761,0.0
-0.00048289516817021647,0.0003,640,0.9991874694824219,-21.271965503692627,7.906044e-05,683,0.0,-553342.6521125801,530000,38990497499.2,0.2,20823558144.0,34.51,775,1.7881393432617188e-07
-0.00036875538626190973,0.0003,650,0.9991118311882019,-21.271260879933834,5.2994816e-05,684,0.0,-598414.67879981,540000,37499521129.6,0.2,20201494528.0,37.02,788,5.960464477539063e-08
-0.0004635969435184961,0.0003,670,0.9991199970245361,-21.27095036357641,6.742531e-05,681,0.0,-583011.76338158,550000,40125166796.8,0.2,19794233344.0,35.38,807,-1.1920928955078125e-07
-0.0005326063630491263,0.0003,680,0.999157726764679,-21.271161602437495,8.466413e-05,682,0.0,-504831.30926869996,560000,37335194891.2,0.2,19876401152.0,31.42,820,-2.384185791015625e-07
-0.0005166622422166256,0.0003,690,0.9990776181221008,-21.270806227624416,7.7232035e-05,683,0.0,-492381.01812459005,570000,36584628203.2,0.2,20150253568.0,30.5,834,0.0
-0.0005867006546395714,0.0003,700,0.9991006851196289,-21.27033859193325,0.000102106205,684,0.0,-580964.7887574099,580000,34589239438.4,0.2,18660581376.0,36.22,847,0.0
-0.0006148842643597163,0.0003,720,0.9990434646606445,-21.269676874578,0.00011254077,681,0.0,-460672.50274605997,590000,34814717564.8,0.2,16957286400.0,28.72,866,-1.1920928955078125e-07
-0.0007124541984012467,0.0003,730,0.9989891052246094,-21.269289372861387,0.00012645405,681,0.0,-482191.2159734199,600000,33797738432.0,0.2,16840402944.0,29.81,879,-1.1920928955078125e-07
-0.0006349349744596111,0.0003,740,0.9988995790481567,-21.268214318156243,0.00011912026,682,0.0,-539288.49464637,610000,38359853835.2,0.2,19710253056.0,33.34,893,0.0
-0.0004720583259768318,0.0003,750,0.9988479018211365,-21.26716158092022,7.630816e-05,683,0.0,-515068.03714850993,620000,36572475836.8,0.2,19064799232.0,32.27,906,0.0
-0.0005426524043286918,0.0003,760,0.9988507032394409,-21.266772677004337,0.000102904174,684,0.0,-519874.67771965,630000,35999283377.6,0.2,17441712128.0,32.07,920,1.1920928955078125e-07
-0.00042907600000035017,0.0003,780,0.9987972378730774,-21.266280134022235,6.691387e-05,681,0.0,-514932.61526715994,640000,35844490540.8,0.2,17689366528.0,31.96,938,0.0
-0.0004856975607253844,0.0003,790,0.9986953735351562,-21.265228641033172,8.581449e-05,682,0.0,-468333.0807379,650000,36774824651.2,0.2,19850717184.0,28.83,952,-1.1920928955078125e-07
-0.0004484325078010443,0.0003,800,0.9986947774887085,-21.264416651427744,6.487493e-05,683,0.0,-566429.75431876,660000,35187458001.6,0.2,18386653184.0,35.26,965,1.1920928955078125e-07
-0.0006174592896059039,0.0003,810,0.9987131357192993,-21.264586256444453,0.00011101256,684,0.0,-456657.67856209,670000,36327789745.6,0.2,18949615616.0,28.25,979,1.7881393432617188e-07
-0.0005567495159993996,0.0003,830,0.9986318349838257,-21.263379834592342,8.714081e-05,681,0.0,-512056.86035604007,680000,38791026902.4,0.2,19901970432.0,31.31,997,-1.1920928955078125e-07
-0.0005650913648423739,0.0003,840,0.9985986948013306,-21.263263328373434,0.00010270168,682,0.0,-542185.2730216399,690000,35471833918.4,0.2,18068639744.0,34.05,1011,0.0
-0.0004846123001698288,0.0003,850,0.9985322952270508,-21.262500485777856,8.3642975e-05,683,0.0,-550018.3255980599,700000,37968352803.2,0.2,17540401152.0,34.59,1024,-1.1920928955078125e-07
-0.00041999472450697793,0.0003,860,0.998564600944519,-21.262229447066783,6.196222e-05,683,0.0,-471280.44590265,710000,35713361488.0,0.2,17777106944.0,29.15,1038,1.7881393432617188e-07
-0.0007245430202601711,0.0003,870,0.9985523819923401,-21.26236251145601,0.00014947541,684,0.0,-514579.27363361995,720000,33585066579.2,0.2,16793464832.0,31.44,1051,0.0
-0.0005143980035427376,0.0003,890,0.9983894228935242,-21.260645425319673,7.091006e-05,681,0.0,-438291.39783131005,730000,36318599664.0,0.2,19687284736.0,26.31,1070,0.0
-0.00041065247405640547,0.0003,900,0.9983499050140381,-21.25956549346447,5.3854492e-05,682,0.0,-514894.3851139799,740000,35464429438.4,0.2,17754925056.0,32.2,1083,0.0
-0.00044315457889751995,0.0003,910,0.9983323216438293,-21.259121695160864,5.063939e-05,683,0.0,-461118.30427025,750000,35766243212.8,0.2,18337148928.0,28.13,1097,-1.1920928955078125e-07
-0.0006511656403745292,0.0003,920,0.998238742351532,-21.258290277421473,0.00012790665,684,0.0,-478169.8986168301,760000,33452265710.4,0.2,16068956160.0,30.19,1110,0.0
-0.00046451100752165075,0.0003,930,0.9982187747955322,-21.257417637109757,8.148587e-05,684,0.0,-449531.56800319994,770000,34401371864.0,0.2,15994223616.0,27.24,1124,-2.384185791015625e-07
-0.0006108078596298583,0.0003,950,0.9981644153594971,-21.256361612677573,0.00011831557,682,0.0,-562391.35357808,780000,35731026993.6,0.2,19793549312.0,35.5,1143,5.960464477539063e-08
-0.0005758842222348904,0.0003,960,0.998135507106781,-21.25626336187124,9.09979e-05,683,0.0,-442135.31844004,790000,35936696892.8,0.2,17097756672.0,26.84,1156,-1.1920928955078125e-07
-0.0007257835921336663,0.0003,970,0.9980964660644531,-21.25573188215494,0.00012050108,683,0.0,-525237.09367795,800000,35652510755.2,0.2,18066589696.0,32.67,1169,5.960464477539063e-08
-0.0005037557808464044,0.0003,980,0.9981153011322021,-21.25555320829153,8.847767e-05,684,0.0,-493990.38469829,810000,36375780801.6,0.2,18346780672.0,30.61,1183,0.0
-0.0006157977998554997,0.0003,1000,0.99809330701828,-21.25519162863493,0.000102402264,682,0.0,-547104.33550954,820000,35848804649.6,0.2,16241293312.0,34.55,1202,5.960464477539063e-08
-0.000574104172483203,0.0003,1010,0.9980261921882629,-21.25488847643137,9.119558e-05,682,0.0,-448886.46450079995,830000,36532484512.0,0.2,19909650432.0,27.59,1215,0.0
-0.0006124358919805672,0.0003,1020,0.9979227185249329,-21.253592060506342,0.00010371371,683,0.0,-489588.8606327299,840000,34816532929.6,0.2,17480050688.0,30.57,1228,0.0
-0.0004669169697990583,0.0003,1030,0.9979528188705444,-21.253020879626273,7.5324184e-05,684,0.0,-468094.26878037,850000,34773578156.8,0.2,18655363072.0,28.87,1242,1.1920928955078125e-07
-0.0005278834807540989,0.0003,1040,0.9980002045631409,-21.253639474511147,8.0886806e-05,684,0.0,-525339.80053082,860000,35037725393.6,0.2,18267926528.0,33.0,1255,0.0
-0.0004936562127113575,0.0003,1060,0.9979178309440613,-21.253044351935387,7.477862e-05,682,0.0,-494326.14664841,870000,31631038824.0,0.2,16342827008.0,30.17,1274,0.0
-0.0004616554527274275,0.0003,1070,0.9978493452072144,-21.252244102954865,6.45019e-05,682,0.0,-506424.7114297099,880000,35885699108.8,0.2,18328946688.0,31.31,1288,0.0
-0.0005234778631347581,0.0003,1080,0.997830331325531,-21.25160394459963,7.267303e-05,683,0.0,-521169.3716636399,890000,34915722128.0,0.2,18059458560.0,32.44,1302,1.1920928955078125e-07
-0.0005142325350789179,0.0003,1090,0.9977790713310242,-21.25104082375765,8.739993e-05,683,0.0,-456008.04030258005,900000,34312148478.4,0.2,16639452160.0,28.03,1316,-1.1920928955078125e-07
-0.0004563386391964741,0.0003,1110,0.9979138970375061,-21.251714143157006,6.351676e-05,681,0.0,-544247.48037501,910000,34941704454.4,0.2,18525794304.0,34.32,1335,5.960464477539063e-08
-0.0003553844222551561,0.0003,1120,0.9978387951850891,-21.252123564481735,3.6304307e-05,681,0.0,-474532.22261085996,920000,34429912489.6,0.2,17998522368.0,29.46,1349,0.0
-0.0005200598678129608,0.0003,1130,0.997866690158844,-21.251750968396664,5.447615e-05,682,0.0,-461280.81340012007,930000,35606515969.6,0.2,16066867200.0,27.77,1363,0.0
-0.0005165691125512239,0.0003,1140,0.9977869391441345,-21.251329123973846,8.332817e-05,682,0.0,-503583.19459374994,940000,33126899480.0,0.2,16924960768.0,31.3,1376,0.0
-0.0008135728427077993,0.0003,1150,0.9978181719779968,-21.250990572571755,0.00016476252,683,0.0,-371160.1901406401,950000,35338109889.6,0.2,19076751360.0,22.75,1390,-2.384185791015625e-07
-0.00033217564323422265,0.0003,1170,0.9977444410324097,-21.249987085163593,4.2556734e-05,681,0.0,-485890.80928533,960000,34935927883.2,0.2,14103954432.0,29.78,1409,0.0
-0.0007053685871142079,0.0003,1180,0.9977720975875854,-21.250299356877804,0.00011250666,681,0.0,-462048.72075889,970000,33836546916.8,0.2,16956470272.0,28.87,1422,1.1920928955078125e-07
-0.0005206954943787423,0.0003,1190,0.9977596998214722,-21.250419080257416,9.264507e-05,682,0.0,-472808.84240236,980000,32583973916.8,0.2,16199536640.0,28.91,1436,0.0
-0.000452206425688928,0.0003,1200,0.9977438449859619,-21.25022490620613,7.06599e-05,682,0.0,-509055.85605324,990000,33863342344.0,0.2,18042873856.0,32.17,1449,-1.1920928955078125e-07
-0.0004827955631299119,0.0003,1220,0.9978028535842896,-21.251014231145383,7.700138e-05,680,0.0,-472704.3500434501,1000000,35273885230.4,0.2,19017398272.0,29.56,1468,-1.1920928955078125e-07
