train/kl_divergence_loss,train/policy_objective,train/explained_variance,train/std,rollout/ep_rew_mean,train/value_loss,time/time_elapsed,time/fps,train/learning_rate,rollout/ep_len_mean,train/is_line_search_success,train/n_updates,time/total_timesteps
0.004972805734723806,0.06477490812540054,1.1920928955078125e-07,0.9361410140991211,-140833.82540556998,2954114050.8,86,1504,0.0013,44.34,1.0,15,130000
0.005547945853322744,0.0666121393442154,0.0,0.923525333404541,-132655.64436114003,2749022558.0,94,1484,0.0013,42.27,1.0,17,140000
0.005312285851687193,0.06772727519273758,0.0,0.9079599976539612,-128686.68646642,2538414015.6,100,1487,0.0013,46.67,1.0,18,150000
0.0051987809129059315,0.06670203804969788,0.0,0.9024918675422668,-138157.19128985002,2179027488.4,107,1489,0.0013,49.95,1.0,19,160000
0.005653223488479853,0.06981755048036575,0.0,0.9042679667472839,-133690.30091754,2447139986.2,114,1491,0.0013,48.78,1.0,20,170000
0.005579071119427681,0.0669567883014679,0.0,0.903740644454956,-135774.11859180004,2288947142.4,120,1492,0.0013,54.31,1.0,21,180000
0.00571875786408782,0.06891454011201859,-1.1920928955078125e-07,0.8911814093589783,-144420.32252061003,1909581599.6,128,1481,0.0013,63.3,1.0,23,190000
0.006196351256221533,0.07266834378242493,5.960464477539063e-08,0.8884698748588562,-119913.26847239998,1995876006.2,134,1486,0.0013,49.16,1.0,24,200000
0.006087550427764654,0.07586032152175903,-1.1920928955078125e-07,0.8832767009735107,-127347.67857215002,1995999224.2,140,1489,0.0013,59.94,1.0,25,210000
0.0063434503972530365,0.07621625065803528,5.960464477539063e-08,0.8800206780433655,-132729.46952005,1830378834.4,147,1491,0.0013,68.9,1.0,26,220000
0.0062404293566942215,0.08252706378698349,5.960464477539063e-08,0.8690411448478699,-117593.80507026998,1670860626.6,155,1481,0.0013,62.95,1.0,28,230000
0.006467590108513832,0.07838281244039536,0.0,0.8632349371910095,-129578.32383629998,1707806426.4,161,1483,0.0013,72.44,1.0,29,240000
0.006752077490091324,0.07941262423992157,5.960464477539063e-08,0.8498377799987793,-112324.33973025001,1464243829.0,168,1484,0.0013,68.84,1.0,30,250000
0.006617503706365824,0.07233619689941406,0.0,0.8495521545410156,-119284.18234155,1683484713.2,175,1485,0.0013,74.82,1.0,31,260000
0.006936321035027504,0.07132908701896667,-5.960464477539062e-07,0.8402943015098572,-120058.54438277999,1575095868.0,181,1486,0.0013,80.14,1.0,32,270000
0.00659017451107502,0.07023797929286957,-1.1920928955078125e-07,0.8318579792976379,-103044.34104255002,1410945117.1,189,1479,0.0013,80.0,1.0,34,280000
0.006732706446200609,0.08148959279060364,0.0,0.8340253829956055,-92286.10288540999,1312426763.6,195,1480,0.0013,82.63,1.0,35,290000
0.0067162844352424145,0.07564620673656464,0.0,0.8322084546089172,-96706.50003127,1238121250.0,202,1482,0.0013,94.37,1.0,36,300000
0.00719022611156106,0.07176823914051056,0.0,0.8348879814147949,-79871.36899778999,1174771830.2,209,1482,0.0013,94.52,1.0,37,310000
0.007157719228416681,0.07224047929048538,0.0,0.8278202414512634,-40615.00266407,1165508041.3,216,1474,0.0013,90.39,1.0,39,320000
0.007498117629438639,0.07775525748729706,0.0,0.823559045791626,-32422.65439133,1155897193.1,223,1475,0.0013,96.67,1.0,40,330000
0.0074426052160561085,0.07514633983373642,-1.1920928955078125e-07,0.8258528113365173,-8255.697230480002,981454994.7,230,1476,0.0013,94.13,1.0,41,340000
0.007553204894065857,0.0718713030219078,0.0,0.8302519917488098,2703.13628452,1065523998.7,236,1477,0.0013,91.69,1.0,42,350000
0.007106245961040258,0.07264575362205505,0.0,0.8221840262413025,24690.757414879998,1089501130.75,243,1477,0.0013,87.25,1.0,43,360000
0.007365573663264513,0.06999846547842026,0.0,0.8197422623634338,32849.59068646,982977017.3,251,1471,0.0013,92.07,1.0,45,370000
0.007678123190999031,0.07665140181779861,0.0,0.81743985414505,22077.397545370004,1009494336.0,258,1472,0.0013,92.25,1.0,46,380000
0.008867594413459301,0.08266299962997437,0.0,0.8165977597236633,55677.57323054,992458653.15,264,1473,0.0013,89.48,1.0,47,390000
0.007975408807396889,0.06713113933801651,5.960464477539063e-08,0.8156251311302185,75260.59256820001,1039560152.2,271,1473,0.0013,71.9,1.0,48,400000
0.008222334086894989,0.07030143588781357,0.0,0.8111793994903564,78139.66030476,1265149310.2,279,1467,0.0013,67.55,1.0,50,410000
0.008377240039408207,0.07322388887405396,0.0,0.8107940554618835,73573.17490941999,1172214134.6,285,1468,0.0013,76.76,1.0,51,420000
0.0077089653350412846,0.06693334132432938,0.0,0.8086856007575989,87785.63232611999,1396411974.1,292,1469,0.0013,58.88,1.0,52,430000
0.00824299268424511,0.06636254489421844,0.0,0.8047993779182434,104843.11053638,1423640526.5,299,1469,0.0013,58.28,1.0,53,440000
0.00787139032036066,0.06423552334308624,0.0,0.7999331951141357,105296.09503182002,1359014782.9,306,1470,0.0013,59.1,1.0,54,450000
0.008201748132705688,0.05894695222377777,0.0,0.794079601764679,104269.87272674,1503201268.9,314,1464,0.0013,62.7,1.0,56,460000
0.008105949498713017,0.06936287879943848,0.0,0.7907957434654236,115396.9,1514151402.2,320,1464,0.0013,49.34,1.0,57,470000
0.008599825203418732,0.07018717378377914,0.0,0.7896705269813538,118119.73998713,1793856916.8,327,1464,0.0013,46.24,1.0,58,480000
0.008463218808174133,0.06896503269672394,0.0,0.7888239026069641,107790.40359331001,1969179878.4,334,1465,0.0013,55.37,1.0,59,490000
0.007861399091780186,0.05658997967839241,1.1920928955078125e-07,0.7792661786079407,112231.0950186,1796153575.2,342,1460,0.0013,51.09,1.0,61,500000
0.008438844233751297,0.060080636292696,5.960464477539063e-08,0.7804350852966309,117164.75997062,1776035209.8,349,1459,0.0013,53.53,1.0,62,510000
0.008738036267459393,0.06396248191595078,0.0,0.7799291014671326,120285.79274145,1762383759.0,356,1459,0.0013,40.65,1.0,63,520000
0.00890012551099062,0.06174749881029129,0.0,0.7781344056129456,120992.75257056,2090701618.0,363,1459,0.0013,51.29,1.0,64,530000
0.008064854890108109,0.05771933123469353,0.0,0.7772829532623291,120481.03703138999,1847038977.8,370,1458,0.0013,50.6,1.0,65,540000
0.008791986852884293,0.06392300128936768,0.0,0.7759768962860107,124391.63669884,2437358033.8,378,1453,0.0013,37.36,1.0,67,550000
0.008751977235078812,0.0591951385140419,0.0,0.7716957926750183,126996.83000489,2570303350.6,385,1452,0.0013,36.77,1.0,68,560000
0.008800516836345196,0.059095416218042374,0.0,0.7733821272850037,121479.76523679,2408365635.0,392,1452,0.0013,33.68,1.0,69,570000
0.008650456555187702,0.0626034289598465,0.0,0.7683630585670471,119285.05935417999,2570437431.0,399,1452,0.0013,37.97,1.0,70,580000
0.008733590133488178,0.05968884378671646,-2.384185791015625e-07,0.7649102807044983,127179.73939385999,2868579541.2,407,1447,0.0013,32.39,1.0,72,590000
0.009129751473665237,0.05756840854883194,0.0,0.7636284828186035,125288.90341747,2504492999.4,414,1446,0.0013,34.4,1.0,73,600000
0.008902897126972675,0.05656420439481735,5.960464477539063e-08,0.762101948261261,117880.72654215,2767260187.6,421,1446,0.0013,38.93,1.0,74,610000
0.008677326142787933,0.05672600120306015,0.0,0.759957492351532,126471.10046839001,2069397110.8,428,1446,0.0013,28.5,1.0,75,620000
0.008801913820207119,0.062436219304800034,-1.1920928955078125e-07,0.7576086521148682,124211.80383098,2687036912.6,435,1446,0.0013,37.32,1.0,76,630000
0.009134585969150066,0.05973433703184128,-1.1920928955078125e-07,0.7552171349525452,124359.35093704,2250321429.8,443,1442,0.0013,39.06,1.0,78,640000
0.009372567757964134,0.06140604987740517,-2.384185791015625e-07,0.752886950969696,124156.48858911998,3470882344.0,450,1442,0.0013,30.91,1.0,79,650000
0.008675548247992992,0.05274323374032974,0.0,0.748751163482666,122247.1006281,2987457481.2,457,1441,0.0013,36.84,1.0,80,660000
0.008799423463642597,0.06276876479387283,0.0,0.7463045716285706,128851.38171608999,2670276526.2,464,1441,0.0013,25.39,1.0,81,670000
0.009293265640735626,0.06260307878255844,0.0,0.7437205910682678,130866.94145417001,3410127655.2,472,1438,0.0013,26.47,1.0,83,680000
0.009260342456400394,0.05905365198850632,0.0,0.739955723285675,127146.46948766001,3763358558.0,479,1438,0.0013,24.88,1.0,84,690000
0.008588574826717377,0.05760430917143822,-1.1920928955078125e-07,0.7388446927070618,130740.93862105999,3258652825.2,486,1437,0.0013,24.92,1.0,85,700000
0.008938821963965893,0.0580798014998436,0.0,0.7388992309570312,131548.88251325,3163251489.6,493,1437,0.0013,24.72,1.0,86,710000
0.006711429450660944,0.04260142520070076,1.1920928955078125e-07,0.7360292077064514,125477.07063663,4020712765.6,500,1437,0.0013,38.67,1.0,87,720000
0.0072987317107617855,0.047593582421541214,5.960464477539063e-08,0.7352867722511292,131308.8563341,3733670441.6,509,1433,0.0013,25.4,1.0,89,730000
0.008792712353169918,0.0520775243639946,0.0,0.7343833446502686,130854.75483545,4148834122.8,516,1433,0.0013,24.62,1.0,90,740000
0.009066413156688213,0.051782384514808655,-1.1920928955078125e-07,0.7324112057685852,122801.77862745,2844330473.6,523,1433,0.0013,32.83,1.0,91,750000
0.0091480677947402,0.054120734333992004,1.1920928955078125e-07,0.7322865128517151,126977.02661735,3524968259.6,530,1433,0.0013,33.02,1.0,92,760000
0.009160573594272137,0.057754673063755035,0.0,0.7310453057289124,129528.17533064999,3777781867.2,537,1432,0.0013,31.46,1.0,93,770000
0.008942781947553158,0.056828416883945465,0.0,0.7273903489112854,131447.5556769,3796182562.0,545,1429,0.0013,22.25,1.0,95,780000
0.009199612773954868,0.06581129133701324,0.0,0.7276685237884521,127403.05874437,3927696949.6,552,1429,0.0013,31.24,1.0,96,790000
0.009170214645564556,0.04945624619722366,0.0,0.7273262143135071,132537.4,3691472949.6,559,1429,0.0013,23.03,1.0,97,800000
0.008718297816812992,0.05332829803228378,0.0,0.7264692187309265,132447.4,4238457683.2,566,1429,0.0013,22.78,1.0,98,810000
0.009018267504870892,0.05287949740886688,-1.1920928955078125e-07,0.7239639759063721,132280.6,4424098606.8,575,1425,0.0013,21.68,1.0,100,820000
0.009108197875320911,0.04920191317796707,2.384185791015625e-07,0.7229809761047363,131542.42149727003,4418130748.4,582,1425,0.0013,22.54,1.0,101,830000
0.009849187918007374,0.05597466230392456,0.0,0.7200899720191956,132902.71986591,4543403756.4,589,1424,0.0013,21.44,1.0,102,840000
0.009323608130216599,0.058205630630254745,0.0,0.7195150852203369,126386.84715700001,4625941309.2,596,1424,0.0013,28.35,1.0,103,850000
0.008945389650762081,0.061063285917043686,0.0,0.7177433967590332,130079.80577208001,3681288799.2,603,1424,0.0013,31.68,1.0,104,860000
0.008814818225800991,0.05246850475668907,0.0,0.7136327624320984,132073.68548028,4779002346.4,612,1421,0.0013,21.98,1.0,106,870000
0.00816776230931282,0.05423508584499359,-1.1920928955078125e-07,0.7127001285552979,129601.19305208999,4305253048.8,619,1421,0.0013,23.42,1.0,107,880000
0.008639201521873474,0.05714913457632065,-1.1920928955078125e-07,0.7102665901184082,132354.40627866,4650411000.8,626,1420,0.0013,20.05,1.0,108,890000
0.008841204456984997,0.04763052240014076,1.1920928955078125e-07,0.7077210545539856,132768.29996129,4963719250.4,633,1420,0.0013,20.07,1.0,109,900000
0.009246064350008965,0.06635741889476776,2.384185791015625e-07,0.7056000828742981,133109.7135891,4670998970.0,642,1417,0.0013,19.17,1.0,111,910000
0.009289254434406757,0.05519913136959076,-1.1920928955078125e-07,0.7050986289978027,132732.49267683,4506684076.0,649,1417,0.0013,20.67,1.0,112,920000
0.008973262272775173,0.050856783986091614,-1.1920928955078125e-07,0.7037680745124817,132488.87325541,4809186359.6,656,1416,0.0013,19.3,1.0,113,930000
0.00905359722673893,0.043524615466594696,0.0,0.7027902007102966,132694.81987649,5059135044.0,663,1416,0.0013,19.25,1.0,114,940000
0.009377784095704556,0.054667431861162186,0.0,0.7020354866981506,133176.92284261,5135490972.8,670,1416,0.0013,19.63,1.0,115,950000
0.009107180871069431,0.05087047815322876,0.0,0.6999858021736145,132867.91753647,4349187600.4,679,1413,0.0013,19.46,1.0,117,960000
0.009455433115363121,0.05870116502046585,0.0,0.6982989311218262,132798.8,5081730996.8,686,1412,0.0013,19.31,1.0,118,970000
0.009632640518248081,0.04800811782479286,1.7881393432617188e-07,0.6970826983451843,128578.66311591999,5185379895.2,693,1412,0.0013,30.65,1.0,119,980000
0.008730203844606876,0.05283745378255844,5.960464477539063e-08,0.6975023150444031,129786.66363299999,4275079205.6,700,1412,0.0013,29.16,1.0,120,990000
0.00918890442699194,0.05230919271707535,0.0,0.6929169297218323,128399.44247474,4751774544.8,709,1409,0.0013,25.18,1.0,122,1000000
