train/kl_divergence_loss,train/policy_objective,train/explained_variance,train/std,rollout/ep_rew_mean,train/value_loss,time/time_elapsed,time/fps,train/learning_rate,rollout/ep_len_mean,train/is_line_search_success,train/n_updates,time/total_timesteps
0.004967901855707169,0.07168958336114883,4.0531158447265625e-06,0.9987449645996094,-255352.66420507003,6860313144.8,6,1570,0.0013,44.56,1.0,1,10000
0.003992649260908365,0.06124160811305046,0.0,0.9968400001525879,-178502.05567005996,5502719032.8,12,1569,0.0013,34.58,1.0,2,20000
0.004312559962272644,0.055356770753860474,-1.1920928955078125e-07,0.9895102977752686,-155741.19833357004,4894452574.8,19,1567,0.0013,30.16,1.0,3,30000
0.004290296696126461,0.05189663916826248,0.0,0.9875591397285461,-160592.66884222,4676431435.6,25,1561,0.0013,33.82,1.0,4,40000
0.003538694465532899,0.05200894922018051,0.0,0.9702239632606506,-144689.25000079998,4098537350.8,33,1498,0.0013,29.77,1.0,6,50000
0.0046944464556872845,0.05151180922985077,0.0,0.9694949984550476,-141239.47587665,3715902460.8,39,1507,0.0013,29.22,1.0,7,60000
0.004490771796554327,0.06315772235393524,-1.1920928955078125e-07,0.9634203314781189,-142031.94579147,3977294584.0,46,1513,0.0013,33.88,1.0,8,70000
0.004631522577255964,0.06629932671785355,1.1920928955078125e-07,0.9593122601509094,-145293.75739947,3816736086.4,52,1517,0.0013,34.53,1.0,9,80000
0.00407446501776576,0.06709571182727814,0.0,0.9664385914802551,-154613.18378745,3379216680.4,59,1520,0.0013,39.46,1.0,10,90000
0.005010916385799646,0.06628869473934174,-1.1920928955078125e-07,0.9619100093841553,-137998.64789417997,3546407995.6,66,1493,0.0013,34.67,1.0,12,100000
0.005246007815003395,0.06838726997375488,1.7881393432617188e-07,0.9484615921974182,-140407.31296759003,3272806529.2,73,1498,0.0013,39.49,1.0,13,110000
0.004887816961854696,0.06786532700061798,1.1920928955078125e-07,0.9433925151824951,-140533.58434812003,3103413151.6,79,1502,0.0013,42.71,1.0,14,120000
