train/std,train/policy_gradient_loss,time/fps,train/entropy_loss,train/loss,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,train/approx_kl,rollout/ep_len_mean,train/value_loss,train/explained_variance,time/time_elapsed,train/clip_range,train/learning_rate,train/clip_fraction
0.9914471507072449,-0.0007282930995643255,924,-8.461360058188438,2510544128.0,510,-154156.9789609,420000,0.00066238723,35.18,5019877875.2,5.960464477539063e-08,454,0.2,0.0003,0.0
0.9909641742706299,-0.00042523716965661154,926,-8.460380966216325,2972497920.0,520,-185352.55919064,430000,0.00040304105,37.7,4922288341.8,0.0,464,0.2,0.0003,0.0
0.9908237457275391,-0.0006480308848040295,926,-8.458498403429985,2418619648.0,530,-162356.26394735,440000,0.0006548144,33.25,4911258513.2,0.0,474,0.2,0.0003,0.0
0.9906747341156006,-0.0005069658534011979,926,-8.45759207829833,2156988928.0,540,-164972.33054885,450000,0.00053348544,34.92,4995681487.4,5.960464477539063e-08,485,0.2,0.0003,0.0
0.9903199076652527,-0.0009947704214937404,916,-8.455942243337631,2315810560.0,560,-173185.83571013,460000,0.001113596,35.07,4684353237.8,-1.1920928955078125e-07,501,0.2,0.0003,0.0
0.9903715252876282,-0.0008866793794368277,918,-8.455104369670153,2624306688.0,570,-169214.35181456,470000,0.0010141121,33.85,4875771598.0,0.0,511,0.2,0.0003,0.0
0.9897551536560059,-0.00037951169415464394,919,-8.453456448763609,2252764416.0,580,-162785.20611363,480000,0.00038415618,33.26,4859102108.6,0.0,522,0.2,0.0003,0.0
0.9894970059394836,-0.0007512948506700923,920,-8.450792111456394,2554895104.0,590,-166673.52409299999,490000,0.000782677,34.08,4975336162.4,0.0,532,0.2,0.0003,0.0
0.9890238642692566,-0.0002639129354065517,911,-8.448204310238362,2905092352.0,610,-163572.1839281,500000,0.00025677576,31.08,4945831750.4,0.0,548,0.2,0.0003,0.0
0.9886823296546936,-0.0003393396122191916,913,-8.446093365550041,2400368896.0,620,-178253.10124874997,510000,0.00032063638,38.39,4796855381.0,0.0,558,0.2,0.0003,0.0
0.9888062477111816,-0.0006575634084583726,915,-8.445445025712251,2346992128.0,630,-146877.48325512,520000,0.0006525729,34.37,4986727740.8,0.0,567,0.2,0.0003,0.0
0.9886138439178467,-0.0005645886389174848,917,-8.445190393924713,2917442560.0,640,-161456.18224939995,530000,0.000610408,31.63,4713878966.0,0.0,577,0.2,0.0003,0.0
0.9881002306938171,-0.0009717625564007904,919,-8.443017798662186,2455167232.0,650,-145856.16160757997,540000,0.00109183,33.64,4997882569.0,5.960464477539063e-08,587,0.2,0.0003,0.0
0.987293541431427,-0.0002934943051513983,912,-8.438280287384988,2331511552.0,670,-145809.48836468998,550000,0.00026552568,32.03,4639211592.4,0.0,602,0.2,0.0003,0.0
0.9874193668365479,-0.0007487521763323457,914,-8.436870820820332,2286171904.0,680,-172478.78148111998,560000,0.0008964529,36.71,4614001131.8,5.960464477539063e-08,612,0.2,0.0003,1.220703125e-05
0.9872803092002869,-0.0003981781183938438,916,-8.436857770383359,2506684160.0,690,-159724.45279149,570000,0.00043573903,34.8,4694709896.4,5.960464477539063e-08,621,0.2,0.0003,0.0
0.9867135882377625,-0.0004113575711926387,918,-8.43477146551013,2160631552.0,700,-161541.16035683,580000,0.00039968675,34.72,4664154524.6,0.0,631,0.2,0.0003,0.0
0.9857589602470398,-0.0006741142306054826,913,-8.42828557267785,2069198336.0,720,-149089.5532798,590000,0.000752123,31.24,4708991916.4,0.0,645,0.2,0.0003,0.0
0.9854090213775635,-0.0005694375095117721,915,-8.426159051805735,2165841408.0,730,-129805.37375885999,600000,0.00072978623,29.79,4607412389.2,0.0,655,0.2,0.0003,0.0
0.9853901863098145,-0.0002323371358215809,917,-8.42496544122696,2285416960.0,740,-154624.64983845002,610000,0.00025245274,37.39,4461406051.0,0.0,664,0.2,0.0003,0.0
0.9847583770751953,-0.00028438108192858637,919,-8.423052754253149,2406977024.0,750,-139036.61027084,620000,0.0002668326,31.51,4506271329.0,0.0,674,0.2,0.0003,0.0
0.9847290515899658,-0.0008160420235071797,920,-8.420945586264134,2235692544.0,760,-157705.18217569,630000,0.0009205187,35.27,4697867403.6,0.0,684,0.2,0.0003,0.0
0.9835043549537659,-0.0012069124131812714,915,-8.415333209186793,2138998144.0,780,-137648.12823583002,640000,0.0014441481,31.75,4576501820.4,-1.1920928955078125e-07,698,0.2,0.0003,3.662109375e-05
0.9830212593078613,-0.0007378745089226868,917,-8.411888778209686,2148941312.0,790,-155639.88327078,650000,0.0009147591,35.88,4576552761.8,0.0,708,0.2,0.0003,1.220703125e-05
0.9827249646186829,-0.00023695127074461198,918,-8.409545087814331,2290391552.0,800,-138590.52045142002,660000,0.00028602764,31.65,4569959336.2,-1.1920928955078125e-07,718,0.2,0.0003,0.0
0.9828071594238281,-0.0022382402828952765,919,-8.408924356848,2141007232.0,810,-142644.61042106,670000,0.0028986847,36.74,4558136521.2,5.960464477539063e-08,728,0.2,0.0003,0.00181884765625
0.982367217540741,-0.00022095960084698164,913,-8.407005512714386,2378752512.0,830,-144132.52550740002,680000,0.00019824889,31.96,4814181641.0,5.960464477539063e-08,744,0.2,0.0003,0.0
0.9815277457237244,-0.0008114533676234714,914,-8.403795833140611,2306842624.0,840,-130507.81227657001,690000,0.0010560297,33.39,4484572920.8,0.0,754,0.2,0.0003,2.44140625e-05
0.9813167452812195,-0.0005149383961907006,914,-8.40055695027113,2208552192.0,850,-151057.49186274,700000,0.0006175474,38.01,4709241687.0,0.0,765,0.2,0.0003,0.0
0.9814257621765137,-0.00045407580482788036,915,-8.400339678674936,2110466048.0,860,-140489.43565141,710000,0.00061046006,32.47,4427300796.4,0.0,775,0.2,0.0003,0.0
0.9815452098846436,-0.0005522269150787906,916,-8.400953191518784,2609815040.0,870,-156384.51926810003,720000,0.0007013404,33.23,4725133052.6,0.0,785,0.2,0.0003,0.0
0.9804976582527161,-0.0011186500827534474,910,-8.397313902527094,2999332608.0,890,-143615.69876945,730000,0.0014796375,31.67,4403848407.6,5.960464477539063e-08,801,0.2,0.0003,8.544921875e-05
0.9803937077522278,-0.00047845912258708266,910,-8.394604573398828,2467837952.0,900,-140268.55618747,740000,0.00058049767,29.7,4828640834.4,0.0,812,0.2,0.0003,0.0
0.9798369407653809,-0.0006943389039406611,911,-8.392619626224041,2521344000.0,910,-141362.02011857,750000,0.00095117243,33.16,4567497526.4,0.0,822,0.2,0.0003,0.0
0.9799618721008301,-0.0004641116255697852,912,-8.39123875796795,2890921984.0,920,-138521.33687333003,760000,0.00053974934,33.67,4955872405.4,0.0,833,0.2,0.0003,0.0
0.9798229336738586,-0.0006005668940815667,912,-8.391219828277826,2022956416.0,930,-149252.80983933,770000,0.0007165743,30.28,4528701029.6,0.0,843,0.2,0.0003,0.0
0.9795975089073181,-0.00046860669262969166,907,-8.388849880546331,2614482176.0,950,-128965.25714777,780000,0.0005140817,29.9,4866632735.8,0.0,859,0.2,0.0003,0.0
0.979358971118927,-0.0011244778936088551,908,-8.388533226400614,2177348608.0,960,-142833.91732042,790000,0.0016204662,29.37,4563025629.6,-1.1920928955078125e-07,870,0.2,0.0003,8.544921875e-05
0.9787067770957947,-0.00025926791931851767,908,-8.385799168795348,2415247872.0,970,-129462.25925906001,800000,0.00022883283,30.11,4679222240.2,0.0,880,0.2,0.0003,0.0
0.9788634181022644,-0.00041595683578634637,909,-8.38427119255066,2798003712.0,980,-127970.69818232,810000,0.00039014127,28.61,4728994225.8,-1.1920928955078125e-07,890,0.2,0.0003,0.0
0.9783664345741272,-0.00038097377837402745,904,-8.382939666509628,2721831936.0,1000,-131254.11273026,820000,0.0005426052,32.17,4380058798.4,0.0,906,0.2,0.0003,0.0
0.9783067107200623,-0.0009101486798499536,905,-8.381480675190687,2521997056.0,1010,-124599.37445018001,830000,0.0011852589,32.73,4463648029.4,0.0,917,0.2,0.0003,0.0
0.9777401089668274,-0.0007246940618642839,905,-8.379564421623945,2197186048.0,1020,-138705.2572793,840000,0.00097464444,31.55,4515338429.6,1.1920928955078125e-07,927,0.2,0.0003,0.0
0.9777305126190186,-0.0009944052046193975,906,-8.377804268896579,2277023488.0,1030,-127204.66926777997,850000,0.0013294006,34.39,4571251378.2,0.0,937,0.2,0.0003,2.44140625e-05
0.9773659110069275,-0.0019803556026090517,907,-8.376672764867545,2365340672.0,1040,-139398.81709145,860000,0.0030777645,30.6,4343576132.2,-1.1920928955078125e-07,948,0.2,0.0003,0.00267333984375
0.9769842624664307,-0.00043564857933233727,902,-8.37422199100256,2574794240.0,1060,-136701.71027324998,870000,0.00054859347,32.38,4456173802.4,0.0,963,0.2,0.0003,0.0
0.9765724539756775,-0.0005419956962214201,903,-8.371941947191953,2509653760.0,1070,-142864.48297207002,880000,0.00077014,30.19,4940888775.0,0.0,974,0.2,0.0003,0.0
0.9759942889213562,-0.0001230190025125921,903,-8.368922600150109,2092296960.0,1080,-128931.84194690001,890000,9.326839e-05,32.54,4576637184.2,0.0,984,0.2,0.0003,0.0
0.9754663109779358,-0.0005004202011150482,904,-8.365552794188261,2413061632.0,1090,-128007.73361819,900000,0.00061797805,29.97,4443016791.6,0.0,994,0.2,0.0003,0.0
0.9748316407203674,-0.0003279207027844677,900,-8.361194989085197,2157302528.0,1110,-154005.78482738,910000,0.0003481262,34.19,4465147369.8,0.0,1010,0.2,0.0003,0.0
0.9740851521492004,-0.0005107048058562213,900,-8.357817989587783,2677893376.0,1120,-132119.87312526,920000,0.0006351137,32.63,4803441002.6,-1.1920928955078125e-07,1021,0.2,0.0003,0.0
0.9735514521598816,-0.00027342569710526733,901,-8.35385026410222,2272882432.0,1130,-125495.04981794,930000,0.0002602161,30.77,4581520849.0,0.0,1031,0.2,0.0003,0.0
0.9737322330474854,-0.0001869783931397251,902,-8.352744499593973,2208938240.0,1140,-130057.54050852999,940000,0.00027185306,28.99,4207951226.6,0.0,1041,0.2,0.0003,0.0
0.9735403060913086,-0.00040157277690013873,902,-8.352724340558051,2091859200.0,1150,-137920.90406351,950000,0.00049618154,30.05,4544414950.6,0.0,1052,0.2,0.0003,0.0
0.9729809761047363,-0.0008881964720785617,898,-8.349769762158394,2535200768.0,1170,-132547.78121365997,960000,0.0012445778,29.23,4423597167.8,5.960464477539063e-08,1068,0.2,0.0003,0.0
0.9727821350097656,-0.0006579838109246339,899,-8.348023810982705,2012019968.0,1180,-126299.99143638,970000,0.0009170258,32.39,4536940362.0,0.0,1078,0.2,0.0003,0.0
0.9726772308349609,-0.0009004015102618724,900,-8.34700529500842,2160065280.0,1190,-128613.18858953,980000,0.0013264125,28.64,4452845090.8,0.0,1088,0.2,0.0003,1.220703125e-05
0.9726875424385071,-0.0005088135866571974,900,-8.346681159734725,2025928960.0,1200,-138558.11212519,990000,0.0005811452,30.55,4578477906.6,-1.1920928955078125e-07,1099,0.2,0.0003,0.0
0.9727301597595215,-0.0016320636040290993,896,-8.346536871790885,2307815424.0,1220,-132247.03278729998,1000000,0.0022808746,31.67,4215867983.4,0.0,1115,0.2,0.0003,0.0009765625
