train/critic_loss,time/fps,train/ent_coef_loss,time/total_timesteps,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,rollout/ep_rew_mean,time/episodes
3822.90478515625,144,0.5525681972503662,10000,2474,0.0064,105947.3359375,26.19,69,61.089149475097656,-237509.77067708,219
3370.363037109375,141,1.351824402809143,20000,4974,0.0064,97670.6484375,21.32,141,47.64320373535156,-111010.85078649002,803
