train/ent_coef,time/episodes,time/fps,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/ent_coef_loss,time/time_elapsed,train/n_updates,train/actor_loss,train/critic_loss
233.19493103027344,7228,147,280000,7.55,0.0003,-95007.19748726001,1.5593132972717285,1904,69974,478598.125,8475.5751953125
254.74551391601562,8599,146,290000,7.1,0.0003,-95701.20806039998,-0.7232094407081604,1975,72474,365688.875,7486.38330078125
234.9123077392578,9382,146,300000,35.38,0.0003,-133091.43735897,2.0841970443725586,2045,74974,262256.375,6783.4609375
177.45602416992188,10209,146,310000,10.16,0.0003,-93567.52967155,1.7598953247070312,2116,77474,201992.953125,5188.77490234375
140.6230010986328,11287,146,320000,7.84,0.0003,-96564.80588304996,-0.9581586122512817,2187,79974,187732.515625,4246.580078125
114.16341400146484,12341,146,330000,15.45,0.0003,-96694.27147195999,-0.7828041315078735,2258,82474,172059.515625,3840.51123046875
107.9264907836914,12856,145,340000,17.63,0.0003,-98420.58407703,-1.5331385135650635,2329,84974,174564.125,4388.09423828125
104.18997192382812,13924,145,350000,8.17,0.0003,-96415.21888076999,-0.4329609274864197,2401,87474,151733.015625,3174.13427734375
97.18540954589844,14999,145,360000,12.15,0.0003,-92000.70931502999,1.4910309314727783,2473,89974,151719.953125,3204.096435546875
94.5326156616211,15323,145,370000,48.45,0.0003,-90343.61411844002,0.8283356428146362,2544,92474,154688.203125,2906.148193359375
93.70768737792969,15382,145,380000,105.47,0.0003,-103964.70859531999,-1.0972639322280884,2616,94974,142849.65625,2777.23095703125
88.28315734863281,15393,145,390000,193.11,0.0003,-138139.75578115,0.4890245795249939,2688,97474,130264.203125,2693.8173828125
84.11602783203125,15405,144,400000,297.15,0.0003,-160403.14067752,-0.10205063223838806,2760,99974,138600.0625,2662.3212890625
83.50720977783203,15414,144,410000,373.51,0.0003,-164871.47433666,-2.0762455463409424,2832,102474,133984.65625,2736.292724609375
81.6072769165039,15426,144,420000,487.24,0.0003,-172600.73426223997,1.6304802894592285,2905,104974,122224.0625,2773.16796875
80.76686096191406,15434,144,430000,563.51,0.0003,-177229.65078619996,1.2573851346969604,2977,107474,116151.3359375,3165.96337890625
79.6544189453125,15446,144,440000,666.75,0.0003,-183921.43775179997,1.4236955642700195,3050,109974,108509.5390625,2772.485107421875
79.51127624511719,15454,144,450000,736.62,0.0003,-185315.87981039996,-2.384169816970825,3122,112474,108137.0625,2945.2802734375
76.81219482421875,15466,143,460000,838.43,0.0003,-182774.02543128998,-1.407692551612854,3195,114974,104155.3203125,3087.25
75.23670196533203,15474,143,470000,897.76,0.0003,-175639.92850217997,1.7685861587524414,3267,117474,94776.828125,2945.474853515625
73.4947509765625,15486,143,480000,982.42,0.0003,-163545.60740562002,-0.5390221476554871,3340,119974,89898.484375,3063.756591796875
72.14912414550781,15494,143,490000,982.42,0.0003,-132892.05984332,-1.1145648956298828,3413,122474,98922.421875,3527.827392578125
72.52571868896484,15506,143,500000,995.0,0.0003,-111327.55189376003,-1.4383814334869385,3486,124974,81334.171875,3326.479248046875
71.63843536376953,15514,143,510000,1000.0,0.0003,-105310.95417699,1.4417212009429932,3559,127474,77481.078125,3382.572021484375
70.58850860595703,15529,143,520000,959.41,0.0003,-97807.00500195,-2.2260279655456543,3633,129974,77429.2109375,3458.6669921875
70.79568481445312,15581,142,530000,560.79,0.0003,-77724.34228293001,-1.3651282787322998,3706,132474,78060.3203125,3440.77001953125
70.41474151611328,15611,142,540000,355.35,0.0003,-84510.70650795,-1.4343279600143433,3780,134974,75517.2109375,3757.205322265625
67.82273864746094,15625,142,550000,345.55,0.0003,-90918.82455699,-2.130551338195801,3854,137474,70701.0,3754.394287109375
65.95448303222656,15661,142,560000,320.24,0.0003,-93048.10200820003,-0.7182013988494873,3928,139974,58780.3984375,4251.62158203125
65.82077026367188,15758,142,570000,105.31,0.0003,-75992.00870446,3.6324164867401123,4002,142474,60473.390625,3763.72314453125
64.04032897949219,15872,142,580000,85.06,0.0003,-75635.32999325999,1.6356661319732666,4076,144974,62895.69921875,3876.397705078125
61.77115249633789,16022,142,590000,65.29,0.0003,-76304.33589109,2.600198268890381,4150,147474,64931.25,3695.494873046875
60.458740234375,16077,142,600000,111.03,0.0003,-78402.60753394,-1.2996203899383545,4224,149974,63450.859375,3649.8330078125
58.443077087402344,16112,141,610000,193.85,0.0003,-79891.25532997,-0.2632691264152527,4298,152474,61621.40234375,3708.264404296875
56.02800750732422,16121,141,620000,269.73,0.0003,-80137.34864935,3.9599292278289795,4372,154974,57978.1328125,3363.53515625
53.13452911376953,16132,141,630000,373.04,0.0003,-86361.57281705001,-0.19835028052330017,4446,157474,59751.71484375,3430.72705078125
50.202674865722656,16141,141,640000,458.06,0.0003,-88592.36104529003,-1.8760080337524414,4519,159974,58060.1015625,3666.33251953125
47.53483581542969,16156,141,650000,566.81,0.0003,-90097.72586772,-2.690685987472534,4593,162474,55610.5546875,3343.593505859375
45.23911666870117,16193,141,660000,568.81,0.0003,-92283.71151224997,-0.7226683497428894,4666,164974,50864.7265625,3482.9150390625
44.5095329284668,16225,141,670000,481.31,0.0003,-94618.89542318,-1.3581268787384033,4740,167474,55129.48828125,3429.1328125
43.49163818359375,16251,141,680000,330.7,0.0003,-97842.72765052,-0.831452488899231,4814,169974,54691.3828125,3190.305908203125
41.78524398803711,16299,141,690000,287.28,0.0003,-99574.79022553003,0.45815879106521606,4888,172474,59795.21875,2996.731689453125
40.835296630859375,16368,141,700000,170.98,0.0003,-87710.39375339,0.7088706493377686,4962,174974,46826.8828125,2756.282958984375
42.24472427368164,16454,140,710000,118.26,0.0003,-81286.39005369,1.0070075988769531,5036,177474,48345.890625,2904.814453125
42.15935134887695,16496,140,720000,154.3,0.0003,-81354.46200882,-1.831668496131897,5110,179974,50312.1640625,2855.6357421875
41.38285827636719,16508,140,730000,254.13,0.0003,-81500.09052759,-1.1376469135284424,5184,182474,43732.8671875,2691.656005859375
39.46736526489258,16519,140,740000,341.44,0.0003,-81308.34432647,-2.724586248397827,5259,184974,47242.37890625,2636.06982421875
39.36545944213867,16536,140,750000,418.43,0.0003,-84100.74717981,0.8961882591247559,5333,187474,40609.9921875,2336.1591796875
36.947879791259766,16546,140,760000,492.33,0.0003,-83581.55786772001,0.550049364566803,5407,189974,37830.25390625,2490.415771484375
35.89051818847656,16558,140,770000,585.16,0.0003,-91168.34247251999,-1.063659429550171,5481,192474,39183.67578125,2449.056640625
33.97749710083008,16567,140,780000,663.26,0.0003,-98779.55198307,-1.5775504112243652,5555,194974,35034.125,2646.484375
33.5003662109375,16578,140,790000,761.0,0.0003,-96855.13597150001,2.1017580032348633,5629,197474,28850.599609375,2558.26513671875
33.917327880859375,16591,140,800000,813.81,0.0003,-369267.04339053994,-0.8136502504348755,5703,199974,28808.560546875,2715.575927734375
32.64561080932617,16602,140,810000,857.69,0.0003,-374293.48511723004,1.391723394393921,5777,202474,24511.703125,2364.0126953125
30.84958839416504,16611,140,820000,857.69,0.0003,-371416.14101766,2.1641480922698975,5851,204974,26347.845703125,2299.654296875
32.314186096191406,16625,140,830000,850.67,0.0003,-368394.83707684994,0.2301541268825531,5925,207474,22504.453125,2642.060302734375
30.95464324951172,16636,140,840000,900.19,0.0003,-363676.07389768,-1.2892611026763916,5999,209974,26185.44921875,2925.505615234375
30.44784927368164,16645,139,850000,913.46,0.0003,-361161.91819226,1.7696709632873535,6074,212474,25421.798828125,2397.529052734375
28.124217987060547,16656,139,860000,921.4,0.0003,-352086.12350462005,1.0468335151672363,6148,214974,23335.896484375,2274.86376953125
29.104555130004883,16671,139,870000,865.58,0.0003,-342060.6577303799,-2.2190499305725098,6223,217474,24111.578125,2684.09521484375
27.960962295532227,16681,139,880000,875.32,0.0003,-341098.55880702,-2.419146776199341,6297,219974,17535.869140625,2391.958251953125
25.66142463684082,16691,139,890000,907.14,0.0003,-66039.19545891,2.457277536392212,6371,222474,12811.9541015625,2118.2138671875
25.80425262451172,16701,139,900000,907.14,0.0003,-58446.992986159996,1.3266147375106812,6445,224974,14753.65234375,1963.1065673828125
23.205219268798828,16711,139,910000,907.14,0.0003,-63225.10044334,-2.794759750366211,6520,227474,12445.283203125,2161.40966796875
26.04920196533203,16721,139,920000,937.07,0.0003,-63179.965394779996,-1.5848307609558105,6595,229974,12261.7490234375,2447.707763671875
24.205455780029297,16732,139,930000,937.07,0.0003,-70827.94432685,1.4992783069610596,6669,232474,11407.3330078125,1916.9156494140625
21.858835220336914,16741,139,940000,937.07,0.0003,-72183.10198192,-0.31220149993896484,6744,234974,12581.8271484375,1852.82763671875
24.24394416809082,16752,139,950000,937.07,0.0003,-71672.38566799,1.65665602684021,6818,237474,6906.3291015625,2397.276611328125
20.23221778869629,16761,139,960000,944.75,0.0003,-77783.27776344,-1.4249156713485718,6893,239974,12124.908203125,2415.6875
21.558095932006836,16772,139,970000,992.89,0.0003,-80064.76899272,-0.7619641423225403,6967,242474,4186.56884765625,1880.646728515625
18.479049682617188,16785,139,980000,957.22,0.0003,-80060.76662982,2.2565951347351074,7042,244974,7542.6494140625,1664.3590087890625
18.819021224975586,16822,139,990000,713.85,0.0003,-87802.30856092,-0.21022599935531616,7116,247474,6489.4697265625,2452.885986328125
18.899429321289062,16837,139,1000000,639.26,0.0003,-84982.31070120001,1.7883553504943848,7190,249974,3686.827392578125,1567.086181640625
