train/ent_coef,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,time/total_timesteps,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,time/fps,train/critic_loss,train/n_updates
29.708641052246094,1463,-185990.89125164002,438,0.001,270000,9832.7099609375,-0.19102445244789124,511.37,616,22276324.0,67474
27.770292282104492,1477,-178221.53685919,454,0.001,280000,11560.783203125,0.5584875345230103,557.68,616,31556372.0,69974
28.354633331298828,1488,-174339.9282915,470,0.001,290000,10368.271484375,1.680044174194336,576.05,616,13988870.0,72474
26.318361282348633,1503,-174886.00298355002,486,0.001,300000,8895.4609375,-0.48853403329849243,636.37,616,14080807.0,74974
29.244064331054688,1515,-165437.05638289,503,0.001,310000,10256.05078125,1.1303867101669312,669.71,616,29546068.0,77474
27.642377853393555,1527,-176731.77192794,519,0.001,320000,7096.7626953125,1.1356568336486816,714.07,615,56526252.0,79974
25.94251823425293,1537,-138021.1770204,535,0.001,330000,4546.3984375,0.8357450366020203,774.17,615,30670924.0,82474
25.060585021972656,1550,-165142.51320741998,552,0.001,340000,5021.794921875,-0.22634118795394897,806.54,615,10059123.0,84974
26.079526901245117,1559,-162295.66872543,568,0.001,350000,5241.4970703125,-0.4259752035140991,832.09,615,8864581.0,87474
24.978464126586914,1570,-156949.32615139,584,0.001,360000,6101.87548828125,0.19712817668914795,836.82,615,5308289.0,89974
22.39476203918457,1580,-170989.26712202997,600,0.001,370000,1840.5185546875,0.10617052018642426,851.96,615,20976092.0,92474
24.16133689880371,1592,-168294.22660193,617,0.001,380000,3409.72216796875,-0.17104250192642212,871.48,615,3642315.25,94974
24.50571632385254,1602,-158992.25551237998,633,0.001,390000,5181.3623046875,1.1035511493682861,886.01,615,29132500.0,97474
22.346797943115234,1617,-154380.39575934,649,0.001,400000,2087.0537109375,0.4673435688018799,876.23,615,17457692.0,99974
18.916118621826172,1629,-144888.24212277,667,0.001,410000,134.9392547607422,-1.446632981300354,883.62,614,4332328.0,102474
18.6566162109375,1642,-154790.02173147,685,0.001,420000,1021.0479125976562,1.362690806388855,859.67,612,6322942.0,104974
17.375507354736328,1661,-161035.42237163996,703,0.001,430000,-591.1102294921875,0.6977888345718384,793.43,611,6087901.0,107474
21.54728889465332,1674,-169971.68912100003,721,0.001,440000,-2268.8828125,-0.1365574300289154,770.89,610,11373948.0,109974
17.821500778198242,1687,-179393.49746707,739,0.001,450000,-670.0941162109375,-0.9738786220550537,741.95,608,50029176.0,112474
22.056947708129883,1705,-183969.90355694,757,0.001,460000,-3273.869384765625,-1.3551212549209595,682.33,607,5665710.0,114974
20.066879272460938,1715,-202091.36388117995,774,0.001,470000,-5423.10546875,0.24018028378486633,713.83,606,17412108.0,117474
18.58810043334961,1726,-199530.64732735005,792,0.001,480000,-4481.38134765625,0.006084650754928589,725.35,605,19127662.0,119974
18.26081085205078,1745,-183913.50877728,810,0.001,490000,-4897.9501953125,0.8122262954711914,684.06,604,8391747.0,122474
18.117788314819336,1758,-151366.04231418,828,0.001,500000,-5802.79248046875,-0.870684802532196,717.31,603,11844185.0,124974
18.287540435791016,1771,-156938.70025556,846,0.001,510000,-5757.62451171875,0.2720804214477539,719.98,602,2903487.75,127474
19.155670166015625,1782,-180942.44670074002,864,0.001,520000,-6303.6044921875,-0.1084463894367218,730.72,601,25404220.0,129974
19.052791595458984,1796,-175506.82120506003,882,0.001,530000,-6231.5380859375,0.38064101338386536,736.89,600,9454602.0,132474
18.609756469726562,1812,-144001.67028315002,900,0.001,540000,-5817.96923828125,0.21815335750579834,725.18,599,4115234.0,134974
18.365699768066406,1823,-149604.2684661,918,0.001,550000,-4514.1435546875,0.171199232339859,720.96,598,50301876.0,137474
21.376731872558594,1835,-148434.39735911,936,0.001,560000,-7132.56298828125,0.053272366523742676,768.26,598,3438606.5,139974
16.11582374572754,1848,-155044.07611364,954,0.001,570000,-6492.68115234375,-0.9198546409606934,785.26,597,3891169.5,142474
16.927885055541992,1857,-154501.59447533998,971,0.001,580000,-6436.2822265625,0.7618523836135864,794.24,596,3174065.5,144974
19.065628051757812,1871,-178884.88144635,989,0.001,590000,-6266.36572265625,0.19860637187957764,802.84,596,3223824.0,147474
17.454856872558594,1881,-166185.39529838003,1007,0.001,600000,-5815.384765625,-0.12878303229808807,808.59,595,2858878.0,149974
15.912915229797363,1896,-159571.78064691002,1025,0.001,610000,-9274.474609375,-0.6602860689163208,795.55,594,52419436.0,152474
19.734878540039062,1911,-176589.38688651996,1043,0.001,620000,-8740.1318359375,-0.10468995571136475,807.72,594,20198574.0,154974
16.69344711303711,1926,-176641.46575103997,1061,0.001,630000,-7629.5166015625,1.1777440309524536,786.12,593,7593224.0,157474
17.24197006225586,1940,-211084.89686780996,1079,0.001,640000,-8539.595703125,2.694920063018799,771.31,592,26239642.0,159974
17.024904251098633,1952,-256068.81644022994,1097,0.001,650000,-8180.59765625,0.7342376708984375,747.36,592,6733187.0,162474
17.1737060546875,1964,-250232.25205143,1115,0.001,660000,-8199.052734375,-2.561598300933838,752.85,591,5780795.0,164974
17.964664459228516,1975,-254383.60907415996,1133,0.001,670000,-10678.880859375,-1.387685775756836,765.2,591,4710426.0,167474
18.69399070739746,1985,-236682.87505268003,1150,0.001,680000,-8779.697265625,-0.0012551546096801758,760.82,590,2340363.5,169974
15.743712425231934,1998,-237330.45616752002,1168,0.001,690000,-8970.13671875,0.7019714713096619,782.72,590,33012834.0,172474
18.05961036682129,2009,-257299.08411057,1186,0.001,700000,-9898.4375,0.9172185063362122,824.5,589,37954592.0,174974
15.1377592086792,2025,-298262.4589105301,1204,0.001,710000,-9179.072265625,0.0027057528495788574,807.88,589,51344384.0,177474
18.502111434936523,2041,-285250.2204858,1222,0.001,720000,-10889.48046875,0.6893346905708313,788.31,589,3095809.0,179974
18.58550262451172,2050,-255951.96716202,1240,0.001,730000,-11197.720703125,-1.5773308277130127,803.16,588,43414164.0,182474
16.661968231201172,2061,-264276.04226768,1258,0.001,740000,-10163.494140625,-0.7750678062438965,824.97,588,34171716.0,184974
14.210268020629883,2070,-231132.50920595002,1276,0.001,750000,-9778.0234375,-0.5868991613388062,835.25,587,5276233.0,187474
16.598941802978516,2083,-242717.93531291,1293,0.001,760000,-10856.3203125,-0.4033927917480469,830.46,587,6926665.5,189974
18.29865837097168,2092,-235804.32581864,1311,0.001,770000,-10091.36328125,-1.5970232486724854,845.15,586,4216129.5,192474
16.994789123535156,2103,-221132.09483948,1329,0.001,780000,-10303.947265625,-0.4416559934616089,861.55,586,8742200.0,194974
16.39393424987793,2113,-219852.25964646,1347,0.001,790000,-12368.4443359375,-2.061800479888916,869.0,586,36079976.0,197474
19.369308471679688,2126,-244442.99273913004,1365,0.001,800000,-13954.6435546875,2.462801456451416,896.53,585,3681400.5,199974
18.68678092956543,2141,-233106.44303710002,1383,0.001,810000,-12206.203125,1.0008728504180908,888.59,585,7724463.0,202474
15.514281272888184,2156,-234601.77855383002,1401,0.001,820000,-10847.0673828125,0.22514104843139648,847.17,585,3169200.0,204974
15.19736099243164,2173,-281739.52285752003,1419,0.001,830000,-14223.775390625,0.1951686441898346,791.15,584,4012540.5,207474
15.384408950805664,2184,-275809.33101493993,1436,0.001,840000,-14110.45703125,-0.401761919260025,792.74,584,2389406.0,209974
14.360787391662598,2193,-295581.10217853,1454,0.001,850000,-15291.78515625,1.1330666542053223,788.5,584,7863182.5,212474
14.810626983642578,2205,-325717.64667226,1472,0.001,860000,-11870.712890625,-1.2081061601638794,782.04,583,4370200.0,214974
16.948591232299805,2220,-277192.49751758005,1490,0.001,870000,-12181.779296875,-1.0564461946487427,751.2,583,2785568.0,217474
15.375296592712402,2232,-277741.32381000003,1508,0.001,880000,-11303.189453125,0.12466992437839508,765.5,583,3233445.5,219974
15.084272384643555,2244,-239152.39400913,1526,0.001,890000,-14082.037109375,-0.37339138984680176,782.15,583,2821364.0,222474
15.631332397460938,2253,-257739.40764525998,1544,0.001,900000,-13393.154296875,0.8686470985412598,821.78,582,3346171.25,224974
15.299598693847656,2268,-205429.33588329997,1562,0.001,910000,-12736.66015625,-1.0557104349136353,818.35,582,2938952.75,227474
15.027721405029297,2279,-228124.29842339002,1580,0.001,920000,-13490.326171875,0.6103113293647766,844.77,582,3278442.5,229974
17.104717254638672,2289,-242729.65101926003,1597,0.001,930000,-12714.666015625,0.8726546764373779,836.51,582,2643126.25,232474
15.667874336242676,2301,-228515.09668007,1615,0.001,940000,-14694.615234375,0.015106141567230225,831.77,581,2698221.5,234974
14.827899932861328,2317,-239771.13309898,1633,0.001,950000,-12775.20703125,-0.28987807035446167,799.97,581,16527604.0,237474
15.495654106140137,2331,-210730.65694988996,1651,0.001,960000,-12575.6689453125,1.3940367698669434,809.35,581,4334029.0,239974
12.85877799987793,2344,-271719.30586669,1669,0.001,970000,-13744.79296875,0.020801827311515808,804.22,581,21923204.0,242474
14.527931213378906,2358,-247271.11278144,1687,0.001,980000,-12842.353515625,0.35562664270401,785.06,580,8097339.5,244974
16.08496856689453,2374,-324789.82467771997,1705,0.001,990000,-14271.150390625,-0.7535498142242432,742.11,580,2162821.0,247474
17.556812286376953,2388,-314739.11464968,1723,0.001,1000000,-14255.9267578125,0.11536973714828491,720.52,580,2650837.5,249974
