train/ent_coef,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,time/total_timesteps,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,time/fps,train/critic_loss,train/n_updates
2.490915536880493,69,-3284542.181200174,15,0.001,10000,1208.123291015625,-37.0124626159668,138.53623188405797,627,41768968.0,2474
5.390848636627197,238,-227135.6370201,31,0.001,20000,5248.4853515625,-47.41057586669922,56.29,627,28810180.0,4974
9.05157470703125,371,-159842.48244601002,47,0.001,30000,10184.8916015625,-35.10667419433594,83.19,627,42996040.0,7474
14.854951858520508,507,-152211.76998530998,63,0.001,40000,13901.6884765625,-32.99809265136719,70.75,626,43236700.0,9974
23.24729347229004,582,-140809.17406938,80,0.001,50000,14285.146484375,-26.09113311767578,112.68,624,23687320.0,12474
34.59469223022461,685,-128567.58217869999,96,0.001,60000,15320.228515625,-17.644546508789062,98.58,623,41420672.0,14974
47.2105598449707,761,-127336.01633878,112,0.001,70000,13879.697265625,-10.237408638000488,110.22,622,61162552.0,17474
56.710540771484375,824,-121407.86801459001,128,0.001,80000,15195.515625,-1.7611080408096313,158.05,621,24489276.0,19974
60.22935104370117,890,-124592.57796116998,145,0.001,90000,16305.189453125,1.5363911390304565,145.28,620,69550000.0,22474
58.376708984375,945,-140532.63992874,161,0.001,100000,14860.482421875,0.3956547975540161,176.96,619,16705194.0,24974
53.812435150146484,992,-138417.48284292998,177,0.001,110000,15898.4873046875,0.9574168920516968,197.52,619,16317361.0,27474
52.21515655517578,1085,-133562.49112012,193,0.001,120000,18465.359375,1.0994206666946411,99.78,618,43084240.0,29974
51.14445114135742,1137,-125421.31564338,210,0.001,130000,16158.705078125,1.1821677684783936,129.01,618,44833016.0,32474
44.99835205078125,1173,-132730.16506291,226,0.001,140000,19180.46484375,0.8140650391578674,227.27,618,36961104.0,34974
44.20333480834961,1210,-139333.70985763,242,0.001,150000,16809.0703125,1.3547821044921875,252.75,617,35990348.0,37474
42.075111389160156,1243,-114530.90590771999,259,0.001,160000,17624.734375,-0.8973607420921326,285.53,617,49871536.0,39974
41.40744400024414,1266,-114776.96997897999,275,0.001,170000,17565.01171875,-0.7492207288742065,327.92,617,24550154.0,42474
37.24241638183594,1280,-139012.79662602997,291,0.001,180000,17425.54296875,-0.17449107766151428,372.36,617,11911322.0,44974
34.077796936035156,1315,-143927.1528562,307,0.001,190000,17821.87890625,-1.4843987226486206,386.45,617,9876567.0,47474
33.09861373901367,1334,-140679.84030945,324,0.001,200000,15811.427734375,-1.2601449489593506,422.16,617,11036489.0,49974
34.13300704956055,1348,-140364.99757805,340,0.001,210000,14178.416015625,0.1661759912967682,467.71,616,19030032.0,52474
32.55586624145508,1366,-154033.43473535002,356,0.001,220000,15680.2265625,-1.6717896461486816,487.36,616,6984322.0,54974
30.967636108398438,1385,-135983.07729775002,372,0.001,230000,15780.34375,-0.43459343910217285,479.91,616,9728872.0,57474
30.795019149780273,1410,-159761.44339112,389,0.001,240000,14827.41015625,0.4745660424232483,493.92,616,7673033.5,59974
31.869789123535156,1433,-197407.98875908004,405,0.001,250000,14910.24609375,-1.9604008197784424,507.64,616,9756598.0,62474
32.25249481201172,1452,-185180.71844744,421,0.001,260000,14231.173828125,1.2627317905426025,492.29,616,55419960.0,64974
