rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,train/n_updates,time/episodes,rollout/ep_len_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef
-135323.46985362002,10000,47813.08984375,2474,264,32.78,5142.998046875,153,65,0.0064,-2.684248924255371,66.38580322265625
-121473.99767605003,20000,47043.94921875,4974,511,50.19,4951.74951171875,150,133,0.0064,3.153675079345703,43.48748016357422
-141662.66926043003,30000,38773.0,7474,663,72.37,3960.96533203125,147,203,0.0064,0.46543869376182556,42.66862106323242
