time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef,time/episodes,time/time_elapsed,train/critic_loss,time/fps,train/ent_coef_loss,train/actor_loss,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
1008904,1728.2513527699996,52.87,0.2369251549243927,4656,3455,1763.806640625,291,-0.09532925486564636,-207.7361297607422,126100,0.001,,
1009080,1677.52146887,53.66,0.23558567464351654,4660,3455,3641.333984375,292,0.024918437004089355,-156.57164001464844,126122,0.001,,
1009296,1671.8591497700002,54.12,0.2342267781496048,4664,3456,2104.939697265625,292,0.061232030391693115,-236.23968505859375,126149,0.001,,
1009432,1679.0762404800003,52.81,0.2338680475950241,4668,3456,940.8833618164062,292,-0.16599975526332855,-228.53375244140625,126166,0.001,,
1009608,1680.56696239,52.43,0.2338152378797531,4672,3457,1100.751953125,292,-0.46013033390045166,-299.3895263671875,126188,0.001,,
1009768,1679.4099098799998,52.43,0.2338695526123047,4676,3458,1364.1630859375,292,0.37869054079055786,-227.68699645996094,126208,0.001,,
1010000,1678.0434979000001,52.48,0.23388539254665375,4679,3458,806.5467529296875,292,-0.39843446016311646,-240.5504150390625,126237,0.001,,
1010000,,,,,,,,,,,,34.0,1786.9657118000002
1010016,1677.6570289500003,52.45,0.23384350538253784,4680,3459,909.6475830078125,291,,,126239,0.001,,
1010144,1691.20119865,50.76,0.23363624513149261,4684,3459,1124.8677978515625,291,-0.8789732456207275,-267.5428466796875,126255,0.001,,
1010336,1662.1655341399999,50.46,0.23289546370506287,4688,3460,1687.3017578125,291,-0.24076057970523834,-266.6095275878906,126279,0.001,,
1010432,1665.9146959,49.64,0.23253875970840454,4692,3460,875.0623168945312,291,-0.35004180669784546,-293.6499328613281,126291,0.001,,
1010600,1662.0802615799998,50.2,0.23209474980831146,4696,3461,974.3364868164062,291,-0.14613425731658936,-227.84799194335938,126312,0.001,,
1010696,1674.1519214599998,48.47,0.2319462150335312,4700,3461,2197.87890625,291,0.4403129816055298,-260.8825378417969,126324,0.001,,
1010880,1680.56724781,47.26,0.23199886083602905,4704,3462,1463.783935546875,291,0.2562828063964844,-253.6632843017578,126347,0.001,,
1010984,1685.18577133,46.73,0.23212799429893494,4708,3462,1480.89990234375,291,0.1956644207239151,-210.74404907226562,126360,0.001,,
1011160,1685.5456028800002,46.42,0.23213817179203033,4712,3463,1695.9000244140625,291,-0.5373330116271973,-199.9119415283203,126382,0.001,,
1011272,1694.49129857,44.51,0.2320796549320221,4716,3463,1534.84326171875,291,-1.4523210525512695,-284.68121337890625,126396,0.001,,
1011408,1694.4238785599998,44.47,0.23150132596492767,4720,3464,1187.337646484375,291,-0.9780911803245544,-207.34085083007812,126413,0.001,,
1011624,1695.7928335500003,44.23,0.23033100366592407,4724,3464,1137.87451171875,291,0.15251179039478302,-271.17364501953125,126440,0.001,,
1011816,1703.7399204,41.88,0.2290811836719513,4728,3465,1511.179931640625,291,-0.4403698742389679,-263.3145751953125,126464,0.001,,
1011920,1703.31687893,41.85,0.22843044996261597,4732,3465,1852.925537109375,291,-0.47049570083618164,-214.80763244628906,126477,0.001,,
1012096,1673.75178625,41.46,0.22704236209392548,4736,3466,1565.27001953125,291,-0.324144184589386,-267.6986999511719,126499,0.001,,
1012200,1672.9782784700003,41.34,0.2261839509010315,4740,3466,2418.2060546875,291,-0.4083922207355499,-268.4517822265625,126512,0.001,,
1012376,1671.3978019,41.14,0.22451996803283691,4744,3467,3345.964599609375,291,-0.5854191780090332,-232.20462036132812,126534,0.001,,
1012664,1675.9485872899995,40.41,0.22197078168392181,4748,3468,1146.869140625,291,-0.3336075246334076,-232.30960083007812,126570,0.001,,
1012888,1664.2625202499999,41.7,0.22048576176166534,4752,3469,912.6396484375,291,-0.7673225998878479,-248.17791748046875,126598,0.001,,
1013040,1658.7383299400005,42.19,0.22000020742416382,4756,3469,4433.787109375,291,-0.8854003548622131,-222.38314819335938,126617,0.001,,
1013192,1708.8755842200003,41.3,0.21942578256130219,4760,3470,1198.381103515625,291,-0.19675621390342712,-221.16696166992188,126636,0.001,,
1013440,1713.4759626999999,40.78,0.21804507076740265,4764,3471,1038.619873046875,291,-0.20222754776477814,-288.1936340332031,126667,0.001,,
1013560,1713.78817712,40.85,0.21728761494159698,4768,3471,1165.9893798828125,291,-0.33106815814971924,-288.84173583984375,126682,0.001,,
1013872,1712.2637695700002,41.07,0.21621549129486084,4772,3472,1094.314697265625,291,0.011901915073394775,-286.78631591796875,126721,0.001,,
1014056,1712.2777429300002,41.34,0.2160262167453766,4776,3473,1249.730712890625,291,0.17619171738624573,-224.82383728027344,126744,0.001,,
1014248,1708.93497015,42.12,0.2160266488790512,4780,3473,1289.338134765625,291,-0.07067082077264786,-163.3864288330078,126768,0.001,,
1014384,1704.93501308,43.28,0.2161085456609726,4784,3474,1842.6871337890625,291,0.27657175064086914,-190.79995727539062,126785,0.001,,
1014584,1735.5967582599997,43.43,0.21657665073871613,4788,3475,1438.516357421875,291,0.4546353220939636,-152.19927978515625,126810,0.001,,
1014864,1736.49538474,43.53,0.2176307588815689,4792,3476,1340.575927734375,291,0.719839334487915,-258.11102294921875,126845,0.001,,
1014944,1741.9206846000004,42.74,0.21807166934013367,4796,3476,1223.7388916015625,291,0.3168315887451172,-258.5325927734375,126855,0.001,,
1015160,1735.4490856000004,44.14,0.2195427119731903,4800,3477,1687.6708984375,291,0.6765573024749756,-253.47039794921875,126882,0.001,,
1015216,1737.3164229299998,44.19,0.22013264894485474,4804,3477,5596.076171875,291,0.38297784328460693,-271.794677734375,126889,0.001,,
1015448,1740.77375443,44.08,0.2220178097486496,4808,3478,876.0715942382812,291,0.5539841651916504,-248.66278076171875,126918,0.001,,
1015496,1742.2344378099997,44.03,0.22249208390712738,4812,3478,1470.4263916015625,291,0.40668433904647827,-196.8568115234375,126924,0.001,,
1015704,1746.00208109,43.89,0.22481027245521545,4816,3479,1691.7327880859375,291,1.0374656915664673,-213.3939208984375,126950,0.001,,
1015768,1749.0501964200002,43.8,0.2255501002073288,4820,3479,2371.501953125,291,0.32743746042251587,-276.4974365234375,126958,0.001,,
1016000,1751.7647315599997,43.73,0.22760924696922302,4824,3480,2580.684814453125,291,1.0174800157546997,-251.06869506835938,126987,0.001,,
1016200,1758.54917457,43.36,0.2297600656747818,4828,3480,1560.1263427734375,291,0.532820463180542,-320.35919189453125,127012,0.001,,
1016312,1760.48139761,43.41,0.23040853440761566,4832,3481,3088.9453125,291,-0.00517524778842926,-292.4334716796875,127026,0.001,,
1016536,1791.22495282,43.66,0.23178249597549438,4836,3481,4678.7236328125,291,0.1168539822101593,-239.25302124023438,127054,0.001,,
1016616,1793.8425132399998,43.66,0.2321137934923172,4840,3482,1130.974609375,291,0.06382578611373901,-173.68063354492188,127064,0.001,,
1016944,1795.4795759499998,43.83,0.2328658103942871,4844,3483,1155.9830322265625,291,-0.3687090575695038,-243.41830444335938,127105,0.001,,
1017168,1541.8160277199997,45.91,0.23316650092601776,4848,3483,2110.17333984375,291,-0.2841854989528656,-298.49530029296875,127133,0.001,,
1017400,1547.1809323300001,44.84,0.23382720351219177,4852,3484,2746.75537109375,291,0.10654667019844055,-223.8360595703125,127162,0.001,,
1017560,1536.52419076,45.69,0.23480316996574402,4856,3485,1466.2696533203125,291,-0.12005065381526947,-281.50634765625,127182,0.001,,
1017712,1497.8664646099996,45.1,0.23595522344112396,4860,3485,1553.9498291015625,291,0.6373533010482788,-240.54486083984375,127201,0.001,,
1017952,1498.0963353500001,45.02,0.23761549592018127,4864,3486,1897.585693359375,291,0.8554896712303162,-218.61508178710938,127231,0.001,,
1018080,1495.3964467199996,45.4,0.23830761015415192,4868,3486,2007.504638671875,291,0.5235443115234375,-257.0537109375,127247,0.001,,
1018328,1497.7642055700003,45.15,0.23846526443958282,4872,3487,1030.8145751953125,291,-0.6233698725700378,-200.2816619873047,127278,0.001,,
1018592,1499.3663977799997,44.77,0.2371775358915329,4876,3488,1611.3046875,291,-0.38399434089660645,-265.2270202636719,127311,0.001,,
1018760,1503.4683225699998,44.12,0.2360043078660965,4880,3489,1638.9984130859375,291,-0.7340836524963379,-247.50479125976562,127332,0.001,,
1018952,1506.19574566,43.73,0.23454825580120087,4884,3489,1901.69091796875,291,-0.9480552673339844,-156.24305725097656,127356,0.001,,
1019096,1497.9288187700001,45.26,0.2329753041267395,4888,3490,1577.3319091796875,291,-1.370041847229004,-215.34463500976562,127374,0.001,,
1019232,1499.0523999200004,45.15,0.2310122400522232,4892,3490,1334.517333984375,291,-1.4380731582641602,-280.37554931640625,127391,0.001,,
1019416,1501.5027763300004,44.89,0.2277178317308426,4896,3491,2323.633544921875,291,-1.132331132888794,-247.29623413085938,127414,0.001,,
1019608,1508.13833986,43.67,0.2245602309703827,4900,3492,2020.69482421875,291,-0.60597163438797,-210.37002563476562,127438,0.001,,
1019768,1507.5703829,43.82,0.22230151295661926,4904,3492,1369.151123046875,291,-0.8746888041496277,-285.76861572265625,127458,0.001,,
1020000,1507.7794814000001,43.96,0.2195572555065155,4907,3493,986.9328002929688,291,-0.5354235768318176,-231.65020751953125,127487,0.001,,
1020000,,,,,,,,,,,,38.4,1851.4937156
1020016,1508.01959975,43.95,0.21937717497348785,4908,3493,1271.61474609375,291,0.28954213857650757,-295.44512939453125,127489,0.001,,
1020224,1503.8542264599998,44.73,0.2181684970855713,4912,3494,1024.6251220703125,291,0.0751429945230484,-223.22158813476562,127515,0.001,,
1020344,1500.92039163,45.14,0.2178342342376709,4916,3494,5478.83203125,291,-0.0260164737701416,-208.25827026367188,127530,0.001,,
1020536,1484.7231931300003,46.86,0.21768662333488464,4920,3495,3613.296630859375,291,-0.11126531660556793,-179.43853759765625,127554,0.001,,
1020672,1481.17814455,47.04,0.21775619685649872,4924,3496,5261.5908203125,291,0.1446092426776886,-199.37184143066406,127571,0.001,,
1020840,1478.1696781400003,47.22,0.21746569871902466,4928,3496,3376.49462890625,291,-0.16260552406311035,-177.9383544921875,127592,0.001,,
1021008,1475.7474640200005,47.22,0.21723181009292603,4932,3497,2064.6220703125,291,-0.028225749731063843,-293.6222229003906,127613,0.001,,
1021176,1472.5356980300003,47.45,0.21716096997261047,4936,3497,1141.3828125,291,0.7508649826049805,-280.45343017578125,127634,0.001,,
1021320,1471.5168218600002,47.57,0.21735164523124695,4940,3498,1620.529052734375,291,0.1457623839378357,-238.41812133789062,127652,0.001,,
1021544,1471.7854013400004,47.65,0.21842612326145172,4944,3498,1614.4912109375,291,0.3632986545562744,-238.65823364257812,127680,0.001,,
1021656,1725.9425804700002,45.68,0.21914274990558624,4948,3499,3717.11328125,291,0.29506915807724,-226.46890258789062,127694,0.001,,
1021896,1733.61814867,45.35,0.2205388993024826,4952,3500,1707.1202392578125,291,0.7857770323753357,-283.61376953125,127724,0.001,,
1021960,1744.0574628099996,44.61,0.22107475996017456,4956,3500,1958.99755859375,291,0.8388704061508179,-227.65118408203125,127732,0.001,,
1022248,1792.30829472,44.21,0.22282680869102478,4960,3501,2226.35302734375,291,-0.2475079596042633,-239.54965209960938,127768,0.001,,
1022536,1791.5051955299998,44.37,0.2238231748342514,4964,3502,2241.607421875,291,-0.1600964218378067,-232.95712280273438,127804,0.001,,
1022696,1676.3725926199998,45.15,0.22396591305732727,4968,3502,1689.1514892578125,291,-0.6029441952705383,-223.16571044921875,127824,0.001,,
1023000,1672.6168867499998,45.43,0.2239396870136261,4972,3503,1147.9324951171875,291,-0.07835996150970459,-253.4208984375,127862,0.001,,
1023224,1659.6551762099998,46.56,0.22469191253185272,4976,3504,1169.61865234375,291,0.28255534172058105,-230.96426391601562,127890,0.001,,
1023328,1658.04005055,46.55,0.22505754232406616,4980,3504,1281.861083984375,291,0.11479458212852478,-160.34295654296875,127903,0.001,,
1023504,1661.1589599999998,45.44,0.2250089794397354,4984,3505,1561.8662109375,291,-0.7079564929008484,-236.66641235351562,127925,0.001,,
1023640,1531.7200999299998,45.8,0.224627286195755,4988,3506,1473.608154296875,291,0.09656724333763123,-244.79522705078125,127942,0.001,,
1023832,1529.1252093599999,45.85,0.22447890043258667,4992,3506,777.3023071289062,291,-0.42702409625053406,-213.96823120117188,127966,0.001,,
1024040,1524.4005632000003,46.03,0.22430501878261566,4996,3507,1620.05126953125,291,0.1079820990562439,-181.7639923095703,127992,0.001,,
1024136,1523.4559861300002,45.81,0.22428587079048157,5000,3507,1327.346435546875,291,-0.2679058015346527,-274.2186584472656,128004,0.001,,
1024336,1522.0622006599997,45.67,0.22364644706249237,5004,3508,1961.438232421875,291,-0.6577590107917786,-280.8484802246094,128029,0.001,,
1024528,1511.02881371,46.59,0.22248265147209167,5008,3508,2642.34521484375,291,-0.395027756690979,-221.69757080078125,128053,0.001,,
1024704,1514.8496433299997,45.91,0.22133666276931763,5012,3509,3657.392578125,291,-0.340465784072876,-293.7295837402344,128075,0.001,,
1024880,1515.2092750199997,45.68,0.22029075026512146,5016,3509,1154.322265625,291,0.26422134041786194,-257.37982177734375,128097,0.001,,
1025144,1528.5220219200003,44.1,0.21947363018989563,5020,3510,1194.436279296875,291,0.7040677070617676,-242.0487518310547,128130,0.001,,
1025248,1529.3714536299997,43.95,0.21961714327335358,5024,3511,1415.6817626953125,291,0.008226059377193451,-272.4613037109375,128143,0.001,,
1025472,1530.68120022,43.73,0.21974673867225647,5028,3512,1903.6634521484375,291,-0.7931572198867798,-254.71243286132812,128171,0.001,,
1026040,1511.9804744399999,43.93,0.21885158121585846,5032,3514,1373.2784423828125,291,-0.5246122479438782,-248.59133911132812,128242,0.001,,
1026664,1504.26836005,44.58,0.21699337661266327,5036,3516,1651.650634765625,291,0.5551065802574158,-240.9805908203125,128320,0.001,,
1026752,1427.6710209599999,47.22,0.21693670749664307,5040,3516,2002.960693359375,291,-0.8014046549797058,-286.73211669921875,128331,0.001,,
1027008,1427.29610694,46.93,0.21598289906978607,5044,3517,2584.037109375,291,0.05911383032798767,-210.5795440673828,128363,0.001,,
1027208,1121.5319613499998,49.85,0.21487179398536682,5048,3518,1186.365966796875,291,-0.006993450224399567,-236.1383514404297,128388,0.001,,
1028392,926.64995935,53.25,0.2149142324924469,5052,3522,2499.54736328125,291,0.47891825437545776,-159.32571411132812,128536,0.001,,
1028848,902.8615102399999,57.55,0.21662500500679016,5056,3523,1067.862060546875,291,0.9686951637268066,-257.22454833984375,128593,0.001,,
1029120,838.3037741600002,67.19,0.21770529448986053,5060,3524,1221.5286865234375,291,0.4876542091369629,-185.13372802734375,128627,0.001,,
1029216,839.3716740499999,67.01,0.21780063211917877,5064,3524,1043.7525634765625,291,0.5447084903717041,-185.28195190429688,128639,0.001,,
1029496,958.40461901,65.69,0.21830475330352783,5068,3525,1085.7479248046875,291,0.9627594947814941,-246.37274169921875,128674,0.001,,
1029888,962.1673760700002,65.45,0.2211463302373886,5072,3527,1806.6259765625,291,0.9752245545387268,-302.46099853515625,128723,0.001,,
1030000,960.7682190700001,65.49,0.22228942811489105,5073,3527,2144.8408203125,291,0.9900429248809814,-184.76559448242188,128737,0.001,,
1030000,,,,,,,,,,,,227.4,730.1646295999999
1030368,897.0978610500001,68.87,0.22531068325042725,5076,3530,1778.5928955078125,291,0.6283943057060242,-376.6973876953125,128783,0.001,,
1030872,851.7555828300001,69.48,0.23182065784931183,5080,3532,1765.902587890625,291,0.5083966851234436,-179.50808715820312,128846,0.001,,
1031104,833.80759549,72.72,0.23442904651165009,5084,3533,2085.155517578125,291,0.3101024031639099,-121.89157104492188,128875,0.001,,
1031312,959.6675584499999,72.84,0.23587879538536072,5088,3533,862.2848510742188,291,-0.23091119527816772,-232.36190795898438,128901,0.001,,
1031576,952.53905284,74.49,0.23604190349578857,5092,3534,1459.410400390625,291,-0.5471113920211792,-232.59136962890625,128934,0.001,,
1031760,955.8267726199999,74.46,0.23542653024196625,5096,3535,1408.8603515625,291,-0.21397797763347626,-198.78372192382812,128957,0.001,,
1031992,951.1745258200003,75.51,0.2351139783859253,5100,3536,1449.23193359375,291,0.4059757888317108,-191.12130737304688,128986,0.001,,
1032264,951.7122277200001,75.68,0.23525679111480713,5104,3537,1110.2225341796875,291,-0.06447811424732208,-231.67276000976562,129020,0.001,,
1032592,958.95929988,75.29,0.2342464029788971,5108,3538,1995.8187255859375,291,-0.5999022722244263,-211.42108154296875,129061,0.001,,
1032864,948.0291995500002,76.73,0.23249658942222595,5112,3539,1941.5108642578125,291,-0.8041049242019653,-187.7803955078125,129095,0.001,,
1033144,943.64903893,77.66,0.2313036173582077,5116,3540,1876.952880859375,291,0.795642614364624,-186.56224060058594,129130,0.001,,
1033416,942.46500259,78.07,0.23117125034332275,5120,3541,5390.66015625,291,-0.3372599482536316,-271.81890869140625,129164,0.001,,
1033640,942.8218396800002,78.09,0.23114509880542755,5124,3541,1087.214599609375,291,0.008393868803977966,-254.41355895996094,129192,0.001,,
1033824,939.4645179899999,78.93,0.23189163208007812,5128,3542,1618.139404296875,291,0.6887996196746826,-229.29624938964844,129215,0.001,,
1033976,959.9748366999999,78.56,0.2331651896238327,5132,3542,10446.60546875,291,0.9745076298713684,-251.51966857910156,129234,0.001,,
1034224,968.8259072899999,77.63,0.23599861562252045,5136,3543,3213.70947265625,291,0.6790233850479126,-220.77032470703125,129265,0.001,,
1034456,1047.59525102,74.68,0.23848176002502441,5140,3544,1684.9395751953125,291,1.144972324371338,-235.3778839111328,129294,0.001,,
1034632,1048.8756961799997,74.74,0.2411467432975769,5144,3545,1824.640869140625,291,0.8502786755561829,-214.09889221191406,129316,0.001,,
1034872,1329.2200709499998,71.49,0.2444262057542801,5148,3545,865.485107421875,291,0.626423180103302,-247.3489990234375,129346,0.001,,
1035016,1500.97896023,70.8,0.2460024505853653,5152,3546,1719.472412109375,291,0.4591103196144104,-194.0004119873047,129364,0.001,,
1035168,1515.0629341899999,67.37,0.24695773422718048,5156,3546,7159.9326171875,291,0.14126256108283997,-253.31715393066406,129383,0.001,,
1035360,1577.9599033299996,57.97,0.24712726473808289,5160,3547,1155.1728515625,291,-0.44442155957221985,-183.02581787109375,129407,0.001,,
1035672,1578.17144738,57.92,0.24568656086921692,5164,3548,1320.26953125,291,-0.32696250081062317,-242.1592559814453,129446,0.001,,
1035744,1575.0139320000003,58.4,0.245237797498703,5168,3548,1923.54833984375,291,0.24071359634399414,-233.81451416015625,129455,0.001,,
1036064,1574.9199665200001,58.32,0.2426760494709015,5172,3549,928.9181518554688,291,-0.9079177379608154,-270.36279296875,129495,0.001,,
1036176,1589.2530092500006,55.19,0.24141855537891388,5176,3550,2337.915771484375,291,-0.7891964316368103,-248.55764770507812,129509,0.001,,
1036552,1641.9875767800002,54.1,0.23740948736667633,5180,3551,7278.9638671875,291,-0.13358426094055176,-298.5093994140625,129556,0.001,,
1036776,1623.2966001300001,51.39,0.2362133264541626,5184,3552,2671.51904296875,291,-0.04237052798271179,-224.57696533203125,129584,0.001,,
1037048,1632.67174967,49.51,0.23557277023792267,5188,3553,2773.42626953125,291,-0.18771615624427795,-223.13565063476562,129618,0.001,,
1037200,1638.7491336699995,48.24,0.2351497858762741,5192,3553,1103.177001953125,291,-0.18696291744709015,-261.31640625,129637,0.001,,
1037456,1558.93679678,58.21,0.23532836139202118,5196,3554,2647.44677734375,291,-0.24218904972076416,-251.2673797607422,129669,0.001,,
1037552,1509.9573797699998,59.38,0.23520483076572418,5200,3555,2053.45751953125,291,-0.33904749155044556,-244.2843475341797,129681,0.001,,
1037776,1508.51401941,59.56,0.23468591272830963,5204,3555,2683.322021484375,291,0.10790175199508667,-220.90269470214844,129709,0.001,,
1038032,1511.10351885,59.08,0.2347271889448166,5208,3556,1032.4462890625,291,-0.00309598445892334,-239.91445922851562,129741,0.001,,
1038112,1521.36934701,57.72,0.23450958728790283,5212,3557,2264.88720703125,291,-0.45320284366607666,-250.45945739746094,129751,0.001,,
1038344,1526.56792304,56.78,0.23409555852413177,5216,3558,4552.265625,291,0.20324893295764923,-252.36331176757812,129780,0.001,,
1038440,1525.84393048,56.91,0.23423323035240173,5220,3558,1154.911865234375,291,0.4607294797897339,-241.13360595703125,129792,0.001,,
1038624,1525.9512887099997,57.03,0.23483045399188995,5224,3559,3694.21728515625,291,0.4602447748184204,-228.88522338867188,129815,0.001,,
1038776,1532.1441178999996,56.23,0.2352016717195511,5228,3559,2054.02880859375,291,0.14573410153388977,-246.44752502441406,129834,0.001,,
1038936,1529.58412562,56.97,0.2358224093914032,5232,3560,1335.4462890625,291,0.4943220913410187,-269.0048522949219,129854,0.001,,
1039056,1529.9690808300002,57.15,0.23632511496543884,5236,3560,1722.025146484375,291,1.0350341796875,-243.85171508789062,129869,0.001,,
1039256,1530.01934944,57.21,0.2372957170009613,5240,3561,1247.35693359375,291,0.14386925101280212,-292.298828125,129894,0.001,,
1039328,1529.3992595,57.29,0.2375674843788147,5244,3561,1044.152099609375,291,-0.0003184601664543152,-251.30712890625,129903,0.001,,
1039568,1556.6642069700001,57.32,0.23833385109901428,5248,3562,2449.13916015625,291,0.6500257849693298,-228.9340362548828,129933,0.001,,
1039768,1552.3949227300002,54.74,0.2392599731683731,5252,3563,696.1390380859375,291,0.8844830989837646,-224.14752197265625,129958,0.001,,
1040000,1560.2992089200002,54.02,0.24094878137111664,5255,3563,1419.8746337890625,291,0.5052977800369263,-266.7874755859375,129987,0.001,,
1040000,,,,,,,,,,,,45.0,1774.2140168
1040056,1559.6638918600001,54.09,0.24176578223705292,5256,3564,1327.043701171875,291,0.7971096038818359,-274.6092834472656,129994,0.001,,
1040824,1548.0932133600002,55.72,0.25431129336357117,5260,3566,1247.727783203125,291,-0.14083892107009888,-267.002197265625,130090,0.001,,
1041368,1535.4919567999998,57.45,0.25179216265678406,5264,3568,1668.981201171875,291,-0.7593717575073242,-247.8031005859375,130158,0.001,,
1041640,1507.2399193800002,60.86,0.2481612265110016,5268,3569,2189.01318359375,291,-0.8709416389465332,-247.7603759765625,130192,0.001,,
1041776,1467.81974658,62.73,0.24664050340652466,5272,3570,1487.267578125,291,-1.0530834197998047,-226.59494018554688,130209,0.001,,
1041936,1511.4710856199997,63.45,0.24449345469474792,5276,3570,1225.6962890625,291,-0.09947477281093597,-211.54025268554688,130229,0.001,,
1042152,1517.2498685500002,62.68,0.24242651462554932,5280,3571,1896.3367919921875,291,-0.38291099667549133,-304.161376953125,130256,0.001,,
1042264,1558.7779226500002,61.81,0.24153199791908264,5284,3571,2248.1357421875,291,-0.2812303304672241,-259.8453674316406,130270,0.001,,
1042464,1560.0276663299999,61.68,0.24047546088695526,5288,3572,10349.09765625,291,-0.5195859670639038,-188.3662567138672,130295,0.001,,
1042736,1562.2347706899996,61.27,0.2390974760055542,5292,3573,1536.4466552734375,291,-0.35054486989974976,-328.1297607421875,130329,0.001,,
1042848,1640.2348929300001,51.48,0.23867347836494446,5296,3573,2893.224609375,291,-0.49645811319351196,-316.11328125,130343,0.001,,
1043064,1694.4069759799997,49.38,0.23773106932640076,5300,3574,3853.611572265625,291,0.16059666872024536,-208.37579345703125,130370,0.001,,
1043304,1690.3874740700003,49.96,0.23617514967918396,5304,3575,2991.83740234375,291,-0.2907335162162781,-273.047119140625,130400,0.001,,
1043424,1659.5518837799996,54.56,0.2350369393825531,5308,3575,1918.207763671875,291,-0.7643075585365295,-272.6689453125,130415,0.001,,
1043568,1659.7689796099999,54.28,0.23353126645088196,5312,3576,7566.62646484375,291,-1.280717372894287,-234.39108276367188,130433,0.001,,
1043664,1660.4186895899998,54.09,0.2324991375207901,5316,3576,1331.3564453125,291,-0.5745716094970703,-245.0321044921875,130445,0.001,,
1043944,1666.02870778,53.34,0.2290082722902298,5320,3577,855.4151000976562,291,-0.5611041784286499,-218.09457397460938,130480,0.001,,
1044224,1658.2131799699998,54.36,0.22631840407848358,5324,3578,7526.33203125,291,-0.628502607345581,-310.82342529296875,130515,0.001,,
1044384,1651.4632074099998,55.21,0.22462360560894012,5328,3578,1375.79150390625,291,-1.0459411144256592,-328.6640625,130535,0.001,,
1044616,1650.9198111399999,55.33,0.2218790352344513,5332,3579,2381.440673828125,291,-1.1201379299163818,-267.64178466796875,130564,0.001,,
1044760,1650.3106082000002,55.39,0.21984362602233887,5336,3579,1611.78857421875,291,-0.7025312185287476,-285.14862060546875,130582,0.001,,
1044920,1649.1656159099998,55.58,0.21775010228157043,5340,3580,2411.277587890625,291,-1.0551636219024658,-201.94528198242188,130602,0.001,,
1045096,1650.1214937599998,55.5,0.21469639241695404,5344,3581,942.811767578125,291,-1.2740998268127441,-231.36734008789062,130624,0.001,,
1045272,1647.48324366,55.74,0.21179839968681335,5348,3581,1731.9915771484375,291,-0.8797223567962646,-327.3353576660156,130646,0.001,,
1045520,1672.4011763300002,55.61,0.20772670209407806,5352,3582,2346.35595703125,291,-1.268088698387146,-333.97296142578125,130677,0.001,,
1045584,1660.79292681,57.31,0.20665599405765533,5356,3582,1556.8466796875,291,-0.5439804792404175,-300.96868896484375,130685,0.001,,
1045784,1675.42277123,54.83,0.20416449010372162,5360,3583,1517.2186279296875,291,-0.041048042476177216,-307.2275390625,130710,0.001,,
1045888,1682.7486823600002,53.76,0.20300137996673584,5364,3583,2458.8408203125,291,0.2582603693008423,-307.57220458984375,130723,0.001,,
1046048,1687.5105203799997,49.55,0.20217186212539673,5368,3584,3903.482421875,291,-0.11880217492580414,-280.453125,130743,0.001,,
1046144,1727.00629378,47.53,0.2019590437412262,5372,3584,714.1898193359375,291,0.2929993271827698,-254.4803009033203,130755,0.001,,
1046352,1734.8237053000003,46.48,0.20180733501911163,5376,3585,5188.8486328125,291,-0.2309366762638092,-279.56927490234375,130781,0.001,,
1046416,1732.73917725,46.56,0.2018619328737259,5380,3585,2255.5380859375,291,0.4851991534233093,-225.2598419189453,130789,0.001,,
1046712,1730.07980282,46.91,0.20296047627925873,5384,3586,1498.778076171875,291,0.19770586490631104,-301.8216857910156,130826,0.001,,
1046808,1726.21472744,47.52,0.20359265804290771,5388,3586,2970.104248046875,291,0.7747345566749573,-308.70697021484375,130838,0.001,,
1047168,1723.9938010899998,48.14,0.20583154261112213,5392,3587,1013.0692138671875,291,0.6957597732543945,-290.761962890625,130883,0.001,,
1047304,1721.66498431,48.75,0.20673209428787231,5396,3588,865.5926513671875,291,0.1900324821472168,-322.5203857421875,130900,0.001,,
1047496,1720.1402072800004,49.32,0.20829541981220245,5400,3589,3021.707763671875,291,0.5184241533279419,-309.5921936035156,130924,0.001,,
1047632,1724.37748662,48.52,0.209502175450325,5404,3589,1286.407470703125,291,0.7614408731460571,-260.29681396484375,130941,0.001,,
1047800,1753.7180638800003,44.07,0.21125267446041107,5408,3590,7476.474609375,291,1.2860418558120728,-278.373291015625,130962,0.001,,
1047912,1753.70997257,44.3,0.2126287817955017,5412,3590,2790.861328125,291,1.523553729057312,-318.1595458984375,130976,0.001,,
1048120,1751.9384862399997,44.55,0.21517282724380493,5416,3591,1159.082763671875,291,0.8250333070755005,-327.2319030761719,131002,0.001,,
1048312,1750.5762246499996,44.69,0.2174023538827896,5420,3592,1098.1329345703125,291,0.8321326971054077,-324.45794677734375,131026,0.001,,
1048464,1758.2150395800002,43.68,0.21884556114673615,5424,3592,811.2030029296875,291,0.16737285256385803,-295.28948974609375,131045,0.001,,
1048808,1763.3256602399997,43.07,0.22053855657577515,5428,3593,1456.52783203125,291,0.11035069823265076,-270.57989501953125,131088,0.001,,
1048984,1763.75279053,42.61,0.22105111181735992,5432,3594,3732.810546875,291,-0.020953312516212463,-282.0733642578125,131110,0.001,,
1049200,1699.75666624,44.14,0.22140030562877655,5436,3595,2205.123779296875,291,-0.0843924880027771,-282.46612548828125,131137,0.001,,
1049440,1697.6573895699999,44.12,0.22099024057388306,5440,3595,1571.701416015625,291,0.07332110404968262,-276.0969543457031,131167,0.001,,
