train/kl_divergence_loss,train/std,time/fps,train/is_line_search_success,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,train/policy_objective,train/learning_rate,rollout/ep_len_mean,train/value_loss,train/explained_variance,time/total_timesteps
0.006051535252481699,1.0036383867263794,1368,1.0,-714054.54023716,1,7,0.04918278008699417,0.0013,368.56,1580461800.6,-6.4373016357421875e-06,10000
0.0057495334185659885,0.9934976100921631,1433,1.0,-654628.1307525416,2,13,0.03405896574258804,0.0013,400.375,832171784.15,0.0,20000
0.004473078064620495,0.9913051724433899,1457,1.0,-604702.1894533715,3,20,0.03264601528644562,0.0013,393.0,805054604.4,1.1920928955078125e-07,30000
0.004048330243676901,0.9872177243232727,1483,1.0,-563707.21355741,4,26,0.026612550020217896,0.0013,384.22,655841015.85,0.0,40000
0.005279760807752609,1.0005764961242676,1423,1.0,-437342.55788475997,6,35,0.027966558933258057,0.0013,347.55,582927533.65,1.1920928955078125e-07,50000
0.0059751844964921474,1.006165862083435,1441,1.0,-318317.32933737,7,41,0.026768861338496208,0.0013,263.89,752084311.2,0.0,60000
0.005865280982106924,1.011125087738037,1452,1.0,-313417.3395050901,8,48,0.0364723727107048,0.0013,284.0,507074822.575,5.960464477539063e-08,70000
0.005374940577894449,1.0018595457077026,1453,1.0,-328128.20366435,9,55,0.03159495070576668,0.0013,315.88,592675508.4,0.0,80000
0.005760079715400934,1.0031976699829102,1460,1.0,-331589.79924905,10,61,0.027592241764068604,0.0013,337.27,440580586.925,5.960464477539063e-08,90000
0.006195519119501114,0.9937670826911926,1426,1.0,-334778.27300413,12,70,0.038325533270835876,0.0013,342.22,575147958.85,0.0,100000
0.006663599517196417,0.9866666793823242,1435,1.0,-337771.53058262996,13,76,0.031679827719926834,0.0013,353.78,520447822.0,0.0,110000
0.006346032023429871,0.9749062657356262,1442,1.0,-308942.97658307996,14,83,0.03348011150956154,0.0013,331.49,505690340.375,0.0,120000
0.006545666605234146,0.9750473499298096,1446,1.0,-315872.45785002003,15,89,0.03330312669277191,0.0013,358.86,450449395.95,-1.1920928955078125e-07,130000
0.007254069205373526,0.9471872448921204,1426,1.0,-317793.15129519,17,98,0.03268600255250931,0.0013,407.19,236602082.3625,-1.1920928955078125e-07,140000
0.008470151573419571,0.9363524913787842,1430,1.0,-330109.46665232995,18,104,0.035928137600421906,0.0013,447.59,344664154.5125,5.960464477539063e-08,150000
0.006775050889700651,0.9344582557678223,1439,1.0,-340797.78026004,19,111,0.03342415764927864,0.0013,499.02,224561817.625,0.0,160000
0.0067682103253901005,0.9216474890708923,1445,1.0,-352007.03812794,20,117,0.03814725577831268,0.0013,556.89,181876861.9875,0.0,170000
0.00529426708817482,0.9089614748954773,1427,1.0,-356042.17351798,21,126,0.031129688024520874,0.0013,632.8,104270000.803125,0.0,180000
0.00606435677036643,0.8938484787940979,1416,1.0,-358180.84202251,23,134,0.025897838175296783,0.0013,690.43,61086745.7375,1.1920928955078125e-07,190000
0.007466750219464302,0.9044272303581238,1420,1.0,-358745.70425865,24,140,0.03633326292037964,0.0013,754.7,89120234.4375,-1.1920928955078125e-07,200000
0.006722601596266031,0.8916690349578857,1424,1.0,-344956.72607366,25,147,0.04068997502326965,0.0013,797.6,70586403.946875,0.0,210000
