train/ent_coef,rollout/ep_len_mean,train/n_updates,train/actor_loss,time/fps,train/ent_coef_loss,time/time_elapsed,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/learning_rate
49.9472541809082,4.0,129974,111257.578125,179,-0.1621912121772766,2899,16180549.0,520000,-125905.15144927001,107509,0.0055
85.25605773925781,5.97,132474,116870.390625,179,8.091442108154297,2958,8644162.0,530000,-156396.5180247,109687,0.0055
46.2901611328125,4.0,134974,118539.421875,178,26.46026039123535,3017,12246595.0,540000,-125557.14805247998,111527,0.0055
14.646124839782715,4.0,137474,112804.484375,178,0.058157503604888916,3076,3750280.25,550000,-124769.00737042999,114027,0.0055
14.426836013793945,4.0,139974,110484.28125,178,-1.2075607776641846,3135,3291644.0,560000,-124689.56292088999,116523,0.0055
11.896446228027344,4.0,142474,113256.453125,178,-4.724693298339844,3193,1691537.375,570000,-124746.41067614,118069,0.0055
127.8018569946289,34.63,144974,155398.71875,178,-1.9331471920013428,3252,39092440.0,580000,-796728.12241777,119750,0.0055
45.439151763916016,7.33,147474,128343.828125,178,3.180062770843506,3311,20230220.0,590000,-173800.78104004,121147,0.0055
23.49448013305664,4.0,149974,120686.171875,178,-1.3563616275787354,3370,8692810.0,600000,-124880.65370787999,123170,0.0055
21.61098861694336,4.04,152474,112024.796875,177,-0.36030828952789307,3429,3592987.5,610000,-125108.67962218,125618,0.0055
14.68996810913086,4.17,154974,105168.3828125,177,1.7337331771850586,3488,654904.9375,620000,-126269.48563971998,128106,0.0055
64.41808319091797,14.34,157474,120267.046875,177,21.165834426879883,3547,15793386.0,630000,-415512.70853619993,130210,0.0055
17.740127563476562,4.0,159974,109528.4375,177,-1.4219344854354858,3606,8029762.0,640000,-124854.96791433002,132428,0.0055
16.544506072998047,4.0,162474,109255.2265625,177,0.6196793913841248,3665,1604724.5,650000,-124737.89929466999,134927,0.0055
19.623685836791992,4.0,164974,109153.9375,177,3.676689863204956,3724,1043499.5,660000,-124688.81992108999,137302,0.0055
1269.9100341796875,52.01,167474,199297.6875,177,87.50779724121094,3783,176183392.0,670000,-1243935.85046539,138322,0.0055
63.00263214111328,4.71,169974,137905.375,176,15.081644058227539,3842,71441040.0,680000,-131976.79497281002,139845,0.0055
27.021865844726562,4.0,172474,124278.2578125,176,0.8985604643821716,3901,6035691.5,690000,-124875.40690784002,141935,0.0055
34.61383819580078,4.01,174974,117652.25,176,6.157941818237305,3960,36311688.0,700000,-124846.92431790999,144427,0.0055
15.979703903198242,4.0,177474,104538.5234375,176,4.316051483154297,4019,289682.0625,710000,-124944.05726747999,146923,0.0055
59.175506591796875,4.0,179974,115172.25,176,0.18134868144989014,4078,6948925.5,720000,-125212.35938191,148367,0.0055
49.63646697998047,4.0,182474,111572.7890625,176,-0.7262314558029175,4137,4325308.5,730000,-125299.68817291003,150834,0.0055
39.82905578613281,21.4,184974,126687.1875,176,3.6544206142425537,4196,11846962.0,740000,-351238.3322782001,152497,0.0055
16.065216064453125,4.0,187474,112193.5859375,176,2.268648147583008,4254,3187488.0,750000,-125064.25252384001,154910,0.0055
13.38521957397461,4.0,189974,111120.890625,176,4.145726203918457,4313,1537320.125,760000,-125004.25563488001,157252,0.0055
19.17325210571289,4.4,192474,111346.171875,176,-6.785446643829346,4372,9325890.0,770000,-128017.18245677002,159662,0.0055
13.62614917755127,4.0,194974,110592.390625,176,-1.1969883441925049,4431,1680460.375,780000,-124823.01338264,161528,0.0055
12.593897819519043,4.0,197474,107141.9375,175,0.7937034368515015,4490,4269897.0,790000,-124676.12041949999,164011,0.0055
17.291213989257812,4.0,199974,105364.28125,175,2.551769971847534,4549,1330912.0,800000,-124638.43393500001,166511,0.0055
137.29449462890625,16.22,202474,114753.046875,175,18.463132858276367,4608,14230088.0,810000,-355281.64872540004,168588,0.0055
25.260461807250977,4.0,204974,119304.625,175,0.6178708076477051,4666,9930670.0,820000,-124911.64578696001,170349,0.0055
17.425886154174805,4.01,207474,114370.09375,175,1.3293198347091675,4725,4098963.5,830000,-124920.35764003,172784,0.0055
20.144126892089844,4.0,209974,111482.984375,175,0.6578952670097351,4784,2849604.0,840000,-125005.26455978998,175255,0.0055
171.9491424560547,6.96,212474,138643.4375,175,38.44540023803711,4843,18430804.0,850000,-183501.28166729002,176525,0.0055
69.52207946777344,11.25,214974,140958.09375,175,-35.967559814453125,4902,60775984.0,860000,-319805.89940235,178745,0.0055
17.90536880493164,4.01,217474,123050.890625,175,2.594715118408203,4961,5703108.5,870000,-124916.39369110997,180872,0.0055
15.763830184936523,4.0,219974,117335.53125,175,-0.6428690552711487,5020,1917321.125,880000,-124744.14896888,183369,0.0055
26.526920318603516,4.0,222474,114083.5078125,175,10.40186882019043,5079,1935647.5,890000,-125249.96530533001,185351,0.0055
70.77587127685547,4.01,224974,112216.140625,175,8.386646270751953,5138,4710037.0,900000,-125607.95785063,187273,0.0055
16.341289520263672,4.0,227474,113079.796875,175,5.5983734130859375,5197,2616676.0,910000,-125170.81941654999,189333,0.0055
11.697372436523438,4.0,229974,111768.65625,175,-1.1149489879608154,5256,2560824.5,920000,-124799.45368135998,191826,0.0055
53.49662399291992,7.14,232474,116523.96875,174,-18.27611541748047,5315,13173983.0,930000,-167894.01038648002,194143,0.0055
67.04187774658203,4.02,234974,112825.796875,174,2.880845546722412,5373,4183528.5,940000,-125687.97901325,196145,0.0055
64.60775756835938,4.04,237474,120900.421875,174,-8.776032447814941,5432,11041847.0,950000,-125629.07467645,198264,0.0055
65.78060913085938,4.03,239974,117079.796875,174,4.724172115325928,5491,3743544.5,960000,-125634.45328432,200340,0.0055
13.346949577331543,4.0,242474,110628.515625,174,3.3612661361694336,5550,2571972.5,970000,-124776.40917327,202779,0.0055
9.585291862487793,4.0,244974,105923.671875,174,0.76015704870224,5609,1224380.375,980000,-124706.09661865002,205279,0.0055
44.780235290527344,4.05,247474,104771.5,174,13.574932098388672,5668,1109877.875,990000,-125603.41776490999,207724,0.0055
97.08536529541016,11.9,249974,127430.921875,174,18.344276428222656,5727,42982344.0,1000000,-312375.58275613,209506,0.0055
