train/ent_coef,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/n_updates,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss,time/fps,train/ent_coef_loss,eval/mean_reward,eval/mean_ep_length
0.7918756604194641,120.43,29448,1516.260986328125,3668,0.001,224,-3720.48401359,103,643.9686279296875,284,-0.4888867735862732,,
0.7857553362846375,124.64,29712,2433.6904296875,3701,0.001,228,-3808.1021902,104,624.6488647460938,284,-0.6275351047515869,,
0.7834513783454895,126.85,29808,1861.710693359375,3713,0.001,232,-3860.9247007199992,104,653.6865234375,284,-0.47672176361083984,,
0.7813031077384949,126.1,29896,2382.4453125,3724,0.001,236,-3797.9631551499997,104,657.9290771484375,284,-0.5233872532844543,,
0.7792338132858276,125.81,30000,1935.7802734375,3737,0.001,238,-3793.14021379,105,602.1349487304688,284,-0.46510621905326843,,
,,30000,,,,,,,,,,-17425.0165434,664.4
0.7740553617477417,112.66,30232,982.3495483398438,3766,0.001,240,-3311.671837170001,112,600.772216796875,268,-0.4975181818008423,,
0.7577961683273315,114.13,30928,1624.3385009765625,3853,0.001,244,-3314.1319360400003,114,624.3328857421875,269,-0.6512938737869263,,
0.7458758354187012,110.24,31416,1446.212158203125,3914,0.001,248,-3163.56703216,116,638.7177734375,269,-0.6578847765922546,,
0.7341050505638123,111.55,31888,1585.837646484375,3973,0.001,252,-3129.34557523,117,638.885498046875,270,-0.5514223575592041,,
0.724916934967041,120.02,32280,1746.242919921875,4022,0.001,256,-3172.5678004800006,119,619.0261840820312,271,-0.7962691783905029,,
0.7118848562240601,121.63,32840,2060.701416015625,4092,0.001,260,-3167.73461903,120,630.58154296875,271,-0.7106752395629883,,
0.6915356516838074,118.65,33648,1473.086669921875,4193,0.001,264,-3073.50991713,123,643.0536499023438,272,-0.8402903079986572,,
0.6865860819816589,117.8,33864,1863.7506103515625,4220,0.001,268,-2862.9275375199995,124,637.3414916992188,273,-0.7961125373840332,,
0.682486891746521,113.08,34048,3278.52685546875,4243,0.001,272,-2776.5852205900005,124,621.8453979492188,273,-0.8519174456596375,,
0.6749557852745056,110.97,34384,2407.41064453125,4285,0.001,276,-2719.6830845400004,125,638.4351806640625,273,-1.0991363525390625,,
0.6696810126304626,110.54,34608,1818.5830078125,4313,0.001,280,-2689.31546352,126,630.847412109375,274,-0.8413475751876831,,
0.6668258905410767,111.15,34728,1745.04541015625,4328,0.001,284,-2686.2295175700006,126,632.6166381835938,274,-0.848484992980957,,
0.6590614914894104,105.4,35072,1257.1964111328125,4371,0.001,288,-2527.0853129099996,127,623.1616821289062,274,-0.8296024799346924,,
0.6472824215888977,101.66,35624,1310.8699951171875,4440,0.001,292,-2453.29484613,129,634.6798095703125,274,-1.1391586065292358,,
0.6338971257209778,101.72,36216,1677.039306640625,4514,0.001,296,-2427.54151439,131,635.4781494140625,275,-1.0881781578063965,,
0.6183494329452515,103.08,36912,1145.869384765625,4601,0.001,300,-2419.9778173600002,133,646.7659912109375,275,-0.9461973905563354,,
0.5973159074783325,107.4,37840,2598.4423828125,4717,0.001,304,-2472.43711012,137,648.48193359375,276,-1.4451619386672974,,
0.5645185112953186,120.37,39528,1196.219482421875,4928,0.001,308,-2631.43702651,142,604.8582763671875,277,-1.3727591037750244,,
0.5597975850105286,123.22,39760,2132.45751953125,4957,0.001,312,-2736.907319990001,143,585.4189453125,277,-1.1907894611358643,,
0.5549125671386719,122.93,40000,1374.481201171875,4987,0.001,315,-2725.9312829300006,143,596.62841796875,277,-1.2089061737060547,,
,,40000,,,,,,,,,,-9110.8929484,231.2
0.5549125671386719,123.19,40016,1935.0291748046875,4989,0.001,316,-2720.27487892,146,572.2030029296875,273,-1.3054019212722778,,
0.5483666658401489,122.26,40320,1372.6798095703125,5027,0.001,320,-2569.01399143,147,566.987548828125,273,-1.5991476774215698,,
0.5452149510383606,121.68,40456,1303.172607421875,5044,0.001,324,-2542.68538393,147,585.1809692382812,273,-1.2679407596588135,,
0.5390735268592834,120.49,40760,1553.906005859375,5082,0.001,328,-2475.6604674,148,616.36865234375,274,-1.4204304218292236,,
0.5322175025939941,112.1,41120,2944.63623046875,5127,0.001,332,-2248.4428102,149,634.2884521484375,274,-1.226697325706482,,
0.5309990048408508,116.08,41192,2498.22021484375,5136,0.001,336,-2350.39738777,150,593.9642944335938,274,-0.896512508392334,,
0.5290672183036804,116.09,41296,3640.673828125,5149,0.001,340,-2339.73592576,150,587.6972045898438,274,-0.9294860363006592,,
0.5251246094703674,113.67,41560,3327.53515625,5182,0.001,344,-2320.68958303,151,596.1832885742188,274,-0.9186868667602539,,
0.5220887064933777,116.95,41800,1322.751220703125,5212,0.001,348,-2392.52995079,152,618.9613647460938,274,-1.142218828201294,,
0.519180178642273,113.93,42016,2979.98828125,5239,0.001,352,-2343.1955178300004,152,597.5706176757812,275,-0.9571340680122375,,
0.515716016292572,101.06,42280,2059.265869140625,5272,0.001,356,-2109.50158264,153,595.2918090820312,275,-0.7793125510215759,,
0.5143288969993591,98.93,42408,1483.6207275390625,5288,0.001,360,-2098.1582114800003,153,631.5045166015625,275,-0.9520441293716431,,
0.4870642125606537,100.47,44392,1080.7855224609375,5536,0.001,364,-2118.17565111,160,590.6876831054688,277,-1.1558159589767456,,
0.48044127225875854,103.61,44944,1777.160400390625,5605,0.001,368,-2263.66696696,161,617.7340087890625,277,-1.019016981124878,,
0.473255455493927,106.2,45560,2551.572265625,5682,0.001,372,-2250.56014718,163,602.17626953125,277,-1.461188554763794,,
0.4623897075653076,104.41,46296,1128.9580078125,5774,0.001,376,-2352.48318,166,607.2962646484375,278,-1.5496230125427246,,
0.451523095369339,106.79,47040,3163.394287109375,5867,0.001,380,-2367.6864979700003,168,587.2782592773438,278,-1.6473431587219238,,
0.4471352994441986,106.11,47320,1284.922607421875,5902,0.001,384,-2351.4245379500003,169,588.7720947265625,278,-1.453202486038208,,
0.44481369853019714,110.09,47488,2737.257568359375,5923,0.001,388,-2402.61991,170,604.7652587890625,278,-1.327540636062622,,
0.4432906210422516,113.34,47616,1982.734619140625,5939,0.001,392,-2455.21050883,170,618.3528442382812,279,-1.348636269569397,,
0.43945345282554626,113.51,47968,2432.877685546875,5983,0.001,396,-2502.30144867,171,606.2552490234375,279,-1.0606929063796997,,
0.4312627911567688,115.1,48840,932.07373046875,6092,0.001,400,-2507.3932187699997,174,616.4053344726562,279,-0.9287869930267334,,
0.4268985092639923,123.61,49288,2336.63818359375,6148,0.001,404,-2565.7568061099996,176,598.3197021484375,279,-0.9188675284385681,,
0.42613035440444946,109.75,49400,1067.40673828125,6162,0.001,408,-2401.4215719999997,176,609.257568359375,279,-0.8243331909179688,,
0.42406925559043884,103.16,49672,1940.011474609375,6196,0.001,412,-2236.0236633100003,177,594.200927734375,280,-0.7407152056694031,,
0.42328834533691406,107.91,49808,1094.25244140625,6213,0.001,416,-2285.88322814,177,576.8970947265625,280,-0.7720398306846619,,
0.42210185527801514,108.09,50000,2775.34912109375,6237,0.001,418,-2283.81294604,178,592.9226684570312,280,-0.5662530064582825,,
,,50000,,,,,,,,,,-4344.161937999999,442.6
0.42168474197387695,102.9,50072,4691.09033203125,6246,0.001,420,-2238.31985104,183,584.3883056640625,273,-0.7130013704299927,,
0.4194939434528351,103.1,50456,3811.651611328125,6294,0.001,424,-2249.55384286,184,582.88427734375,273,-0.9749853610992432,,
0.41687339544296265,102.02,50808,2596.9052734375,6338,0.001,428,-2238.92210501,185,574.5780029296875,273,-1.216066598892212,,
0.4151463508605957,103.23,51000,1174.932861328125,6362,0.001,432,-2219.519633,186,615.747314453125,274,-0.6749822497367859,,
0.4139409065246582,98.19,51152,2150.53662109375,6381,0.001,436,-2099.66901111,186,583.1263427734375,274,-0.6518605947494507,,
0.4120214581489563,99.1,51408,1293.503173828125,6413,0.001,440,-2108.5351001999998,187,597.1915283203125,274,-1.0008213520050049,,
0.4099594056606293,99.12,51712,3705.96923828125,6451,0.001,444,-2092.47727965,188,556.1263427734375,274,-0.6404907703399658,,
0.39832839369773865,101.77,53336,1759.562744140625,6654,0.001,448,-2066.541440499999,193,561.7908935546875,275,-0.9132693409919739,,
0.38915008306503296,107.42,54584,2226.51123046875,6810,0.001,452,-2087.7998926399996,197,567.1361083984375,275,-0.019034504890441895,,
0.38390499353408813,112.33,55784,3427.708740234375,6960,0.001,456,-2241.2528164299993,201,569.1929931640625,276,-0.6712004542350769,,
0.38003525137901306,125.29,56696,2541.86083984375,7074,0.001,460,-2364.5663643,205,563.059814453125,276,-0.6102860569953918,,
0.37909364700317383,135.92,56904,1246.8734130859375,7100,0.001,464,-2447.83811996,206,533.7322998046875,276,-1.04586923122406,,
0.37741798162460327,130.1,57224,2764.05859375,7140,0.001,468,-2254.67237931,207,552.4431762695312,276,-0.7497055530548096,,
0.3727840185165405,122.53,57960,1382.188232421875,7232,0.001,472,-2191.09726209,209,554.4230346679688,276,-1.0588486194610596,,
0.37063127756118774,132.1,58232,3717.481689453125,7266,0.001,476,-2150.2501552800004,210,537.5717163085938,276,-0.9829725027084351,,
0.3673305809497833,131.05,58672,1502.5166015625,7321,0.001,480,-2149.25869254,212,523.4222412109375,276,-0.9625715017318726,,
0.3662809133529663,132.03,58824,1331.300048828125,7340,0.001,484,-2140.716337380001,212,558.8182373046875,276,-0.9910054802894592,,
0.362060546875,129.0,59744,2515.29296875,7455,0.001,488,-2094.3555027600005,215,572.99267578125,277,-0.3679996728897095,,
0.36148104071617126,124.69,60000,1337.618408203125,7487,0.001,490,-2018.1192460800003,216,569.7593383789062,277,-0.5126413702964783,,
,,60000,,,,,,,,,,-3196.9121994,317.2
0.3603309988975525,125.36,60408,3469.82177734375,7538,0.001,492,-2025.69456535,221,561.2240600585938,272,0.2078952044248581,,
0.35983529686927795,124.34,60680,944.98828125,7572,0.001,496,-1988.2841185599996,222,580.2405395507812,273,-0.22113963961601257,,
0.35880887508392334,124.13,61160,1276.321533203125,7632,0.001,500,-1989.0724486999998,223,553.1591796875,273,-0.9144452810287476,,
0.35778892040252686,125.42,61536,1177.2274169921875,7679,0.001,504,-2055.62197566,224,530.7733154296875,273,-0.23903506994247437,,
0.35641422867774963,125.65,61928,3540.3330078125,7728,0.001,508,-2024.8577149200003,226,504.125,273,-0.6132981777191162,,
0.3552416265010834,129.99,62176,3101.900390625,7759,0.001,512,-2074.9618162499996,227,546.203857421875,273,-0.4867681860923767,,
0.35439419746398926,125.91,62400,4342.998046875,7787,0.001,516,-2025.11551402,227,519.4197998046875,273,-0.3863900899887085,,
0.3526689410209656,126.24,62984,3048.78857421875,7860,0.001,520,-2060.4482188499996,229,534.5870971679688,274,0.00608932226896286,,
0.35217300057411194,131.02,63800,7608.9501953125,7962,0.001,524,-2103.82085878,232,563.1536865234375,274,-0.44899022579193115,,
0.35135310888290405,132.01,64184,1806.7042236328125,8010,0.001,528,-2120.69643706,233,523.77001953125,274,-0.34485384821891785,,
0.3508954346179962,135.44,64480,2128.6025390625,8047,0.001,532,-2156.25870114,234,531.761474609375,274,-0.3227704167366028,,
0.34915903210639954,139.41,65088,2395.19873046875,8123,0.001,536,-2176.03628314,236,513.2405395507812,275,-0.45387253165245056,,
0.3488355875015259,139.55,65160,2326.06103515625,8132,0.001,540,-2178.95901638,236,527.30419921875,275,-0.4461367726325989,,
0.34666839241981506,140.77,65552,3778.57421875,8181,0.001,544,-2162.53685902,237,514.716796875,275,-0.9570524096488953,,
0.3409721255302429,133.7,66520,1212.713134765625,8302,0.001,548,-2089.1319976900004,241,538.119873046875,275,-0.9547247886657715,,
0.3347034454345703,137.26,67584,2717.564453125,8435,0.001,552,-2158.76855944,245,505.0732727050781,275,-0.3122255206108093,,
0.3315969705581665,134.98,68208,3491.938720703125,8513,0.001,556,-2025.58428293,247,527.8431396484375,276,-0.6804611086845398,,
0.32809576392173767,129.57,69336,2560.62646484375,8654,0.001,560,-1952.53422765,250,491.99591064453125,276,0.2255541980266571,,
0.32783353328704834,132.5,70000,4180.00439453125,8737,0.001,562,-1942.9042054999998,253,470.3888854980469,276,-0.0014375150203704834,,
,,70000,,,,,,,,,,-928.4170032,38.8
0.3278667628765106,122.93,70128,1236.7962646484375,8753,0.001,564,-1837.9920856299996,254,522.5364990234375,275,0.10077330470085144,,
0.32818397879600525,131.5,70696,2910.8779296875,8824,0.001,568,-1962.8117302,256,480.0329284667969,276,-0.27370643615722656,,
0.3267578184604645,131.42,71792,3065.45947265625,8961,0.001,572,-1961.3188348299998,259,453.4319152832031,276,-0.2560740113258362,,
0.3263568580150604,126.24,72416,2073.416259765625,9039,0.001,576,-1935.2736286,261,481.1000671386719,276,-0.6638535857200623,,
0.32603949308395386,132.23,72696,6847.5224609375,9074,0.001,580,-2062.1323576500004,262,499.88995361328125,276,-0.210230752825737,,
0.3273729979991913,138.38,73352,3555.851318359375,9156,0.001,584,-2215.6224880500004,264,501.2939147949219,277,0.1161818876862526,,
0.32898733019828796,137.37,73912,4623.888671875,9226,0.001,588,-2194.47814319,266,492.39764404296875,277,0.6129701733589172,,
0.3313908874988556,137.92,74344,3923.677734375,9280,0.001,592,-2199.13373319,267,465.2599792480469,277,0.6107290387153625,,
0.3339079022407532,136.91,74824,1289.165283203125,9340,0.001,596,-2205.60819859,269,490.3504638671875,277,0.3102915287017822,,
0.3371983766555786,147.35,75840,2175.06103515625,9467,0.001,600,-2369.40049137,272,456.24688720703125,278,0.6166026592254639,,
0.3399307429790497,143.94,76456,1930.80859375,9544,0.001,604,-2238.31552522,274,453.134521484375,278,-0.1040339320898056,,
0.3407043218612671,149.79,76680,5702.4853515625,9572,0.001,608,-2248.30163503,275,501.8623352050781,278,0.9986633658409119,,
0.343411386013031,148.24,77136,2171.1455078125,9629,0.001,612,-2220.5137566500002,276,436.62347412109375,278,0.5948120951652527,,
0.34514737129211426,149.3,77416,1067.8486328125,9664,0.001,616,-2221.6394641,277,456.97650146484375,278,0.29412683844566345,,
0.3490011990070343,151.25,78224,5064.2099609375,9765,0.001,620,-2279.74883351,280,442.261962890625,278,0.16847050189971924,,
0.34961310029029846,151.89,78848,1667.500732421875,9843,0.001,624,-2300.60165215,282,454.98565673828125,278,0.10296463966369629,,
0.3494284749031067,156.43,78992,1054.3433837890625,9861,0.001,628,-2291.2426923699995,283,451.48577880859375,278,-0.09516333788633347,,
0.34944236278533936,152.98,79392,3782.191650390625,9911,0.001,632,-2269.1982252699995,284,438.12921142578125,279,0.5696686506271362,,
0.3497576415538788,149.97,79480,2572.9365234375,9922,0.001,636,-2264.7591502200003,284,442.20263671875,279,0.6729254722595215,,
0.3506290912628174,149.89,79920,1815.710205078125,9977,0.001,640,-2240.72423134,286,421.175048828125,279,0.2247297614812851,,
0.35080811381340027,149.89,80000,1347.6722412109375,9987,0.001,640,-2240.72423134,286,451.8652648925781,279,0.047725141048431396,,
,,80000,,,,,,,,,,-917.0933468,85.0
0.35234391689300537,148.84,80472,2764.76318359375,10046,0.001,644,-2267.49222078,289,442.55523681640625,278,0.9669778943061829,,
0.353258341550827,147.05,80664,3183.0107421875,10070,0.001,648,-2244.43634195,290,423.62310791015625,278,0.4400937259197235,,
0.35598471760749817,141.98,81224,1806.9815673828125,10140,0.001,652,-2290.67599766,291,417.6539001464844,278,0.3755946755409241,,
0.3595468997955322,140.83,81896,6304.4228515625,10224,0.001,656,-2261.3768396500004,294,437.1114807128906,278,0.30560529232025146,,
0.3607379198074341,133.44,82320,1626.9664306640625,10277,0.001,660,-2187.7889908700004,295,445.86956787109375,278,0.006154060363769531,,
0.3615771234035492,131.18,82832,4197.376953125,10341,0.001,664,-2196.71784227,297,441.01690673828125,278,-0.18996620178222656,,
0.3637639284133911,130.57,85920,1754.5987548828125,10727,0.001,668,-2148.8416518,307,395.6466064453125,279,-0.13862067461013794,,
0.3645979166030884,157.8,86664,1551.547119140625,10820,0.001,672,-2532.24891815,309,401.07421875,280,0.2457297444343567,,
0.3653971254825592,154.82,87048,1377.4202880859375,10868,0.001,676,-2507.6118431699997,310,414.2451477050781,280,0.3007028102874756,,
0.36720678210258484,156.08,87440,1950.195068359375,10917,0.001,680,-2411.04509699,311,415.39898681640625,280,-0.1132388487458229,,
0.3654431104660034,154.04,88672,1378.574462890625,11071,0.001,684,-2276.8419403,316,405.4679260253906,280,-0.05758383870124817,,
0.3623449504375458,155.67,89680,1706.340576171875,11197,0.001,688,-2323.7040484699996,319,420.6158752441406,280,-0.6117597818374634,,
0.3611150085926056,159.39,90000,1303.8299560546875,11237,0.001,690,-2345.28386153,320,424.73590087890625,280,-0.25315946340560913,,
,,90000,,,,,,,,,,-7526.081558399999,456.2
0.35930219292640686,159.53,90464,5706.046875,11295,0.001,692,-2343.9992426800004,326,453.263671875,277,0.07894876599311829,,
0.3597670793533325,170.81,91168,2699.64697265625,11383,0.001,696,-2408.26010793,328,370.4975280761719,277,0.48277023434638977,,
0.36065801978111267,162.35,92224,5239.048828125,11515,0.001,700,-2251.32728601,332,403.6355285644531,277,-0.20875006914138794,,
0.3594403564929962,158.24,92760,1622.3314208984375,11582,0.001,704,-2241.82748704,333,421.5408935546875,277,-0.23014163970947266,,
0.35898348689079285,164.24,93672,1219.775146484375,11696,0.001,708,-2309.45891675,336,396.683349609375,278,-0.6634584069252014,,
0.3573911488056183,166.34,94048,7243.25537109375,11743,0.001,712,-2323.62961579,338,416.7386169433594,278,-0.31414252519607544,,
0.3559812307357788,169.11,94472,3936.3701171875,11796,0.001,716,-2337.11217662,339,381.761474609375,278,-0.530156672000885,,
0.3508578836917877,171.87,95264,2667.78173828125,11895,0.001,720,-2321.37630534,342,423.91326904296875,278,-0.9588897228240967,,
0.3451507091522217,168.91,96144,4558.33984375,12005,0.001,724,-2264.60344986,344,389.6629333496094,278,-0.29019108414649963,,
0.34331950545310974,166.23,96744,1967.347900390625,12080,0.001,728,-2219.93445466,346,396.2318420410156,278,-0.13111555576324463,,
0.34270891547203064,175.35,98544,6341.6015625,12305,0.001,732,-2273.4368904599996,352,350.9917907714844,279,-0.02249377965927124,,
0.3454316556453705,174.18,99464,1817.8955078125,12420,0.001,736,-2238.78651833,355,411.8397521972656,279,0.4283498525619507,,
0.350546270608902,177.66,100000,9898.888671875,12487,0.001,739,-2246.7967439999998,357,399.21563720703125,279,-0.16660495102405548,,
,,100000,,,,,,,,,,-1606.3442976000001,335.4
0.35161206126213074,181.71,100456,1741.2734375,12544,0.001,740,-2285.27777234,362,358.0506286621094,277,-0.5132309198379517,,
0.35293570160865784,198.27,101280,2277.279296875,12647,0.001,744,-2318.5886649,364,384.1506652832031,277,-0.14983440935611725,,
0.3537791967391968,214.14,101592,2275.17041015625,12686,0.001,748,-2396.7669440500003,365,373.8576965332031,277,-0.05406734347343445,,
0.3443945050239563,215.35,103328,1055.497314453125,12903,0.001,752,-2255.0796365500005,371,370.388427734375,278,0.022720247507095337,,
0.3432081341743469,214.49,103560,2308.433349609375,12932,0.001,756,-2238.6379101,372,352.3412170410156,278,-0.7824265956878662,,
0.3407914936542511,213.87,103904,4939.27783203125,12975,0.001,760,-2252.52289286,373,361.7721862792969,278,-0.4947687089443207,,
0.338095098733902,215.24,104232,1281.179443359375,13016,0.001,764,-2276.95416596,374,367.3963928222656,278,0.2492232620716095,,
0.3388792872428894,214.02,105488,1129.30029296875,13173,0.001,768,-2230.2699216799997,378,354.9192810058594,278,0.030457675457000732,,
0.3296844959259033,193.06,107304,4540.9453125,13400,0.001,772,-1827.7777371599996,384,354.79254150390625,279,-0.5606717467308044,,
0.3165634870529175,207.17,109720,3057.94482421875,13702,0.001,776,-2038.2893943699996,392,335.5042724609375,279,-0.274724543094635,,
0.31666693091392517,207.17,110000,1479.2313232421875,13737,0.001,776,-2038.2893943699996,393,344.58489990234375,279,0.487163782119751,,
,,110000,,,,,,,,,,-31001.744653,1000.0
0.3200204074382782,216.59,110880,2680.909423828125,13847,0.001,780,-2059.4173251499997,412,347.7684020996094,268,-0.05501403659582138,,
