train/ent_coef,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/n_updates,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss,time/fps,train/ent_coef_loss,eval/mean_reward,eval/mean_ep_length
1.0,9.75,128,22441.564453125,3,0.001,4,-1132.1769015,0,-0.19951000809669495,212,0.0,,
0.9970003962516785,8.375,200,36644.61328125,12,0.001,8,-1135.22444975,0,-3.0688018798828125,224,-0.040195439010858536,,
0.9750898480415344,16.25,720,7604.80224609375,77,0.001,12,-1582.519787,2,-4.904716968536377,291,-0.306267648935318,,
0.9684815406799316,19.6875,888,8661.30859375,98,0.001,16,-1801.32685625,2,-5.751909255981445,296,-0.2950565814971924,,
0.9577527046203613,28.65,1232,6707.43701171875,141,0.001,20,-2334.3902882,4,-106.95608520507812,304,-0.13262026011943817,,
0.9522829651832581,39.583333333333336,1744,8638.3310546875,205,0.001,24,-3096.989392291667,5,-85.25946044921875,303,0.16633979976177216,,
0.953715443611145,36.464285714285715,1888,10752.9111328125,223,0.001,28,-2980.8675193928575,6,-138.72732543945312,306,0.297301709651947,,
1.0032709836959839,54.90625,3328,6041.38916015625,403,0.001,32,-4323.083734875,10,-91.8681640625,307,-0.01881088688969612,,
1.0204418897628784,56.52777777777778,3832,5792.1826171875,466,0.001,36,-4462.120799138889,12,-30.789806365966797,310,-0.08147930353879929,,
1.0501277446746826,86.775,5200,4195.2333984375,637,0.001,40,-6705.034538174999,16,116.69967651367188,310,-0.07877711951732635,,
1.0548478364944458,109.72727272727273,6104,3110.048828125,750,0.001,44,-8613.359517772727,19,209.97052001953125,311,0.004996900446712971,,
1.0549540519714355,107.125,6344,8700.9189453125,780,0.001,48,-8250.767175145833,20,168.8671112060547,311,0.012310435995459557,,
1.0548062324523926,101.9423076923077,6704,4294.1650390625,825,0.001,52,-7814.42751075,21,178.5172119140625,311,0.0009565702639520168,,
1.0552492141723633,97.44642857142857,7208,3642.74462890625,888,0.001,56,-7366.148031357144,23,129.77809143066406,312,-0.05238848552107811,,
1.067562460899353,107.43333333333334,8440,3239.19287109375,1042,0.001,60,-7801.3341882,27,316.37078857421875,312,-0.1276686191558838,,
1.069109559059143,101.546875,8568,3097.951904296875,1058,0.001,64,-7394.782551843749,27,348.83123779296875,312,-0.1338820606470108,,
1.0715391635894775,102.30882352941177,8760,3082.59814453125,1082,0.001,68,-7510.245055455882,28,413.36865234375,312,-0.1169142797589302,,
1.0754474401474,110.0,9040,7142.45166015625,1117,0.001,72,-8152.793090138888,28,286.6639709472656,312,-0.1731986105442047,,
1.0805128812789917,113.25,9416,3575.8974609375,1164,0.001,76,-8205.663089052632,30,335.12994384765625,309,-0.10213682800531387,,
1.0831630229949951,113.4625,9632,5169.1591796875,1191,0.001,80,-8243.312722012499,31,236.03469848632812,308,-0.1414610892534256,,
1.0877206325531006,112.48148148148148,10000,3636.787841796875,1237,0.001,81,-8177.80500011111,32,341.8407897949219,308,-0.0837278813123703,,
,,10000,,,,,,,,,,-43369.8621134,621.2
1.0952248573303223,111.39285714285714,11248,5603.642578125,1393,0.001,84,-8072.719553726189,42,448.0766296386719,263,-0.008428104221820831,,
1.0967472791671753,119.81818181818181,11816,2841.716796875,1464,0.001,88,-8254.526881602273,44,367.96185302734375,265,0.044180989265441895,,
1.0963209867477417,119.21739130434783,11976,4378.72021484375,1484,0.001,92,-8129.917210141304,45,426.3177490234375,266,0.037850722670555115,,
1.0960129499435425,119.875,12504,5087.3515625,1550,0.001,96,-8066.320043854165,46,384.64154052734375,267,-0.02620561234652996,,
1.0955398082733154,125.83,13168,6855.5966796875,1633,0.001,100,-8294.760917239999,48,357.4781799316406,269,-0.004374723881483078,,
1.0956192016601562,125.68,13352,4192.58447265625,1656,0.001,104,-8293.226974770001,49,365.0547790527344,270,-0.017457613721489906,,
1.0983964204788208,127.02,14648,3363.33642578125,1818,0.001,108,-8329.06482689,53,369.76934814453125,273,0.04220350459218025,,
1.0961339473724365,134.88,15040,2798.89892578125,1867,0.001,112,-8800.74212992,54,331.38421630859375,274,0.06960640847682953,,
1.0948383808135986,138.3,15200,8754.630859375,1887,0.001,116,-8959.14735199,55,279.1280822753906,275,0.08787611126899719,,
1.0895435810089111,136.46,15760,8686.001953125,1957,0.001,120,-8826.998137759998,56,428.92181396484375,276,0.072207972407341,,
1.0864429473876953,140.82,16096,3267.51953125,1999,0.001,124,-8911.88931699,58,359.23077392578125,277,0.06889192759990692,,
1.0847374200820923,140.39,16280,4922.4990234375,2022,0.001,128,-8864.57986675,58,338.8077392578125,277,0.05206170305609703,,
1.0666823387145996,140.48,17776,2683.605712890625,2209,0.001,132,-8551.27043768,63,493.30841064453125,281,0.10500513017177582,,
1.063056468963623,141.72,18008,7383.4150390625,2238,0.001,136,-8460.81602651,63,451.0362548828125,281,0.11247827112674713,,
1.042061448097229,141.3,18952,2715.74560546875,2356,0.001,140,-7918.66242828,67,526.3109130859375,281,0.09754717350006104,,
1.02456533908844,129.94,19760,5262.29296875,2457,0.001,144,-6891.0222279399995,69,498.71795654296875,282,0.04313256964087486,,
1.0197888612747192,130.11,20000,6224.626953125,2487,0.001,146,-6836.107739290001,70,503.42352294921875,282,0.03372986614704132,,
,,20000,,,,,,,,,,-3969.0293604,180.2
1.0123775005340576,135.4,20400,3517.3837890625,2537,0.001,148,-6953.1053899300005,73,501.3686218261719,276,0.026133574545383453,,
1.0030661821365356,136.1,20872,4096.5263671875,2596,0.001,152,-6964.52293726,75,536.8660888671875,276,0.005302519537508488,,
0.9959282279014587,142.21,21304,3063.669921875,2650,0.001,156,-7170.67021804,76,485.9082336425781,277,-0.00444121053442359,,
0.9925656914710999,134.08,21560,2423.115234375,2682,0.001,160,-6688.203161429999,77,546.0591430664062,277,-0.01200936734676361,,
0.9806272387504578,139.92,22160,3632.52587890625,2757,0.001,164,-6807.657823350001,79,483.04541015625,278,-0.04381395876407623,,
0.9636759161949158,145.09,22904,3488.266845703125,2850,0.001,168,-6789.631737359999,81,540.7550048828125,279,-0.06936798989772797,,
0.9571493864059448,143.12,23200,3025.16943359375,2887,0.001,172,-6189.007086189999,82,552.4249877929688,279,-0.06828233599662781,,
0.9526574015617371,143.79,23408,6203.69140625,2913,0.001,176,-5976.55535156,83,590.3984985351562,280,-0.1180414929986,,
0.9404302835464478,141.07,23856,1525.757080078125,2969,0.001,180,-5687.584028360001,84,545.4760131835938,281,-0.12016281485557556,,
0.9346475601196289,139.44,24072,1542.861328125,2996,0.001,184,-5557.39556052,85,549.6412963867188,281,-0.14404788613319397,,
0.8843632936477661,136.07,25888,2141.212890625,3223,0.001,188,-5289.57936879,91,586.9310302734375,283,-0.27745965123176575,,
0.8795624375343323,137.49,26064,8619.26953125,3245,0.001,192,-5206.615411119999,91,564.923583984375,283,-0.35944193601608276,,
0.873997151851654,135.83,26264,1580.143798828125,3270,0.001,196,-5023.68614037,92,586.561279296875,283,-0.324317991733551,,
0.8648000955581665,126.0,26568,2352.57666015625,3308,0.001,200,-4526.347474869999,93,593.979736328125,283,-0.36367470026016235,,
0.8605364561080933,126.34,26720,1644.658447265625,3327,0.001,204,-4527.10549433,94,599.5213623046875,284,-0.35060828924179077,,
0.8405451774597168,127.11,27448,3637.823974609375,3418,0.001,208,-4510.65893241,96,611.6544189453125,284,-0.4132903814315796,,
0.8265138268470764,122.6,27976,1485.4940185546875,3484,0.001,212,-4030.13087193,98,596.7774047851562,285,-0.2987518906593323,,
0.8172612190246582,118.83,28376,1686.642822265625,3534,0.001,216,-3824.39020647,99,611.01513671875,285,-0.39886966347694397,,
0.8040280938148499,126.68,28912,1548.8199462890625,3601,0.001,220,-4023.283834759999,101,625.4691772460938,284,-0.47904762625694275,,
