train/policy_gradient_loss,time/fps,train/loss,train/clip_fraction,rollout/ep_rew_mean,time/total_timesteps,train/approx_kl,train/explained_variance,train/value_loss,time/time_elapsed,train/learning_rate,train/clip_range,train/n_updates,rollout/ep_len_mean,train/std,train/entropy_loss
-0.0010651846423570532,1024,741975936.0,0.0,-314498.05237034,180000,0.001016479,5.960464477539063e-08,1478444521.75,175,0.0003,0.2,210,152.23,0.9922552108764648,-8.468077009171248
-0.0014585631741283577,1004,612501248.0,0.00013427734375,-323723.51289054996,190000,0.001575146,0.0,1252098996.0,189,0.0003,0.2,230,163.48,0.9909231066703796,-8.460260610282422
-0.000908783781233069,1009,489861056.0,0.0,-341833.1680092,200000,0.000531005,0.0,1271892467.85,198,0.0003,0.2,240,183.28,0.990486204624176,-8.457433208078147
-0.001396168162864342,1015,650881088.0,1.220703125e-05,-349219.0362030699,210000,0.0010457512,-1.1920928955078125e-07,1323644544.6,206,0.0003,0.2,250,183.79,0.9887266159057617,-8.450831958651543
-0.0008221729498472996,1019,797564160.0,0.0,-295762.44277676,220000,0.0005290982,5.960464477539063e-08,1296546589.9,215,0.0003,0.2,260,154.94,0.9883294105529785,-8.444152007997037
-0.0014465299484072603,1003,661832896.0,0.0001220703125,-275242.82379764004,230000,0.0015490007,0.0,1290649732.35,229,0.0003,0.2,280,147.15,0.9872042536735535,-8.438085948675871
-0.0009907618487886793,1007,584570944.0,1.220703125e-05,-296775.35265337006,240000,0.0009147833,0.0,1280388549.75,238,0.0003,0.2,290,156.86,0.9868762493133545,-8.435002375394106
-0.0019902759235264967,1011,746546560.0,0.00054931640625,-320761.76771236,250000,0.002226289,-1.1920928955078125e-07,1436784511.5,247,0.0003,0.2,300,169.32,0.9858293533325195,-8.43101339712739
-0.0022046321966627145,1015,584599872.0,0.00040283203125,-302393.9595893,260000,0.0021299338,5.960464477539063e-08,1311892273.2,255,0.0003,0.2,310,158.14,0.985144317150116,-8.425513323396444
-0.0010592301670840243,1019,794986240.0,1.220703125e-05,-277163.07963973,270000,0.0011184593,0.0,1349347614.65,264,0.0003,0.2,320,148.15,0.9845676422119141,-8.421797010302544
-0.0015459234011359513,1005,537780608.0,0.00028076171875,-312039.57570038,280000,0.0017458159,-1.1920928955078125e-07,1200934213.2,278,0.0003,0.2,340,177.02,0.9845525622367859,-8.418799476325512
-0.001195013253891375,1009,704080384.0,0.0,-269372.46396613,290000,0.0011953737,0.0,1243870298.05,287,0.0003,0.2,350,145.57,0.9840468764305115,-8.418174393475056
-0.001387379383413645,1012,475702912.0,7.32421875e-05,-262510.6348516,300000,0.0016088521,0.0,1190690462.05,296,0.0003,0.2,360,144.03,0.9832249283790588,-8.414117412269116
-0.0011820670094493835,1015,762588480.0,4.8828125e-05,-237688.51226979002,310000,0.001312189,0.0,1403042974.15,305,0.0003,0.2,370,127.8,0.982819139957428,-8.410293258726597
-0.001119791681503557,1004,546246528.0,1.220703125e-05,-282571.8000406299,320000,0.0012748232,0.0,1110151342.6,318,0.0003,0.2,390,163.42,0.9807250499725342,-8.400275396555662
-0.0008896782440388051,1007,499924864.0,0.0,-295804.18974278,330000,0.0005344235,-1.1920928955078125e-07,1188316673.85,327,0.0003,0.2,400,176.89,0.980072021484375,-8.394073946774006
-0.0008708198634849396,1010,586358848.0,0.0,-273852.88375121,340000,0.0008934432,0.0,1219237773.35,336,0.0003,0.2,410,157.28,0.9797400832176208,-8.391079597920179
-0.0012913256276078755,1012,709722176.0,7.32421875e-05,-241455.26366752997,350000,0.0012595716,0.0,1192826884.2,345,0.0003,0.2,420,142.79,0.9785940051078796,-8.386532854288816
-0.0019396571387915174,1015,695758592.0,0.0012939453125,-247066.03151827,360000,0.0027949505,5.960464477539063e-08,1119350353.1,354,0.0003,0.2,430,134.6,0.9780227541923523,-8.381392370909452
-0.0008862501069415885,1005,398023392.0,0.0,-252560.70732529,370000,0.00083899015,5.960464477539063e-08,1110367273.4,368,0.0003,0.2,450,141.35,0.9771367907524109,-8.374804978072643
-0.0008219896291848273,1007,674503232.0,0.0,-253432.12507452004,380000,0.00070445036,0.0,1139299809.0,377,0.0003,0.2,460,152.19,0.9759554862976074,-8.370430636405946
-0.0011573401675377681,1010,528490816.0,0.00013427734375,-264232.63194612996,390000,0.001577957,0.0,976703346.0,385,0.0003,0.2,470,162.19,0.9758561253547668,-8.36640954837203
-0.0018705940045038005,1012,559832960.0,0.0025390625,-262084.28016663,400000,0.0027442332,0.0,1154801072.45,394,0.0003,0.2,480,153.93,0.9763302206993103,-8.367509075254201
-0.0013089955737996205,1003,546347584.0,0.000146484375,-262246.83706109,410000,0.0017961278,0.0,1085370656.275,408,0.0003,0.2,500,158.87,0.9748227000236511,-8.363119056820869
-0.0017562694951266168,1006,640432960.0,0.00126953125,-245087.16725624996,420000,0.002623974,-1.1920928955078125e-07,1235216305.75,417,0.0003,0.2,510,140.91,0.9747717976570129,-8.35959982201457
-0.0014694991663418478,1008,858273344.0,0.000830078125,-224024.74650570002,430000,0.0022639704,0.0,1195206321.4,426,0.0003,0.2,520,127.15,0.9744575619697571,-8.358454681932926
-0.003009296532945882,1010,618767488.0,0.01180419921875,-234773.51123769,440000,0.004304504,-1.1920928955078125e-07,1214273674.45,435,0.0003,0.2,530,137.63,0.9740192294120789,-8.356166037172079
-0.0012165788639322273,1013,492473472.0,0.00067138671875,-243221.17295237002,450000,0.0020462845,0.0,1105937887.15,444,0.0003,0.2,540,144.79,0.9740366339683533,-8.354776506870985
-0.001835773953143871,1004,542535808.0,0.00206298828125,-229500.35073332998,460000,0.0027989084,1.1920928955078125e-07,1026281574.075,457,0.0003,0.2,560,144.94,0.9725825786590576,-8.34587246403098
-0.0009889703516819282,1007,579217664.0,2.44140625e-05,-238485.90969608002,470000,0.0013002142,0.0,1084335317.7,466,0.0003,0.2,570,153.09,0.9717352390289307,-8.342722801864147
-0.001271015524162067,1009,465246208.0,0.0002197265625,-230785.06830759996,480000,0.0018011115,0.0,1088430067.45,475,0.0003,0.2,580,143.72,0.9712882041931152,-8.338758987933398
-0.0024418973637693854,1011,586823424.0,0.00455322265625,-253070.98397124003,490000,0.003426332,0.0,1113251561.65,484,0.0003,0.2,590,157.1,0.9711704850196838,-8.33695253059268
-0.0007307792415303993,1003,592205504.0,0.0,-231715.18325448997,500000,0.0006318821,5.960464477539063e-08,1104594624.35,498,0.0003,0.2,610,142.01,0.9694706797599792,-8.32807337641716
-0.001402214850895689,1005,532885376.0,0.0006103515625,-226387.75942707996,510000,0.002014842,0.0,1163830318.55,507,0.0003,0.2,620,129.5,0.96942138671875,-8.325600612163544
-0.0020029278137371877,1007,507492416.0,0.00228271484375,-240686.7737204,520000,0.0029634854,0.0,1057638048.45,516,0.0003,0.2,630,147.91,0.9696941375732422,-8.326492755115032
-0.0016565074873142293,1009,612270592.0,0.0006103515625,-252009.75696897,530000,0.002225344,0.0,1014126679.425,525,0.0003,0.2,640,157.94,0.969379723072052,-8.32612541243434
-0.00198292585555464,1011,679285184.0,0.0013916015625,-255300.16187859004,540000,0.0028243074,0.0,1048903638.15,534,0.0003,0.2,650,152.76,0.9685507416725159,-8.32274007871747
-0.0007774604804581031,1004,581764160.0,0.0,-260032.52583914,550000,0.0008995059,-1.1920928955078125e-07,917384873.775,547,0.0003,0.2,670,165.23,0.9660343527793884,-8.308244383335113
-0.0024662957497639582,1006,477932928.0,0.00714111328125,-267579.71182019,560000,0.0035734707,-1.1920928955078125e-07,946297569.75,556,0.0003,0.2,680,179.66,0.9660370945930481,-8.30450917929411
-0.0007661429641302675,1008,555204800.0,0.0,-270047.99003349,570000,0.0005930694,5.960464477539063e-08,968538423.225,565,0.0003,0.2,690,181.03,0.9653363227844238,-8.301837505400181
-0.0013294973976371693,1009,521665824.0,0.000244140625,-245720.22347987004,580000,0.0015477518,-1.1920928955078125e-07,993803744.5,574,0.0003,0.2,700,159.35,0.9643996357917786,-8.296584361791611
-0.0016832346541377774,1003,595339584.0,0.00125732421875,-230127.02599403,590000,0.0027820466,0.0,1015553648.5,587,0.0003,0.2,720,149.35,0.9630095958709717,-8.286686178296804
-0.0014014975318787037,1005,448349824.0,0.0012939453125,-238500.40864583,600000,0.0022346324,5.960464477539063e-08,981185115.85,596,0.0003,0.2,730,155.66,0.9622840285301208,-8.28244668841362
-0.002366569950208941,1007,555327680.0,0.0062255859375,-257580.52453904995,610000,0.0037485007,5.960464477539063e-08,1057012907.15,605,0.0003,0.2,740,163.52,0.9619001746177673,-8.279012524336576
-0.002498708721577714,1008,594100736.0,0.00654296875,-246855.00494069004,620000,0.0036457852,0.0,904395745.45,614,0.0003,0.2,750,157.41,0.961314857006073,-8.275801080465317
-0.0009415630987859913,1010,726316480.0,9.765625e-05,-225976.00904875004,630000,0.0012450711,0.0,1070605076.6,623,0.0003,0.2,760,149.05,0.9603889584541321,-8.270887783169746
-0.0020208318368531764,1004,558067456.0,0.00679931640625,-229680.85533156001,640000,0.0035721436,5.960464477539063e-08,1006760382.2,637,0.0003,0.2,780,157.15,0.9572257995605469,-8.25260620713234
-0.0013720123501116178,1005,634017280.0,0.0007568359375,-213206.44793387997,650000,0.0019953665,0.0,1039269490.85,646,0.0003,0.2,790,142.5,0.9569087028503418,-8.246797567605972
-0.0011782491490521351,1007,454554176.0,9.765625e-05,-216101.28051762,660000,0.0014565751,0.0,1049726408.225,655,0.0003,0.2,800,139.07,0.9560957551002502,-8.24341726526618
-0.0008960615668911487,1008,438745152.0,0.00013427734375,-233452.14685574002,670000,0.0016636027,0.0,929976385.725,664,0.0003,0.2,810,159.55,0.9560676217079163,-8.240697693824767
-0.0011174935214512515,1003,717209664.0,0.0001220703125,-224612.68694512002,680000,0.0015634751,0.0,1052802872.475,677,0.0003,0.2,830,150.19,0.9550005793571472,-8.23523769006133
-0.0010634820191626204,1004,559855168.0,0.00013427734375,-228099.66621216998,690000,0.0016147625,-1.1920928955078125e-07,873557520.125,686,0.0003,0.2,840,158.56,0.9543354511260986,-8.23144349232316
-0.0013921485806349665,1006,513448320.0,0.00086669921875,-252911.81392960006,700000,0.0023024818,1.7881393432617188e-07,951240443.225,695,0.0003,0.2,850,182.4,0.9535086750984192,-8.226823612302542
-0.0028881613457997445,1007,539415104.0,0.013232421875,-240016.75869257998,710000,0.004578896,-1.1920928955078125e-07,861446280.5,704,0.0003,0.2,860,168.9,0.9519508481025696,-8.219618155807257
-0.0018419184181766469,1009,296638784.0,0.00543212890625,-231809.65211482003,720000,0.0033994548,0.0,940616889.675,713,0.0003,0.2,870,158.9,0.9522742629051208,-8.21543741300702
-0.0021884245732508136,1003,601062848.0,0.0111328125,-232536.38587889998,730000,0.0037349288,0.0,874075112.95,727,0.0003,0.2,890,173.4,0.9503452181816101,-8.20740896910429
-0.001158538141680765,1005,603960768.0,0.0003173828125,-209223.97645409004,740000,0.0016486573,0.0,1031269270.175,736,0.0003,0.2,900,139.68,0.9497453570365906,-8.202152861654758
-0.0010759936083559296,1006,471414016.0,1.220703125e-05,-226724.32320827,750000,0.0009332191,0.0,969969922.4,745,0.0003,0.2,910,148.85,0.9490987658500671,-8.198366501927376
-0.0011259004035309773,1007,574477376.0,0.0002685546875,-217827.27921229,760000,0.0016512533,-1.1920928955078125e-07,924177184.7,754,0.0003,0.2,920,146.15,0.948016345500946,-8.192810501903296
-0.002180706522813125,1009,440602816.0,0.0067626953125,-211804.21144944997,770000,0.0030234477,0.0,980564160.35,763,0.0003,0.2,930,147.1,0.9475834965705872,-8.187790501862764
-0.0016941858048994617,1004,479356480.0,0.0009033203125,-202963.58884430001,780000,0.002411984,5.960464477539063e-08,911152205.75,776,0.0003,0.2,950,143.2,0.9456036686897278,-8.17908867150545
-0.0008575331918109441,1005,518860544.0,1.220703125e-05,-210294.11067596,790000,0.00097418565,0.0,942380217.025,785,0.0003,0.2,960,154.47,0.9450250267982483,-8.171461487561464
-0.003357554385183903,1006,399850880.0,0.01240234375,-210642.69112537996,800000,0.004475742,0.0,851651376.075,794,0.0003,0.2,970,147.67,0.9441898465156555,-8.166861329972743
-0.0016363675122192944,1007,398646208.0,0.002978515625,-217933.42251325998,810000,0.0028235207,5.960464477539063e-08,1021193534.225,803,0.0003,0.2,980,148.59,0.9438864588737488,-8.163300918787717
-0.0020756317771883914,1003,340329664.0,0.00487060546875,-219715.24128513,820000,0.0033523818,0.0,879198677.625,817,0.0003,0.2,1000,161.84,0.9412426948547363,-8.151079760491848
-0.0024490854497344118,1004,522537408.0,0.0054931640625,-201627.76266789998,830000,0.0036951127,5.960464477539063e-08,862494580.275,826,0.0003,0.2,1010,155.61,0.9412171244621277,-8.145619794726372
-0.0033764736860575793,1005,586029376.0,0.016748046875,-203673.97992983003,840000,0.0045875655,0.0,846054781.1,835,0.0003,0.2,1020,161.92,0.9390997290611267,-8.138867853581905
-0.0021252606215057313,1006,373368096.0,0.00584716796875,-193872.80289578,850000,0.0035730638,5.960464477539063e-08,836936350.65,844,0.0003,0.2,1030,152.53,0.9388486742973328,-8.130778882652521
-0.0015641018029782573,1007,343317888.0,0.00272216796875,-213920.52733691,860000,0.0029922645,0.0,857165641.75,853,0.0003,0.2,1040,153.78,0.938478946685791,-8.12896961644292
-0.0016815394307741372,1003,445721664.0,0.00345458984375,-226208.10028358002,870000,0.0031402656,0.0,864825656.2,866,0.0003,0.2,1060,160.06,0.9367774128913879,-8.119945950806141
-0.0014135195437120275,1004,551306752.0,0.00078125,-220739.40489264007,880000,0.0019244377,0.0,933519261.55,875,0.0003,0.2,1070,152.4,0.9366941452026367,-8.116524562984704
-0.0010356510550991516,1005,426937952.0,0.000244140625,-244254.85412129,890000,0.0014242113,-1.1920928955078125e-07,796420867.875,884,0.0003,0.2,1080,180.98,0.9352478384971619,-8.111818091571331
-0.0018503369631616806,1006,404777664.0,0.00482177734375,-216993.8092593,900000,0.0032168222,0.0,852275669.1,893,0.0003,0.2,1090,163.63,0.9346988797187805,-8.105174719542266
-0.0027581079169976875,1002,429926752.0,0.0071533203125,-208161.81431970003,910000,0.0037360257,1.7881393432617188e-07,854054575.875,907,0.0003,0.2,1110,162.18,0.9333758354187012,-8.09807908013463
-0.002471893496112898,1004,378099264.0,0.00687255859375,-233235.78294502,920000,0.0035853172,0.0,791754352.05,916,0.0003,0.2,1120,181.71,0.9325116276741028,-8.091942308098078
-0.0017605250483029521,1005,341217568.0,0.00185546875,-230665.50920416,930000,0.0027540242,0.0,714557709.475,925,0.0003,0.2,1130,178.42,0.9322752952575684,-8.088193576782942
-0.003020380803536682,1006,642612160.0,0.01051025390625,-220050.74040995003,940000,0.004051423,5.960464477539063e-08,883248553.575,934,0.0003,0.2,1140,165.79,0.9315776824951172,-8.084919498860836
-0.003634898003838316,1007,616560064.0,0.01168212890625,-223162.04793676,950000,0.0044461694,0.0,772930907.2,943,0.0003,0.2,1150,183.31,0.9314571022987366,-8.082879147678614
-0.0017821824441853096,1003,449416832.0,0.00474853515625,-220675.62551679,960000,0.0025151651,0.0,770618540.2,956,0.0003,0.2,1170,175.97,0.9296548962593079,-8.07419278845191
-0.0014655824646979455,1004,442549376.0,0.00128173828125,-207353.25506114,970000,0.0020911614,-1.1920928955078125e-07,944968347.75,965,0.0003,0.2,1180,153.82,0.9291391968727112,-8.069181552529335
-0.0016716831300072955,1005,433516352.0,0.00340576171875,-210247.26813143,980000,0.002780061,0.0,761891774.6125,975,0.0003,0.2,1190,160.61,0.9283084869384766,-8.065167424827814
-0.0010986960242007626,1006,653938304.0,0.00037841796875,-181216.99609542,990000,0.0015463715,0.0,909754041.6,984,0.0003,0.2,1200,133.44,0.9278740882873535,-8.060879214853049
-0.0016729197444874445,1002,461731072.0,0.00277099609375,-178640.13790002002,1000000,0.0023392807,-1.1920928955078125e-07,937091650.35,997,0.0003,0.2,1220,133.22,0.9285464882850647,-8.064828598499298
