time/time_elapsed,train/policy_gradient_loss,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_fraction,train/approx_kl,train/entropy_loss,train/loss,train/explained_variance,time/total_timesteps,train/std,train/n_updates,train/clip_range,train/value_loss,train/learning_rate
235,-0.0034611904322446206,1019,-199211.79100772002,122.92,0.03226318359375,0.0063783247,-11.266056356579066,371910688.0,0.0,240000,1.6005034446716309,290,0.2,798817042.5125,0.0017
244,-0.003323191198796849,1023,-190638.67668976,101.58,0.02608642578125,0.004692182,-11.389033695310355,390930336.0,0.0,250000,1.6304091215133667,300,0.2,972544187.525,0.0017
253,-0.002940849308106408,1026,-206822.72970969003,120.67,0.03095703125,0.0055236416,-11.511096121370793,349269504.0,0.0,260000,1.6641054153442383,310,0.2,830252446.65,0.0017
262,-0.0024277229575091043,1029,-221254.86975396998,129.95,0.026904296875,0.0053956844,-11.639194294065238,514027904.0,0.0,270000,1.7027130126953125,320,0.2,781363983.7875,0.0017
275,-0.0030700103403432876,1015,-199133.38541468003,120.71,0.0325439453125,0.0056386655,-11.882552400976419,515396384.0,5.960464477539063e-08,280000,1.769776463508606,340,0.2,809300328.375,0.0017
284,-0.002310725658389856,1018,-212179.65916538998,123.59,0.023828125,0.0057792906,-12.017724510282278,536007424.0,0.0,290000,1.8174835443496704,350,0.2,800963842.15,0.0017
293,-0.0034423876804794418,1021,-205145.81853471,123.75,0.03431396484375,0.0062970966,-12.172534547746181,400810272.0,0.0,300000,1.8619651794433594,360,0.2,789560920.175,0.0017
302,-0.0009595739327778574,1024,-191309.08313100005,98.38,0.00999755859375,0.0030598063,-12.278630169481039,391186880.0,0.0,310000,1.8903380632400513,370,0.2,847196334.4,0.0017
316,-0.002141706185921066,1012,-201434.10435344002,121.22,0.01905517578125,0.004182011,-12.510717180371284,413205280.0,0.0,320000,1.9653390645980835,390,0.2,756883826.075,0.0017
325,-0.0034507635309637408,1014,-197323.36221535,123.95,0.03470458984375,0.0067889267,-12.64589203298092,437694528.0,1.1920928955078125e-07,330000,2.018112897872925,400,0.2,783358574.125,0.0017
334,-0.002176331951886823,1017,-181911.72033784003,110.88,0.03131103515625,0.005099452,-12.774537190794945,478270432.0,1.1920928955078125e-07,340000,2.0543646812438965,410,0.2,791214897.575,0.0017
343,-0.002623780136127607,1020,-196986.29854224,117.11,0.0255615234375,0.004318056,-12.870683099329472,419723136.0,0.0,350000,2.084707498550415,420,0.2,818206663.875,0.0017
351,-0.002956505323527381,1023,-181827.09707446,123.58,0.0434814453125,0.0068865567,-12.98653741851449,346028192.0,0.0,360000,2.131455659866333,430,0.2,776559318.8,0.0017
365,-0.0018483282075976604,1012,-189117.26266647995,112.38,0.02158203125,0.0053305984,-13.271751387417316,278988416.0,0.0,370000,2.239732503890991,450,0.2,867214085.125,0.0017
374,-0.004559336277088733,1015,-207828.39527000996,130.32,0.04671630859375,0.0072311633,-13.416762402653694,453857696.0,0.0,380000,2.292515516281128,460,0.2,784983338.15,0.0017
383,-0.0017914700396431727,1017,-201088.37660789996,119.89,0.03046875,0.0058779623,-13.560158129781485,355364896.0,-1.1920928955078125e-07,390000,2.350583553314209,470,0.2,734725863.4125,0.0017
392,-0.0020813422042920138,1020,-209350.20595300998,123.79,0.020068359375,0.004693176,-13.698848720639944,419809536.0,0.0,400000,2.4051907062530518,480,0.2,900981063.5,0.0017
405,-0.0017111267719883473,1011,-198086.12151047002,121.97,0.01953125,0.004204559,-13.942712727189065,375348608.0,0.0,410000,2.4998321533203125,500,0.2,734991888.5875,0.0017
414,-0.0022200294175490853,1013,-214782.72744637995,137.43,0.03094482421875,0.005777804,-14.074304466694594,280066464.0,5.960464477539063e-08,420000,2.5626304149627686,510,0.2,763773246.55,0.0017
423,-0.0013989818820846268,1016,-190967.25255126003,123.28,0.025732421875,0.005636182,-14.226656474918126,349327424.0,-1.1920928955078125e-07,430000,2.628929376602173,520,0.2,758299000.625,0.0017
431,-0.0029007113482293788,1018,-190386.937017,113.03,0.0355224609375,0.0055776318,-14.367186892777681,525929568.0,0.0,440000,2.689802408218384,530,0.2,730308453.775,0.0017
440,-0.0022166579283293686,1021,-191436.77037477,116.91,0.02545166015625,0.004848052,-14.496921303868294,390740320.0,0.0,450000,2.7469093799591064,540,0.2,877255790.225,0.0017
454,-0.001940488604213897,1013,-222067.83286742002,124.54,0.02161865234375,0.0049648243,-14.760554660856723,517242528.0,0.0,460000,2.8753538131713867,560,0.2,739312791.9125,0.0017
462,-0.0023567524947793574,1015,-195043.23252946002,116.78,0.032470703125,0.006637313,-14.912374966591596,558961216.0,0.0,470000,2.949422597885132,570,0.2,739864536.575,0.0017
471,-0.0017365476185659645,1017,-209795.56566376,119.92,0.0225341796875,0.0046590697,-15.03631751537323,313945792.0,1.1920928955078125e-07,480000,3.005234479904175,580,0.2,747035409.35,0.0017
480,-0.0012913445208141638,1020,-199724.02052108003,119.51,0.026806640625,0.004776898,-15.154332308471202,506199616.0,0.0,490000,3.0724830627441406,590,0.2,775296843.725,0.0017
493,-0.0017930961428646696,1012,-219228.62591936,126.53,0.02476806640625,0.0056473906,-15.479665703326464,313919008.0,0.0,500000,3.248927354812622,610,0.2,718343429.925,0.0017
502,-0.0020082790836568167,1015,-221633.27767846,126.56,0.026806640625,0.005035138,-15.614850848913193,408518688.0,0.0,510000,3.3201751708984375,620,0.2,774303617.15,0.0017
511,-0.0019850643537211,1017,-196644.67041479997,115.15,0.02723388671875,0.005489955,-15.756742060184479,364068416.0,0.0,520000,3.4077930450439453,630,0.2,808873073.2875,0.0017
519,-0.001645070531321835,1019,-187976.63029140004,113.95,0.037646484375,0.0077963076,-15.941110416501761,448153472.0,0.0,530000,3.5248050689697266,640,0.2,708715795.35,0.0017
528,-0.0018871604743253556,1021,-208345.3191962,109.75,0.0261962890625,0.0057553276,-16.112308357656,509698720.0,0.0,540000,3.619873046875,650,0.2,885167534.45,0.0017
541,-0.00039072731960914097,1015,-207688.92619230004,124.22,0.05025634765625,0.0043689306,-16.385872782766818,300202912.0,0.0,550000,3.787379264831543,670,0.2,773380084.175,0.0017
550,-0.0010200382501352578,1017,-215407.08060431998,129.63,0.01429443359375,0.0040285066,-16.502298544347287,413066752.0,0.0,560000,3.85768985748291,680,0.2,726393219.2125,0.0017
559,-0.001534684059151914,1019,-220254.57981191002,127.43,0.02479248046875,0.005305737,-16.63015019595623,268704704.0,-1.1920928955078125e-07,570000,3.948190689086914,690,0.2,782849475.175,0.0017
567,-0.000958090079438989,1021,-224915.08427331998,136.12,0.02115478515625,0.0050493213,-16.781167402863503,265254608.0,0.0,580000,4.054504871368408,700,0.2,703501121.9875,0.0017
581,-0.00135149642592296,1015,-203444.70627616998,126.91,0.0262451171875,0.0057129236,-17.093733431398867,275250944.0,0.0,590000,4.2785749435424805,720,0.2,678152598.1875,0.0017
589,-0.002710957366434741,1017,-200875.17540977002,120.56,0.03447265625,0.00643753,-17.25440855920315,329367232.0,0.0,600000,4.3898186683654785,730,0.2,704807707.2375,0.0017
598,-0.001195754616674094,1019,-206102.29851042,111.73,0.02288818359375,0.0055012405,-17.412409275770187,182209552.0,-1.1920928955078125e-07,610000,4.521302700042725,740,0.2,739245837.4625,0.0017
607,-0.001736478911152517,1021,-204686.84668831003,116.09,0.03565673828125,0.007009588,-17.591557322442533,442913216.0,0.0,620000,4.653575420379639,750,0.2,781253508.575,0.0017
615,-0.001552179407553922,1023,-225039.85541497002,136.81,0.03115234375,0.005115385,-17.7413966730237,394936480.0,0.0,630000,4.761536121368408,760,0.2,681829169.675,0.0017
629,-0.0017356863199893269,1017,-217055.18097083,117.39,0.0184814453125,0.0044273403,-18.01818052530289,330724224.0,0.0,640000,4.985527515411377,780,0.2,767399127.825,0.0017
637,-0.001175293660708121,1019,-204926.70921154998,110.75,0.01759033203125,0.004048943,-18.134921172261237,314255616.0,0.0,650000,5.0843892097473145,790,0.2,855501486.375,0.0017
646,-0.0006553494934451009,1020,-200592.79390269,113.49,0.02274169921875,0.0048607066,-18.265603311359882,269643904.0,1.1920928955078125e-07,660000,5.203275203704834,800,0.2,739819042.65,0.0017
655,-0.00029601937385450585,1022,-197924.78826706004,109.24,0.01728515625,0.0042831395,-18.414984372258186,382607200.0,0.0,670000,5.3305792808532715,810,0.2,769028005.9875,0.0017
668,-0.0018685026627281332,1017,-233227.64540146,122.99,0.0280517578125,0.0048658582,-18.711961776018143,284316544.0,0.0,680000,5.602858066558838,830,0.2,716841865.025,0.0017
677,-0.0007882619684096426,1019,-238861.62053020994,132.35,0.0227294921875,0.0045980974,-18.84744510650635,315349472.0,0.0,690000,5.729030609130859,840,0.2,671479999.5875,0.0017
685,-0.0009605513147107559,1020,-235364.79859039004,127.97,0.0248779296875,0.0054512224,-19.001616705954074,325171072.0,-1.1920928955078125e-07,700000,5.886957168579102,850,0.2,688922592.675,0.0017
694,-0.0016896942075618425,1022,-233016.90387957002,126.98,0.02525634765625,0.0054358793,-19.14745225459337,551014784.0,0.0,710000,6.0215325355529785,860,0.2,729765521.45,0.0017
703,-0.0005260914667815086,1023,-211788.95383155002,120.79,0.032568359375,0.006351344,-19.313901077210904,269206304.0,0.0,720000,6.2135329246521,870,0.2,723028041.8875,0.0017
716,-0.0009082707923880662,1018,-216481.16413737004,110.14,0.01806640625,0.0042060106,-19.592981691658498,389690432.0,0.0,730000,6.492765426635742,890,0.2,749758560.425,0.0017
725,-0.00042703246799646877,1019,-188125.70049730997,99.09,0.02493896484375,0.0048418804,-19.735356371104718,419993728.0,0.0,740000,6.663001537322998,900,0.2,818678368.125,0.0017
734,-0.0009383614193211543,1021,-218671.66920821,106.37,0.021240234375,0.004595927,-19.880251114070415,406990112.0,1.1920928955078125e-07,750000,6.830905914306641,910,0.2,797392178.175,0.0017
743,-0.000857725739297166,1022,-216436.17763306003,110.24,0.02186279296875,0.00501038,-20.03281515389681,374631840.0,5.960464477539063e-08,760000,7.0106964111328125,920,0.2,697287153.75,0.0017
752,-0.0018719910140134743,1023,-209596.52561399003,100.98,0.02315673828125,0.0055947853,-20.186930444836616,191891824.0,0.0,770000,7.1910223960876465,930,0.2,807136466.725,0.0017
765,-0.00028803642198909073,1018,-238302.91040768006,125.21,0.02305908203125,0.0050663208,-20.496776135265826,274149536.0,0.0,780000,7.576188564300537,950,0.2,689204571.7125,0.0017
774,-0.0005522095885680756,1019,-217035.39190616002,111.43,0.02294921875,0.005427825,-20.652387955784796,452950912.0,1.1920928955078125e-07,790000,7.777384281158447,960,0.2,792115632.1375,0.0017
783,-0.001370369347750966,1020,-211307.44749514997,94.24,0.01556396484375,0.004043353,-20.791075909137724,302256704.0,0.0,800000,7.95012903213501,970,0.2,879701923.8,0.0017
792,-0.0019927538682168234,1021,-206635.15111346002,109.68,0.02877197265625,0.0053395713,-20.93885068744421,378380128.0,0.0,810000,8.163735389709473,980,0.2,832072266.8,0.0017
806,-0.0013898996374337002,1017,-227215.80353161,118.83,0.0228759765625,0.0046766545,-21.222745537757874,334401120.0,1.1920928955078125e-07,820000,8.552443504333496,1000,0.2,781846118.6,0.0017
814,-0.001135923406945949,1018,-262421.5355182,137.26,0.02681884765625,0.004997603,-21.36548651754856,337159008.0,5.960464477539063e-08,830000,8.760832786560059,1010,0.2,654205895.375,0.0017
823,-0.0003333652466608328,1019,-252838.42656944002,122.97,0.01392822265625,0.0036975564,-21.5049130320549,502884096.0,-1.1920928955078125e-07,840000,8.974152565002441,1020,0.2,774604911.775,0.0017
832,-0.001234310342806566,1021,-246547.16358423003,116.97,0.02286376953125,0.004381328,-21.65148081481457,515242624.0,0.0,850000,9.196578025817871,1030,0.2,772848998.35,0.0017
840,-0.0002665303254616447,1022,-278034.1522004001,129.46,0.01497802734375,0.0040334845,-21.790707033872604,499498848.0,0.0,860000,9.422309875488281,1040,0.2,741264902.3375,0.0017
854,-8.637340488348855e-05,1018,-237007.55164878,115.19,0.02076416015625,0.0048176567,-22.09330547004938,489869568.0,0.0,870000,9.934414863586426,1060,0.2,695593009.925,0.0017
862,-0.0005900873006794427,1019,-260763.51606403,129.03,0.02196044921875,0.0049148053,-22.254323859512805,549578240.0,0.0,880000,10.216644287109375,1070,0.2,784497674.8625,0.0017
871,0.00032931801306403943,1021,-258490.67072537006,127.81,0.0173828125,0.0043289093,-22.413015903532504,356381984.0,0.0,890000,10.491683006286621,1080,0.2,793187649.1,0.0017
880,-0.0015598665542711388,1022,-314709.44108521,151.36,0.02939453125,0.0061352113,-22.585489442944528,360761888.0,0.0,900000,10.821224212646484,1090,0.2,673451017.275,0.0017
893,-0.0006862358211947139,1018,-269079.02895834995,127.92,0.0204833984375,0.004797076,-22.908588464558125,313630752.0,0.0,910000,11.421280860900879,1110,0.2,812401794.125,0.0017
902,-0.0009216188556820271,1019,-290228.2059087,122.66,0.01241455078125,0.003728979,-23.02773869484663,507261984.0,1.1920928955078125e-07,920000,11.625105857849121,1120,0.2,1031240978.95,0.0017
910,0.00013678698610419815,1021,-286865.02174178004,136.46,0.02100830078125,0.0058632726,-23.159319385886192,185950480.0,0.0,930000,11.911273002624512,1130,0.2,677554641.2,0.0017
919,-0.0005420718460300122,1022,-280972.42145875,132.09,0.023046875,0.0056351866,-23.319063667953014,399962880.0,0.0,940000,12.280352592468262,1140,0.2,779764418.825,0.0017
928,-0.00017029123373504262,1023,-297348.93249593995,138.27,0.0127685546875,0.0036658146,-23.47501722127199,321537632.0,5.960464477539063e-08,950000,12.575383186340332,1150,0.2,762703816.925,0.0017
941,-0.0007992109145561699,1019,-268945.25321516,120.04,0.02540283203125,0.0057508275,-23.82835979759693,351096384.0,0.0,960000,13.36169719696045,1170,0.2,814829633.375,0.0017
950,0.00010979056223732186,1021,-246726.13171981,112.69,0.01785888671875,0.004738599,-23.99788847565651,437587648.0,0.0,970000,13.723557472229004,1180,0.2,747177857.85,0.0017
958,-0.0009377979196870001,1022,-290706.97515627,132.7,0.02569580078125,0.0055797766,-24.174590381979943,243055472.0,0.0,980000,14.139241218566895,1190,0.2,746755666.875,0.0017
967,-0.00016068169270511135,1023,-259916.15743198004,113.69,0.01903076171875,0.0048459517,-24.336928194761278,320517984.0,0.0,990000,14.516361236572266,1200,0.2,718555860.525,0.0017
980,-0.0008209110632378724,1019,-311928.34692124,125.98,0.01231689453125,0.0036334703,-24.58388261049986,426631328.0,-1.1920928955078125e-07,1000000,15.127972602844238,1220,0.2,808628716.9,0.0017
