train/ent_coef_loss,train/actor_loss,train/n_updates,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,time/time_elapsed,time/episodes,time/fps,time/total_timesteps,train/ent_coef,eval/mean_ep_length,eval/mean_reward
-0.15729457139968872,-875.0804443359375,131715,0.001,1836.4995183899996,6782.8828125,22.06,3140,49344,335,1053824,0.636185348033905,,
0.21093811094760895,-837.1298828125,131721,0.001,1835.6281159100001,17452.30078125,22.04,3140,49348,335,1053872,0.6354039311408997,,
-0.05104496330022812,-924.327880859375,131730,0.001,1838.1136686700002,5652.478515625,21.85,3140,49352,335,1053944,0.6346727013587952,,
0.15652161836624146,-807.5496215820312,131736,0.001,1843.3557237,18156.69140625,21.37,3140,49356,335,1053992,0.6343386173248291,,
0.11029596626758575,-893.4842529296875,131746,0.001,1849.29099233,17336.4609375,20.87,3141,49360,335,1054072,0.6343344449996948,,
0.12348662316799164,-898.537841796875,131751,0.001,1888.12015614,9462.6650390625,20.41,3141,49364,335,1054112,0.6343862414360046,,
0.172071635723114,-897.6065673828125,131761,0.001,1889.7504083800002,5487.708984375,20.24,3141,49368,335,1054192,0.6347498893737793,,
0.04256846755743027,-894.267578125,131767,0.001,1891.89071461,14136.873046875,20.1,3141,49372,335,1054240,0.6350029110908508,,
-0.09387913346290588,-885.1082153320312,131776,0.001,1895.0299834000002,11470.7705078125,19.86,3141,49376,335,1054312,0.6353487372398376,,
0.328800231218338,-847.4867553710938,131785,0.001,1895.60343904,9519.4736328125,19.83,3141,49380,335,1054384,0.6358675360679626,,
0.2378479242324829,-816.111328125,131791,0.001,1895.58693988,11681.453125,19.83,3142,49384,335,1054432,0.6364962458610535,,
0.12118256092071533,-830.071533203125,131798,0.001,1896.4966834699997,8943.98046875,19.75,3142,49388,335,1054488,0.6373391151428223,,
0.3781985938549042,-902.574462890625,131807,0.001,1896.9239331499996,10511.337890625,19.75,3142,49392,335,1054560,0.6386777758598328,,
0.11505778133869171,-879.3802490234375,131817,0.001,1896.4606129200004,11675.673828125,19.75,3142,49396,335,1054640,0.6402355432510376,,
0.023055270314216614,-845.026611328125,131831,0.001,1893.88124907,7734.42529296875,19.82,3143,49400,335,1054752,0.6424116492271423,,
0.11621252447366714,-859.6826171875,131840,0.001,1892.7667860400002,14588.3349609375,19.78,3143,49404,335,1054824,0.6436026096343994,,
0.07656629383563995,-921.9434814453125,131848,0.001,1893.3068561100001,7702.03125,19.67,3143,49408,335,1054888,0.6448183059692383,,
-0.19094029068946838,-852.2818603515625,131859,0.001,1928.1682354699997,7745.0654296875,18.89,3143,49412,335,1054976,0.646016538143158,,
-0.21366995573043823,-858.668212890625,131868,0.001,1932.74563582,10042.056640625,18.62,3144,49416,335,1055048,0.6466538310050964,,
0.04230933263897896,-874.000732421875,131877,0.001,1937.8264041999998,15326.171875,18.27,3144,49420,335,1055120,0.6469547748565674,,
-0.10471303761005402,-869.1424560546875,131887,0.001,1943.55095702,6061.0693359375,18.31,3144,49424,335,1055200,0.6469364762306213,,
-0.3952995240688324,-919.471435546875,131898,0.001,1967.1477311600001,10760.322265625,17.89,3144,49428,335,1055288,0.6466051340103149,,
-0.41191646456718445,-903.0433349609375,131907,0.001,1967.7013342799996,12752.31640625,17.87,3144,49432,335,1055360,0.6458501219749451,,
-0.29521167278289795,-970.703125,131914,0.001,2020.3369306300003,12681.705078125,16.56,3145,49436,335,1055416,0.6446321606636047,,
-0.11177761852741241,-886.78564453125,131925,0.001,2021.0562296599999,7268.6337890625,16.59,3145,49440,335,1055504,0.6433252096176147,,
