train/clip_fraction,train/value_loss,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/clip_range,train/std,train/learning_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/fps,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/explained_variance
1.220703125e-05,1131619836.3,344,-275579.63096235995,450000,0.2,0.9862260222434998,0.0003,540,163.02,521798464.0,1307,-0.0008382844223888241,-8.431039847433567,0.00095426204,5.960464477539063e-08
0.00206298828125,904638945.3,354,-301985.33842927,460000,0.2,0.9849477410316467,0.0003,560,188.06,322490432.0,1297,-0.0017667608283773006,-8.422446347028018,0.0027299686,-1.1920928955078125e-07
0.0021484375,1223309991.35,361,-278667.22098722996,470000,0.2,0.9848031401634216,0.0003,570,173.78,485893600.0,1301,-0.0018821015837602317,-8.421219954639673,0.0029955427,1.1920928955078125e-07
0.006640625,1115271897.6,367,-234530.83145266,480000,0.2,0.9842472076416016,0.0003,580,138.71,565853440.0,1305,-0.0023434665132299414,-8.419239731132985,0.0038444311,5.960464477539063e-08
0.000390625,1277604875.65,374,-253630.54262077998,490000,0.2,0.983469545841217,0.0003,590,144.25,452915392.0,1309,-0.0012499172253228608,-8.414756870269775,0.0014952186,5.960464477539063e-08
0.01041259765625,1013950888.65,384,-258800.303275,500000,0.2,0.9823489189147949,0.0003,610,161.87,457957856.0,1299,-0.0031090892696738594,-8.407409197837115,0.004323097,0.0
0.00450439453125,1110709910.1,391,-280402.05101921,510000,0.2,0.9811389446258545,0.0003,620,173.82,462393632.0,1301,-0.0022869799122418044,-8.401727210730314,0.0034199872,0.0
0.0041015625,1202698089.25,398,-257608.00149515,520000,0.2,0.981268584728241,0.0003,630,150.06,707712512.0,1305,-0.002308204000655678,-8.398293962329626,0.0033343516,0.0
0.00023193359375,1157762781.25,405,-254950.64715390003,530000,0.2,0.9807482361793518,0.0003,640,150.28,606098560.0,1308,-0.0010753093074526987,-8.397089971601963,0.0015729121,-1.1920928955078125e-07
0.00086669921875,1193815825.7,411,-268524.14158103004,540000,0.2,0.9809470176696777,0.0003,650,159.29,637142336.0,1311,-0.0015009993623607443,-8.396016094088555,0.0018942296,-1.1920928955078125e-07
0.0032470703125,1030865431.675,422,-285760.41551756003,550000,0.2,0.9800092577934265,0.0003,670,175.8,725398016.0,1301,-0.001779426143366436,-8.392082552611829,0.0030347994,-1.1920928955078125e-07
3.662109375e-05,1091468754.325,429,-275431.34358165006,560000,0.2,0.9792167544364929,0.0003,680,167.24,587458880.0,1303,-0.0009003103117720457,-8.38818108662963,0.00094084325,0.0
0.00849609375,1005582442.75,436,-274390.68090067,570000,0.2,0.9789264798164368,0.0003,690,173.09,352018080.0,1305,-0.002462380236465833,-8.385192016512155,0.004283934,5.960464477539063e-08
0.00550537109375,1089161509.325,443,-243809.24581461,580000,0.2,0.9780442118644714,0.0003,700,150.31,462662848.0,1306,-0.0022528368559505906,-8.381578528881073,0.0037726783,1.1920928955078125e-07
0.00078125,1012333597.875,454,-248266.14763815,590000,0.2,0.9786942601203918,0.0003,720,159.43,729735296.0,1297,-0.00113289854125469,-8.381433488428593,0.0018064394,0.0
0.001318359375,870147173.05,461,-269111.66353694,600000,0.2,0.9778522849082947,0.0003,730,182.47,426988256.0,1298,-0.0017707054372294805,-8.379786975681782,0.0027617044,0.0
0.01207275390625,1135840338.7,469,-266557.13821728004,610000,0.2,0.9772945046424866,0.0003,740,170.54,683081408.0,1300,-0.0030425826407736167,-8.375790739059449,0.004681791,5.960464477539063e-08
0.00194091796875,1013953787.3,476,-233701.14705695,620000,0.2,0.9774069786071777,0.0003,750,138.38,468441280.0,1300,-0.001549538486324309,-8.3741210475564,0.0028218552,0.0
0.000244140625,1226119811.525,483,-229585.26311578997,630000,0.2,0.9765648245811462,0.0003,760,132.72,764244992.0,1301,-0.0007606734203363885,-8.371857157349586,0.0009857032,5.960464477539063e-08
0.011669921875,1042423289.1,495,-245181.81984732003,640000,0.2,0.9754014611244202,0.0003,780,155.73,452381824.0,1291,-0.0026804328046637236,-8.362952779978514,0.0042367075,0.0
0.002685546875,982794846.9,503,-264268.50231519,650000,0.2,0.9756848812103271,0.0003,790,169.87,688538176.0,1291,-0.0014686007285490631,-8.36299164518714,0.0025669273,-1.1920928955078125e-07
4.8828125e-05,1024411767.8,510,-250656.36426472,660000,0.2,0.974985659122467,0.0003,800,161.53,392860416.0,1292,-0.0009682185680503607,-8.3614538513124,0.0015243693,0.0
0.00555419921875,1038336289.475,518,-235558.58135222,670000,0.2,0.9752007126808167,0.0003,810,153.42,538673152.0,1292,-0.0020895884408673737,-8.360182706266642,0.0033043823,5.960464477539063e-08
0.001220703125,1143042143.95,529,-237264.25216661996,680000,0.2,0.9750025272369385,0.0003,830,148.65,539522240.0,1284,-0.001396714659040299,-8.357955978810788,0.0024343538,-1.1920928955078125e-07
0.01097412109375,1007645821.075,536,-238527.2536124,690000,0.2,0.9742754101753235,0.0003,840,158.17,349052320.0,1285,-0.002609663784096483,-8.357225397229195,0.004175123,0.0
0.0016357421875,1078741991.9,544,-238705.90736800004,700000,0.2,0.972822368144989,0.0003,850,150.36,423281120.0,1286,-0.0013292709965753602,-8.350214947760104,0.002425811,-1.1920928955078125e-07
0.00989990234375,1087310251.375,551,-261460.26710611998,710000,0.2,0.9733225703239441,0.0003,860,173.37,476345056.0,1287,-0.002187717715969484,-8.347395589202643,0.004051334,0.0
0.00396728515625,1050226918.75,558,-229639.3554254,720000,0.2,0.9735229015350342,0.0003,870,146.01,463421056.0,1288,-0.0020027459402626848,-8.349641367793083,0.0032419087,0.0
0.00794677734375,1003765262.25,569,-205006.69041637,730000,0.2,0.9729798436164856,0.0003,890,128.06,438577920.0,1281,-0.0021351080014937905,-8.346742925047874,0.0036667874,0.0
0.00032958984375,1016819337.35,576,-244111.15083050006,740000,0.2,0.9730342030525208,0.0003,900,162.94,347667936.0,1283,-0.001182156572576787,-8.346516528725624,0.0013800912,-1.1920928955078125e-07
0.00159912109375,1030343448.025,583,-242648.94220869002,750000,0.2,0.9729920029640198,0.0003,910,162.57,494328736.0,1285,-0.0012171224616395193,-8.346911887079477,0.0023525602,-1.1920928955078125e-07
0.00184326171875,969493417.25,590,-255334.30438455,760000,0.2,0.9728363156318665,0.0003,920,160.41,497204544.0,1287,-0.0010421998171750602,-8.346177750080823,0.002435614,5.960464477539063e-08
0.0002685546875,1075844410.825,597,-258689.8067058,770000,0.2,0.9726569652557373,0.0003,930,163.66,532463104.0,1288,-0.0007818478325134492,-8.345072285830975,0.0011532891,-1.1920928955078125e-07
0.0106201171875,1034206098.3,608,-219206.23578603996,780000,0.2,0.9731736183166504,0.0003,950,143.29,460497568.0,1282,-0.0020876438424238587,-8.345426901429892,0.004057792,5.960464477539063e-08
0.002001953125,990562800.0,615,-236642.4928827,790000,0.2,0.9717419147491455,0.0003,960,154.68,439314528.0,1284,-0.0015982668728611316,-8.343089713901282,0.0025532856,-1.1920928955078125e-07
0.0031982421875,998017110.275,621,-227791.95708673,800000,0.2,0.971773087978363,0.0003,970,153.75,556488576.0,1286,-0.0014434665807129931,-8.338728377968073,0.002838002,5.960464477539063e-08
0.005517578125,1083926766.05,628,-205818.92326736997,810000,0.2,0.9711565375328064,0.0003,980,129.52,645793984.0,1288,-0.0017853528783234652,-8.336818308383226,0.0027514328,-1.1920928955078125e-07
0.00528564453125,1145748649.25,639,-225408.24235471,820000,0.2,0.9697854518890381,0.0003,1000,138.05,484822976.0,1281,-0.001538748499842768,-8.328727693110704,0.002825475,0.0
0.00562744140625,985033891.975,646,-230178.46236601003,830000,0.2,0.9689353108406067,0.0003,1010,150.41,466991296.0,1283,-0.0017907651638779498,-8.32334962785244,0.0032177516,0.0
0.00057373046875,1111606447.4,653,-223112.94496864,840000,0.2,0.9685986638069153,0.0003,1020,144.96,767536064.0,1284,-0.0009414340962848655,-8.319433663785457,0.0017503175,0.0
0.00130615234375,1079602522.325,660,-240756.62354252004,850000,0.2,0.9678179621696472,0.0003,1030,155.3,541761664.0,1285,-0.0014055225434276507,-8.315921057015657,0.0023637188,0.0
0.0004638671875,1055758838.4,667,-215482.05252304004,860000,0.2,0.966764509677887,0.0003,1040,141.83,612429184.0,1287,-0.0013984584493300645,-8.310186401754617,0.0018148851,-1.1920928955078125e-07
0.00279541015625,959452803.55,678,-215473.03367403,870000,0.2,0.9661597609519958,0.0003,1060,151.16,723331648.0,1282,-0.0014257197164170067,-8.305148425698281,0.0026919986,0.0
0.0086181640625,1020335049.975,685,-230155.59613959998,880000,0.2,0.9653157591819763,0.0003,1070,147.7,518968448.0,1284,-0.002427834033005638,-8.300415027886629,0.0035418198,-1.1920928955078125e-07
0.0025634765625,1055373770.4,692,-243146.21553475002,890000,0.2,0.9649011492729187,0.0003,1080,162.14,454024000.0,1285,-0.0016071042002295144,-8.296106504648924,0.0029721959,1.1920928955078125e-07
0.01278076171875,909920702.525,699,-251355.21761023003,900000,0.2,0.9642959237098694,0.0003,1090,177.75,599287936.0,1286,-0.002595420570378337,-8.292855566740036,0.0037149999,-1.1920928955078125e-07
0.00833740234375,1071063160.95,710,-218034.84205438997,910000,0.2,0.9642006754875183,0.0003,1110,145.37,597744192.0,1281,-0.0018869494213504367,-8.287751491367818,0.0035280567,0.0
0.00704345703125,1083147957.65,716,-221058.82102956995,920000,0.2,0.96317458152771,0.0003,1120,141.24,391565088.0,1283,-0.0017220000136148883,-8.28716541081667,0.0031786456,0.0
0.00279541015625,1010638655.2,724,-238175.35707303006,930000,0.2,0.9624767899513245,0.0003,1130,155.38,327820928.0,1284,-0.0013964518204375054,-8.281365923583508,0.002787095,0.0
0.02203369140625,843880045.5,730,-219983.12024751,940000,0.2,0.9617134928703308,0.0003,1140,152.37,296363200.0,1286,-0.002662109235279786,-8.277377133071422,0.0047294744,0.0
0.01214599609375,1110082459.475,737,-214237.85549492,950000,0.2,0.9613834023475647,0.0003,1150,137.95,457922784.0,1287,-0.002534320623817621,-8.273829494416713,0.0038162211,-1.1920928955078125e-07
0.00657958984375,959690889.8,748,-198859.62718258,960000,0.2,0.960552990436554,0.0003,1170,135.0,889350784.0,1282,-0.0016071919581008842,-8.268654622137547,0.0028433166,-1.1920928955078125e-07
0.01600341796875,961630595.6,755,-204525.54802852002,970000,0.2,0.9612632393836975,0.0003,1180,160.86,263508016.0,1283,-0.002461183781451837,-8.269300390034914,0.0036316589,5.960464477539063e-08
0.01287841796875,855381307.75,762,-219469.06552564996,980000,0.2,0.9612900614738464,0.0003,1190,161.03,453845632.0,1285,-0.0033398110606867705,-8.271886288374663,0.0043345913,0.0
0.00977783203125,1022388023.25,769,-219264.81960919,990000,0.2,0.9614112973213196,0.0003,1200,154.94,509095328.0,1286,-0.0023688085721005336,-8.271915528178216,0.0038992423,-1.1920928955078125e-07
0.00838623046875,1078303538.35,780,-240914.12160195998,1000000,0.2,0.9609876275062561,0.0003,1220,164.79,802347776.0,1281,-0.0022642957812422536,-8.270386755466461,0.0038796663,0.0
