train/clip_fraction,train/value_loss,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/clip_range,train/std,train/learning_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/fps,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/explained_variance
0.0,1844661209.3,7,-552170.3573557632,10000,0.2,1.0005024671554565,0.0003,10,241.1315789473684,836867200.0,1419,-0.001270428362295206,-8.515148848295212,0.00075726904,4.172325134277344e-07
4.8828125e-05,1822645220.7,13,-541838.591974817,20000,0.2,1.00058114528656,0.0003,20,236.03658536585365,809885824.0,1461,-0.0020040122462887666,-8.516890090703964,0.0014959993,0.0
6.103515625e-05,1764145645.2,20,-520913.28634426004,30000,0.2,1.0001133680343628,0.0003,30,227.53,910134912.0,1472,-0.0016455603796202921,-8.515795891731978,0.0016027095,-1.1920928955078125e-07
9.765625e-05,1926867202.5,27,-478623.37806707993,40000,0.2,0.9996719360351562,0.0003,40,211.39,791416192.0,1468,-0.002059542737515585,-8.513012579828501,0.0015918652,0.0
4.8828125e-05,1721857456.45,37,-504449.4949077301,50000,0.2,0.9995024800300598,0.0003,60,221.59,845828224.0,1329,-0.0016038178086091649,-8.511081282049417,0.0013173958,0.0
0.0,1757280646.8,44,-432141.52578428,60000,0.2,0.9993972778320312,0.0003,70,186.09,920795392.0,1357,-0.001067376173887169,-8.510279573500156,0.0008567616,0.0
0.0,1682531434.6,51,-404301.02397776,70000,0.2,0.9992615580558777,0.0003,80,180.63,896024768.0,1371,-0.0008634808627448365,-8.509671905636788,0.00027673313,-1.1920928955078125e-07
4.8828125e-05,1777924606.2,57,-462764.88398226997,80000,0.2,0.9991023540496826,0.0003,90,207.77,975809408.0,1380,-0.001487196880952979,-8.508718945086002,0.0013702248,0.0
0.0003662109375,1624179246.6,65,-447598.78184927994,90000,0.2,0.9992137551307678,0.0003,100,202.37,831142656.0,1384,-0.0018932952945760917,-8.50860324203968,0.001892996,0.0
6.103515625e-05,1612736561.2,76,-430548.25301923,100000,0.2,0.998924732208252,0.0003,120,203.81,761832256.0,1313,-0.0015361562785983552,-8.507448710501194,0.0013546995,0.0
0.00018310546875,1407174330.75,83,-461732.52696005994,110000,0.2,0.9981681704521179,0.0003,130,223.97,757376320.0,1320,-0.0016129581726090692,-8.504880296438932,0.0017462504,-1.1920928955078125e-07
1.220703125e-05,1551685984.7,90,-437329.7682629499,120000,0.2,0.9981474876403809,0.0003,140,214.82,1099194496.0,1323,-0.0012062354124282137,-8.502565129846335,0.0012727313,0.0
0.0,1667649533.25,97,-417274.2847623799,130000,0.2,0.9978043437004089,0.0003,150,199.17,862829504.0,1327,-0.0006742014354131243,-8.501368914544582,0.00020226091,0.0
7.32421875e-05,1390007583.7,109,-412171.29090501997,140000,0.2,0.9973430037498474,0.0003,170,203.87,527270720.0,1283,-0.0014581309711502398,-8.497853469848632,0.0014233846,0.0
0.0,1333943219.2,116,-401800.9574895399,150000,0.2,0.996953010559082,0.0003,180,210.51,587965824.0,1291,-0.0008441248417511815,-8.496326850354672,0.00051332527,0.0
3.662109375e-05,1509344841.6,123,-358473.44371520006,160000,0.2,0.997683048248291,0.0003,190,179.77,782021440.0,1295,-0.0011712940058714594,-8.497395909577609,0.0012003519,-1.1920928955078125e-07
0.0,1447776799.6,130,-328705.19130476,170000,0.2,0.997546374797821,0.0003,200,169.5,758928064.0,1301,-0.0009242849455404212,-8.499201652407645,0.0010707169,0.0
0.0004150390625,1362742567.65,137,-343558.9776456,180000,0.2,0.9973382949829102,0.0003,210,183.78,612491840.0,1306,-0.0017406634021426726,-8.498088747262955,0.0022280558,0.0
0.007568359375,1332509930.55,148,-330527.91876663006,190000,0.2,0.9954147934913635,0.0003,230,174.41,809452480.0,1281,-0.0032000779425288783,-8.488345598429442,0.004055907,0.0
0.0001708984375,1404562220.95,155,-332035.98569267,200000,0.2,0.9951687455177307,0.0003,240,169.66,656898688.0,1289,-0.0012139670305259642,-8.48504092618823,0.00159609,-1.1920928955078125e-07
0.00213623046875,1389902431.75,161,-312952.16945905,210000,0.2,0.9947884678840637,0.0003,250,156.02,679739840.0,1297,-0.0022490167113573987,-8.483229501545429,0.002858982,-1.1920928955078125e-07
0.00010986328125,1545389108.3,168,-305125.78545487,220000,0.2,0.9944340586662292,0.0003,260,155.19,725100416.0,1303,-0.0014021418408447061,-8.480812855064869,0.0015479471,1.1920928955078125e-07
0.00523681640625,1389223983.05,179,-330236.27926209004,230000,0.2,0.9944684505462646,0.0003,280,169.65,538808128.0,1280,-0.0029122809137334116,-8.482091309130192,0.003995401,0.0
0.0,1382001948.7,186,-307905.76707670005,240000,0.2,0.994859516620636,0.0003,290,159.18,564986048.0,1285,-0.00040198816641350276,-8.481268242001534,0.00021691588,0.0
0.00057373046875,1349403103.85,193,-327842.91280654003,250000,0.2,0.9943928122520447,0.0003,300,171.4,709926656.0,1290,-0.001603170035741641,-8.481077498197555,0.00208369,0.0
0.0015869140625,1380207831.8,200,-334833.69447082,260000,0.2,0.9935944080352783,0.0003,310,178.32,628214336.0,1295,-0.001873989611158322,-8.477108192443847,0.002761019,0.0
0.00015869140625,1375146576.65,207,-322693.17614556,270000,0.2,0.993243396282196,0.0003,320,169.02,526995808.0,1298,-0.0012070548702467932,-8.473541363328696,0.0016582711,0.0
0.00838623046875,1209666865.15,218,-310430.67572955,280000,0.2,0.9934235215187073,0.0003,340,166.82,657611776.0,1281,-0.0029326949143069214,-8.473339024186135,0.003939613,5.960464477539063e-08
0.000830078125,1206950514.75,225,-330008.8212178,290000,0.2,0.9933376908302307,0.0003,350,181.69,545450368.0,1288,-0.0015243829551764066,-8.473330921679736,0.0024826536,0.0
0.0002197265625,1222444450.9,232,-295923.54810527,300000,0.2,0.9937574863433838,0.0003,360,166.92,554004864.0,1293,-0.001312734533166804,-8.474486397951841,0.0016808973,0.0
0.00015869140625,1242044920.1,238,-300298.16643811,310000,0.2,0.9932478070259094,0.0003,370,169.15,585535232.0,1298,-0.0012059724259415815,-8.47412923052907,0.0015296004,0.0
0.005322265625,1219331185.65,249,-304009.49504004,320000,0.2,0.9922305941581726,0.0003,390,174.75,604650432.0,1282,-0.002953063518361887,-8.468174348771573,0.0038580592,5.960464477539063e-08
0.00181884765625,1136694284.35,256,-291418.97689746995,330000,0.2,0.9918477535247803,0.0003,400,170.67,620525696.0,1288,-0.0017042993702489184,-8.465121709555387,0.0026311143,0.0
0.000634765625,1338624367.35,262,-272544.15957526,340000,0.2,0.9916574954986572,0.0003,410,156.29,740972992.0,1293,-0.0012432306772097944,-8.463333986699581,0.0019236589,-1.1920928955078125e-07
0.00079345703125,1251542357.3,269,-282356.31895244995,350000,0.2,0.991980791091919,0.0003,420,153.79,614838528.0,1298,-0.0014693505128889229,-8.4637511074543,0.0022171377,0.0
0.0,1245594844.75,276,-274179.68729242997,360000,0.2,0.991398274898529,0.0003,430,150.18,529291936.0,1302,-0.0009010452924485435,-8.462973901629448,0.0008684664,5.960464477539063e-08
0.0002197265625,1337319169.1,286,-275545.2129440001,370000,0.2,0.9913333058357239,0.0003,450,148.09,689218944.0,1289,-0.0016375812881051389,-8.461016265302897,0.0019263804,0.0
0.0031982421875,1250663645.6,293,-288852.61630119,380000,0.2,0.991243302822113,0.0003,460,164.44,558226112.0,1294,-0.002292840311565669,-8.460585198551417,0.003334299,0.0
0.00428466796875,1169793037.35,300,-286174.58578764,390000,0.2,0.990699052810669,0.0003,470,163.78,478614048.0,1298,-0.002220652696269099,-8.458704317361116,0.003390425,0.0
0.0026611328125,1256511627.75,307,-304074.100227,400000,0.2,0.9892826080322266,0.0003,480,166.71,496759104.0,1302,-0.0021235111940768546,-8.452700612694025,0.0031797679,-1.1920928955078125e-07
0.000537109375,1154337785.625,317,-303271.45479848003,410000,0.2,0.987712562084198,0.0003,500,177.02,591696192.0,1291,-0.0013555937322962564,-8.441121261566877,0.002280513,-1.1920928955078125e-07
0.00126953125,1222908085.6,323,-289119.90831813,420000,0.2,0.9864488244056702,0.0003,510,174.5,513909568.0,1296,-0.00152866221669683,-8.434931296855211,0.0024434812,0.0
0.01761474609375,1038997577.375,330,-289567.50257799996,430000,0.2,0.9869489669799805,0.0003,520,174.72,309050816.0,1300,-0.0034031217336632836,-8.432603078335523,0.0050221505,-1.1920928955078125e-07
0.00113525390625,1193288526.45,337,-288882.57517817,440000,0.2,0.9867179989814758,0.0003,530,172.0,749013760.0,1303,-0.0020266350084057194,-8.433373791724444,0.0027025226,0.0
