train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/n_updates,train/actor_loss,time/episodes,rollout/ep_len_mean,time/fps,train/ent_coef,train/critic_loss,time/time_elapsed
-0.840765118598938,-837707.4777472101,0.0003,280000,69974,2874317.5,2801,46.13,139,124.13612365722656,26064.00390625,2010
3.8527302742004395,-3684229.4304024,0.0003,290000,72474,2819214.75,2848,124.81,139,134.42477416992188,17735.767578125,2086
-2.912766933441162,-1041049.2431638901,0.0003,300000,74974,2758681.0,2998,36.68,138,132.72926330566406,26015.8046875,2163
1.5391584634780884,-920538.5620721402,0.0003,310000,77474,2716469.0,3149,31.98,138,131.2132568359375,21200.26171875,2240
0.20388635993003845,-984431.35151094,0.0003,320000,79974,2681567.0,3582,33.63,138,125.69454193115234,28020.00390625,2315
0.11310380697250366,-212938.43668624,0.0003,330000,82474,2626977.5,3936,22.31,138,125.38284301757812,19662.291015625,2388
3.6789016723632812,-155466.19330691002,0.0003,340000,84974,2576858.75,4549,21.45,137,133.75074768066406,19333.720703125,2465
2.2598652839660645,-362775.00867557013,0.0003,350000,87474,2468468.25,4819,44.31,137,146.04884338378906,14753.044921875,2545
1.7380517721176147,-512918.88489338005,0.0003,360000,89974,2379245.25,5007,58.53,137,148.25189208984375,20605.83984375,2623
3.229318857192993,-355830.73297667,0.0003,370000,92474,2305068.75,5205,41.9,137,150.53195190429688,41611.85546875,2700
-3.925201654434204,-303918.48403174005,0.0003,380000,94974,2200848.75,5424,44.42,136,152.0115966796875,24060.267578125,2780
0.9036891460418701,-168782.08125537005,0.0003,390000,97474,2105553.0,5798,23.29,136,154.17059326171875,26603.70703125,2858
-1.2244222164154053,-306015.66514143,0.0003,400000,99974,2013692.75,5995,54.55,136,154.21713256835938,22439.248046875,2934
-2.9720239639282227,-405601.9859611499,0.0003,410000,102474,1891329.5,6143,73.68,136,157.08798217773438,20942.529296875,3010
0.6850221157073975,-245662.09173031992,0.0003,420000,104974,1778810.25,6336,44.41,135,155.375244140625,26271.7109375,3088
-0.9037114381790161,-227481.89807491002,0.0003,430000,107474,1671326.25,6571,33.53,135,152.92771911621094,27178.49609375,3164
-0.993842601776123,-136029.82194157,0.0003,440000,109974,1595710.25,7113,17.51,135,151.03993225097656,30124.013671875,3241
-5.1396803855896,-162209.63564985,0.0003,450000,112474,1511868.75,7635,17.54,135,159.47344970703125,15541.837890625,3318
-0.4554356336593628,-298952.61897352996,0.0003,460000,114974,1428730.25,8000,29.97,135,160.14617919921875,10170.7255859375,3396
5.536360740661621,-151950.16626277997,0.0003,470000,117474,1308774.125,8496,16.4,135,159.29151916503906,18540.458984375,3474
-2.5826478004455566,-113133.12370347,0.0003,480000,119974,1236829.625,9115,12.65,135,162.58497619628906,15321.01171875,3549
-7.188920497894287,-112452.40976401001,0.0003,490000,122474,1203273.75,9767,12.65,135,164.52078247070312,15323.3603515625,3629
-4.712324619293213,-198487.6318799,0.0003,500000,124974,1124155.5,10147,32.28,134,167.53807067871094,16275.1318359375,3705
0.41625070571899414,-120592.41053942,0.0003,510000,127474,981234.125,10688,8.9,134,165.7115478515625,21401.94140625,3783
2.222532033920288,-169397.66876961998,0.0003,520000,129974,928718.4375,11117,28.69,134,162.5032196044922,14267.00390625,3858
0.19840487837791443,-138556.58703402,0.0003,530000,132474,904114.125,11490,27.93,134,159.7910919189453,17224.4453125,3936
0.08959406614303589,-125455.74314457,0.0003,540000,134974,861058.4375,11778,39.85,134,162.91566467285156,14416.95703125,4015
0.7187659740447998,-117938.75900942998,0.0003,550000,137474,804507.875,12024,29.87,134,164.17041015625,14457.7880859375,4092
1.361262559890747,-113147.47329848999,0.0003,560000,139974,709585.0625,12557,17.07,134,166.67422485351562,12622.0908203125,4167
2.5681395530700684,-110336.41175518998,0.0003,570000,142474,639212.625,13050,16.67,134,166.9071807861328,14252.095703125,4246
-1.7723422050476074,-99229.73441669001,0.0003,580000,144974,593889.75,13632,12.72,134,166.3303680419922,12471.2607421875,4325
5.243269920349121,-94917.01940013001,0.0003,590000,147474,567867.1875,14514,10.18,134,168.49658203125,12124.314453125,4402
0.3286672532558441,-106544.95163803002,0.0003,600000,149974,506944.9375,15284,27.86,133,169.10452270507812,15858.162109375,4481
-1.302592158317566,-131523.83224785,0.0003,610000,152474,459068.3125,15428,67.81,133,168.74285888671875,11812.5068359375,4561
-2.5284812450408936,-166256.8345278,0.0003,620000,154974,408027.25,15485,132.4,133,165.1060333251953,13138.4853515625,4637
-2.3786680698394775,-208958.10719765004,0.0003,630000,157474,391081.75,15572,121.76,133,156.834716796875,11404.033203125,4715
1.1874732971191406,-424295.63217163994,0.0003,640000,159974,371568.875,15665,115.4,133,147.33673095703125,11212.0771484375,4794
2.3385560512542725,-126593.76551931,0.0003,650000,162474,341751.71875,15929,28.61,133,136.56517028808594,11348.6103515625,4871
-0.3575699031352997,-109759.83062598003,0.0003,660000,164974,309900.96875,16344,26.32,133,129.8330078125,8362.095703125,4950
-5.78969144821167,-98959.34975012999,0.0003,670000,167474,288691.4375,16799,13.66,133,125.79833221435547,8570.5751953125,5029
3.51458740234375,-108616.36732819997,0.0003,680000,169974,276266.875,17315,33.29,133,120.92134094238281,6034.197265625,5106
0.43808090686798096,-110493.70393045,0.0003,690000,172474,239813.15625,17453,62.64,133,117.50287628173828,5851.33740234375,5182
-1.3904225826263428,-98858.15893014999,0.0003,700000,174974,216375.078125,17729,29.9,133,111.82553100585938,5409.501953125,5260
3.889864921569824,-111546.7059098,0.0003,710000,177474,198723.46875,17876,75.22,133,109.25369262695312,5157.666015625,5337
-0.7625977396965027,-171604.08669688003,0.0003,720000,179974,197896.90625,17912,163.59,133,104.46646881103516,5873.0439453125,5413
1.7155588865280151,-664436.02508027,0.0003,730000,182474,175123.828125,17928,248.52,132,98.18566131591797,5628.9287109375,5491
-0.7677017450332642,-127020.32960233,0.0003,740000,184974,169040.421875,18388,20.45,132,91.98631286621094,5358.55419921875,5570
-2.0461907386779785,-94994.51844367001,0.0003,750000,187474,157625.765625,18617,47.85,132,87.75634002685547,6558.037109375,5646
3.9589686393737793,-93024.11395870999,0.0003,760000,189974,150815.78125,19013,19.12,132,89.69103240966797,5879.11083984375,5724
-0.2087465524673462,-95724.56344837001,0.0003,770000,192474,156146.09375,19531,25.55,132,84.99720764160156,6011.3154296875,5803
-5.1629252433776855,-89873.52041784998,0.0003,780000,194974,176656.34375,19709,62.5,132,78.39268493652344,5437.39990234375,5879
2.6591897010803223,-90129.87386379,0.0003,790000,197474,154719.21875,19791,102.4,132,76.3293685913086,5281.5166015625,5957
-0.9396857619285583,-96058.32863866999,0.0003,800000,199974,166259.015625,19816,190.21,132,74.2652359008789,5770.62353515625,6036
-3.6085400581359863,-102659.63872032,0.0003,810000,202474,169128.59375,19841,274.45,132,74.63020324707031,5407.79638671875,6114
1.0236177444458008,-83737.12399762002,0.0003,820000,204974,164714.78125,19962,67.91,132,76.14738464355469,5348.4423828125,6192
2.284212589263916,-76650.22303574,0.0003,830000,207474,145068.484375,20223,31.04,132,75.95952606201172,6043.50439453125,6271
-1.3044278621673584,-81336.78844369999,0.0003,840000,209974,159700.796875,20510,24.38,132,76.60922241210938,6662.29541015625,6349
4.701769828796387,-91664.67082504001,0.0003,850000,212474,147151.0,21022,14.64,132,73.82270050048828,5760.64453125,6426
3.389551877975464,-88651.58648044002,0.0003,860000,214974,136416.125,21838,10.81,132,69.13671112060547,6815.78515625,6504
1.7733256816864014,-87983.70998102998,0.0003,870000,217474,144252.28125,22775,15.6,132,65.30144500732422,5859.0654296875,6583
0.6499447822570801,-88375.28071597003,0.0003,880000,219974,148195.984375,23328,16.38,132,62.220699310302734,6066.24609375,6661
2.228294610977173,-89233.14018077002,0.0003,890000,222474,150664.671875,23637,46.16,132,62.49917221069336,7067.8544921875,6738
-2.0124754905700684,-88979.49422612,0.0003,900000,224974,139407.890625,23905,48.32,131,60.198455810546875,6020.251953125,6818
-2.025691509246826,-90447.39512745,0.0003,910000,227474,143188.8125,24112,35.95,131,57.675113677978516,5887.48046875,6897
1.9191536903381348,-90154.89467170999,0.0003,920000,229974,138874.71875,24240,74.11,131,54.87672424316406,5360.82421875,6975
3.6388871669769287,-83451.63045619999,0.0003,930000,232474,153985.84375,24497,32.39,131,52.41187286376953,5647.13671875,7056
-1.5467405319213867e-05,-80053.26281256998,0.0003,940000,234974,146703.921875,25042,20.39,131,52.250736236572266,6322.5654296875,7134
4.363266944885254,-77515.78825673001,0.0003,950000,237474,134891.4375,25399,34.64,131,53.1807861328125,5139.0068359375,7213
0.8784072399139404,-83009.93746496999,0.0003,960000,239974,143684.0625,25718,27.56,131,51.75252151489258,4943.64453125,7293
-3.189070701599121,-85615.52938672999,0.0003,970000,242474,145750.09375,26132,25.12,131,50.94911575317383,5347.611328125,7372
2.6463098526000977,-90156.82072203,0.0003,980000,244974,121112.484375,26622,17.57,131,49.86787796020508,5424.35107421875,7451
3.455993890762329,-92080.49947791001,0.0003,990000,247474,134856.65625,26784,73.46,131,48.50807571411133,5139.27978515625,7532
3.378385305404663,-99144.68608003999,0.0003,1000000,249974,130215.53125,26798,164.88,131,45.85601806640625,5176.66357421875,7611
