train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/n_updates,train/actor_loss,time/episodes,rollout/ep_len_mean,time/fps,train/ent_coef,train/critic_loss,time/time_elapsed
-38.18589782714844,-142214.86931289,0.0003,10000,2474,280620.625,375,6.21,141,1.887648105621338,8969.1669921875,70
-70.31648254394531,-5644161.6493861005,0.0003,20000,4974,696073.375,398,117.53,142,4.029500961303711,8318.0458984375,140
-67.53731536865234,-9618492.0439635,0.0003,30000,7474,1177569.375,406,196.97,141,7.747496128082275,8864.1708984375,211
-26.141597747802734,-15437601.06918459,0.0003,40000,9974,1552637.625,425,314.37,141,13.22965145111084,9790.9423828125,281
-17.9857177734375,-19425781.40318,0.0003,50000,12474,1816985.375,467,402.53,140,18.831884384155273,11892.5,356
-9.026712417602539,-1957653.4035376504,0.0003,60000,14974,2144518.25,596,48.37,138,29.686954498291016,16629.876953125,432
-5.690795421600342,-2214434.48060606,0.0003,70000,17474,2410208.75,770,52.77,138,49.28493881225586,26349.892578125,504
-1.561095952987671,-6750614.428750391,0.0003,80000,19974,2519113.0,810,151.62,139,58.782936096191406,34701.296875,573
-0.7599166035652161,-11892142.827985518,0.0003,90000,22474,2756370.5,843,257.29,140,54.44112777709961,23174.4765625,641
-0.8005784749984741,-9722806.73500944,0.0003,100000,24974,2937121.0,910,206.14,140,55.22880554199219,23780.88671875,711
-4.8625078201293945,-7770517.327239931,0.0003,110000,27474,3113439.5,972,171.88,140,56.82731628417969,15644.615234375,783
-0.7639995217323303,-6067984.323481649,0.0003,120000,29974,3184341.25,1034,149.59,140,73.30655670166016,20274.49609375,856
-1.3295209407806396,-1917762.1611540199,0.0003,130000,32474,3082289.5,1160,54.5,139,116.47610473632812,21404.83203125,928
-6.023313522338867,-1210862.1003812603,0.0003,140000,34974,3063575.0,1407,39.13,139,230.89085388183594,29960.72265625,1001
1.891711711883545,-5182544.05750524,0.0003,150000,37474,3028029.75,1449,123.42,140,222.21810913085938,20829.892578125,1070
2.2727043628692627,-9185763.266920451,0.0003,160000,39974,3035536.0,1469,202.68,140,185.05552673339844,38319.52734375,1141
0.8210771083831787,-14529833.647543592,0.0003,170000,42474,3048050.25,1487,308.03,140,137.4464569091797,32681.37109375,1213
3.008178234100342,-11731379.028000858,0.0003,180000,44974,3112294.5,1560,251.67,140,84.68436431884766,27577.474609375,1284
-1.4792393445968628,-6064515.6738788,0.0003,190000,47474,3261169.0,1611,160.37,140,68.69738006591797,28142.69140625,1354
-6.081977844238281,-3103788.68282716,0.0003,200000,49974,3244583.5,1697,106.58,140,93.81279754638672,20446.310546875,1426
2.3832035064697266,-2512174.26660967,0.0003,210000,52474,3242690.75,1820,72.78,140,90.11221313476562,24312.169921875,1499
1.429099202156067,-2770025.9921007003,0.0003,220000,54974,3149983.5,1917,80.04,139,115.80628204345703,34520.47265625,1573
0.9124834537506104,-929705.1077558799,0.0003,230000,57474,3093416.75,2128,35.41,139,158.08023071289062,36462.86328125,1643
-0.9582311511039734,-1435969.9678176597,0.0003,240000,59974,3048010.0,2340,51.37,139,197.42832946777344,28675.388671875,1717
1.9236104488372803,-3345191.0441510906,0.0003,250000,62474,2972140.5,2434,99.13,139,202.16302490234375,39938.94921875,1791
-0.18269121646881104,-4608080.941135311,0.0003,260000,64974,2934257.25,2518,119.78,139,162.8461456298828,38745.70703125,1864
-0.7038467526435852,-1037064.8362724801,0.0003,270000,67474,2900477.25,2648,46.61,139,132.83499145507812,43415.73046875,1936
