train/ent_coef,train/learning_rate,rollout/ep_len_mean,time/episodes,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,time/fps,train/critic_loss,train/ent_coef_loss
30.817060470581055,0.001,12.48,27203,109974,132152.64771338002,440000,2507,-106889.5625,175,14010585.0,-0.30041903257369995
24.921733856201172,0.001,10.9,28082,112474,133502.33030689,450000,2569,-106185.5,175,21797404.0,-0.011838436126708984
25.416759490966797,0.001,13.34,28917,114974,133395.85467827,460000,2631,-105005.90625,174,31595620.0,-0.5553824305534363
25.187454223632812,0.001,11.35,29790,117474,133534.07735538,470000,2692,-105022.390625,174,32050702.0,0.7373878955841064
24.687639236450195,0.001,13.12,30620,119974,133399.6,480000,2754,-108931.5390625,174,26800942.0,0.4843660593032837
24.13422966003418,0.001,14.19,31322,122474,133310.58377134,490000,2815,-105085.765625,174,123088416.0,-1.7870969772338867
21.873323440551758,0.001,13.24,32011,124974,133405.40387798,500000,2877,-108715.46875,173,9548044.0,-0.2752700448036194
21.600011825561523,0.001,12.61,32737,127474,133456.9,510000,2939,-108538.71875,173,28393698.0,1.9906494617462158
26.97874641418457,0.001,13.12,33303,129974,126794.63172661,520000,3000,-108330.390625,173,17974780.0,-5.3538641929626465
22.95953369140625,0.001,10.61,34204,132474,133553.1,530000,3062,-105289.265625,173,85000784.0,0.24653029441833496
23.04397964477539,0.001,11.1,35090,134974,133534.4,540000,3124,-106040.6875,172,8989810.0,2.000063896179199
21.801488876342773,0.001,15.77,35937,137474,133272.31645647998,550000,3185,-107593.609375,172,6190455.5,-0.5378618240356445
22.69021987915039,0.001,10.07,36823,139974,133368.3561159,560000,3247,-108856.3984375,172,4946750.0,-1.7167425155639648
21.719528198242188,0.001,10.86,37735,142474,133526.0,570000,3309,-107178.2890625,172,62375000.0,-1.3623058795928955
21.685739517211914,0.001,10.88,38672,144974,133529.59337049,580000,3370,-106838.546875,172,13348338.0,1.1426689624786377
22.929698944091797,0.001,10.58,39596,147474,133522.68530037,590000,3432,-108756.3515625,171,16299263.0,0.07848793268203735
21.13656997680664,0.001,11.16,40392,149974,133523.82509655,600000,3493,-108648.1484375,171,27314624.0,-1.7586668729782104
23.139833450317383,0.001,10.97,40983,152474,133500.81252342998,610000,3555,-108938.8515625,171,16304333.0,1.2838020324707031
22.89273452758789,0.001,10.31,41883,154974,133542.6,620000,3617,-108970.515625,171,6490029.0,-0.9360681772232056
23.283449172973633,0.001,10.35,42800,157474,133546.11989811,630000,3678,-107597.8515625,171,11751250.0,1.8390231132507324
21.95261573791504,0.001,11.2,43723,159974,133520.21400536,640000,3740,-109353.4296875,171,50085608.0,2.996434211730957
21.370323181152344,0.001,10.53,44692,162474,133540.1,650000,3802,-108580.5625,170,24970286.0,0.952221691608429
19.56855010986328,0.001,12.3,45614,164974,133440.15130086002,660000,3863,-107919.921875,170,5179134.0,-2.1191117763519287
20.230907440185547,0.001,11.2,46512,167474,133405.74012267002,670000,3925,-109294.03125,170,33258324.0,-1.100867748260498
22.66826057434082,0.001,14.56,47279,169974,133240.96210088,680000,3986,-108684.03125,170,23359798.0,-2.133007764816284
18.274429321289062,0.001,11.43,48141,172474,133486.84703667,690000,4048,-109555.984375,170,22676834.0,-0.6750668287277222
19.670499801635742,0.001,10.54,48943,174974,133542.12703474,700000,4109,-107952.8359375,170,21282012.0,-1.9661182165145874
18.973169326782227,0.001,10.18,49702,177474,133541.31912944,710000,4171,-109426.8671875,170,92454872.0,0.27422839403152466
19.304222106933594,0.001,10.85,50595,179974,133514.35416899,720000,4232,-108781.125,170,5701689.0,-0.7624955773353577
25.459014892578125,0.001,10.74,51524,182474,133539.43264198,730000,4294,-108114.625,169,4758594.5,-0.02833712100982666
19.426982879638672,0.001,13.26,52432,184974,133422.45283072,740000,4355,-106878.578125,169,42366852.0,-0.7376391887664795
17.289430618286133,0.001,10.01,53275,187474,133571.64946518,750000,4417,-108498.9140625,169,21823148.0,-2.5578060150146484
17.784772872924805,0.001,10.18,54244,189974,133565.62874719,760000,4479,-109386.9609375,169,6829690.5,-0.1980111002922058
22.116689682006836,0.001,10.17,54884,192474,132975.2,770000,4540,-107153.875,169,24226900.0,-0.9115022420883179
18.378599166870117,0.001,10.26,55835,194974,133527.91932217,780000,4602,-108316.4375,169,46907380.0,0.3250895142555237
23.320898056030273,0.001,9.77,56821,197474,124218.26120518,790000,4663,-107655.109375,169,20286108.0,0.04083670675754547
17.410015106201172,0.001,12.14,57734,199974,133461.8559152,800000,4725,-110507.8125,169,10263840.0,-0.07913248240947723
18.350345611572266,0.001,11.44,58602,202474,133410.31755442,810000,4787,-109960.6875,169,4476005.0,1.358684778213501
18.815664291381836,0.001,10.28,59535,204974,133558.83572375,820000,4848,-110596.3828125,169,3212910.0,2.312934398651123
19.344133377075195,0.001,11.77,60418,207474,133506.53900458,830000,4910,-110936.953125,169,7062855.5,2.4643354415893555
19.241453170776367,0.001,19.96,61147,209974,132868.74869104,840000,4972,-109415.6015625,168,6396620.0,2.625074863433838
16.699514389038086,0.001,10.52,61925,212474,133550.22273888,850000,5033,-108684.1640625,168,9604456.0,-0.11943912506103516
18.607892990112305,0.001,10.08,62776,214974,133578.8,860000,5095,-107726.0,168,25932760.0,-2.966820240020752
16.54648208618164,0.001,10.05,63760,217474,133465.55590774,870000,5156,-107791.890625,168,8229176.0,0.6625726819038391
16.902236938476562,0.001,10.0,64721,219974,133484.7,880000,5217,-107718.1875,168,4899320.0,0.8135977983474731
17.393362045288086,0.001,15.65,65626,222474,128928.89770911001,890000,5278,-109059.9609375,168,26238056.0,-1.9256834983825684
14.846305847167969,0.001,21.26,66398,224974,108552.02363701,900000,5339,-112953.5234375,168,7666781.5,0.047071442008018494
20.04801368713379,0.001,10.31,66968,227474,133457.88660633,910000,5400,-107811.4453125,168,33593756.0,-0.6009128093719482
16.52203369140625,0.001,10.14,67898,229974,133559.3,920000,5461,-111911.3203125,168,10122164.0,-0.17130357027053833
18.0147647857666,0.001,10.12,68767,232474,133542.93783109,930000,5522,-110655.9375,168,133568448.0,0.09923700988292694
18.764509201049805,0.001,20.24,69533,234974,129836.24837038,940000,5583,-110841.921875,168,19269360.0,1.985313892364502
16.267763137817383,0.001,12.5,70442,237474,133469.4667955,950000,5645,-110582.796875,168,7465247.0,-0.9601418972015381
15.836383819580078,0.001,10.57,71282,239974,133559.82512329,960000,5706,-109068.3671875,168,22501596.0,-0.274664044380188
19.2908878326416,0.001,11.41,72176,242474,133419.22834517,970000,5767,-110130.0078125,168,2521948.5,-1.576922059059143
20.420921325683594,0.001,10.96,72908,244974,132916.25094837998,980000,5828,-110058.140625,168,10102248.0,-0.2577632963657379
17.68000602722168,0.001,10.37,73769,247474,130630.19161212,990000,5889,-109333.7109375,168,9962990.0,-1.0433956384658813
18.996295928955078,0.001,10.1,74722,249974,133556.12285505998,1000000,5950,-107952.640625,168,3382200.25,-1.1553356647491455
