train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/n_updates,train/clip_range,rollout/ep_len_mean,train/clip_fraction,train/loss,train/std,train/policy_gradient_loss,train/explained_variance,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean
29926508905.6,-21.25101395994425,0.0003,0.000117759744,900,0.2,13.46,0.0,13884835840.0,0.997747540473938,-0.0004218801965180319,0.0,740,998,740000,-253781.16742006998
26852439337.6,-21.24999805390835,0.0003,0.00016798548,910,0.2,12.63,0.0,14604761088.0,0.9977460503578186,-0.0006349561905153678,-1.1920928955078125e-07,741,1011,750000,-239056.45585890996
24732181195.2,-21.249923528730868,0.0003,0.00021311245,920,0.2,14.35,0.0,13304434688.0,0.9977331757545471,-0.0007252015007907176,0.0,742,1023,760000,-267258.33454833
26953824083.2,-21.2498531088233,0.0003,0.00028668417,930,0.2,14.61,0.0,12635272192.0,0.9977344870567322,-0.0008752647408982739,0.0,743,1035,770000,-282156.43724569003
26554691780.8,-21.249821695685387,0.0003,0.000111324334,950,0.2,14.14,0.0,12414458880.0,0.9977013468742371,-0.0004200985084025888,1.1920928955078125e-07,740,1053,780000,-268083.34467939
27201007854.4,-21.249231964349747,0.0003,0.00017330622,960,0.2,13.88,0.0,14527214592.0,0.9976931214332581,-0.000694245192426024,0.0,741,1065,790000,-263832.11388009
27971559798.4,-21.249155141413212,0.0003,0.00012728536,970,0.2,12.44,0.0,15085634560.0,0.9976860284805298,-0.0005761868402260007,0.0,742,1077,800000,-240778.85644593995
28816189776.0,-21.249231414496897,0.0003,0.000163313,980,0.2,15.38,0.0,15181819904.0,0.9977079629898071,-0.0006476306194599602,0.0,742,1090,810000,-293926.79544652003
24895448673.6,-21.247491909563543,0.0003,0.00022431844,1000,0.2,14.11,0.0,13909702656.0,0.9975364208221436,-0.0007574630603812693,0.0,740,1107,820000,-264182.21253483
25397835377.6,-21.246077892184257,0.0003,0.00021622854,1010,0.2,11.16,0.0,11804675072.0,0.9974435567855835,-0.0006949428861844353,0.0,741,1120,830000,-217742.40510157
25949753044.8,-21.245793175697326,0.0003,0.00025991234,1020,0.2,12.81,0.0,13020893184.0,0.9975005388259888,-0.0008311053261422785,0.0,741,1132,840000,-250336.34304803
28341509144.0,-21.24654487222433,0.0003,0.0002002757,1030,0.2,14.28,0.0,16349992960.0,0.9975372552871704,-0.0007465270182365202,0.0,742,1145,850000,-278493.25384055
27766796225.6,-21.247679814696312,0.0003,0.00017886882,1040,0.2,12.47,0.0,13680578560.0,0.9976524114608765,-0.0006240959757633391,0.0,742,1157,860000,-246633.00631894002
26305556840.0,-21.24747760593891,0.0003,0.00018848488,1060,0.2,13.08,0.0,11346031616.0,0.9975519776344299,-0.0007427246202496463,0.0,740,1175,870000,-247937.17356610994
25903853633.6,-21.247176092863082,0.0003,0.00020351002,1070,0.2,12.14,0.0,14548211712.0,0.9975767135620117,-0.0006745786433384638,-1.1920928955078125e-07,740,1188,880000,-237299.72424014003
24345531759.2,-21.247203870117666,0.0003,0.00040239168,1080,0.2,14.02,0.0,11850612736.0,0.9975561499595642,-0.0012365258944555535,0.0,741,1200,890000,-263785.51111382
28232177432.0,-21.246214251220227,0.0003,7.031567e-05,1090,0.2,12.36,0.0,13598430208.0,0.9974495768547058,-0.0003580030857847305,-1.1920928955078125e-07,741,1213,900000,-237981.45346065998
29589780238.4,-21.244415502250195,0.0003,0.00012640926,1110,0.2,13.25,0.0,16559699968.0,0.9973593354225159,-0.0006183597983181244,0.0,738,1231,910000,-252611.99231721996
25954306036.8,-21.24428485482931,0.0003,0.00011675443,1120,0.2,10.54,0.0,13417362432.0,0.9973927736282349,-0.0005050585672506713,-1.1920928955078125e-07,739,1244,920000,-208497.08630375005
26953822891.2,-21.244279672205447,0.0003,0.00013663151,1130,0.2,14.01,0.0,13608160256.0,0.9973576664924622,-0.000422480435554462,0.0,739,1256,930000,-267256.21476195
26258055486.4,-21.244003716111184,0.0003,0.00019327358,1140,0.2,12.94,0.0,12919902208.0,0.9973486661911011,-0.0007475227892427938,0.0,740,1269,940000,-246676.23373948998
27060729049.6,-21.243617282807826,0.0003,0.00021972321,1150,0.2,10.5,0.0,13442252800.0,0.9973080158233643,-0.0006748267836883315,-1.1920928955078125e-07,740,1282,950000,-210624.46520115
22749618512.8,-21.242749989032745,0.0003,0.00021603768,1170,0.2,11.88,0.0,11290551296.0,0.9972760677337646,-0.000742150056794344,-2.384185791015625e-07,738,1299,960000,-227666.32184894
26248815454.4,-21.242659704387187,0.0003,0.00016160571,1180,0.2,12.39,0.0,14718924800.0,0.9972554445266724,-0.0005664011674525682,-1.1920928955078125e-07,739,1312,970000,-238171.15421107996
24656299001.6,-21.242089360952377,0.0003,0.00015102205,1190,0.2,13.75,0.0,11392257024.0,0.9971983432769775,-0.00048570531780569583,1.7881393432617188e-07,739,1325,980000,-260706.69435309002
25524497166.4,-21.241312065720557,0.0003,0.00014476266,1200,0.2,12.45,0.0,12552125440.0,0.9971601963043213,-0.0005526302695216146,-1.1920928955078125e-07,740,1337,990000,-240251.43619011997
25620571083.2,-21.240026949346067,0.0003,0.00022133824,1220,0.2,12.23,0.0,12970668032.0,0.9970999956130981,-0.0007493738579796627,5.960464477539063e-08,738,1354,1000000,-237605.72970037
