train/ent_coef,time/time_elapsed,time/total_timesteps,train/actor_loss,time/fps,train/ent_coef_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/critic_loss,time/episodes,train/n_updates
24.716989517211914,49,10000,8443.779296875,202,-17.196388244628906,232.8918918918919,-1024027.7166102162,0.0055,41477344.0,37,2474
36.4491081237793,98,20000,4968.84716796875,202,-2.211657762527466,297.5967741935484,-683160.7873635323,0.0055,5026443.0,62,4974
29.909242630004883,148,30000,1945.6649169921875,202,2.0678653717041016,364.7916666666667,-618955.7166239584,0.0055,3609416.5,72,7474
22.688920974731445,197,40000,5153.0791015625,202,-3.9594340324401855,446.5581395348837,-590103.9108868139,0.0055,2992422.75,86,9974
17.88763999938965,246,50000,999.8980712890625,203,0.9993624687194824,488.52,-601368.60524208,0.0055,3824253.5,100,12474
18.361759185791016,294,60000,-2784.68017578125,203,-0.8986799716949463,525.85,-309455.0675508499,0.0055,3842462.5,117,14974
20.195571899414062,343,70000,-3275.62060546875,203,-0.04226875305175781,610.07,-341151.78097003006,0.0055,1685501.375,130,17474
13.508584022521973,391,80000,-2211.949462890625,204,1.6590062379837036,669.17,-365220.65229804,0.0055,1456218.25,140,19974
8.335086822509766,440,90000,-245.19894409179688,204,1.6046390533447266,774.39,-352530.62416217,0.0055,1377075.125,152,22474
23.491863250732422,488,100000,12051.3037109375,204,11.40658187866211,756.37,-600273.11128358,0.0055,3001028.0,169,24974
7.1841139793396,536,110000,-152.304443359375,205,-2.0457870960235596,758.7,-585496.6463834699,0.0055,3619000.5,178,27474
8.974752426147461,584,120000,1396.492919921875,205,-0.9424204230308533,785.16,-493375.51398353005,0.0055,1751854.0,189,29974
9.230517387390137,632,130000,2955.7978515625,205,2.9464006423950195,810.5,-458243.76174742,0.0055,1259212.25,198,32474
5.8923020362854,680,140000,1507.58984375,205,4.008729934692383,834.39,-464104.40725465,0.0055,1112739.625,213,34974
16.015666961669922,728,150000,10229.751953125,205,4.233628273010254,570.5,-518039.53769954,0.0055,21901136.0,257,37474
14.116941452026367,776,160000,-98.19609069824219,206,1.7051113843917847,589.32,-298438.05701869,0.0055,3283777.5,269,39974
11.569130897521973,824,170000,-2424.802734375,206,1.8765588998794556,569.86,-310489.17739344,0.0055,2507810.5,281,42474
12.534490585327148,872,180000,-313.0143737792969,206,2.6052465438842773,460.8,-335482.61531369,0.0055,2141885.5,304,44974
12.6895751953125,920,190000,6338.69677734375,206,1.359165906906128,493.22,-331905.7163769,0.0055,1627928.5,316,47474
24.862932205200195,968,200000,6981.16650390625,206,8.23130989074707,527.31,-402106.71945592,0.0055,1762817.75,338,49974
9.284524917602539,1016,210000,2319.685791015625,206,-0.316247820854187,604.44,-398028.06475867005,0.0055,1704839.375,350,52474
17.692989349365234,1064,220000,9052.0859375,206,-17.015033721923828,656.48,-378025.7969994199,0.0055,3218081.0,360,54974
14.359052658081055,1112,230000,8329.37109375,206,4.6813459396362305,687.79,-565502.3771574299,0.0055,2532870.25,370,57474
7.273823261260986,1160,240000,7452.35888671875,206,-2.4685251712799072,693.59,-557633.755213,0.0055,1046919.125,381,59974
9.435246467590332,1207,250000,6142.013671875,206,0.4614696502685547,712.88,-548776.31937582,0.0055,413449.09375,392,62474
16.807781219482422,1255,260000,31804.73046875,207,-28.5625,792.32,-537412.15251977,0.0055,8285268.0,401,64974
20.541854858398438,1303,270000,1983.550048828125,207,3.236572265625,750.26,-427350.85276851006,0.0055,1118526.375,426,67474
19.1116943359375,1351,280000,4798.431640625,207,11.057865142822266,755.81,-417062.73588357004,0.0055,21900708.0,445,69974
24.828454971313477,1399,290000,-2130.371826171875,207,0.6886324882507324,729.95,-440524.26160018006,0.0055,2644919.5,458,72474
22.50129508972168,1447,300000,3289.681884765625,207,9.644590377807617,698.93,-266896.01313343,0.0055,1499095.75,471,74974
13.936622619628906,1495,310000,8473.041015625,207,4.826188564300537,693.62,-426510.11555238,0.0055,2775846.75,483,77474
19.16692352294922,1543,320000,15070.02734375,207,-60.68661117553711,676.08,-436290.74006905005,0.0055,4075184.5,496,79974
167.97947692871094,1591,330000,28292.775390625,207,8.996581077575684,672.16,-781530.2330138999,0.0055,5507636.0,512,82474
52.3262825012207,1639,340000,8135.353515625,207,2.1101887226104736,734.72,-751921.91624626,0.0055,2243120.25,524,84974
150.0231170654297,1687,350000,49491.140625,207,-30.031457901000977,706.98,-658404.85319742,0.0055,6252388.0,542,87474
1998.5396728515625,1736,360000,265682.3125,207,60.62710952758789,630.55,-1236056.06350491,0.0055,412146592.0,568,89974
72.89093780517578,1784,370000,102824.8515625,207,23.329723358154297,503.98,-1096089.03707006,0.0055,49504040.0,593,92474
9.936800003051758,1831,380000,30154.12890625,207,1.8334943056106567,557.04,-897687.80771774,0.0055,7597495.0,603,94974
17.76230812072754,1879,390000,-111.79754638671875,207,-2.541064739227295,586.51,-757541.90482202,0.0055,3823355.25,614,97474
15.828622817993164,1927,400000,456926.59375,207,-59.18864059448242,576.88,-762500.08363496,0.0055,23553192.0,624,99974
215.96983337402344,1981,410000,56649.5234375,206,28.9179744720459,541.2,-907014.1466058901,0.0055,9110972.0,648,102474
11.045025825500488,2035,420000,47353.671875,206,5.415130138397217,608.94,-803051.6794337801,0.0055,26984332.0,658,104974
5.992442607879639,2090,430000,22860.763671875,205,2.152414560317993,672.62,-825914.50121878,0.0055,27304300.0,671,107474
22.34881591796875,2144,440000,30249.646484375,205,8.088643074035645,729.75,-816677.28557015,0.0055,9646001.0,689,109974
4294.99951171875,2198,450000,331627.1875,204,-152.28021240234375,582.55,-1123946.5135716603,0.0055,3827325440.0,716,112474
3982.477783203125,2252,460000,428585.25,204,76.67131042480469,562.07,-1546528.6170053196,0.0055,3304204032.0,735,114974
143.46104431152344,2306,470000,209022.796875,203,33.20610809326172,546.98,-1363226.83673406,0.0055,119839888.0,754,117474
14.28295612335205,2361,480000,94793.703125,203,7.826048851013184,493.24,-1387760.19798381,0.0055,26683422.0,771,119974
20.655912399291992,2414,490000,79888.609375,202,3.091303825378418,532.58,-1612131.80656793,0.0055,26008976.0,786,122474
1362.2684326171875,2468,500000,117511.484375,202,-73.38453674316406,526.82,-1518567.5960119,0.0055,194732784.0,797,124974
596.8713989257812,2523,510000,96144.09375,202,56.26970672607422,499.85,-1015440.25436052,0.0055,74257648.0,836,127474
20.240421295166016,2577,520000,43758.2578125,201,8.436914443969727,382.46,-894963.3728879701,0.0055,23492778.0,875,129974
338.4452209472656,2631,530000,52870.46875,201,10.15483283996582,343.54,-877916.9709988901,0.0055,86655280.0,891,132474
302.19281005859375,2685,540000,67503.8203125,201,-136.2354736328125,357.94,-573544.82796126,0.0055,43750484.0,902,134974
2851.064453125,2739,550000,184408.375,200,72.0625228881836,412.91,-1259525.00996975,0.0055,274838656.0,927,137474
65.12560272216797,2793,560000,60201.66796875,200,25.568838119506836,461.46,-1267534.7537277103,0.0055,29748490.0,967,139974
6.273670196533203,2848,570000,25102.267578125,200,4.211720943450928,479.52,-1254596.61234124,0.0055,7790814.0,976,142474
3.0990803241729736,2902,580000,28439.01953125,199,0.403211385011673,529.52,-1006767.17088898,0.0055,22481944.0,987,144974
5169.6484375,2956,590000,345300.875,199,72.83879089355469,378.64,-754814.9054884501,0.0055,1464671232.0,1025,147474
762.4409790039062,3010,600000,239166.21875,199,3.0001931190490723,456.8,-1425460.0339054603,0.0055,781158784.0,1052,149974
783.0469970703125,3064,610000,357097.5625,199,-41.76964569091797,476.97,-1952453.6509589897,0.0055,625587072.0,1069,152474
369.45989990234375,3118,620000,204029.875,198,43.16804885864258,393.54,-2419495.46408008,0.0055,232089312.0,1097,154974
26.434240341186523,3173,630000,114177.6171875,198,8.540764808654785,245.61,-723519.6172354801,0.0055,74536104.0,1166,157474
9.056464195251465,3227,640000,22615.859375,198,-3.0221056938171387,149.1,-80476.49799381,0.0055,63586724.0,1224,159974
124.72940826416016,3281,650000,29168.1484375,198,10.346445083618164,225.41,-285038.25375932,0.0055,52222320.0,1235,162474
206.31849670410156,3335,660000,46953.5,197,-120.38902282714844,307.54,-390477.60949026,0.0055,38714664.0,1245,164974
311.8660583496094,3389,670000,45928.86328125,197,14.391233444213867,391.99,-693778.37986912,0.0055,11906771.0,1258,167474
41.81403350830078,3443,680000,16398.45703125,197,17.433229446411133,482.19,-689655.1674217199,0.0055,4532881.0,1268,169974
283.03802490234375,3497,690000,103129.5234375,197,-28.85931396484375,570.26,-1054987.76170702,0.0055,27955088.0,1294,172474
346.56011962890625,3551,700000,47518.30859375,197,-10.810958862304688,371.47,-1131588.4485940298,0.0055,27318684.0,1347,174974
464.2845764160156,3605,710000,69268.640625,196,17.085384368896484,297.03,-1115658.4396955902,0.0055,124254832.0,1368,177474
198.84503173828125,3659,720000,96685.0078125,196,6.13969612121582,303.74,-1097467.34788837,0.0055,24464896.0,1388,179974
7493.99169921875,3714,730000,403738.84375,196,-162.95181274414062,179.08,-375028.14099586004,0.0055,3548243456.0,1475,182474
9754.0712890625,3768,740000,575800.6875,196,83.30828094482422,106.66,-767631.3902174999,0.0055,4437402624.0,1550,184974
513.8529663085938,3822,750000,419874.25,196,45.646095275878906,115.99,-264938.65216468,0.0055,719584640.0,1635,187474
755.959228515625,3876,760000,272703.625,196,14.011526107788086,95.68,-576118.69160533,0.0055,573268864.0,1745,189974
2715.52783203125,3930,770000,400904.8125,195,50.10975646972656,128.9,-872192.1417184,0.0055,706747008.0,1796,192474
1413.3046875,3984,780000,322902.65625,195,25.045629501342773,192.25,-1463955.31966315,0.0055,233969184.0,1849,194974
253.23126220703125,4039,790000,140768.90625,195,10.710314750671387,85.11,-123702.73717801001,0.0055,187477984.0,1972,197474
117841.796875,4093,800000,1502497.375,195,34.743438720703125,157.0,-1273926.1195585001,0.0055,332773130240.0,2008,199974
26266.015625,4147,810000,1038225.375,195,98.48951721191406,215.55,-1773541.8324995001,0.0055,30454554624.0,2055,202474
1314.8834228515625,4201,820000,940794.3125,195,47.013702392578125,211.1,-1233170.5415261602,0.0055,4197187072.0,2100,204974
404.47625732421875,4256,830000,809697.375,195,-205.62698364257812,254.08,-2017283.0631333997,0.0055,18875385856.0,2120,207474
74810.0703125,4310,840000,1802053.0,194,-22.8264102935791,336.92,-3538491.3807625603,0.0055,366526922752.0,2141,209974
22792.70703125,4364,850000,1679476.5,194,45.97064971923828,330.82,-3696331.7087852494,0.0055,20344688640.0,2184,212474
80573.0,4418,860000,2916197.5,194,50.333595275878906,320.21,-3294379.3414973794,0.0055,124982624256.0,2216,214974
8113.87158203125,4472,870000,2222831.25,194,8.391609191894531,199.58,-1157240.95666315,0.0055,26808449024.0,2284,217474
7045.23974609375,4526,880000,1585286.75,194,8.596944808959961,137.82,-966725.16143887,0.0055,3922879488.0,2354,219974
532.183837890625,4581,890000,886175.0,194,23.564294815063477,175.44,-1626106.7289316598,0.0055,4585914368.0,2405,222474
12.04186725616455,4635,900000,407407.375,194,6.898795127868652,158.35,-984114.59706892,0.0055,478114112.0,2471,224974
0.7511561512947083,4689,910000,253864.78125,194,-0.18773622810840607,199.71,-1360251.6963661204,0.0055,170448000.0,2501,227474
0.03581009432673454,4743,920000,130191.359375,193,-2.050983428955078,196.3,-1319557.8526928,0.0055,357757600.0,2560,229974
27.663331985473633,4797,930000,205411.34375,193,-33.109012603759766,212.43,-1497732.3153797397,0.0055,88822576.0,2596,232474
2611.964599609375,4851,940000,532237.0,193,18.994403839111328,248.04,-2275002.2385448,0.0055,9954045952.0,2621,234974
1049.3326416015625,4906,950000,674195.25,193,44.21940994262695,336.35,-3192676.2635486806,0.0055,3427770880.0,2652,237474
92.76654052734375,4959,960000,596541.6875,193,29.31897735595703,308.57,-2652389.67075495,0.0055,2567986176.0,2697,239974
2600.64404296875,5013,970000,714100.25,193,-155.96917724609375,156.08,-1163092.9977560497,0.0055,2337914880.0,2768,242474
88529.2734375,5068,980000,3685896.5,193,-232.54367065429688,173.61,-1651369.5865985,0.0055,1295896281088.0,2801,244974
302113.46875,5122,990000,5626963.5,193,-15.03424072265625,239.35,-2570405.7849901,0.0055,4866312241152.0,2821,247474
507060.65625,5176,1000000,8883601.0,193,-15.099635124206543,295.44,-2433252.69418833,0.0055,13705295167488.0,2880,249974
