train/std,train/policy_objective,train/explained_variance,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,train/value_loss,time/fps,time/total_timesteps,train/kl_divergence_loss,train/learning_rate,train/is_line_search_success
0.8261368274688721,0.05611272528767586,0.0,3182,-64879.6726925,29,7.76,4534581175.2,75,240000,0.008713491261005402,0.001,1.0
0.811431348323822,0.04140976071357727,0.019849717617034912,3188,-38437.52914656,30,9.15,3924524826.0,78,250000,0.005603765603154898,0.001,1.0
0.7964110970497131,0.042772479355335236,0.025301218032836914,3194,-21693.94654422,31,9.1,3087481950.0,81,260000,0.008922436274588108,0.001,1.0
0.7839500904083252,0.040933333337306976,0.02113163471221924,3199,-27311.459560059997,32,9.14,3439989416.0,84,270000,0.008963054977357388,0.001,1.0
0.7707986831665039,0.03160171955823898,0.03410571813583374,3206,-21237.26625087,34,9.01,2296371594.8,87,280000,0.006677065510302782,0.001,1.0
0.7641671299934387,0.04376355558633804,0.03468400239944458,3212,-16275.91693314,35,9.17,2359048589.8,90,290000,0.008118667639791965,0.001,1.0
0.7538720965385437,0.04658036679029465,0.04164701700210571,3217,-9597.86067137,36,9.04,1996659594.6,93,300000,0.006399585399776697,0.001,1.0
0.7483205795288086,0.03358868509531021,0.04993736743927002,3223,-7156.18599664,37,9.14,1832604021.4,96,310000,0.00801729317754507,0.001,1.0
0.7445170283317566,0.046679720282554626,0.04804760217666626,3230,-4677.11170557,39,8.75,1935598998.6,99,320000,0.006894117221236229,0.001,1.0
0.7368051409721375,0.04255538061261177,0.05563986301422119,3236,-134.24546361000014,40,8.93,1723659225.0,101,330000,0.006990193855017424,0.001,1.0
0.7317235469818115,0.04128558188676834,0.054321229457855225,3241,3609.52560816,41,8.93,1789057918.6,104,340000,0.008665798231959343,0.001,1.0
0.7290218472480774,0.040901534259319305,0.0558508038520813,3247,2319.07617722,42,8.8,1807049505.0,107,350000,0.008667569607496262,0.001,1.0
0.7232548594474792,0.03743758052587509,0.05133122205734253,3252,3645.73102059,43,8.94,1879349579.4,110,360000,0.008696085773408413,0.001,1.0
0.7152732014656067,0.0499156191945076,0.0544126033782959,3259,8619.236555989999,45,8.75,1791800459.4,113,370000,0.009318008087575436,0.001,1.0
0.7120583057403564,0.03837103769183159,0.056052982807159424,3265,9628.07690283,46,8.8,1735504388.2,116,380000,0.008621875196695328,0.001,1.0
0.7039975523948669,0.04058117792010307,0.051673173904418945,3271,10264.48754677,47,8.58,1880957346.0,119,390000,0.007820851169526577,0.001,1.0
0.7001795172691345,0.04477517306804657,0.05878913402557373,3276,12867.19523058,48,8.59,1735112437.0,122,400000,0.009494851343333721,0.001,1.0
0.6964263916015625,0.03162286803126335,0.05276733636856079,3283,9596.6391834,50,8.57,1685846152.6,124,410000,0.006193824112415314,0.001,1.0
0.6898866295814514,0.049041446298360825,0.03284776210784912,3289,12964.56604355,51,8.58,1736965760.4,127,420000,0.009512429125607014,0.001,1.0
0.6862464547157288,0.042440008372068405,0.04279196262359619,3294,12964.55232997,52,8.52,1710423924.9,130,430000,0.008319216780364513,0.001,1.0
0.6875605583190918,0.044969622045755386,0.03939908742904663,3300,16096.49082403,53,8.46,1687641771.4,133,440000,0.008890476077795029,0.001,1.0
0.6814520955085754,0.025827033445239067,0.02518284320831299,3306,13957.86293791,54,8.23,1731653412.4,136,450000,0.006901182234287262,0.001,1.0
0.6787090301513672,0.04145997390151024,0.01085972785949707,3313,16907.692870040002,56,8.43,1690451106.7,138,460000,0.00843887310475111,0.001,1.0
0.6743925213813782,0.02559208869934082,0.008039534091949463,3318,15392.973313120001,57,8.37,1746503075.0,141,470000,0.006434159353375435,0.001,1.0
0.6719586849212646,0.023621059954166412,0.005383312702178955,3323,16702.22578302,58,8.21,1766581874.8,144,480000,0.006525902543216944,0.001,1.0
0.6713272929191589,0.02043282240629196,2.0265579223632812e-06,3328,15829.13390645,59,8.1,1704300751.0,147,490000,0.008694219402968884,0.001,1.0
0.6664963364601135,0.02513989247381687,8.940696716308594e-07,3334,19335.82014825,61,8.24,1724016273.2,149,500000,0.005873492453247309,0.001,1.0
0.6637068390846252,0.03056875243782997,5.364418029785156e-07,3339,17921.57294084,62,8.31,1687601552.8,152,510000,0.008076431229710579,0.001,1.0
0.6614612936973572,0.03614821285009384,4.76837158203125e-07,3344,20044.67247035,63,8.18,1686100674.4,155,520000,0.00971976388245821,0.001,1.0
0.6589401364326477,0.029612138867378235,2.980232238769531e-07,3349,18525.80124644,64,8.27,1699351770.4,158,530000,0.006832204759120941,0.001,1.0
0.6568619608879089,0.03734353184700012,5.960464477539063e-08,3354,18512.76272751,65,8.19,1666160149.6,160,540000,0.0092714698985219,0.001,1.0
0.649810791015625,0.02692306973040104,0.0,3360,19540.27399898,67,8.2,1665007503.2,163,550000,0.007001865655183792,0.001,1.0
0.650722324848175,0.034634895622730255,-1.1920928955078125e-07,3365,20048.46607422,68,8.17,1653585778.8,166,560000,0.0066650486551225185,0.001,1.0
0.6506662368774414,0.027177123352885246,0.0,3370,19744.9,69,8.18,1676985547.2,169,570000,0.006475317757576704,0.001,1.0
0.6500687003135681,0.0366932675242424,0.0,3376,20856.3,70,8.12,1663819654.6,171,580000,0.009818457998335361,0.001,1.0
0.6488277316093445,0.03438682109117508,5.960464477539063e-08,3382,21560.79917078,72,8.11,1684776706.2,174,590000,0.00662599690258503,0.001,1.0
0.6482319235801697,0.04842451214790344,0.0,3387,21662.129206849997,73,8.1,1704545909.6,177,600000,0.00936327688395977,0.001,1.0
0.6477805972099304,0.05170844867825508,1.1920928955078125e-07,3392,21055.80398672,74,8.15,1760703072.4,179,610000,0.009187505580484867,0.001,1.0
0.649332582950592,0.026141583919525146,5.960464477539063e-08,3396,20752.98824181,75,8.2,1687254180.2,182,620000,0.007059814408421516,0.001,1.0
0.6470250487327576,0.03962944820523262,0.0,3401,16404.8,76,8.35,1673368420.7,185,630000,0.009144783020019531,0.001,1.0
0.6438984274864197,0.042641736567020416,-1.1920928955078125e-07,3407,21763.37442387,78,8.1,1660494649.0,187,640000,0.007231671363115311,0.001,1.0
0.6434993743896484,0.02763543650507927,0.0,3412,21363.32386579,79,8.1,1697168269.4,190,650000,0.008564325980842113,0.001,1.0
0.6438285112380981,0.026312608271837234,0.0,3417,16629.8935191,80,7.85,1654912925.2,193,660000,0.009252716787159443,0.001,1.0
0.6431213021278381,0.02343570441007614,-1.1920928955078125e-07,3422,21261.81496783,81,8.09,1657185536.7,195,670000,0.00815977156162262,0.001,1.0
0.6420044302940369,0.04219547659158707,0.0,3428,21865.7188938,83,8.1,1638225480.2,198,680000,0.009416584856808186,0.001,1.0
0.6424383521080017,0.03171069175004959,-1.1920928955078125e-07,3433,18361.37780603,84,8.09,1637073407.7,200,690000,0.008242879994213581,0.001,1.0
0.6405733227729797,0.0285569429397583,1.7881393432617188e-07,3438,20650.60395965,85,8.12,1647018547.0,203,700000,0.006596011575311422,0.001,1.0
0.6399129033088684,0.030920321121811867,-1.1920928955078125e-07,3442,19328.49306654,86,8.08,1875394817.2,206,710000,0.009607802145183086,0.001,1.0
0.6394817233085632,0.030081605538725853,0.0,3447,22268.48441673,87,8.06,1618733646.0,208,720000,0.006500208284705877,0.001,1.0
0.6402735114097595,0.04462777450680733,1.7881393432617188e-07,3453,20750.9,89,8.12,5938510378.2,211,730000,0.009208742529153824,0.001,1.0
0.6379685997962952,0.02826770208775997,0.0,3458,21060.18830701,90,8.09,1691222636.0,213,740000,0.007592424750328064,0.001,1.0
0.6367864012718201,0.02895370125770569,-1.1920928955078125e-07,3463,21767.06401188,91,8.05,1622542226.0,216,750000,0.008668520487844944,0.001,1.0
0.6366452574729919,0.031562622636556625,-1.1920928955078125e-07,3467,21864.409998260002,92,8.07,1613175334.0,219,760000,0.007462339475750923,0.001,1.0
0.6375890374183655,0.033352307975292206,1.1920928955078125e-07,3472,22370.846407650002,93,8.09,1588611771.8,221,770000,0.009645337238907814,0.001,1.0
0.6358800530433655,0.03207875415682793,5.960464477539063e-08,3478,22370.2,95,8.11,1628022428.4,224,780000,0.008734610863029957,0.001,1.0
0.6347488164901733,0.03621027618646622,0.0,3483,22367.013332869996,96,8.12,1607623026.9,226,790000,0.009625817649066448,0.001,1.0
0.631392776966095,0.02745329774916172,5.960464477539063e-08,3487,23179.5,97,8.08,1665261305.4,229,800000,0.008665548637509346,0.001,1.0
0.6295657157897949,0.03581681475043297,-1.1920928955078125e-07,3492,22271.96822858,98,8.1,1614170338.6,231,810000,0.009655649773776531,0.001,1.0
0.6281123757362366,0.03764098510146141,0.0,3498,26608.9,100,8.02,1748881321.1,234,820000,0.009330663830041885,0.001,1.0
0.6264932155609131,0.03369317203760147,1.1920928955078125e-07,3503,22769.35692334,101,8.22,1652043463.4,236,830000,0.009263460524380207,0.001,1.0
0.6256633400917053,0.039137255400419235,0.0,3508,27819.2,102,8.1,1718944897.6,239,840000,0.0068730455823242664,0.001,1.0
0.624555766582489,0.02849653735756874,1.1920928955078125e-07,3512,27847.789937129997,103,8.05,1697591921.2,241,850000,0.006678409408777952,0.001,1.0
0.6243205070495605,0.031401559710502625,0.0,3517,27127.33800323,104,8.04,1752947780.6,244,860000,0.006449062377214432,0.001,1.0
0.6207571029663086,0.034765616059303284,0.0,3523,31958.6,106,8.06,1755693811.4,246,870000,0.008305934257805347,0.001,1.0
0.6193387508392334,0.02579476125538349,0.0,3528,30167.18483523,107,8.05,2163459534.8,249,880000,0.007135230582207441,0.001,1.0
0.6185059547424316,0.02635163441300392,0.0,3533,28214.948012220004,108,8.27,1807418638.8,251,890000,0.00663328729569912,0.001,1.0
0.6171581149101257,0.03674164414405823,0.0,3538,29297.05807712,109,8.03,1901446207.8,254,900000,0.008463650941848755,0.001,1.0
0.6167565584182739,0.043668441474437714,0.0,3544,32356.7,111,8.13,1880258918.4,256,910000,0.009342502802610397,0.001,1.0
0.6163367033004761,0.02879689261317253,0.0,3549,30936.865168370005,112,8.26,1903475047.6,259,920000,0.008304821327328682,0.001,1.0
0.6146606802940369,0.033278968185186386,-1.1920928955078125e-07,3553,31682.49266982,113,8.08,2190443606.8,261,930000,0.009179971180856228,0.001,1.0
0.6113781929016113,0.03685672953724861,0.0,3558,35006.225626010004,114,8.1,1899420894.4,264,940000,0.009219191037118435,0.001,1.0
0.6100106835365295,0.032611873000860214,-2.384185791015625e-07,3563,37000.0,115,8.15,2055616289.2,266,950000,0.009164681658148766,0.001,1.0
0.6075380444526672,0.03927892819046974,0.0,3569,34029.90054135,117,8.0,2251480680.2,268,960000,0.009457570500671864,0.001,1.0
0.6066849827766418,0.03073418326675892,0.0,3574,36291.5,118,8.16,2022268003.8,271,970000,0.009764379821717739,0.001,1.0
0.6049725413322449,0.027660293504595757,0.0,3579,32916.49693562,119,8.15,2137269297.2,273,980000,0.009985812939703465,0.001,1.0
0.6038100719451904,0.03653619810938835,1.7881393432617188e-07,3584,35613.26365556,120,8.18,2094955567.6,276,990000,0.0094624487683177,0.001,1.0
0.6025678515434265,0.03020278736948967,1.1920928955078125e-07,3589,35498.012790240005,122,8.26,2135485515.2,278,1000000,0.006468004081398249,0.001,1.0
