time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/ent_coef
105,61999,5.33,3303,350000,0.0064,-135702.26828146,87474,0.8905996084213257,176.9149932861328,103488.109375,4.744791507720947
105,63949,5.07,3403,360000,0.0064,-133254.13329202,89974,0.11835986375808716,204.24722290039062,103885.0078125,4.930468559265137
105,65909,5.14,3503,370000,0.0064,-133709.73780054002,92474,2.108370304107666,130.45748901367188,102900.109375,4.147074222564697
105,67851,5.06,3604,380000,0.0064,-133180.95580225004,94974,-0.7020883560180664,143.96310424804688,103031.28125,4.075190544128418
105,69811,5.09,3704,390000,0.0064,-133366.94981962998,97474,-0.5153553485870361,172.65940856933594,103358.6796875,4.00862455368042
105,71760,5.26,3803,400000,0.0064,-135035.66063964,99974,-0.07497629523277283,145.6904296875,103661.53125,3.511850357055664
105,73705,5.03,3903,410000,0.0064,-132950.22929841,102474,0.8963766098022461,96.71212005615234,102890.484375,3.4145100116729736
104,75624,5.11,4004,420000,0.0064,-133654.30679441,104974,0.6493737697601318,111.60447692871094,103120.6640625,3.8783576488494873
104,77495,5.21,4104,430000,0.0064,-134959.48967570002,107474,1.4807045459747314,190.72894287109375,103197.453125,4.521793842315674
104,79433,5.0,4204,440000,0.0064,-132780.91881606999,109974,-1.0348713397979736,338.19134521484375,103918.515625,4.515754222869873
104,81289,5.91,4304,450000,0.0064,-142533.56953782,112474,2.381199836730957,163.37782287597656,103688.5390625,5.137378692626953
104,83243,5.03,4404,460000,0.0064,-133016.82930042,114974,1.9384398460388184,119.12762451171875,103173.5078125,4.7541279792785645
104,85121,5.53,4505,470000,0.0064,-137517.42685280996,117474,3.5581448078155518,264.23046875,103447.890625,6.426792144775391
104,87002,5.29,4604,480000,0.0064,-134962.87518235002,119974,2.2840816974639893,268.1975402832031,104044.546875,6.6680498123168945
104,88874,5.16,4705,490000,0.0064,-134147.84632065,122474,-0.26228058338165283,292.83221435546875,103838.796875,6.3310675621032715
104,90793,5.12,4805,500000,0.0064,-133790.66746064997,124974,1.4408040046691895,229.66189575195312,103533.5546875,5.782001972198486
103,92635,5.53,4908,510000,0.0064,-137016.99426802,127474,-5.789747714996338,285.8283996582031,104663.59375,7.252548694610596
103,94550,5.23,5013,520000,0.0064,-134796.99128903,129974,1.642651081085205,255.5538330078125,103468.6484375,5.862091064453125
103,96404,5.03,5118,530000,0.0064,-133030.08289613,132474,0.2669852674007416,188.76942443847656,103563.5859375,5.82138729095459
103,98315,5.23,5220,540000,0.0064,-134430.3549447,134974,-0.8393945693969727,285.9031982421875,103363.09375,5.921778202056885
103,100182,5.41,5331,550000,0.0064,-135336.42978454998,137474,3.5334057807922363,127.66402435302734,103366.6484375,4.843417167663574
102,101747,7.13,5440,560000,0.0064,-161952.01861316,139974,2.9009485244750977,303.40740966796875,104073.703125,6.957889556884766
102,103367,6.42,5545,570000,0.0064,-143364.51708129,142474,8.571381568908691,166.64466857910156,103081.828125,7.370713233947754
102,104926,6.05,5653,580000,0.0064,-139139.62564289,144974,2.5473039150238037,274.4931945800781,104154.7421875,7.649629592895508
102,106419,6.09,5763,590000,0.0064,-139810.02203654998,147474,-0.07178670167922974,413.6856384277344,104807.1328125,7.557077407836914
102,107672,8.35,5869,600000,0.0064,-172577.12933612,149974,0.5762515068054199,764.7686157226562,110288.5078125,10.62769603729248
102,109258,6.04,5978,610000,0.0064,-139369.13987614,152474,-7.208883762359619,798.3753051757812,111142.859375,11.560527801513672
101,110869,6.04,6085,620000,0.0064,-139154.85202571002,154974,4.80324649810791,561.5418090820312,107309.078125,11.554281234741211
101,112490,6.4,6185,630000,0.0064,-146039.15362353,157474,3.1533265113830566,501.6568908691406,106281.0625,8.370500564575195
101,114117,6.02,6290,640000,0.0064,-139045.69025111,159974,3.274578094482422,452.1620178222656,106903.8515625,10.435506820678711
101,115703,6.29,6396,650000,0.0064,-142847.50413262003,162474,5.377184867858887,455.55718994140625,105074.640625,11.551788330078125
101,117343,6.02,6496,660000,0.0064,-140873.46647515,164974,-1.1232211589813232,406.608154296875,105608.4453125,7.748502731323242
101,118963,6.16,6600,670000,0.0064,-140317.80510376004,167474,0.2677951455116272,338.98309326171875,103245.9921875,5.949008464813232
101,120563,6.01,6701,680000,0.0064,-138644.39487036,169974,-1.2779971361160278,382.25994873046875,103104.65625,5.6959614753723145
101,122227,6.0,6804,690000,0.0064,-138512.31599892,172474,-2.2488646507263184,262.51544189453125,103280.421875,6.0869035720825195
101,123858,6.09,6906,700000,0.0064,-139356.42023098998,174974,-3.6458868980407715,258.2536315917969,103177.3828125,5.806225299835205
101,125515,6.0,7008,710000,0.0064,-138469.15727964,177474,2.343824863433838,137.9445037841797,102217.578125,5.273327350616455
101,127171,6.02,7111,720000,0.0064,-138687.31727720003,179974,-0.8421294689178467,140.60658264160156,102124.2890625,4.065921306610107
101,128824,6.01,7213,730000,0.0064,-138591.68385014,182474,-1.6349167823791504,176.82818603515625,102305.453125,5.141345500946045
101,130389,6.0,7322,740000,0.0064,-138463.59736314,184974,1.1356143951416016,133.10903930664062,102543.09375,5.247532844543457
100,132008,7.46,7429,750000,0.0064,-165565.48818530998,187474,4.926706790924072,157.28070068359375,103200.8203125,6.129495143890381
100,133643,6.1,7537,760000,0.0064,-139412.85578032,189974,1.053253173828125,142.18545532226562,102992.96875,5.876305103302002
100,135252,8.17,7643,770000,0.0064,-200849.23865953006,192474,0.3666360378265381,252.91758728027344,102272.140625,7.116429805755615
100,136593,6.22,7747,780000,0.0064,-141270.97086128002,194974,2.8727059364318848,248.5089874267578,103368.1328125,9.344110488891602
100,138181,6.22,7850,790000,0.0064,-141058.42487571,197474,3.695531129837036,424.1190490722656,103408.140625,9.243953704833984
100,139772,6.53,7951,800000,0.0064,-145400.50293843,199974,-1.2560467720031738,1000.8836669921875,104759.375,8.000242233276367
100,141395,7.12,8057,810000,0.0064,-153706.29981513,202474,0.6093407869338989,510.8470764160156,103726.5703125,14.500531196594238
100,142942,6.08,8158,820000,0.0064,-139384.45020779,204974,-2.0116143226623535,508.2531433105469,105145.984375,9.600958824157715
100,144581,6.09,8252,830000,0.0064,-139253.50086307002,207474,-4.1206512451171875,561.4765014648438,106847.3515625,9.162517547607422
100,146204,6.08,8341,840000,0.0064,-139201.65691176002,209974,-0.043400585651397705,488.7553405761719,105330.3203125,11.042771339416504
100,147835,6.04,8430,850000,0.0064,-138710.68333268998,212474,-0.24188727140426636,265.8203430175781,103388.296875,7.056793212890625
100,149490,6.05,8523,860000,0.0064,-138785.14658516,214974,3.3895111083984375,167.47274780273438,102711.671875,5.951479911804199
100,151040,6.06,8620,870000,0.0064,-138949.64473732,217474,-0.2199680507183075,202.62600708007812,102869.2265625,8.23765754699707
101,152607,6.05,8707,880000,0.0064,-138987.3845403,219974,-2.0828778743743896,398.62860107421875,105265.0625,8.083390235900879
101,153990,5.99,8790,890000,0.0064,-138383.90321695,222474,-0.7604683637619019,520.9368896484375,105038.2265625,8.351602554321289
101,155552,5.98,8874,900000,0.0064,-138565.82127956997,224974,3.44646954536438,402.85931396484375,104943.765625,10.708724021911621
101,157193,6.09,8951,910000,0.0064,-139285.55502853,227474,2.00563383102417,431.6466979980469,105269.5,12.219040870666504
101,158817,6.11,9030,920000,0.0064,-139394.44111313001,229974,-4.557640075683594,495.0383605957031,105969.171875,8.67548942565918
102,160438,6.26,9112,930000,0.0064,-140709.97176125,232474,6.4847846031188965,411.76837158203125,103713.28125,10.564515113830566
102,162065,6.2,9195,940000,0.0064,-140279.55846856,234974,-3.1984035968780518,412.9614562988281,104964.9609375,9.485623359680176
102,163706,6.05,9277,950000,0.0064,-138815.14587134,237474,-1.556443452835083,219.7348175048828,102666.0703125,8.023345947265625
102,165345,7.27,9357,960000,0.0064,-164290.17037543998,239974,-1.2622252702713013,150.34107971191406,102156.40625,5.718852519989014
102,167004,6.02,9440,970000,0.0064,-138460.75472939003,242474,0.4632335603237152,103.77613830566406,102045.796875,5.699010372161865
102,168573,6.2,9519,980000,0.0064,-140047.51571171,244974,0.8217219710350037,167.80345153808594,102477.609375,6.060908794403076
103,170227,6.0,9601,990000,0.0064,-138312.22569173,247474,0.027580522000789642,127.20994567871094,102278.6171875,7.180365562438965
103,171892,6.0,9683,1000000,0.0064,-138303.2050433,249974,0.41025781631469727,119.9194564819336,102291.75,5.433169841766357
