time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/ent_coef
105,188,55.28,94,10000,0.0064,-872893.1410958299,2474,4.949220657348633,3249.630859375,124164.8671875,60.56708908081055
106,776,11.9,187,20000,0.0064,-211406.39278281998,4974,1.2350834608078003,2604.834228515625,134771.828125,51.627689361572266
106,1997,12.07,281,30000,0.0064,-222408.13896661,7474,0.9601976871490479,2166.28076171875,124811.546875,44.216636657714844
106,3179,5.5,376,40000,0.0064,-139238.16601965998,9974,-2.0179672241210938,1876.7408447265625,121129.234375,36.14365768432617
106,5013,5.51,468,50000,0.0064,-138809.51204702002,12474,-5.087612152099609,1665.44921875,117619.921875,33.21669006347656
106,6664,5.38,561,60000,0.0064,-136586.92208542998,14974,-3.9123473167419434,1540.799072265625,116808.8828125,31.103370666503906
107,8622,5.01,653,70000,0.0064,-133277.34387841,17474,-0.419622540473938,1114.5550537109375,112038.4140625,27.76719093322754
106,10606,5.04,749,80000,0.0064,-133276.33239725,19974,0.09270381927490234,728.1425170898438,107964.1953125,19.376686096191406
106,12470,5.0,843,90000,0.0064,-132933.80319803,22474,0.25790005922317505,551.8469848632812,105933.7734375,16.73334312438965
106,14442,5.0,941,100000,0.0064,-132895.65104221,24974,1.4965105056762695,432.68560791015625,104721.3671875,14.410798072814941
106,16372,5.03,1037,110000,0.0064,-133048.56263746,27474,0.13791334629058838,292.7085266113281,104045.859375,10.268163681030273
106,18304,5.05,1128,120000,0.0064,-133254.2593619,29974,-1.2015936374664307,255.98614501953125,103948.7109375,8.786450386047363
106,20270,5.0,1226,130000,0.0064,-132822.03775264,32474,1.5306633710861206,226.68173217773438,103518.296875,8.184220314025879
106,22255,5.0,1317,140000,0.0064,-132816.20391594002,34974,-0.514511227607727,262.72979736328125,103718.5625,7.518161296844482
106,24245,5.01,1408,150000,0.0064,-132871.26860134,37474,-0.752703070640564,168.089599609375,103231.546875,5.828728675842285
106,26202,5.0,1506,160000,0.0064,-132796.29397024,39974,-1.9843635559082031,173.90725708007812,103176.5234375,5.677190780639648
106,28026,6.05,1595,170000,0.0064,-143470.10322588,42474,1.6588014364242554,201.43678283691406,103522.8359375,5.965322971343994
106,29779,5.49,1687,180000,0.0064,-137698.89620776,44974,0.5252848267555237,216.80079650878906,104302.34375,6.15768575668335
106,31532,5.0,1778,190000,0.0064,-132834.05974577,47474,1.2065463066101074,279.3436279296875,105050.515625,7.610398292541504
106,33312,5.16,1869,200000,0.0064,-134345.85519817998,49974,-0.09369698166847229,219.0292510986328,104206.5078125,6.705963611602783
107,35173,5.13,1960,210000,0.0064,-133955.29060115,52474,-1.2663064002990723,368.58074951171875,103932.671875,7.074411869049072
107,37050,5.06,2052,220000,0.0064,-133354.23819678,54974,1.613278865814209,317.7129821777344,103879.0234375,8.127171516418457
107,39006,5.0,2144,230000,0.0064,-132882.65368949002,57474,-4.513708591461182,437.4218444824219,104764.4375,7.2436203956604
107,40982,5.09,2237,240000,0.0064,-133601.88973215,59974,0.7556975483894348,325.9716491699219,103579.34375,6.934725284576416
107,42943,5.23,2329,250000,0.0064,-134921.44696325,62474,-1.0686283111572266,208.86276245117188,103345.609375,5.91895055770874
107,44834,5.09,2423,260000,0.0064,-133648.83114664,64974,-2.005589008331299,237.8399200439453,103743.140625,5.198633193969727
107,46791,5.26,2518,270000,0.0064,-134386.5636347,67474,1.0077617168426514,167.36688232421875,103154.53125,4.67549991607666
107,48685,5.33,2613,280000,0.0064,-134987.93468359997,69974,-1.4772143363952637,161.0760955810547,103788.3046875,4.539416790008545
106,50552,5.51,2710,290000,0.0064,-137105.96355289,72474,2.009141445159912,118.43006896972656,103355.34375,4.542688846588135
106,52459,5.05,2807,300000,0.0064,-133298.80292056,74974,0.3425288200378418,121.64707946777344,103025.3828125,4.480732440948486
106,54442,5.0,2905,310000,0.0064,-132787.01149268998,77474,-0.22320060431957245,154.5017852783203,102793.890625,4.399559020996094
106,56366,5.35,3004,320000,0.0064,-136282.72753743,79974,1.5778950452804565,239.01336669921875,102838.4375,4.181563854217529
106,58261,5.09,3103,330000,0.0064,-133338.33571898,82474,-2.9381985664367676,194.6454620361328,103526.890625,4.162995338439941
106,60101,5.22,3203,340000,0.0064,-134983.88098910003,84974,0.8049567937850952,221.91656494140625,103170.0234375,4.866029262542725
