train/std,train/value_loss,time/total_timesteps,train/policy_loss,train/learning_rate,train/entropy_loss,rollout/ep_len_mean,train/explained_variance,train/n_updates,time/fps,time/time_elapsed,rollout/ep_rew_mean
1.08110773563385,2852246272.0,200000,-1020153.0,0.0007,-22.4309139251709,39.37,-1.1920928955078125e-07,9999,1149,173,-640166.6878635001
1.0897812843322754,2182200064.0,210000,-906814.3125,0.0007,-22.551240921020508,28.2,1.1920928955078125e-07,10499,1151,182,-479119.74462739
1.0952128171920776,6011053056.0,220000,-1610299.0,0.0007,-22.625730514526367,22.87,0.0,10999,1154,190,-433266.5846926199
1.1063120365142822,5934650368.0,230000,-1275422.625,0.0007,-22.771739959716797,33.01,0.0,11499,1155,199,-780616.7292782398
1.115807294845581,1760321536.0,240000,-886889.6875,0.0007,-22.897937774658203,30.29,-1.1920928955078125e-07,11999,1156,207,-516832.57380136003
1.11565363407135,3436423936.0,250000,-1154618.75,0.0007,-22.881912231445312,23.89,0.0,12499,1157,215,-464147.5244242301
1.125494122505188,3113810432.0,260000,-1010045.875,0.0007,-23.00714683532715,32.25,0.0,12999,1158,224,-618658.2054003801
1.1337172985076904,3214307328.0,270000,-1107211.5,0.0007,-23.11297035217285,33.36,0.0,13499,1159,232,-566972.38874042
1.1362090110778809,2441571840.0,280000,-1072941.625,0.0007,-23.160734176635742,32.18,-1.1920928955078125e-07,13999,1161,241,-553656.05293961
1.1388663053512573,1242328192.0,290000,-673605.8125,0.0007,-23.19232177734375,20.89,0.0,14499,1161,249,-366873.04070837004
1.1496323347091675,1847985920.0,300000,-813078.875,0.0007,-23.331939697265625,26.15,-1.1920928955078125e-07,14999,1161,258,-464191.61556632
1.1551913022994995,6468171776.0,310000,-1774440.25,0.0007,-23.402860641479492,24.58,0.0,15499,1161,266,-488393.48752285
1.1601217985153198,2587036160.0,320000,-1088015.25,0.0007,-23.471357345581055,15.83,-1.1920928955078125e-07,15999,1162,275,-313495.30367110996
1.16425359249115,3464982528.0,330000,-1091919.375,0.0007,-23.50387954711914,28.81,-1.1920928955078125e-07,16499,1163,283,-531035.70770235
1.168890357017517,4163731456.0,340000,-1311063.625,0.0007,-23.563159942626953,32.18,-1.1920928955078125e-07,16999,1163,292,-778747.38882958
1.1753984689712524,3616655360.0,350000,-1106046.625,0.0007,-23.634157180786133,24.1,1.1920928955078125e-07,17499,1163,300,-456648.3164675601
1.179100513458252,3379335168.0,360000,-1185534.25,0.0007,-23.671907424926758,46.74,-1.1920928955078125e-07,17999,1163,309,-907235.5590006202
1.183722972869873,5375937024.0,370000,-1364723.875,0.0007,-23.73356819152832,29.75,0.0,18499,1162,318,-506052.90678553
1.184587836265564,3985756160.0,380000,-1237191.625,0.0007,-23.730159759521484,23.42,-1.1920928955078125e-07,18999,1162,327,-435478.46071182005
1.1807810068130493,2480745472.0,390000,-1123118.875,0.0007,-23.6860294342041,40.82,1.7881393432617188e-07,19499,1161,335,-750834.82772103
1.185693621635437,3028882688.0,400000,-1090552.875,0.0007,-23.73955726623535,40.25,-1.1920928955078125e-07,19999,1160,344,-875570.48712475
1.1978789567947388,9860686848.0,410000,-2024649.75,0.0007,-23.891965866088867,30.4,-1.1920928955078125e-07,20499,1160,353,-727275.06130236
1.2096772193908691,2238374400.0,420000,-1020666.375,0.0007,-24.044221878051758,36.35,0.0,20999,1159,362,-615727.07890513
1.216259241104126,1261893888.0,430000,-752993.3125,0.0007,-24.109682083129883,26.72,-1.1920928955078125e-07,21499,1159,370,-488371.76694721996
1.219806432723999,5532572160.0,440000,-1538319.75,0.0007,-24.159852981567383,26.12,1.7881393432617188e-07,21999,1159,379,-444200.18612271996
1.2214770317077637,6121300992.0,450000,-1420426.625,0.0007,-24.192628860473633,23.99,0.0,22499,1158,388,-434248.15825045004
1.2266075611114502,7894129664.0,460000,-1792319.0,0.0007,-24.258777618408203,48.99,0.0,22999,1159,396,-980338.9497146201
1.2300617694854736,4260132864.0,470000,-1276348.375,0.0007,-24.303667068481445,36.73,0.0,23499,1160,405,-747006.52836513
1.2392773628234863,2883411456.0,480000,-1083088.75,0.0007,-24.417768478393555,34.93,-1.1920928955078125e-07,23999,1160,413,-623777.4716221
1.2511612176895142,5768902144.0,490000,-1641795.75,0.0007,-24.57330322265625,37.27,-1.1920928955078125e-07,24499,1161,421,-635415.44518276
1.2636436223983765,2436252928.0,500000,-1155833.25,0.0007,-24.722471237182617,33.19,0.0,24999,1162,430,-624229.4426391501
1.2683192491531372,5444359680.0,510000,-1565347.75,0.0007,-24.774690628051758,31.5,0.0,25499,1163,438,-583102.85273309
1.2914538383483887,2205789696.0,520000,-1045980.1875,0.0007,-25.047481536865234,42.57,-2.384185791015625e-07,25999,1163,446,-809728.3183978901
1.2997490167617798,5966543360.0,530000,-1671554.125,0.0007,-25.144777297973633,35.62,-1.1920928955078125e-07,26499,1164,455,-620379.73355523
1.3022440671920776,4367473664.0,540000,-1467397.875,0.0007,-25.161449432373047,41.55,-1.1920928955078125e-07,26999,1164,463,-780491.22483635
1.3147456645965576,2709215744.0,550000,-1167957.375,0.0007,-25.29973793029785,34.56,1.1920928955078125e-07,27499,1165,472,-637975.7334742299
1.3159641027450562,2460207616.0,560000,-1154117.75,0.0007,-25.312515258789062,44.43,0.0,27999,1165,480,-873112.5733229299
1.3308966159820557,3210994176.0,570000,-1283370.75,0.0007,-25.474973678588867,31.52,0.0,28499,1166,488,-537451.58486193
1.3380590677261353,6479590400.0,580000,-1864180.625,0.0007,-25.566272735595703,33.3,-1.1920928955078125e-07,28999,1167,496,-642898.0108691498
1.3349511623382568,6820737536.0,590000,-1790700.375,0.0007,-25.542387008666992,35.35,-1.1920928955078125e-07,29499,1167,505,-648852.6488205699
1.33967924118042,5519493632.0,600000,-1485353.25,0.0007,-25.594789505004883,36.18,1.1920928955078125e-07,29999,1167,513,-690369.8626651899
1.3390796184539795,4399384064.0,610000,-1420373.75,0.0007,-25.58003044128418,35.56,0.0,30499,1167,522,-721137.2402868702
1.3431752920150757,3746207744.0,620000,-1327229.0,0.0007,-25.61623764038086,31.83,5.960464477539063e-08,30999,1167,531,-549970.8377470601
1.3514881134033203,3702931968.0,630000,-1477794.625,0.0007,-25.726940155029297,29.44,1.1920928955078125e-07,31499,1167,539,-511900.57156688
1.3581770658493042,6511794176.0,640000,-1694635.375,0.0007,-25.807220458984375,43.86,0.0,31999,1167,548,-920637.10104325
1.359061598777771,3272872448.0,650000,-1252522.375,0.0007,-25.817066192626953,27.07,0.0,32499,1166,557,-469462.93986516
1.3659436702728271,7634292736.0,660000,-1950510.375,0.0007,-25.89896011352539,40.03,0.0,32999,1166,565,-747890.3229165099
1.373741626739502,4937364480.0,670000,-1442632.5,0.0007,-25.986957550048828,36.06,-1.1920928955078125e-07,33499,1165,574,-636212.5479024801
1.389419436454773,3130489344.0,680000,-1299655.25,0.0007,-26.161998748779297,31.19,5.960464477539063e-08,33999,1165,583,-623730.6926803201
1.3969271183013916,3269302784.0,690000,-1210906.875,0.0007,-26.229755401611328,33.36,1.1920928955078125e-07,34499,1165,591,-656487.62256551
1.4041869640350342,4424840192.0,700000,-1578635.75,0.0007,-26.302642822265625,31.33,5.960464477539063e-08,34999,1165,600,-588540.89029029
1.4098714590072632,5043141120.0,710000,-1662089.625,0.0007,-26.36319351196289,32.86,1.1920928955078125e-07,35499,1165,609,-665650.35486067
1.4280548095703125,2690885632.0,720000,-1278291.125,0.0007,-26.55624771118164,26.99,-1.1920928955078125e-07,35999,1165,617,-482831.77238203987
1.4413812160491943,3829879552.0,730000,-1469777.875,0.0007,-26.699787139892578,47.29,0.0,36499,1166,625,-898176.0138556999
1.4469923973083496,7324775936.0,740000,-1965519.0,0.0007,-26.756778717041016,29.9,0.0,36999,1166,634,-541987.58159936
1.448208212852478,1630585728.0,750000,-1000059.5,0.0007,-26.767578125,31.15,5.960464477539063e-08,37499,1166,643,-553346.98830644
1.4639720916748047,4950062080.0,760000,-826893.1875,0.0007,-26.91897964477539,24.01,0.0,37999,1165,651,-428939.07786612
1.4751219749450684,6820660224.0,770000,-1856116.375,0.0007,-27.045047760009766,27.81,-1.1920928955078125e-07,38499,1165,660,-567762.8967785198
1.485438585281372,1662931712.0,780000,-909683.5,0.0007,-27.147464752197266,41.86,0.0,38999,1165,669,-919967.32504167
1.506787657737732,3719193344.0,790000,-1524747.0,0.0007,-27.361064910888672,38.66,0.0,39499,1165,678,-845076.6256740901
1.5060330629348755,2493823744.0,800000,-1249411.625,0.0007,-27.346256256103516,33.02,-1.1920928955078125e-07,39999,1165,686,-602868.30171505
1.5203758478164673,5714006016.0,810000,-1742196.0,0.0007,-27.488338470458984,41.55,5.960464477539063e-08,40499,1165,695,-751910.9309639898
1.526734471321106,4182740480.0,820000,-1572307.625,0.0007,-27.55215072631836,44.05,-1.1920928955078125e-07,40999,1165,703,-801642.87223933
1.5446021556854248,3472302848.0,830000,-1258332.25,0.0007,-27.719757080078125,39.89,1.1920928955078125e-07,41499,1164,712,-687484.0367113501
1.540873408317566,3112514048.0,840000,-1410624.75,0.0007,-27.69430923461914,51.78,2.384185791015625e-07,41999,1164,721,-904042.3410461999
1.5499767065048218,3909900288.0,850000,-1577704.875,0.0007,-27.78402328491211,31.55,1.1920928955078125e-07,42499,1163,730,-559460.9934237801
1.553900957107544,2525530624.0,860000,-1096661.5,0.0007,-27.805736541748047,33.09,0.0,42999,1163,739,-622726.55058342
1.5707975625991821,8107389952.0,870000,-2095458.375,0.0007,-27.967235565185547,28.94,0.0,43499,1162,748,-571754.85480451
1.587012767791748,3410563072.0,880000,-1436629.5,0.0007,-28.120807647705078,34.35,0.0,43999,1161,757,-622191.64505526
1.5911213159561157,3353691392.0,890000,-1367307.625,0.0007,-28.161258697509766,33.34,1.1920928955078125e-07,44499,1160,766,-650392.3858142201
1.6098939180374146,6262395904.0,900000,-1790769.25,0.0007,-28.325786590576172,39.51,0.0,44999,1159,776,-786641.6621831199
1.6167060136795044,2713448448.0,910000,-1306648.0,0.0007,-28.398258209228516,32.7,0.0,45499,1158,785,-572352.2664579101
1.630957841873169,3547424768.0,920000,-1349860.5,0.0007,-28.51498794555664,34.52,0.0,45999,1158,794,-628490.3708334599
1.6408467292785645,3082891776.0,930000,-1371671.625,0.0007,-28.60610580444336,29.36,-1.1920928955078125e-07,46499,1157,803,-540093.52279341
1.6524969339370728,5557267456.0,940000,-1785046.625,0.0007,-28.705387115478516,35.93,0.0,46999,1156,812,-617345.62004982
1.6650569438934326,4006491648.0,950000,-1560603.25,0.0007,-28.818531036376953,19.37,-1.1920928955078125e-07,47499,1155,821,-365335.1933721101
1.6791623830795288,3818616832.0,960000,-1533503.75,0.0007,-28.93502426147461,34.94,1.7881393432617188e-07,47999,1155,831,-639754.4578786
1.691718339920044,3004712192.0,970000,-1397558.75,0.0007,-29.045040130615234,35.7,-1.1920928955078125e-07,48499,1154,840,-612274.68023554
1.6990700960159302,5600402944.0,980000,-1644010.875,0.0007,-29.102054595947266,32.35,0.0,48999,1153,849,-591851.0992128201
1.714176058769226,6707491840.0,990000,-2206854.5,0.0007,-29.25143051147461,29.17,0.0,49499,1152,858,-595878.96725053
1.7199901342391968,2858458368.0,1000000,-1413549.0,0.0007,-29.305950164794922,40.38,0.0,49999,1152,868,-701575.39172142
