train/learning_rate,train/actor_loss,time/total_timesteps,time/fps,time/episodes,train/ent_coef,train/ent_coef_loss,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean
0.0055,6981.552734375,300000,208,488,2.4214515686035156,-0.4195566475391388,1441,74974,-808879.1745446601,27912354.0,825.27
0.0055,7511.18115234375,310000,208,512,65.58129119873047,19.170915603637695,1487,77474,-957930.0433400099,4370396.5,721.34
0.0055,9605.5712890625,320000,208,522,14.012227058410645,5.322549819946289,1534,79974,-923100.4063115999,2842314.5,721.34
0.0055,3812.3994140625,330000,208,536,10.547470092773438,0.1001962423324585,1581,82474,-659927.66020006,2849694.25,721.13
0.0055,4020.091552734375,340000,208,544,7.917842388153076,2.738675117492676,1628,84974,-506301.07225987,599284.625,779.91
0.0055,96817.125,350000,208,569,344.4653015136719,-47.61384963989258,1675,87474,-958820.2907919098,39239552.0,682.73
0.0055,34881.6953125,360000,209,627,146.7441864013672,28.129444122314453,1721,89974,-1041409.13952811,34287328.0,372.27
0.0055,16425.50390625,370000,209,637,28.64427375793457,5.928661823272705,1769,92474,-1041750.0230025201,14858730.0,388.71
0.0055,12127.951171875,380000,209,647,19.11109733581543,2.267599582672119,1816,94974,-1043172.86889591,10765771.0,388.71
0.0055,10246.4765625,390000,209,657,21.309131622314453,-20.199827194213867,1863,97474,-666689.0944812499,3254537.5,398.93
0.0055,61973.32421875,400000,209,699,206.1064910888672,38.170467376708984,1910,99974,-967238.7482135901,12645299.0,443.33
0.0055,17159.376953125,410000,208,712,21.433502197265625,7.429431915283203,1963,102474,-963354.4445722102,2677528.5,528.8
0.0055,43382.015625,420000,208,725,70.20570373535156,11.565982818603516,2015,104974,-1030132.56290273,26126074.0,591.85
0.0055,25070.44140625,430000,207,746,20.009870529174805,-13.947010040283203,2068,107474,-1035941.6629970402,8803965.0,509.28
0.0055,7304.93408203125,440000,207,757,11.406266212463379,4.494137763977051,2121,109974,-1053211.9749377,5637862.0,491.97
0.0055,169647.3125,450000,206,774,520.8704223632812,38.57918930053711,2174,112474,-832614.7694095199,48229568.0,529.81
0.0055,45498.7734375,460000,206,794,27.268898010253906,8.18124008178711,2227,114974,-1254930.7378182898,8955603.0,609.19
0.0055,77823.1953125,470000,206,812,81.29705810546875,-49.575618743896484,2279,117474,-1224987.86199753,54258892.0,598.27
0.0055,38842.59375,480000,205,830,56.740238189697266,11.779178619384766,2332,119974,-1421833.6751054698,31306804.0,571.2
0.0055,51259.76953125,490000,205,857,46.93008804321289,10.172262191772461,2384,122474,-1515869.24426691,49753732.0,514.65
0.0055,38705.1953125,500000,205,868,316.0444030761719,28.89316177368164,2437,124974,-1582260.3157792802,86464584.0,531.53
0.0055,106452.1875,510000,204,905,665.5036010742188,21.72228240966797,2490,127474,-1107789.74434345,35881080.0,413.2
0.0055,74584.59375,520000,204,913,470.9492492675781,14.242403030395508,2542,129974,-1159188.7100319199,12185530.0,486.13
0.0055,37400.9140625,530000,204,925,107.99274444580078,4.893589496612549,2595,132474,-995225.3704171302,5558772.0,541.22
0.0055,28663.40234375,540000,203,933,31.61275863647461,17.492820739746094,2647,134974,-878490.8944740599,5424235.0,566.14
0.0055,28197.62890625,550000,203,950,4.440179347991943,-83.25326538085938,2700,137474,-891635.3081556603,40601768.0,636.93
0.0055,88194.8203125,560000,203,992,789.7618408203125,-37.87181091308594,2753,139974,-1421658.10559787,96883664.0,511.73
0.0055,57065.08203125,570000,203,1043,231.03578186035156,37.870361328125,2806,142474,-1529753.5948715198,31165698.0,201.3
0.0055,25480.3359375,580000,202,1054,40.75356674194336,10.976445198059082,2858,144974,-1362057.55050122,11972644.0,275.03
0.0055,51366.859375,590000,202,1069,244.96559143066406,-24.42328453063965,2911,147474,-764215.72369855,23309552.0,321.91
0.0055,46977.2265625,600000,202,1088,180.1749267578125,36.70545959472656,2964,149974,-1174689.05111836,14400210.0,400.01
0.0055,15792.0556640625,610000,202,1105,11.42037582397461,7.317215442657471,3017,152474,-921210.9821002801,18624788.0,457.03
0.0055,21686.28515625,620000,201,1120,29.13947868347168,-6.159841537475586,3069,154974,-915240.5499338999,54507044.0,538.89
0.0055,57258.8359375,630000,201,1151,265.25341796875,-126.3104248046875,3123,157474,-929531.74501133,131674264.0,524.9
0.0055,281565.5,640000,201,1190,2595.15771484375,20.9222412109375,3175,159974,-1131566.5401469902,2306902016.0,389.77
0.0055,127404.40625,650000,201,1251,230.71827697753906,41.91917419433594,3229,162474,-1380908.37242064,48974320.0,221.07
0.0055,141188.21875,660000,201,1366,124.11007690429688,-144.801513671875,3282,164974,-97655.83042130001,158347552.0,81.31
0.0055,163074.28125,670000,200,1426,1040.653564453125,25.854520797729492,3335,167474,-989473.2047085997,72296288.0,123.77
0.0055,204202.515625,680000,200,1513,1718.2880859375,68.82328796386719,3388,169974,-462158.0404353101,335783232.0,108.08
0.0055,137671.5625,690000,200,1661,93.91332244873047,21.35816192626953,3441,172474,-98197.91099560999,85246584.0,56.63
0.0055,116254.765625,700000,200,1779,305.6449279785156,14.971760749816895,3493,174974,-341085.82709315,47727344.0,85.44
0.0055,64045.703125,710000,200,1831,113.92408752441406,11.201214790344238,3546,177474,-386234.92348408006,36275692.0,146.75
0.0055,178970.390625,720000,200,1866,643.8466796875,49.85845947265625,3599,179974,-954711.8645178601,557036928.0,217.32
0.0055,192033.375,730000,199,1941,125.23889923095703,16.044031143188477,3653,182474,-563118.5251309199,103658160.0,140.08
0.0055,195900.234375,740000,199,2020,108.07713317871094,-37.72921371459961,3705,184974,-536426.3441988401,537459904.0,143.18
0.0055,202316.953125,750000,199,2177,50.33320236206055,17.102190017700195,3758,187474,-124436.41516834998,241274192.0,70.89
0.0055,129713.7109375,760000,199,2238,54.46465301513672,-59.994544982910156,3811,189974,-189031.48996511998,507874048.0,128.55
0.0055,140947.640625,770000,199,2427,690.345947265625,-177.53878784179688,3864,192474,-105544.46895170999,134442544.0,27.43
0.0055,170925.625,780000,199,2554,883.4906616210938,24.615760803222656,3917,194974,-119645.57421131001,75181504.0,36.65
0.0055,169986.59375,790000,198,2798,198.36016845703125,27.171772003173828,3970,197474,-188874.12378643002,345869888.0,45.14
0.0055,85449.296875,800000,198,3166,12.61774730682373,3.585750102996826,4023,199974,-97400.10320493001,37093800.0,26.01
0.0055,157431.3125,810000,198,3180,468.0032043457031,-67.60444641113281,4076,202474,-648925.29931798,105826000.0,142.42
0.0055,106223.609375,820000,198,3306,621.0349731445312,49.216407775878906,4129,204974,-345995.75080796995,157220656.0,70.34
0.0055,77545.890625,830000,198,3345,187.7021026611328,-3.887162208557129,4182,207474,-217388.53415233002,44208776.0,115.28
0.0055,66199.96875,840000,198,3399,231.4149627685547,-2.0013346672058105,4235,209974,-440880.9130986299,28387416.0,204.98
0.0055,490312.8125,850000,198,3437,10006.431640625,22.07905387878418,4288,212474,-1185318.32567302,3219729920.0,269.24
0.0055,276364.8125,860000,198,3590,1465.4742431640625,26.223430633544922,4340,214974,-153937.06645652,275671296.0,49.03
0.0055,341070.75,870000,198,3769,3125.57275390625,-10.748849868774414,4393,217474,-161966.62170318002,1105553664.0,62.65
0.0055,734244.625,880000,197,3889,5308.8642578125,69.31024169921875,4447,219974,-636183.76136902,7847794688.0,91.41
0.0055,478906.6875,890000,197,4817,167.63970947265625,9.637767791748047,4500,222474,-114650.59149965999,3732547072.0,6.89
0.0055,201033.953125,900000,197,6707,42.61813735961914,5.3699445724487305,4554,224974,-98965.02710105997,276473312.0,5.0
0.0055,201307.75,910000,197,7894,214.4100799560547,-58.596107482910156,4607,227474,-147687.80511525003,1875151360.0,11.91
0.0055,164878.53125,920000,197,9108,149.37496948242188,12.899574279785156,4660,229974,-98908.31738119,591516928.0,5.63
0.0055,106288.734375,930000,197,10646,68.7735824584961,6.056663990020752,4713,232474,-98535.36246082,35227696.0,5.78
0.0055,162580.5,940000,197,11377,967.2839965820312,-61.92365264892578,4766,234974,-121735.12945726,308105408.0,9.42
0.0055,212647.15625,950000,197,11715,1581.8074951171875,20.912830352783203,4819,237474,-163360.57513251004,209746656.0,12.92
0.0055,137439.28125,960000,197,12225,90.7719955444336,11.61291217803955,4872,239974,-106602.59031254,273703808.0,30.14
0.0055,140496.4375,970000,196,12517,51.84959411621094,4.836553573608398,4926,242474,-96692.59889930002,54880208.0,40.91
0.0055,95513.578125,980000,196,12583,111.5378646850586,-30.84591293334961,4979,244974,-98053.12279768003,59877188.0,119.65
0.0055,102024.9296875,990000,196,12892,704.2380981445312,14.744231224060059,5032,247474,-97895.78793236,35119188.0,15.19
0.0055,26599.751953125,1000000,196,12913,353.1036682128906,-7.291718482971191,5085,249974,-100067.16602722001,30976956.0,96.18
