rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,time/fps,train/ent_coef_loss,train/actor_loss,time/time_elapsed,time/total_timesteps,train/ent_coef,train/learning_rate,train/n_updates
-106085.22505755,1000.0,715,2728.891357421875,240,-0.07517555356025696,239923.75,2122,510000,62.17013168334961,0.0003,127474
-104080.55155625999,1000.0,725,2631.3828125,240,0.18455392122268677,227195.140625,2164,520000,56.63282012939453,0.0003,129974
-102602.95155625998,1000.0,735,2520.936767578125,240,-1.001753330230713,206936.0625,2207,530000,49.453128814697266,0.0003,132474
-99866.83950113,1000.0,745,2495.2509765625,239,-1.087801218032837,196964.5625,2250,540000,50.81885528564453,0.0003,134974
-95574.20390580001,1000.0,755,2435.69091796875,239,-1.3041690587997437,179554.421875,2291,550000,54.046756744384766,0.0003,137474
-91270.56964525,978.83,768,2199.54296875,239,0.9675874710083008,152818.90625,2334,560000,54.45722579956055,0.0003,139974
-89759.91008427001,978.83,776,2744.84033203125,239,1.1202247142791748,136566.640625,2377,570000,54.678184509277344,0.0003,142474
-91927.19344496999,978.83,788,2343.413330078125,239,-1.1776700019836426,133182.171875,2421,580000,56.11725997924805,0.0003,144974
-93613.69283522,978.83,796,2402.9736328125,239,-0.45239537954330444,122496.8984375,2464,590000,51.35807800292969,0.0003,147474
-94509.33094664,961.51,810,2127.06787109375,239,-0.057043492794036865,101402.828125,2507,600000,48.097408294677734,0.0003,149974
-96845.33361551,961.51,818,2410.170654296875,239,-0.4063386917114258,103742.3203125,2549,610000,42.493099212646484,0.0003,152474
-98762.41236225002,958.78,830,2220.91455078125,239,0.6137996912002563,90845.2578125,2592,620000,38.31209945678711,0.0003,154974
-97743.11236225,958.78,839,2068.613037109375,239,-0.24342644214630127,84172.9765625,2634,630000,39.738182067871094,0.0003,157474
-101931.61236225,942.22,851,2004.2210693359375,238,-0.6635220050811768,77044.046875,2678,640000,36.153106689453125,0.0003,159974
-103212.31236225,953.17,861,1917.7552490234375,238,-1.4547998905181885,78058.3828125,2720,650000,33.158897399902344,0.0003,162474
-100872.50298071999,854.78,882,1669.2530517578125,238,-0.7584642171859741,65406.98828125,2763,660000,32.34423828125,0.0003,164974
-97884.53205637001,833.44,894,1370.9012451171875,238,0.35068339109420776,58127.03515625,2805,670000,29.847667694091797,0.0003,167474
-98397.9972215,321.87,960,1740.7904052734375,238,0.2463688850402832,59661.8203125,2849,680000,25.625782012939453,0.0003,169974
-95197.13337697,104.81,1049,2072.493408203125,238,-0.5929402709007263,58075.59375,2892,690000,24.735578536987305,0.0003,172474
-92531.2,160.81,1069,1850.5567626953125,238,-0.1170278787612915,50859.68359375,2936,700000,24.22216796875,0.0003,174974
-86892.14137687001,270.05,1093,2053.537841796875,238,-0.6021320819854736,54251.7734375,2979,710000,24.685407638549805,0.0003,177474
-81134.18638221,349.14,1102,1963.9595947265625,238,0.4929646849632263,51550.23046875,3023,720000,23.8358211517334,0.0003,179974
-77076.53725863,438.09,1115,1923.2908935546875,238,0.1232556402683258,54042.04296875,3065,730000,24.49999237060547,0.0003,182474
-78612.73725863,487.48,1123,2292.634521484375,238,0.009265564382076263,56921.2578125,3108,740000,25.07598114013672,0.0003,184974
-76526.09466611,605.99,1138,2180.529296875,238,0.08729499578475952,51094.70703125,3151,750000,26.793283462524414,0.0003,187474
-73643.61716734001,685.02,1149,2327.956787109375,237,1.4167506694793701,51571.71875,3194,760000,27.652877807617188,0.0003,189974
-75888.62416509,734.27,1161,2240.539794921875,237,1.1201632022857666,53222.9453125,3236,770000,26.458105087280273,0.0003,192474
-74927.85586175,793.32,1170,2338.10107421875,237,-1.9826182126998901,54771.265625,3279,780000,23.18577003479004,0.0003,194974
-100114.06162761,38.59,1343,1884.6319580078125,237,1.886568307876587,48769.05078125,3322,790000,22.96255111694336,0.0003,197474
-100622.11064642001,94.24,1399,1838.0787353515625,237,-1.5018482208251953,52464.98828125,3365,800000,22.145288467407227,0.0003,199974
-99346.53363248998,186.83,1473,1804.733642578125,237,-0.8102949857711792,45023.65234375,3408,810000,23.19546127319336,0.0003,202474
-97227.40427371,43.09,1702,1617.767578125,237,0.3849600553512573,42311.9921875,3450,820000,20.603618621826172,0.0003,204974
-95783.32329778999,74.33,1852,1409.84716796875,237,1.5397672653198242,38562.703125,3493,830000,19.2037353515625,0.0003,207474
-90659.52845008999,161.23,1861,1553.4478759765625,237,-0.5149439573287964,41558.34375,3536,840000,18.522483825683594,0.0003,209974
-89170.58769780003,267.39,1872,1657.515869140625,237,-0.5255215167999268,40676.54296875,3579,850000,19.171228408813477,0.0003,212474
-90169.39718513,354.24,1881,1515.8304443359375,237,0.7344002723693848,39706.5078125,3622,860000,18.686023712158203,0.0003,214974
-86497.78339247,460.42,1892,1512.8800048828125,237,-1.4395675659179688,40218.46875,3667,870000,18.968212127685547,0.0003,217474
-83120.58989563001,547.19,1901,1511.07470703125,237,-0.17936527729034424,36408.22265625,3711,880000,19.763389587402344,0.0003,219974
-78101.96710736999,652.96,1912,1245.3843994140625,236,0.40339353680610657,32880.51171875,3756,890000,19.38688850402832,0.0003,222474
-74191.82828297,739.65,1921,1365.7164306640625,236,0.8509382009506226,32361.52734375,3802,900000,19.061298370361328,0.0003,224974
-69218.3191694,842.83,1932,1582.044921875,236,-0.9794175624847412,36660.62109375,3847,910000,18.164287567138672,0.0003,227474
-65253.889294969995,927.95,1941,1231.741943359375,236,1.8388938903808594,25656.673828125,3892,920000,17.07546615600586,0.0003,229974
-60624.44377487,1000.0,1952,1342.930908203125,236,-0.8126480579376221,31547.6875,3937,930000,16.895971298217773,0.0003,232474
-62870.63300611,983.27,1963,1487.8802490234375,236,-0.533124566078186,29999.255859375,3982,940000,16.609975814819336,0.0003,234974
-58103.83476837,964.13,1974,1122.4307861328125,235,2.1483418941497803,25205.302734375,4027,950000,16.3674373626709,0.0003,237474
-55927.2718542,895.87,1991,1635.3140869140625,235,-1.4636887311935425,31038.345703125,4071,960000,16.008623123168945,0.0003,239974
-54137.65121873,886.04,2001,1123.8262939453125,235,-0.8307504057884216,23656.517578125,4116,970000,14.466527938842773,0.0003,242474
-57201.08325079,788.15,2022,1163.2230224609375,235,1.0175303220748901,24755.06640625,4161,980000,13.477107048034668,0.0003,244974
-61775.74049787001,709.71,2039,1047.6099853515625,235,1.1135501861572266,26828.326171875,4206,990000,12.54355525970459,0.0003,247474
-68007.08354211,638.33,2058,1042.18310546875,235,1.1645431518554688,21395.421875,4251,1000000,11.78017807006836,0.0003,249974
