train/critic_loss,rollout/ep_rew_mean,train/ent_coef,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,train/ent_coef_loss,time/episodes,train/learning_rate,time/fps,train/n_updates
1111347.25,-438878.20661781,9.69425106048584,775.13,150000,752,1766.114501953125,-8.217482566833496,265,0.0055,199,37474
1447185.25,-417534.8915169301,9.275928497314453,775.13,160000,802,-1481.9722900390625,-0.6414250731468201,274,0.0055,199,39974
541981.8125,-356919.9575915001,4.001495838165283,753.57,170000,852,-739.46142578125,3.6250319480895996,288,0.0055,199,42474
1682731.25,-541439.18013046,22.88974380493164,677.79,180000,902,8975.2021484375,18.43593406677246,308,0.0055,199,44974
2919033.75,-570332.34460016,18.768552780151367,651.06,190000,952,1114.675048828125,6.537553787231445,321,0.0055,199,47474
10718523.0,-487852.95296664,15.12593936920166,685.72,200000,1002,13752.375,-40.868125915527344,335,0.0055,199,49974
3694065.25,-561507.5207614101,40.609397888183594,777.99,210000,1052,6249.61181640625,11.336690902709961,347,0.0055,199,52474
3050503.5,-605889.0383528101,18.70035171508789,780.9,220000,1102,8869.021484375,-2.8943207263946533,355,0.0055,199,54974
1488056.5,-611491.49396042,2.0569825172424316,780.9,230000,1152,1583.1533203125,0.23074376583099365,367,0.0055,199,57474
986150.75,-609959.821237,2.6001291275024414,780.9,240000,1202,2837.829833984375,-0.015981018543243408,375,0.0055,199,59974
395413568.0,-1047711.7380698499,1234.77001953125,744.3,250000,1252,256859.6875,-55.739524841308594,397,0.0055,199,62474
51741636.0,-1490271.72612082,311.2989501953125,749.23,260000,1302,87580.453125,36.8270149230957,414,0.0055,199,64974
11450582.0,-1464478.10493294,25.70025634765625,748.08,270000,1352,28224.2890625,6.151291847229004,428,0.0055,199,67474
7127344.5,-1350986.71163068,14.183446884155273,778.89,280000,1402,12334.9638671875,-0.8736684918403625,440,0.0055,199,69974
8875490.0,-1313470.8350340098,178.58338928222656,746.21,290000,1453,10235.4130859375,-7.011138916015625,451,0.0055,199,72474
4051988.75,-1616232.6978116399,33.878944396972656,701.33,300000,1503,11241.8515625,2.3035333156585693,467,0.0055,199,74974
3280436.5,-1631666.6686491505,16.712039947509766,701.33,310000,1553,11842.19921875,0.14844751358032227,477,0.0055,199,77474
1887040.5,-1504462.1907089301,11.293622970581055,727.7,320000,1603,1555.0791015625,2.769441843032837,487,0.0055,199,79974
327781.1875,-1128954.46481539,4.0198140144348145,794.78,330000,1653,2204.61328125,2.0182347297668457,497,0.0055,199,82474
216160.234375,-938929.6404771202,43.2420654296875,864.52,340000,1703,2057.915771484375,26.00704574584961,507,0.0055,199,84974
7342095.0,-577203.9154894201,42.150386810302734,820.36,350000,1753,70140.84375,-87.69577026367188,522,0.0055,199,87474
1768345.125,-853485.40280766,41.5409049987793,872.49,360000,1803,6589.583984375,15.637794494628906,530,0.0055,199,89974
1577088.5,-938787.68926559,15.244682312011719,864.85,370000,1853,28482.5859375,-3.079749584197998,543,0.0055,199,92474
1160601.25,-938024.3835381301,10.879480361938477,897.53,380000,1903,2511.326171875,3.42718768119812,551,0.0055,199,94974
545119.25,-602924.7987217699,2.2130069732666016,942.41,390000,1953,1794.9974365234375,0.8744692802429199,563,0.0055,199,97474
27470150.0,-797361.86565809,488.2184753417969,516.22,400000,2003,126352.90625,3.7645263671875,618,0.0055,199,99974
5413763.5,-532247.40762264,223.87364196777344,526.14,410000,2059,31713.134765625,12.028084754943848,630,0.0055,199,102474
9611078.0,-522059.02831310994,122.98480987548828,511.01,420000,2115,25095.2421875,11.235477447509766,639,0.0055,198,104974
2233370.5,-466497.43131402,66.2048568725586,517.89,430000,2172,12895.15234375,1.8111839294433594,651,0.0055,197,107474
16690116.0,-554863.6321206898,493.85028076171875,447.0,440000,2228,78897.5546875,6.696132183074951,708,0.0055,197,109974
23783204.0,-384883.41387541004,310.568603515625,460.2,450000,2285,59203.80859375,38.13228988647461,721,0.0055,196,112474
13477553.0,-436689.63179523,20.537771224975586,477.28,460000,2341,33892.63671875,5.990728378295898,733,0.0055,196,114974
5656098.5,-412592.48527153005,3.110980272293091,477.28,470000,2398,17277.26171875,0.5930777192115784,742,0.0055,195,117474
1429997.0,-474165.30843349005,9.03966999053955,477.28,480000,2454,3588.899169921875,5.074214935302734,753,0.0055,195,119974
16478424.0,-292342.19742768,219.07754516601562,96.7,490000,2511,61919.234375,-33.3745231628418,855,0.0055,195,122474
10650770.0,-262159.93494055,255.07017517089844,138.46,500000,2567,33910.55859375,7.206559181213379,873,0.0055,194,124974
28121330.0,-188720.89254500996,47.34978485107422,216.6,510000,2624,5057.025390625,20.746395111083984,891,0.0055,194,127474
6202192.0,-203010.36398834002,81.8950424194336,292.95,520000,2680,21118.3203125,-51.245330810546875,899,0.0055,193,129974
8978814.0,-337549.41505457007,340.4997253417969,395.28,530000,2737,63230.3046875,-27.14801597595215,914,0.0055,193,132474
2535600.0,-420018.70335275005,67.80638122558594,498.67,540000,2793,6188.5791015625,25.570716857910156,926,0.0055,193,134974
5642214.0,-455719.77479631995,55.50556945800781,586.28,550000,2850,15467.365234375,-4.356023788452148,940,0.0055,192,137474
2084022.0,-477483.08633894,41.06522750854492,679.7,560000,2906,6033.89013671875,6.330415725708008,955,0.0055,192,139974
2214333.25,-499166.95840208,34.456764221191406,750.64,570000,2962,2710.1318359375,16.0253849029541,964,0.0055,192,142474
15601513.0,-515920.39994109015,151.3187713623047,771.93,580000,3019,94984.546875,-100.10816955566406,980,0.0055,192,144974
28480004.0,-457234.39935704,902.8876953125,349.6,590000,3075,82390.5703125,27.457571029663086,1052,0.0055,191,147474
5279182.0,-442369.89422769,251.0076904296875,272.26,600000,3131,23046.98046875,14.246786117553711,1069,0.0055,191,149974
24427136.0,-445441.16303187,92.313232421875,303.03,610000,3188,12420.90234375,4.414927959442139,1077,0.0055,191,152474
19686444.0,-294487.03408600995,21.121305465698242,361.54,620000,3244,12347.08984375,-6.006031036376953,1090,0.0055,191,154974
966076.625,-222194.24925928004,3.9958903789520264,406.13,630000,3300,1837.455810546875,2.2141361236572266,1100,0.0055,190,157474
1809997.5,-275191.25841481,62.65313720703125,514.87,640000,3357,8308.02734375,-2.6057116985321045,1113,0.0055,190,159974
1486648.625,-272125.10784761,7.248189926147461,590.76,650000,3413,6753.78515625,-7.575982570648193,1121,0.0055,190,162474
300779.96875,-271930.25841874996,4.313333511352539,706.86,660000,3469,1838.358642578125,0.07053029537200928,1133,0.0055,190,164974
24696196.0,-498088.30946852,802.2730102539062,499.5,670000,3526,92696.4921875,21.273061752319336,1190,0.0055,190,167474
216371760.0,-1123504.17564289,1376.2525634765625,277.2,680000,3582,209089.21875,59.25288772583008,1225,0.0055,189,169974
18435508.0,-832418.8098015002,70.55476379394531,229.23,690000,3638,31032.693359375,15.827836990356445,1268,0.0055,189,172474
8356001.0,-808898.44329953,23.365501403808594,302.36,700000,3695,8081.2666015625,4.8371381759643555,1276,0.0055,189,174974
9171638.0,-870864.20359227,22.05141258239746,411.67,710000,3752,33788.8515625,-79.36322784423828,1289,0.0055,189,177474
3822232.5,-722345.19339509,113.84040832519531,440.16,720000,3808,28430.78125,-13.601317405700684,1298,0.0055,189,179974
1744047.5,-569515.35800067,9.969884872436523,516.8,730000,3864,135.75833129882812,4.112011909484863,1310,0.0055,188,182474
2781979.25,-543185.6198780001,11.469745635986328,589.16,740000,3921,10775.4716796875,2.3741440773010254,1318,0.0055,188,184974
215728896.0,-932520.85737452,1658.2132568359375,684.74,750000,3977,275128.4375,-54.978050231933594,1334,0.0055,188,187474
64065172.0,-217934.88304274998,858.927001953125,64.13,760000,4033,133909.1875,-2.537719249725342,1454,0.0055,188,189974
34796136.0,-213540.88930252,249.93185424804688,107.78,770000,4090,37484.89453125,10.065361022949219,1499,0.0055,188,192474
335234240.0,-270248.89192251,1728.6651611328125,194.0,780000,4146,186668.1875,-134.167724609375,1554,0.0055,188,194974
98713616384.0,-1146799.2770740802,43461.76953125,106.92,790000,4202,1602958.5,-50.86503219604492,1652,0.0055,187,197474
49675603968.0,-365194.4880488501,28987.88671875,53.44,800000,4259,1804004.75,98.68742370605469,1851,0.0055,187,199974
14915448832.0,-99944.41171621,853.3036499023438,5.47,810000,4316,1127058.5,16.42822265625,2558,0.0055,187,202474
11761809408.0,-98701.34078002999,601.4942016601562,5.06,820000,4373,745040.625,6.442358016967773,4236,0.0055,187,204974
3133651968.0,-98890.87623837002,348.685302734375,5.07,830000,4430,340761.28125,9.660276412963867,5970,0.0055,187,207474
9031088128.0,-107231.47114976001,1034.2354736328125,8.03,840000,4487,314505.1875,-2.0145533084869385,7257,0.0055,187,209974
341471552.0,-98067.53130367998,179.51580810546875,5.11,850000,4544,163264.15625,13.290002822875977,8897,0.0055,187,212474
189677536.0,-136824.29466967002,93.8529281616211,10.53,860000,4601,142035.9375,-116.9031982421875,10618,0.0055,186,214974
222189968.0,-102794.65090143,1351.6710205078125,8.37,870000,4657,151891.90625,19.937538146972656,11362,0.0055,186,217474
36016072.0,-124092.62628902998,285.7365417480469,18.25,880000,4714,103777.5625,2.7706613540649414,12116,0.0055,186,219974
26097556.0,-92946.86045938,235.14956665039062,31.03,890000,4771,66509.9921875,-2.01680064201355,12468,0.0055,186,222474
245961296.0,-101883.01257768001,1297.799072265625,14.31,900000,4827,133526.03125,1.9916027784347534,12705,0.0055,186,224974
761435648.0,-96145.49149528002,428.1199645996094,69.2,910000,4884,110396.796875,-166.10104370117188,12813,0.0055,186,227474
171714768.0,-101881.17980361,1601.002197265625,14.18,920000,4940,166275.0625,20.548234939575195,13061,0.0055,186,229974
259231632.0,-91199.08697309,268.8789367675781,24.55,930000,4997,117480.71875,31.221263885498047,13655,0.0055,186,232474
72972216.0,-215501.35240497,397.1382141113281,99.25,940000,5054,77538.84375,28.07823944091797,13721,0.0055,185,234974
192846848.0,-200632.44905147,438.5921936035156,17.23,950000,5110,155594.625,-31.030197143554688,14342,0.0055,185,237474
70099568.0,-617696.6520945501,709.6582641601562,61.63,960000,5167,114940.546875,36.77424240112305,14736,0.0055,185,239974
410404704.0,-156053.92317169,2718.060546875,24.11,970000,5223,147450.21875,55.67349624633789,14896,0.0055,185,242474
127098192.0,-178615.16800530002,194.1576690673828,72.33,980000,5280,118999.7265625,18.722332000732422,15132,0.0055,185,244974
239595328.0,-90161.31826631998,642.9505615234375,17.45,990000,5336,121976.78125,41.59381866455078,15522,0.0055,185,247474
21574956.0,-107054.09844221998,65.80419921875,99.25,1000000,5393,76454.546875,6.129345893859863,15596,0.0055,185,249974
