train/is_line_search_success,train/value_loss,time/fps,train/kl_divergence_loss,rollout/ep_rew_mean,train/std,time/total_timesteps,train/policy_objective,train/explained_variance,rollout/ep_len_mean,train/n_updates,train/learning_rate,time/time_elapsed
1.0,5880166894.4,1460,0.0046254112385213375,-465683.0694343978,0.9942895770072937,10000,0.06975632905960083,1.0132789611816406e-06,102.52688172043011,1,0.0013,6
1.0,3952454403.6,1459,0.004580944310873747,-382860.32714154007,0.9988703727722168,20000,0.06427094340324402,-1.1920928955078125e-07,107.35,2,0.0013,13
1.0,3428056846.8,1460,0.004632561467587948,-288311.02034265007,0.9898672103881836,30000,0.05815652757883072,0.0,84.17,3,0.0013,20
1.0,2984144484.8,1454,0.004495570901781321,-314276.26526559005,0.990311324596405,40000,0.05874592065811157,1.1920928955078125e-07,102.26,4,0.0013,27
1.0,2736782656.0,1397,0.004240348935127258,-223324.02180845998,0.9702168107032776,50000,0.05148247629404068,1.1920928955078125e-07,72.91,6,0.0013,35
1.0,2465001659.4,1405,0.004168251994997263,-223376.82558037995,0.9630627632141113,60000,0.05539099872112274,0.0,79.18,7,0.0013,42
1.0,2628586117.0,1409,0.004739664029330015,-190956.98651001003,0.9648343920707703,70000,0.060306575149297714,0.0,65.83,8,0.0013,49
1.0,2389363571.8,1411,0.004269028082489967,-192371.63145238,0.9692952036857605,80000,0.06164276599884033,0.0,67.13,9,0.0013,56
1.0,2353383587.8,1415,0.004122796468436718,-184448.65305223,0.9592161774635315,90000,0.05357791483402252,-2.384185791015625e-07,65.65,10,0.0013,63
1.0,2168052245.8,1392,0.004904625937342644,-195571.02090391997,0.9512974619865417,100000,0.06728282570838928,1.1920928955078125e-07,76.75,12,0.0013,71
1.0,2266080445.6,1396,0.0044608525931835175,-156252.95514583,0.9469723701477051,110000,0.06348437070846558,0.0,59.3,13,0.0013,78
1.0,2141669327.0,1401,0.004227499011904001,-183160.20048139,0.948248565196991,120000,0.05829944089055061,0.0,73.15,14,0.0013,85
1.0,2152064886.8,1404,0.0047337356954813,-166627.44819494,0.9542112350463867,130000,0.06958521157503128,0.0,63.1,15,0.0013,92
1.0,2240682070.0,1389,0.00502013647928834,-162710.14094175,0.9400322437286377,140000,0.0691118910908699,0.0,62.26,17,0.0013,100
1.0,2047619894.0,1391,0.005188347306102514,-176173.47566503996,0.940840482711792,150000,0.0661112517118454,0.0,71.71,18,0.0013,107
1.0,2102522721.0,1391,0.005011141765862703,-178399.98913681996,0.9438080191612244,160000,0.0648072361946106,0.0,74.3,19,0.0013,114
1.0,2057365195.8,1392,0.004868427757173777,-179950.97649195002,0.9432668685913086,170000,0.06171013414859772,0.0,72.85,20,0.0013,122
1.0,2188674711.0,1394,0.005192887969315052,-149844.20756558998,0.9387280941009521,180000,0.06793999671936035,0.0,56.51,21,0.0013,129
1.0,1974094689.8,1382,0.005379663780331612,-182049.35525130003,0.9426648020744324,190000,0.06817829608917236,-1.1920928955078125e-07,76.78,23,0.0013,137
1.0,2074022785.4,1384,0.0047955564223229885,-160751.95214377998,0.9381287693977356,200000,0.0680752769112587,-1.1920928955078125e-07,62.87,24,0.0013,144
1.0,2147563331.2,1385,0.004975777585059404,-166736.73771478998,0.9396267533302307,210000,0.06550370156764984,0.0,65.63,25,0.0013,151
1.0,2207062389.6,1386,0.005257243290543556,-161737.17062961002,0.9360659122467041,220000,0.0687195211648941,0.0,68.53,26,0.0013,158
1.0,2037286899.2,1377,0.0053033712320029736,-198943.82793756,0.9416295886039734,230000,0.06907927244901657,0.0,85.28,28,0.0013,167
1.0,1925376369.4,1378,0.005665263626724482,-156223.39018815002,0.9430387020111084,240000,0.07003258168697357,0.0,64.46,29,0.0013,174
1.0,1948897538.8,1379,0.005402851849794388,-179592.34465453998,0.9388969540596008,250000,0.07336589694023132,0.0,77.82,30,0.0013,181
1.0,1882663640.2,1381,0.005787299945950508,-171851.15473044,0.9307233691215515,260000,0.07284092903137207,1.1920928955078125e-07,79.35,31,0.0013,188
1.0,1925237113.2,1382,0.0052965059876441956,-140889.59658691,0.921438455581665,270000,0.0681445449590683,0.0,55.84,32,0.0013,195
1.0,1895817279.4,1375,0.005443204659968615,-164334.70936666,0.9127691388130188,280000,0.0670970007777214,-2.384185791015625e-07,71.24,34,0.0013,203
1.0,2049045011.4,1376,0.005799659062176943,-178004.4751366,0.9069629311561584,290000,0.07091761380434036,0.0,76.31,35,0.0013,210
1.0,1723854249.4,1376,0.005422839894890785,-157216.00240169998,0.9034147262573242,300000,0.06609088182449341,0.0,71.0,36,0.0013,217
1.0,1834042015.4,1377,0.005440841894596815,-154739.54808892,0.9041207432746887,310000,0.067780502140522,0.0,69.07,37,0.0013,225
1.0,1734922515.6,1370,0.0058000348508358,-153259.43967435,0.897110641002655,320000,0.07302568852901459,0.0,72.45,39,0.0013,233
1.0,1722005174.6,1371,0.005398929584771395,-162804.40998763999,0.8937363028526306,330000,0.07006241381168365,0.0,77.78,40,0.0013,240
1.0,1724111083.4,1372,0.005756005644798279,-151450.06993758,0.8980362415313721,340000,0.06979529559612274,-1.1920928955078125e-07,73.67,41,0.0013,247
1.0,1712185821.2,1372,0.006273386534303427,-149579.85056203,0.8961561322212219,350000,0.07268594205379486,1.1920928955078125e-07,72.42,42,0.0013,254
1.0,1686335344.0,1373,0.005714699625968933,-150491.83165806,0.8954824805259705,360000,0.07403333485126495,0.0,70.06,43,0.0013,262
1.0,1481425579.8,1367,0.006152750924229622,-149067.02610525998,0.892683744430542,370000,0.07772070169448853,0.0,77.95,45,0.0013,270
1.0,1695771168.0,1368,0.0065825823694467545,-142706.86979975,0.8900548815727234,380000,0.07624165713787079,0.0,73.02,46,0.0013,277
1.0,1400930143.1,1369,0.005690101068466902,-151758.49960676002,0.8845046162605286,390000,0.07151149958372116,-1.1920928955078125e-07,78.19,47,0.0013,284
1.0,1499283948.0,1370,0.006526051554828882,-157581.60345199,0.8858843445777893,400000,0.0717492625117302,0.0,87.2,48,0.0013,291
1.0,1444942464.2,1365,0.006525438278913498,-149225.80957095994,0.8846981525421143,410000,0.08124355226755142,0.0,83.46,50,0.0013,300
1.0,1417495775.8,1366,0.006518747191876173,-162879.697107,0.8778120875358582,420000,0.07038377225399017,0.0,93.97,51,0.0013,307
1.0,1501137340.0,1367,0.006297463551163673,-155968.79433372,0.8748841285705566,430000,0.07853224873542786,0.0,82.38,52,0.0013,314
1.0,1481548332.5,1368,0.0069554946385324,-155795.2960933,0.8748651146888733,440000,0.07618742436170578,0.0,82.44,53,0.0013,321
1.0,1556036688.9,1369,0.0068177529610693455,-149840.20280976,0.8758604526519775,450000,0.07692818343639374,0.0,87.33,54,0.0013,328
1.0,1443210885.5,1364,0.006059207022190094,-159239.29456578998,0.874725341796875,460000,0.07422319799661636,0.0,87.38,56,0.0013,337
1.0,1394797415.2,1365,0.006696657743304968,-155107.26279844003,0.8741156458854675,470000,0.07034812122583389,1.1920928955078125e-07,93.97,57,0.0013,344
1.0,1380132078.3,1366,0.006498914677649736,-158274.58803492,0.8747888207435608,480000,0.07770317047834396,0.0,95.26,58,0.0013,351
1.0,1263749111.6,1366,0.006736840587109327,-164664.32759159,0.8708270192146301,490000,0.07729092240333557,2.384185791015625e-07,95.94,59,0.0013,358
1.0,1418227785.5,1362,0.006490078289061785,-184338.9011883,0.8774111866950989,500000,0.07552117854356766,0.0,110.84,61,0.0013,366
1.0,1290584179.7,1363,0.006980768870562315,-159932.90844007998,0.878160297870636,510000,0.07290701568126678,-1.1920928955078125e-07,96.87,62,0.0013,374
1.0,1459563899.4,1364,0.006959741935133934,-146662.13259729,0.878257691860199,520000,0.07554708421230316,0.0,81.51,63,0.0013,381
1.0,1378227020.2,1365,0.006817129906266928,-147808.56937948,0.8701093196868896,530000,0.0682249590754509,1.1920928955078125e-07,88.55,64,0.0013,388
1.0,1359686679.4,1365,0.006792569532990456,-163571.23314674,0.8777241706848145,540000,0.0788356140255928,-1.1920928955078125e-07,88.68,65,0.0013,395
1.0,1472774813.6,1362,0.007082888390868902,-140864.91103652003,0.8794248700141907,550000,0.0733359307050705,0.0,74.29,67,0.0013,403
1.0,1318941357.2,1362,0.007214968558400869,-137080.57897693999,0.8790750503540039,560000,0.07967550307512283,0.0,79.74,68,0.0013,410
1.0,1348747074.8,1363,0.006894311401993036,-154711.75546624002,0.8732845783233643,570000,0.07311637699604034,-1.1920928955078125e-07,92.78,69,0.0013,417
1.0,1281624161.1,1364,0.006454896181821823,-160377.06411554,0.8708350658416748,580000,0.07988885045051575,0.0,106.27,70,0.0013,425
1.0,1162316767.5,1360,0.007351784501224756,-161248.74873411,0.8654986023902893,590000,0.07603752613067627,0.0,99.87,72,0.0013,433
1.0,1145101489.7,1361,0.006938966456800699,-174449.07031060997,0.865886926651001,600000,0.07874076068401337,0.0,112.5,73,0.0013,440
1.0,1215249731.3,1362,0.006833766121417284,-160738.64185606997,0.8656072616577148,610000,0.07324697822332382,0.0,100.18,74,0.0013,447
1.0,1083832077.0,1362,0.007140051573514938,-156320.54092082,0.8623877167701721,620000,0.07309681922197342,0.0,107.48,75,0.0013,454
1.0,1207826506.5,1363,0.007127400953322649,-159445.83580585997,0.8595715165138245,630000,0.07873193174600601,1.1920928955078125e-07,103.58,76,0.0013,462
1.0,1129581189.2,1360,0.006088342983275652,-147717.82627099,0.8596693873405457,640000,0.06700688600540161,0.0,95.28,78,0.0013,470
1.0,1068751287.5,1361,0.0073928069323301315,-161079.90198532998,0.8540473580360413,650000,0.0759907066822052,-2.384185791015625e-07,112.09,79,0.0013,477
1.0,979884695.9,1361,0.007716218009591103,-158126.71366247998,0.8550829291343689,660000,0.07766560465097427,-1.1920928955078125e-07,110.67,80,0.0013,484
1.0,1095705140.8,1362,0.007063101977109909,-162019.69818711,0.8574734330177307,670000,0.07600446790456772,0.0,113.59,81,0.0013,491
1.0,1070093473.6,1359,0.007390695158392191,-164009.15090749,0.8535255789756775,680000,0.07451582700014114,5.960464477539063e-08,109.9,83,0.0013,500
1.0,940126995.1,1360,0.007870307192206383,-175307.28402789,0.8492927551269531,690000,0.07544829696416855,0.0,133.4,84,0.0013,507
1.0,861699683.95,1360,0.0076357279904186726,-139339.57544318,0.8509116768836975,700000,0.07479112595319748,0.0,122.01,85,0.0013,514
1.0,918961440.6,1360,0.008180785924196243,-141412.49718627002,0.8503585457801819,710000,0.0775323361158371,0.0,112.39,86,0.0013,521
1.0,972671446.9,1361,0.007570002228021622,-137226.31349638,0.8507513999938965,720000,0.07724335789680481,0.0,131.54,87,0.0013,528
1.0,885238956.3,1358,0.007591512519866228,-146317.42799621,0.8515319228172302,730000,0.07972301542758942,0.0,138.03,89,0.0013,537
1.0,837578267.8,1359,0.007902882061898708,-158138.96999384998,0.8491269946098328,740000,0.07176698744297028,0.0,140.55,90,0.0013,544
1.0,951822840.2,1359,0.007808692753314972,-151264.30221594998,0.8471038937568665,750000,0.07172474265098572,0.0,136.96,91,0.0013,551
1.0,704954021.85,1360,0.007632681634277105,-149273.96777233,0.8463499546051025,760000,0.08085908740758896,-1.1920928955078125e-07,162.95,92,0.0013,558
1.0,736534183.05,1360,0.0076078749261796474,-144620.05985802,0.8427010178565979,770000,0.09359169006347656,0.0,162.18,93,0.0013,565
1.0,709115184.7,1357,0.00745830312371254,-142066.74072668998,0.8428512215614319,780000,0.06792867928743362,1.1920928955078125e-07,155.71,95,0.0013,574
1.0,796280301.7,1358,0.00822823029011488,-117396.63628548996,0.8423660397529602,790000,0.07159536331892014,0.0,133.02,96,0.0013,581
1.0,822482383.9,1358,0.008131208829581738,-122454.39728726,0.8370025753974915,800000,0.07132639735937119,0.0,136.34,97,0.0013,588
1.0,658614281.9,1358,0.008176990784704685,-124586.85050961001,0.8355541229248047,810000,0.0795811116695404,0.0,145.79,98,0.0013,596
1.0,646741594.7,1356,0.008344906382262707,-119451.66431853,0.8350738883018494,820000,0.06849104166030884,0.0,153.67,100,0.0013,604
1.0,691804694.0,1356,0.008436796255409718,-118320.37213936,0.8362677693367004,830000,0.07207206636667252,0.0,155.12,101,0.0013,611
1.0,635261399.25,1357,0.007830181159079075,-133895.90371426998,0.8344576954841614,840000,0.07484754920005798,0.0,161.2,102,0.0013,618
1.0,723571591.9,1357,0.008375294506549835,-128811.40810323,0.8292092680931091,850000,0.07358244061470032,0.0,156.7,103,0.0013,626
1.0,668897186.25,1357,0.008192557841539383,-104765.89666307998,0.8327960968017578,860000,0.07599397003650665,0.0,156.4,104,0.0013,633
1.0,720998038.55,1355,0.008034426718950272,-106469.00454102,0.828334629535675,870000,0.0691908672451973,0.0,151.26,106,0.0013,641
