train/loss,train/std,train/n_updates,train/clip_fraction,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/approx_kl,time/time_elapsed,time/fps,train/value_loss,train/learning_rate
2406336768.0,1.107191562652588,150,0.0223876953125,-22.75976140499115,-174625.51556023,25.49,130000,-0.005203145090854377,0.2,0.0,0.0053911107,145,894,5096602151.0,0.0017
2556553472.0,1.1244572401046753,170,0.009521484375,-22.983957609534265,-177466.49255171002,25.96,140000,-0.004110605922505783,0.2,0.0,0.0037594873,160,873,5111229121.2,0.0017
2336634624.0,1.132130742073059,180,0.01197509765625,-23.096216593682765,-170299.21276470003,25.46,150000,-0.0036052562172699254,0.2,1.1920928955078125e-07,0.004067382,171,877,5028055942.8,0.0017
2414398720.0,1.1401008367538452,190,0.01673583984375,-23.199826151132584,-165445.34888734,23.54,160000,-0.005001193034877361,0.2,0.0,0.004736917,181,880,4961243867.0,0.0017
2691052288.0,1.149303674697876,200,0.01424560546875,-23.31213124394417,-168784.09974041997,25.41,170000,-0.004614949483675445,0.2,0.0,0.0044336384,192,883,5035859754.2,0.0017
2728787200.0,1.1568504571914673,210,0.0125244140625,-23.42169667631388,-158349.52189983,24.02,180000,-0.004734028025450243,0.2,0.0,0.004341152,202,886,4903347366.4,0.0017
2540097792.0,1.174540400505066,230,0.0049072265625,-23.649630558490752,-156603.85007190003,24.1,190000,-0.0034383872647595127,0.2,0.0,0.0029121088,218,871,4784114520.8,0.0017
2147724800.0,1.184623122215271,240,0.00777587890625,-23.76143582612276,-161557.57279421002,23.46,200000,-0.003329280991056294,0.2,0.0,0.0035750237,228,874,4657520383.2,0.0017
2431339520.0,1.1931231021881104,250,0.01988525390625,-23.87964701652527,-164067.27363327003,24.2,210000,-0.004926375124887273,0.2,0.0,0.005182397,239,876,4957959428.0,0.0017
2258774016.0,1.2023483514785767,260,0.01121826171875,-23.990615524351597,-143808.41238678,21.16,220000,-0.003936853283448727,0.2,1.1920928955078125e-07,0.004127508,250,878,4817611117.0,0.0017
2374426368.0,1.2198739051818848,280,0.0078857421875,-24.21560447961092,-164642.36975021998,24.13,230000,-0.002995811411892646,0.2,0.0,0.0035491148,265,866,4601152202.8,0.0017
2131093120.0,1.230630874633789,290,0.00684814453125,-24.330768121778966,-153333.67225899,23.51,240000,-0.003147735992206435,0.2,1.1920928955078125e-07,0.003542855,276,868,4526427520.0,0.0017
2193586688.0,1.2400219440460205,300,0.00797119140625,-24.453239645063878,-156521.91351644002,23.28,250000,-0.002787505959167902,0.2,-2.384185791015625e-07,0.0035683112,287,870,4392436587.4,0.0017
1990134528.0,1.250209927558899,310,0.0083740234375,-24.57219192534685,-142369.97329187003,20.04,260000,-0.0036273390271162496,0.2,-1.1920928955078125e-07,0.0035206554,297,872,4394153706.8,0.0017
2153918976.0,1.2613544464111328,320,0.007666015625,-24.69966701567173,-150686.95089637,22.88,270000,-0.0035168651946150932,0.2,0.0,0.003284005,308,874,4399135573.4,0.0017
2280127744.0,1.2833867073059082,340,0.01318359375,-24.962297181785107,-147438.67338304,22.08,280000,-0.003989462029494462,0.2,1.1920928955078125e-07,0.004178024,323,864,4376638710.4,0.0017
2198785792.0,1.2925113439559937,350,0.01484375,-25.078557801246642,-133194.09971681001,18.74,290000,-0.0046936536495195465,0.2,0.0,0.0042091487,334,866,4285957040.6,0.0017
2719706880.0,1.3026024103164673,360,0.01295166015625,-25.188949581980705,-160902.06236208,24.91,300000,-0.004646103223603859,0.2,0.0,0.0044051595,345,867,4429336274.0,0.0017
2155808512.0,1.3110352754592896,370,0.0144775390625,-25.294137036800386,-156200.38166417,23.63,310000,-0.004261275362114248,0.2,0.0,0.004748183,356,869,4282679676.6,0.0017
2124065280.0,1.3301113843917847,390,0.00587158203125,-25.500112201273442,-150347.25726579,23.07,320000,-0.0029029413915850457,0.2,0.0,0.0027866962,371,860,4382985789.0,0.0017
2192074240.0,1.3404291868209839,400,0.01015625,-25.617255468666553,-163539.36109547,26.4,330000,-0.0037016822379882797,0.2,0.0,0.003911934,382,861,4215354657.2,0.0017
1974417792.0,1.3497779369354248,410,0.010205078125,-25.726326563954352,-145107.69547905997,21.76,340000,-0.0035449961517770136,0.2,1.1920928955078125e-07,0.003517345,393,863,4000311047.0,0.0017
2115727616.0,1.3607429265975952,420,0.01610107421875,-25.838912399113177,-156018.69148536,26.31,350000,-0.004763283116335515,0.2,0.0,0.004100387,404,864,4083120961.0,0.0017
1743958912.0,1.3714945316314697,430,0.0132568359375,-25.958230131864546,-140092.17105912,21.26,360000,-0.003970170595130185,0.2,-1.1920928955078125e-07,0.0043713283,415,866,4026927607.8,0.0017
2138946560.0,1.3951761722564697,450,0.00570068359375,-26.213268719613552,-144911.58128361,22.77,370000,-0.0028604335286217973,0.2,1.1920928955078125e-07,0.0030297711,430,858,4052446864.8,0.0017
1901030528.0,1.4062649011611938,460,0.0143798828125,-26.33123159855604,-142231.34899199,23.06,380000,-0.0042904592688501,0.2,-2.384185791015625e-07,0.00414085,441,860,3879310850.2,0.0017
1978080256.0,1.4164756536483765,470,0.010986328125,-26.444347815215586,-148163.1450607,22.99,390000,-0.004498866915309918,0.2,0.0,0.003939711,452,861,4040871648.8,0.0017
1872119296.0,1.4277836084365845,480,0.012890625,-26.557670252025126,-139765.02491491,20.82,400000,-0.004319776150077814,0.2,0.0,0.004007788,463,862,3971684212.8,0.0017
1928566016.0,1.4544868469238281,500,0.01190185546875,-26.821774572134018,-144899.76020119002,22.64,410000,-0.004476070123928366,0.2,1.1920928955078125e-07,0.004086907,479,855,3842608354.8,0.0017
1802132992.0,1.4650813341140747,510,0.01099853515625,-26.94647714495659,-139768.46211056,21.26,420000,-0.0036593556415027706,0.2,0.0,0.0034088497,489,857,3986265222.8,0.0017
1993075584.0,1.4762870073318481,520,0.00753173828125,-27.056180757284164,-143089.97633461998,22.8,430000,-0.003473883653896337,0.2,0.0,0.0034227744,500,858,3947115217.8,0.0017
1589470336.0,1.486682653427124,530,0.00948486328125,-27.165637573599817,-134526.03516124998,19.97,440000,-0.003120328982549836,0.2,0.0,0.003418405,511,859,3886765288.0,0.0017
1960172160.0,1.49984872341156,540,0.014208984375,-27.283886377513408,-136776.61372835998,20.75,450000,-0.004367798792372923,0.2,-1.1920928955078125e-07,0.004124713,522,861,3902395116.8,0.0017
1773092736.0,1.5242639780044556,560,0.0096435546875,-27.527332411706446,-142053.17828224,23.18,460000,-0.003100979057853692,0.2,0.0,0.0034622021,537,855,3689338101.8,0.0017
2004836608.0,1.5374565124511719,570,0.0139404296875,-27.655528283119203,-139383.61667541004,20.8,470000,-0.004448750622032094,0.2,5.960464477539063e-08,0.0042156326,548,856,3697249149.2,0.0017
1809077888.0,1.5488947629928589,580,0.0090087890625,-27.77480668723583,-140793.68574015002,20.84,480000,-0.0037895115492574405,0.2,2.384185791015625e-07,0.0036371937,559,857,3789057140.6,0.0017
1800566528.0,1.5622971057891846,590,0.010986328125,-27.89514461904764,-131404.06167000002,20.27,490000,-0.003635729753113992,0.2,0.0,0.003751094,570,858,3803872611.4,0.0017
1846059136.0,1.5888428688049316,610,0.0118408203125,-28.145051950216292,-141728.48005397,21.45,500000,-0.0046124324348056685,0.2,5.960464477539063e-08,0.004003342,586,852,3701841736.6,0.0017
2110494592.0,1.600972294807434,620,0.00921630859375,-28.265555745363237,-147780.28629994998,22.53,510000,-0.0031868291519913327,0.2,0.0,0.0033135486,597,854,3685099871.8,0.0017
1703126784.0,1.6153106689453125,630,0.01431884765625,-28.388668696582318,-138451.81063185,21.0,520000,-0.0038911873643883155,0.2,0.0,0.0041260067,608,855,3732151936.6,0.0017
1572482944.0,1.628018856048584,640,0.00892333984375,-28.513866324722766,-141572.02754329,23.62,530000,-0.00350376071583014,0.2,-1.1920928955078125e-07,0.0033213892,619,856,3833245823.6,0.0017
1692363904.0,1.6410478353500366,650,0.0131591796875,-28.630651330947877,-137809.65213069002,22.58,540000,-0.004118217273207847,0.2,0.0,0.003954879,630,857,3502027572.6,0.0017
1733956736.0,1.6705344915390015,670,0.00994873046875,-28.894638122618197,-150299.78183458003,23.13,550000,-0.003462664377912006,0.2,0.0,0.003537905,645,852,3501902038.2,0.0017
1610258432.0,1.6848690509796143,680,0.01143798828125,-29.020244158804417,-130285.59229768,21.84,560000,-0.003889388251081982,0.2,-1.1920928955078125e-07,0.0040840413,656,853,3591327412.8,0.0017
1858869632.0,1.7016160488128662,690,0.01009521484375,-29.157886381447316,-138181.05409429,21.74,570000,-0.0035622757699457,0.2,0.0,0.0034466498,667,854,3493813479.0,0.0017
1630641792.0,1.7159805297851562,700,0.00740966796875,-29.293036913871767,-139278.51323364998,21.75,580000,-0.002873574048771843,0.2,0.0,0.0031777476,678,855,3498475281.4,0.0017
1473937920.0,1.7458637952804565,720,0.0096435546875,-29.545224943757056,-140978.98972321002,22.37,590000,-0.0030214439684641548,0.2,0.0,0.0033164658,693,850,3403984496.4,0.0017
1804050688.0,1.7606436014175415,730,0.01151123046875,-29.676160977780818,-147421.47002109,23.69,600000,-0.003511138224894239,0.2,1.1920928955078125e-07,0.0034838496,704,851,3374467925.8,0.0017
1784173056.0,1.7751721143722534,740,0.0105224609375,-29.799968387186528,-147734.64487469,23.66,610000,-0.0030144931210088544,0.2,0.0,0.003395837,715,852,3589821581.8,0.0017
1641341440.0,1.789732813835144,750,0.007177734375,-29.92187511175871,-138913.00651853002,21.35,620000,-0.0028403719610651025,0.2,0.0,0.0029601231,726,853,3506404942.2,0.0017
1873226624.0,1.8064415454864502,760,0.01551513671875,-30.05147281140089,-144565.02271574,24.76,630000,-0.004325985471041349,0.2,0.0,0.0039253347,737,853,3541988980.4,0.0017
1666626560.0,1.8402099609375,780,0.00869140625,-30.3280306994915,-141140.29635710001,21.81,640000,-0.003513740681592026,0.2,0.0,0.0032517943,753,849,3544766840.2,0.0017
1770265728.0,1.8552498817443848,790,0.00931396484375,-30.45776692777872,-139372.65224060998,22.95,650000,-0.002800365163056995,0.2,0.0,0.0032416969,764,850,3325548058.6,0.0017
1819603456.0,1.8733422756195068,800,0.01309814453125,-30.591228473186494,-152608.47172914,24.56,660000,-0.004075296425980923,0.2,0.0,0.004092732,775,851,3406455703.2,0.0017
1734044928.0,1.8916780948638916,810,0.01180419921875,-30.73695363998413,-141191.26855206,22.25,670000,-0.003682504122480168,0.2,1.1920928955078125e-07,0.003720217,786,852,3395444127.8,0.0017
1753182976.0,1.9263650178909302,830,0.0124755859375,-31.013282354176045,-143164.58112178,23.98,680000,-0.003162092114052939,0.2,1.1920928955078125e-07,0.0033754688,801,848,3246812034.6,0.0017
1637865344.0,1.9449598789215088,840,0.0138916015625,-31.151745228469373,-150891.61812769,24.28,690000,-0.0036857131928627494,0.2,-1.1920928955078125e-07,0.0038874305,812,849,3433421721.2,0.0017
1726729472.0,1.9604910612106323,850,0.01182861328125,-31.281836438179017,-141116.35161183,22.47,700000,-0.003330602200003341,0.2,0.0,0.003366556,823,850,3363279823.6,0.0017
1771850880.0,1.977439045906067,860,0.0135009765625,-31.40589911043644,-153299.92429782002,25.08,710000,-0.003370243084282265,0.2,0.0,0.0034241693,834,850,3397324865.8,0.0017
1815806208.0,1.997821569442749,870,0.0240478515625,-31.547365041077136,-149015.19994375,24.38,720000,-0.00621108857812942,0.2,0.0,0.004503061,845,851,3299584969.4,0.0017
1757556736.0,2.0325849056243896,890,0.01187744140625,-31.820161940157412,-143844.90628226,22.5,730000,-0.0037268264779413583,0.2,1.1920928955078125e-07,0.0030297535,860,848,3420482503.2,0.0017
1564729600.0,2.049994945526123,900,0.0072509765625,-31.94435498714447,-127655.15706844999,20.52,740000,-0.002868587230113917,0.2,-1.1920928955078125e-07,0.0030873038,871,848,3404263889.2,0.0017
1500323200.0,2.0660409927368164,910,0.00999755859375,-32.06669631898403,-147000.45061128004,23.55,750000,-0.0027737272957892856,0.2,1.1920928955078125e-07,0.0031312625,882,849,3147058727.1,0.0017
1732848000.0,2.084195137023926,920,0.01551513671875,-32.19085128009319,-139018.4827657,21.48,760000,-0.003633957103556895,0.2,0.0,0.0037367246,893,850,3366038808.6,0.0017
1542130816.0,2.1058826446533203,930,0.01649169921875,-32.33247905373573,-134963.32152654,21.57,770000,-0.004160210014561017,0.2,0.0,0.0038234761,904,851,3119032097.6,0.0017
1555990272.0,2.144806146621704,950,0.0091796875,-32.611929261684416,-150644.08251290998,23.87,780000,-0.0036850241642241597,0.2,1.1920928955078125e-07,0.0038329784,920,847,3229629717.4,0.0017
1705445248.0,2.162924289703369,960,0.0126953125,-32.742563077807425,-141543.39126167,22.19,790000,-0.0035213139444749686,0.2,-1.1920928955078125e-07,0.0037772811,930,848,3268482295.0,0.0017
1627758976.0,2.1806640625,970,0.011279296875,-32.865418082475664,-140057.41869915999,22.88,800000,-0.0032501470982424507,0.2,5.960464477539063e-08,0.003582212,941,849,3315036155.4,0.0017
1462873600.0,2.19779896736145,980,0.0125,-32.983937999606134,-136913.93567258999,20.71,810000,-0.0031542431885100085,0.2,0.0,0.0034530796,952,850,3129566042.7,0.0017
1391235712.0,2.2359843254089355,1000,0.01259765625,-33.23542418479919,-144853.58240493003,22.8,820000,-0.003130177714774618,0.2,-1.1920928955078125e-07,0.003704553,968,846,3219648449.6,0.0017
1491291136.0,2.2574398517608643,1010,0.01011962890625,-33.367725130915645,-143518.15570305003,22.43,830000,-0.0030524888443324016,0.2,1.1920928955078125e-07,0.003641646,979,847,3208439926.6,0.0017
1718724096.0,2.278445243835449,1020,0.0102294921875,-33.50693819820881,-152455.50770053,24.32,840000,-0.0034446644409399595,0.2,-1.1920928955078125e-07,0.0032870895,990,848,3192011244.0,0.0017
1719281920.0,2.301368236541748,1030,0.00899658203125,-33.651210033893584,-136310.12682392,20.48,850000,-0.003194371156496345,0.2,1.1920928955078125e-07,0.0032792576,1000,849,3123466837.2,0.0017
1606890496.0,2.323990821838379,1040,0.01318359375,-33.79773473441601,-137918.98482743,21.86,860000,-0.004012264008088096,0.2,-1.1920928955078125e-07,0.0037631025,1011,850,3227066192.2,0.0017
1622948608.0,2.3644535541534424,1060,0.0127685546875,-34.05413889586926,-139029.93838861,21.28,870000,-0.003713326747129031,0.2,-1.1920928955078125e-07,0.0035102572,1027,847,3257888346.4,0.0017
1679932672.0,2.3873724937438965,1070,0.0097900390625,-34.19895082116127,-138169.17222029,21.53,880000,-0.0029642735064044244,0.2,0.0,0.0030349242,1038,847,3149214919.2,0.0017
1860196096.0,2.408949851989746,1080,0.01162109375,-34.33649304509163,-138856.98273006,21.04,890000,-0.0028554107495438073,0.2,-1.1920928955078125e-07,0.0032337394,1048,848,3063618677.4,0.0017
1659791104.0,2.4333605766296387,1090,0.01363525390625,-34.47973359823227,-151759.84941072,23.93,900000,-0.004505461040935188,0.2,2.384185791015625e-07,0.004079027,1059,849,3096520674.4,0.0017
1582000256.0,2.481567144393921,1110,0.01031494140625,-34.7690424323082,-141105.70271317,21.43,910000,-0.0032320432621418147,0.2,0.0,0.0032031117,1075,846,3054560519.6,0.0017
1399419008.0,2.502934455871582,1120,0.0126220703125,-34.90983279943466,-132074.49673279998,20.61,920000,-0.0034393375561194263,0.2,0.0,0.0033240537,1085,847,3079320800.8,0.0017
1575273728.0,2.530918836593628,1130,0.00684814453125,-35.05588113963604,-143964.71003862,23.31,930000,-0.0031061287540069316,0.2,0.0,0.00314449,1096,847,3071559048.0,0.0017
1614381952.0,2.551344633102417,1140,0.01136474609375,-35.19788323640823,-148351.65660025,22.97,940000,-0.00268246684991027,0.2,0.0,0.0033863315,1107,848,3043967101.7,0.0017
1671612288.0,2.578869342803955,1150,0.0107177734375,-35.33702965378761,-147379.1610142,24.4,950000,-0.003255499825172592,0.2,0.0,0.0036054961,1118,849,2937859150.4,0.0017
1560745984.0,2.6337637901306152,1170,0.00966796875,-35.65573087334633,-142046.85344302998,22.9,960000,-0.0033728408940078224,0.2,5.960464477539063e-08,0.0034506642,1133,846,3015713128.6,0.0017
1449460224.0,2.660240411758423,1180,0.010205078125,-35.803104403614995,-145281.55640035,24.5,970000,-0.0025376873896675533,0.2,0.0,0.0033150732,1144,847,2860339613.0,0.0017
1460785792.0,2.6794745922088623,1190,0.00762939453125,-35.93196372389794,-133501.21680229,20.7,980000,-0.001996564730143291,0.2,1.1920928955078125e-07,0.0028052446,1155,848,2814974356.5,0.0017
1381811840.0,2.708190441131592,1200,0.0189697265625,-36.06799165904522,-140528.72204282996,23.52,990000,-0.0045611529596499166,0.2,1.1920928955078125e-07,0.004298468,1166,849,2973102407.0,0.0017
1300512896.0,2.764127492904663,1220,0.00860595703125,-36.37249694764614,-135940.59050558,20.97,1000000,-0.002613466689399502,0.2,2.384185791015625e-07,0.003088382,1181,846,3020858945.6,0.0017
