rollout/ep_len_mean,train/n_updates,train/ent_coef_loss,train/learning_rate,train/ent_coef,time/fps,train/critic_loss,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss,eval/mean_reward,eval/mean_ep_length
153.4,2835,-0.29599377512931824,0.001,0.9052608609199524,289,1515.881103515625,22784,160,-4351.40629899,78,481.1592102050781,,
153.63,2888,-0.36209699511528015,0.001,0.8938940167427063,290,2589.712890625,23208,164,-4282.0865851300005,79,526.6495361328125,,
154.42,2944,-0.4303034543991089,0.001,0.881171703338623,291,1316.116943359375,23656,168,-4172.521972220001,81,568.1193237304688,,
160.23,3106,-0.43292275071144104,0.001,0.8456979990005493,293,1127.712158203125,24952,172,-4333.89527436,85,567.23193359375,,
165.39,3165,-0.4802189767360687,0.001,0.8350165486335754,293,1047.3553466796875,25424,176,-4290.61952127,86,611.0890502929688,,
164.61,3221,-0.5776944756507874,0.001,0.8235292434692383,294,1181.0574951171875,25872,180,-4201.12622256,87,567.5928344726562,,
169.39,3300,-0.7728711366653442,0.001,0.8049423694610596,295,1234.310546875,26504,184,-4205.75819749,89,551.2567138671875,,
167.03,3383,-0.821189284324646,0.001,0.7850462198257446,296,858.20263671875,27168,188,-4162.20550963,91,584.11474609375,,
154.41,3428,-0.897566556930542,0.001,0.7750178575515747,296,1276.37548828125,27528,192,-3735.2527927699994,92,640.1602172851562,,
148.47,3455,-1.079262375831604,0.001,0.7686830163002014,296,946.95556640625,27744,196,-3520.19258199,93,710.9829711914062,,
149.51,3644,-1.1521685123443604,0.001,0.7268192768096924,298,914.609130859375,29256,200,-3714.4744659499997,98,667.0250244140625,,
149.51,3737,-1.4496939182281494,0.001,0.7068239450454712,298,1992.32275390625,30000,200,-3714.4744659499997,100,683.4466552734375,,
,,,,,,,30000,,,,,-4468.1973968,444.8
152.47,3846,-1.4402742385864258,0.001,0.6832958459854126,288,984.7305297851562,30872,204,-3520.775903359999,106,684.1678466796875,,
158.59,3968,-1.4651665687561035,0.001,0.6575556993484497,289,708.6477661132812,31848,208,-3593.93945852,110,718.110595703125,,
168.04,4067,-1.7056074142456055,0.001,0.6369671821594238,289,1202.258544921875,32640,212,-3699.4840126400004,112,730.3120727539062,,
168.25,4077,-1.7090100049972534,0.001,0.6350389719009399,289,849.8158569335938,32720,216,-3687.22432468,112,701.314453125,,
160.33,4098,-1.7884256839752197,0.001,0.6305952072143555,289,1432.113037109375,32888,220,-3406.15557447,113,715.1981201171875,,
156.2,4229,-1.8024866580963135,0.001,0.6057610511779785,290,644.5556030273438,33936,224,-3288.1651241399995,116,680.5435791015625,,
154.65,4341,-1.8798093795776367,0.001,0.5863691568374634,291,635.336669921875,34832,228,-3142.770309729999,119,779.496826171875,,
162.1,4433,-2.091944694519043,0.001,0.5698012709617615,292,761.1080322265625,35568,232,-3187.22467375,121,718.7493896484375,,
164.85,4623,-2.101240396499634,0.001,0.5375431180000305,294,622.7929077148438,37088,236,-3201.7885934499996,125,707.1978759765625,,
185.27,4978,-2.320244312286377,0.001,0.48192232847213745,295,456.33892822265625,39928,240,-3370.1155576399997,135,718.0667724609375,,
185.27,4987,-2.174887180328369,0.001,0.4806559383869171,295,542.544677734375,40000,240,-3370.1155576399997,135,737.4840087890625,,
,,,,,,,40000,,,,,-2758.7356388000003,264.6
201.0,5189,-2.1395702362060547,0.001,0.45191991329193115,292,636.724365234375,41616,244,-3434.4043432300004,142,736.2978515625,,
205.66,5384,-2.890340566635132,0.001,0.427359014749527,293,473.0513916015625,43176,248,-3408.3557372999994,146,736.9697265625,,
214.82,5677,-2.7277579307556152,0.001,0.3923920691013336,295,751.0484619140625,45520,252,-3440.3251920199996,154,742.5606689453125,,
216.03,5908,-3.523825168609619,0.001,0.3690807521343231,296,805.0091552734375,47368,256,-3369.3222804399993,159,714.25146484375,,
237.41,5949,-3.4329702854156494,0.001,0.36529678106307983,297,355.234619140625,47696,260,-3506.87705318,160,689.90478515625,,
246.06,6016,-2.6566286087036133,0.001,0.35879242420196533,297,442.194580078125,48232,264,-3557.5393271399994,162,697.2839965820312,,
242.97,6067,-2.489255905151367,0.001,0.3543192148208618,297,463.68048095703125,48640,268,-3514.8480219000007,163,693.48828125,,
239.63,6095,-3.038405179977417,0.001,0.3518884778022766,297,386.12127685546875,48864,272,-3375.645075,164,689.5382690429688,,
244.28,6186,-2.9827475547790527,0.001,0.34401029348373413,298,465.96160888671875,49592,276,-3353.8107762600002,166,683.4180908203125,,
244.28,6237,-3.3834848403930664,0.001,0.33931437134742737,298,479.2958984375,50000,276,-3353.8107762600002,167,705.3658447265625,,
,,,,,,,50000,,,,,-7884.932594200001,1000.0
246.22,6256,-3.000554084777832,0.001,0.3372866213321686,283,479.7914733886719,50152,280,-3351.51103481,176,696.3142700195312,,
243.74,6488,-1.8999181985855103,0.001,0.3186269998550415,284,379.99530029296875,52008,284,-3353.9094337300003,182,693.41259765625,,
248.09,6573,-2.846942186355591,0.001,0.31275293231010437,284,437.618896484375,52688,288,-3155.3232931099997,184,700.6982421875,,
258.0,7016,-2.2710840702056885,0.001,0.2849925756454468,287,522.5298461914062,56232,292,-3205.95828965,195,709.3179931640625,,
279.58,7075,-2.790261745452881,0.001,0.28164076805114746,287,966.456298828125,56704,296,-3348.02257027,197,680.5934448242188,,
282.66,7160,-2.279879570007324,0.001,0.2771037518978119,288,511.01007080078125,57384,300,-3173.363421569999,199,681.7113037109375,,
277.48,7258,-2.444371223449707,0.001,0.27161353826522827,288,411.972900390625,58168,304,-3114.1807755399996,201,661.2452392578125,,
278.2,7487,-1.3959099054336548,0.001,0.2590133547782898,289,399.5137939453125,60000,307,-3129.3734573099996,207,659.145751953125,,
,,,,,,,60000,,,,,-7957.2077542,1000.0
276.72,7817,-2.7760515213012695,0.001,0.24334023892879486,281,510.91888427734375,62640,308,-3018.13877521,222,623.5922241210938,,
300.32,8038,-1.9817864894866943,0.001,0.2338804453611374,282,790.2694091796875,64408,312,-3116.0372556700004,228,649.677490234375,,
325.63,8326,-1.671666145324707,0.001,0.22280627489089966,283,824.19580078125,66712,316,-3298.924268360001,235,599.0426025390625,,
338.15,8737,-0.22118309140205383,0.001,0.21144378185272217,284,679.52099609375,70000,319,-3410.1399219700006,245,616.0054931640625,,
,,,,,,,70000,,,,,-7245.2354962,1000.0
347.84,8794,-1.4122309684753418,0.001,0.21033760905265808,276,664.3272705078125,70456,320,-3484.4897089600004,254,628.140869140625,,
378.2,9105,-1.1106823682785034,0.001,0.20207452774047852,278,1442.439697265625,72944,324,-3627.9719909200003,261,562.052734375,,
388.35,9352,-1.3043452501296997,0.001,0.1968761384487152,279,992.86962890625,74920,328,-3683.2815336600006,267,559.0003051757812,,
401.02,9536,-1.615626335144043,0.001,0.19156870245933533,280,848.7989501953125,76392,332,-3751.83039164,272,553.869140625,,
415.82,9972,-1.3305563926696777,0.001,0.18239334225654602,282,352.3209228515625,79880,336,-3791.285422249999,283,510.97003173828125,,
415.82,9987,-1.7721096277236938,0.001,0.1820485144853592,282,550.7412109375,80000,336,-3791.285422249999,283,516.3734741210938,,
,,,,,,,80000,,,,,-16391.107708800002,966.2
414.5,10369,-0.9790738821029663,0.001,0.17358307540416718,277,616.215576171875,83056,340,-3706.237000650001,299,513.6981201171875,,
424.67,10627,-0.24686741828918457,0.001,0.170618936419487,278,533.5606689453125,85120,344,-3687.45571825,305,489.7169189453125,,
419.84,10800,-0.8088371157646179,0.001,0.16968107223510742,279,3419.6064453125,86504,348,-3631.18626498,309,528.830810546875,,
428.99,10949,-0.6747756004333496,0.001,0.1687096655368805,279,494.1898498535156,87696,352,-3667.0642747399997,313,514.1151123046875,,
438.04,11237,-0.5895795822143555,0.001,0.16577820479869843,280,477.5912170410156,90000,353,-3715.67000122,320,549.6480102539062,,
,,,,,,,90000,,,,,-5748.873039799999,820.2
445.61,11352,-0.09185133874416351,0.001,0.16415823996067047,275,595.1381225585938,90920,356,-3767.76634261,329,498.6656494140625,,
438.22,11609,-0.3436753749847412,0.001,0.1641014665365219,276,508.6510314941406,92976,360,-3705.48179246,335,511.76409912109375,,
456.18,11876,0.670585036277771,0.001,0.16661818325519562,278,2122.2705078125,95112,364,-3836.25027171,342,483.34368896484375,,
483.94,12352,-1.8196194171905518,0.001,0.1626560091972351,279,721.6143188476562,98920,368,-3990.2264092000005,354,512.2070922851562,,
499.42,12487,-0.009933650493621826,0.001,0.15926723182201385,279,388.26324462890625,100000,370,-4053.1581843500003,357,503.365478515625,,
,,,,,,,100000,,,,,-5298.0526242,759.0
517.76,12876,0.06824804842472076,0.001,0.15445488691329956,277,643.9202880859375,103112,372,-4142.52323858,372,518.7655029296875,,
530.1,13067,-0.2193533480167389,0.001,0.15220849215984344,277,456.50299072265625,104640,376,-4203.030881569999,376,509.65728759765625,,
546.74,13317,-0.061490848660469055,0.001,0.14950242638587952,278,453.66314697265625,106640,380,-4308.83648566,382,490.3042907714844,,
563.71,13737,0.6977401375770569,0.001,0.1474524587392807,277,2579.634033203125,110000,383,-4409.42825287,396,524.743896484375,,
,,,,,,,110000,,,,,-9409.616979000002,604.4
570.2,13764,0.7296696901321411,0.001,0.14782513678073883,268,324.9909362792969,110216,384,-4451.353945790001,410,548.0991821289062,,
586.45,14011,-1.3033472299575806,0.001,0.147800475358963,269,610.1427612304688,112192,388,-4547.66394854,416,493.12261962890625,,
585.6,14160,-1.3161680698394775,0.001,0.1438950151205063,270,407.39324951171875,113384,392,-4494.553065959999,419,485.62054443359375,,
579.29,14682,0.8126017451286316,0.001,0.1403428614139557,271,2183.11669921875,117560,396,-4434.70806856,432,497.5924987792969,,
595.75,14807,0.2713165283203125,0.001,0.1418653279542923,272,2507.85205078125,118560,400,-4504.102241559999,435,494.06939697265625,,
598.2,14987,-0.14105106890201569,0.001,0.13944073021411896,272,279.977783203125,120000,402,-4516.698335329999,439,482.4588623046875,,
,,,,,,,120000,,,,,-6693.840112,811.6
610.85,15066,-0.8558175563812256,0.001,0.13782228529453278,269,314.04803466796875,120632,404,-4576.47399825,447,521.845703125,,
617.14,15182,-1.4152195453643799,0.001,0.13468140363693237,269,356.7526550292969,121560,408,-4561.652119189999,450,512.1536865234375,,
603.36,15687,0.4440373182296753,0.001,0.12946154177188873,271,355.24951171875,125600,412,-4475.858456250001,462,492.41107177734375,,
603.35,16010,0.0900120884180069,0.001,0.12911397218704224,272,298.04107666015625,128184,416,-4413.613450180001,470,520.4673461914062,,
609.83,16157,-0.37993547320365906,0.001,0.1270986646413803,273,854.6725463867188,129360,420,-4386.363327949999,473,547.1610107421875,,
609.83,16237,0.026079893112182617,0.001,0.1264631450176239,273,393.8333435058594,130000,420,-4386.363327949999,475,547.80517578125,,
,,,,,,,130000,,,,,-6236.1975888,880.8
608.59,16940,-0.5162268877029419,0.001,0.12402138859033585,271,441.96014404296875,135624,424,-4391.216538390001,499,525.8599853515625,,
620.46,17073,-0.7134326696395874,0.001,0.12411340326070786,272,357.61474609375,136688,428,-4418.967100049999,502,519.1682739257812,,
616.29,17157,-0.0832359790802002,0.001,0.12320955097675323,272,1734.8353271484375,137360,432,-4355.7745382699995,504,495.0391845703125,,
608.62,17478,1.4234389066696167,0.001,0.12259314954280853,273,440.9868469238281,139928,436,-4282.93603597,512,496.98675537109375,,
608.62,17487,0.6935642957687378,0.001,0.12276493012905121,273,197.67474365234375,140000,436,-4282.93603597,512,507.88720703125,,
,,,,,,,140000,,,,,-3255.8907,811.0
598.62,17635,0.5245188474655151,0.001,0.12645000219345093,270,529.197265625,141184,440,-4230.12080275,522,496.88043212890625,,
591.41,18075,0.5237605571746826,0.001,0.12242424488067627,271,321.78594970703125,144704,444,-4244.158360349999,533,513.8239135742188,,
612.31,18275,-0.35323116183280945,0.001,0.12164382636547089,271,351.6262512207031,146304,448,-4378.375259729999,537,526.200927734375,,
614.83,18733,-0.16223329305648804,0.001,0.11750126630067825,273,1205.83837890625,149968,452,-4413.4854672599995,548,491.6944580078125,,
614.83,18737,0.06268039345741272,0.001,0.1174704059958458,273,1163.895751953125,150000,452,-4413.4854672599995,548,480.1927795410156,,
,,,,,,,150000,,,,,-6376.1088126,1000.0
613.0,18808,0.6621804237365723,0.001,0.11752833425998688,269,315.3036193847656,150568,456,-4398.445318789999,558,473.9482421875,,
604.19,19242,0.13071638345718384,0.001,0.12526459991931915,270,437.92730712890625,154040,460,-4388.77399372,569,480.3866882324219,,
596.22,19394,0.6612436175346375,0.001,0.1258547604084015,271,355.00164794921875,155256,464,-4287.67374857,572,468.93463134765625,,
584.32,19519,0.3852371275424957,0.001,0.12749211490154266,271,511.0850830078125,156256,468,-4214.462160720001,575,469.35443115234375,,
560.32,19750,-0.43760669231414795,0.001,0.13008558750152588,272,755.6112670898438,158104,472,-4085.4531868899994,581,433.3179626464844,,
552.26,19953,-0.31633567810058594,0.001,0.1294659823179245,272,539.8251342773438,159728,476,-4044.8252270499997,586,452.8079833984375,,
554.01,19987,0.7830239534378052,0.001,0.12924113869667053,272,322.5078125,160000,477,-4037.6044686499995,587,450.5415344238281,,
,,,,,,,160000,,,,,-2972.9323821999997,521.4
540.97,20049,-0.62605881690979,0.001,0.1291646659374237,270,681.8200073242188,160496,480,-3937.430615769999,592,440.7681884765625,,
527.77,20240,0.9646786451339722,0.001,0.1277415007352829,271,901.98193359375,162024,484,-3782.34797821,597,435.5001220703125,,
518.95,20260,0.6822352409362793,0.001,0.12831556797027588,271,546.81640625,162184,488,-3685.133974760001,597,450.5413818359375,,
507.12,20328,0.26536989212036133,0.001,0.13038739562034607,271,1002.0404052734375,162728,492,-3621.3692197299997,599,438.439208984375,,
493.78,20413,-0.45815789699554443,0.001,0.13206997513771057,271,664.6336059570312,163408,496,-3518.3385665400006,601,481.0025329589844,,
470.76,20542,0.4536747336387634,0.001,0.1315910369157791,271,449.70452880859375,164440,500,-3373.0507851500006,604,477.9094543457031,,
461.25,20639,-0.08089509606361389,0.001,0.1326998621225357,272,1328.1729736328125,165216,504,-3411.0361487500004,607,472.5187683105469,,
450.18,20896,-0.2351686954498291,0.001,0.13254140317440033,272,304.0365295410156,167272,508,-3350.96845358,613,473.0955810546875,,
446.81,21212,0.3941553235054016,0.001,0.13449686765670776,273,998.995849609375,169800,512,-3289.33776159,620,492.45831298828125,,
446.76,21237,0.018775522708892822,0.001,0.13483096659183502,273,406.71051025390625,170000,513,-3288.04372049,621,454.9259033203125,,
,,,,,,,170000,,,,,-3663.398109,461.4
426.3,21309,1.8326936960220337,0.001,0.13568609952926636,272,519.3961181640625,170576,516,-3171.74906008,626,472.4169006347656,,
420.06,21390,0.8944136500358582,0.001,0.1407250463962555,272,299.1732482910156,171224,520,-3129.92484451,628,489.6927185058594,,
409.84,21896,-1.17500638961792,0.001,0.14281417429447174,273,391.83770751953125,175272,524,-3069.1651145699993,641,479.2608337402344,,
413.51,22309,-0.3755524754524231,0.001,0.13818491995334625,274,590.09130859375,178576,528,-3090.23747527,650,441.8841552734375,,
408.8,22419,-0.2795887887477875,0.001,0.1368303894996643,274,670.1826171875,179456,532,-3014.03560719,653,437.66778564453125,,
407.93,22487,0.4006745219230652,0.001,0.13691239058971405,274,1268.66259765625,180000,533,-2990.4264454199997,655,438.9356994628906,,
,,,,,,,180000,,,,,-11325.667606400002,865.8
408.01,22583,0.9826337695121765,0.001,0.140015110373497,272,1372.00244140625,180768,536,-3146.5410171499993,664,415.53314208984375,,
413.34,22733,-1.5968899726867676,0.001,0.1400364190340042,272,2702.44482421875,181968,540,-3145.145484779999,668,406.871337890625,,
393.12,22783,-0.9278163313865662,0.001,0.13738350570201874,272,560.977783203125,182368,544,-2948.97041454,669,412.3699035644531,,
379.56,22857,-0.36292773485183716,0.001,0.13363082706928253,272,430.66668701171875,182960,548,-2816.4704385599994,671,405.710693359375,,
358.66,22954,1.0908501148223877,0.001,0.13159875571727753,272,3088.23486328125,183736,552,-2679.5288734299997,674,439.504150390625,,
340.44,23009,1.1849689483642578,0.001,0.13393065333366394,272,360.10882568359375,184176,556,-2535.32786231,675,429.4700012207031,,
348.36,23314,0.6333264708518982,0.001,0.14473268389701843,273,349.3155517578125,186616,560,-2465.2939978299996,682,407.23193359375,,
348.36,23737,-1.0514482259750366,0.001,0.1462043672800064,274,1194.453857421875,190000,560,-2465.2939978299996,692,351.8621826171875,,
,,,,,,,190000,,,,,-4700.5107472,1000.0
353.83,23818,0.563713014125824,0.001,0.144225612282753,269,493.75531005859375,190648,564,-2401.6195867,707,354.38079833984375,,
354.22,23940,-0.12998250126838684,0.001,0.14389702677726746,269,326.5693359375,191624,568,-2346.58633206,710,355.7777099609375,,
355.65,24255,-1.3592078685760498,0.001,0.142729252576828,270,1215.472900390625,194144,572,-2291.855034,718,361.722900390625,,
361.22,24358,-0.5599137544631958,0.001,0.13827699422836304,270,2080.048095703125,194968,576,-2224.53113743,721,335.8770751953125,,
353.19,24479,-0.4810411334037781,0.001,0.1382499635219574,270,764.8441162109375,195936,580,-2136.25429249,724,325.6091003417969,,
361.64,24782,0.27704760432243347,0.001,0.14534015953540802,271,442.95135498046875,198360,584,-2178.45427318,731,292.19873046875,,
361.67,24987,1.0621757507324219,0.001,0.15166988968849182,271,1445.43701171875,200000,587,-2137.37676531,735,272.0570373535156,,
,,,,,,,200000,,,,,-4283.502450599999,703.0
360.16,24988,,0.001,0.15184830129146576,269,415.1854248046875,200008,588,-2147.5095420000002,741,,,
376.4,25225,1.0931426286697388,0.001,0.16888053715229034,270,2912.17822265625,201904,592,-2188.64842402,747,261.1529846191406,,
387.91,25351,0.33350110054016113,0.001,0.17711108922958374,270,467.06915283203125,202912,596,-2168.99938872,750,300.29547119140625,,
404.3,25470,0.8254233598709106,0.001,0.17764709889888763,270,504.72039794921875,203864,600,-2214.67254558,754,285.89080810546875,,
395.8,25576,-0.9215848445892334,0.001,0.17672470211982727,270,412.61309814453125,204712,604,-2051.74293737,756,275.0311279296875,,
398.84,25847,0.3581656813621521,0.001,0.18032963573932648,271,448.5911865234375,206880,608,-2049.84702781,763,290.2187194824219,,
407.44,26237,0.337467223405838,0.001,0.17842911183834076,271,443.9854431152344,210000,610,-2095.3245855800005,772,303.93438720703125,,
,,,,,,,210000,,,,,-7514.000776399999,1000.0
410.3,26272,0.23025944828987122,0.001,0.17886461317539215,268,1656.3837890625,210280,612,-2094.0698579600003,782,285.1251220703125,,
425.04,26411,-0.6181987524032593,0.001,0.17477239668369293,268,614.0955200195312,211392,616,-2179.45100018,786,290.11749267578125,,
425.97,26903,0.7330183982849121,0.001,0.16516613960266113,269,1231.925537109375,215328,620,-2173.09513273,798,290.5480651855469,,
420.01,27001,0.10229568183422089,0.001,0.16554658114910126,269,1050.00146484375,216112,624,-2147.0602664000003,800,312.62506103515625,,
404.71,27033,0.6199615001678467,0.001,0.16585634648799896,269,937.96435546875,216368,628,-2051.3057382399998,801,271.38507080078125,,
394.22,27090,0.3307686448097229,0.001,0.16634778678417206,270,637.83935546875,216824,632,-1977.84579153,802,263.49407958984375,,
383.31,27199,0.3147263526916504,0.001,0.1670783907175064,270,626.65380859375,217696,636,-1752.37046914,805,296.7626037597656,,
371.44,27222,0.38988280296325684,0.001,0.16751199960708618,270,3375.428466796875,217880,640,-1644.27880729,806,313.96270751953125,,
375.64,27320,-0.3615953326225281,0.001,0.16789765655994415,270,537.615234375,218664,644,-1633.63488065,808,281.18109130859375,,
370.53,27487,0.8715437054634094,0.001,0.16850607097148895,270,867.9588623046875,220000,647,-1553.23494531,812,282.6650695800781,,
,,,,,,,220000,,,,,-19911.2093084,1000.0
362.45,27491,0.5081855058670044,0.001,0.16860324144363403,268,570.991943359375,220032,648,-1484.4228248600002,820,284.6849365234375,,
375.22,27830,0.8960036039352417,0.001,0.17551466822624207,268,385.48291015625,222744,652,-1551.3840769399999,828,262.96484375,,
383.39,27994,0.09949448704719543,0.001,0.1852300614118576,269,575.0013427734375,224056,656,-1538.2605753999999,832,273.83172607421875,,
369.64,28062,0.6148766875267029,0.001,0.18828941881656647,269,3963.72412109375,224600,660,-1415.71042289,834,277.083984375,,
351.96,28095,0.2913603186607361,0.001,0.18966595828533173,269,856.07958984375,224864,664,-1362.1503531100002,835,266.1214904785156,,
355.86,28225,-0.43828144669532776,0.001,0.18842960894107819,269,1228.74365234375,225904,668,-1446.71054351,838,238.6473846435547,,
347.08,28267,-0.17227011919021606,0.001,0.18746455013751984,269,3603.307373046875,226240,672,-1457.7019563200001,839,259.30487060546875,,
331.84,28642,1.1806199550628662,0.001,0.17330507934093475,270,592.3642578125,229240,676,-1379.45952278,848,259.3664855957031,,
331.8,28737,0.7935562133789062,0.001,0.18131698668003082,270,679.3864135742188,230000,678,-1400.8222959299999,850,230.18792724609375,,
,,,,,,,230000,,,,,-4703.3892134,588.4
339.45,28779,0.9243127107620239,0.001,0.18431662023067474,268,985.861083984375,230336,680,-1492.5158548099998,856,231.19627380371094,,
322.15,28874,0.44402897357940674,0.001,0.18949522078037262,269,1532.5172119140625,231096,684,-1401.72907655,858,236.64859008789062,,
323.94,29062,-0.5194743871688843,0.001,0.19512003660202026,269,648.86767578125,232600,688,-1451.2205419899997,863,236.60882568359375,,
317.94,29224,0.2021767497062683,0.001,0.18917423486709595,269,574.7052001953125,233896,692,-1473.2719197500003,867,244.26834106445312,,
321.19,29358,-0.14973241090774536,0.001,0.1899678111076355,269,655.017822265625,234968,696,-1602.0086776399996,870,269.6273193359375,,
309.38,29656,-0.12768378853797913,0.001,0.18305997550487518,270,765.671142578125,237352,700,-1511.0028292299999,877,273.2214660644531,,
317.41,29836,0.442575603723526,0.001,0.18547137081623077,270,1404.47607421875,238792,704,-1462.3114073,882,249.92984008789062,,
326.75,29914,0.6689654588699341,0.001,0.18501076102256775,270,580.0249633789062,239416,708,-1531.8473019,883,273.9691162109375,,
322.46,29987,0.6006478071212769,0.001,0.1857658326625824,270,604.927490234375,240000,709,-1470.20450725,885,273.4534606933594,,
,,,,,,,240000,,,,,-3703.3214739999994,427.4
