train/loss,train/policy_gradient_loss,time/fps,rollout/ep_len_mean,train/clip_range,rollout/ep_rew_mean,train/approx_kl,train/explained_variance,train/clip_fraction,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/value_loss,train/std,train/n_updates
788441664.0,-0.007957885007635923,1137,241.10256410256412,0.2,-586248.4752059487,0.005769733,7.152557373046875e-07,0.02669677734375,10000,8,-8.559726157784462,0.0017,1372452205.55,1.0137237310409546,10
743852224.0,-0.008415528101613745,1145,203.13978494623655,0.2,-484926.11672930105,0.0062782066,-1.1920928955078125e-07,0.04293212890625,20000,17,-8.63250812292099,0.0017,1331408305.35,1.0249414443969727,20
384565344.0,-0.005679519011209777,1153,155.87,0.2,-338457.38185113,0.005275483,0.0,0.03074951171875,30000,26,-8.699120418727398,0.0017,1167320774.25,1.0363887548446655,30
629659840.0,-0.0033509223265355105,1158,147.6,0.2,-298729.74453528004,0.0043882607,0.0,0.020068359375,40000,34,-8.772470490634442,0.0017,1088216708.05,1.0502463579177856,40
472082752.0,-0.004348459324864962,1047,148.84,0.2,-289486.40308092994,0.005192579,0.0,0.0327880859375,50000,47,-8.964753779023885,0.0017,956060468.3,1.0857501029968262,60
538697728.0,-0.0031019009733427084,1065,165.85,0.2,-312955.4916353999,0.005281653,5.960464477539063e-08,0.028662109375,60000,56,-9.047322813421488,0.0017,973500332.125,1.0983089208602905,70
442755104.0,-0.004119427250770968,1080,168.35,0.2,-306913.14294836,0.0050636153,0.0,0.02562255859375,70000,64,-9.142488615959882,0.0017,828796735.025,1.119585394859314,80
447561696.0,-0.0041960110358559176,1090,149.94,0.2,-272469.7193469,0.0055225804,0.0,0.0352294921875,80000,73,-9.237615218013525,0.0017,853500606.1,1.135103702545166,90
358943328.0,-0.002330680716295319,1099,160.14,0.2,-276782.79290359997,0.0044983546,1.7881393432617188e-07,0.02298583984375,90000,81,-9.348122657090425,0.0017,788601986.05,1.1607966423034668,100
420854528.0,-0.0035106750998238566,1051,135.19,0.2,-245656.39994159003,0.005072071,1.1920928955078125e-07,0.021435546875,100000,95,-9.621074017882346,0.0017,961786179.95,1.2156109809875488,120
458555968.0,-0.0031131153346905193,1059,147.93,0.2,-265932.22609668993,0.0048473915,0.0,0.02237548828125,110000,103,-9.745350866764785,0.0017,793458716.5,1.238254427909851,130
467011968.0,-0.0025744243030203506,1068,158.93,0.2,-264066.33862974006,0.0052349307,5.960464477539063e-08,0.0281982421875,120000,112,-9.862548211961984,0.0017,760504769.725,1.262740135192871,140
328826464.0,-0.0033677796947813475,1075,179.48,0.2,-294634.21829134,0.0047635655,0.0,0.02689208984375,130000,120,-9.971174575388432,0.0017,776365669.6,1.2848787307739258,150
446423328.0,-0.0029838031408871758,1044,166.23,0.2,-279238.62634435,0.0049026236,0.0,0.02734375,140000,134,-10.175625674426556,0.0017,805913644.3,1.329101324081421,170
483912064.0,-0.0034455705437721916,1050,170.01,0.2,-282132.3432434899,0.0053689745,0.0,0.03167724609375,150000,142,-10.284088074415923,0.0017,745795142.2,1.3551902770996094,180
531337472.0,-0.0019263233320089058,1056,161.15,0.2,-270635.71981872,0.004875337,0.0,0.0208984375,160000,151,-10.38073897063732,0.0017,797994985.675,1.3749465942382812,190
436173632.0,-0.0020029896590131103,1061,163.77,0.2,-264665.35454415,0.004914378,0.0,0.02203369140625,170000,160,-10.487341009825467,0.0017,698149446.325,1.4033147096633911,200
187297232.0,-0.004365617137591471,1066,156.39,0.2,-254788.35916324,0.0064254096,-1.1920928955078125e-07,0.037451171875,180000,168,-10.612739008665084,0.0017,652047824.95,1.4320060014724731,210
239457584.0,-0.0024171570943508414,1043,147.62,0.2,-243699.66836252995,0.0048664887,0.0,0.02835693359375,190000,182,-10.836882919818162,0.0017,744083574.55,1.4854377508163452,230
509519392.0,-0.0028255005610844817,1048,142.11,0.2,-230457.05517424,0.005383064,0.0,0.02908935546875,200000,190,-10.938837655633687,0.0017,679134618.6,1.5108519792556763,240
219605104.0,-0.003947360276833933,1053,159.22,0.2,-256530.04427372,0.005809365,-1.1920928955078125e-07,0.0382080078125,210000,199,-11.040040799975396,0.0017,586763834.7125,1.5374058485031128,250
279544000.0,-0.002590536154821166,1057,155.36,0.2,-257303.21889316,0.00475338,0.0,0.0201171875,220000,208,-11.145080881565809,0.0017,758454655.075,1.5657492876052856,260
332558560.0,-0.0032135651770659026,1040,184.56,0.2,-276291.45293322,0.006525835,0.0,0.03558349609375,230000,221,-11.376855621486902,0.0017,614675608.225,1.6299203634262085,280
249923216.0,-0.0037160623311137896,1045,159.82,0.2,-256764.23676455003,0.0060243704,-1.1920928955078125e-07,0.02969970703125,240000,229,-11.506398279964923,0.0017,660272437.825,1.664774775505066,290
487385216.0,-0.002580059687170433,1049,155.8,0.2,-257530.51280749,0.005055243,0.0,0.0218017578125,250000,238,-11.615907605737448,0.0017,704105548.6,1.6938077211380005,300
110722296.0,-0.002750902083607798,1054,169.8,0.2,-271716.51739967,0.0057301037,0.0,0.0287109375,260000,246,-11.723385941237211,0.0017,630523408.5,1.725204586982727,310
257784432.0,-0.0029394219382083975,1058,184.31,0.2,-288378.47243489005,0.006710645,0.0,0.0338623046875,270000,254,-11.848928262293338,0.0017,578650622.1375,1.76512610912323,320
170860720.0,-0.0029015341549893494,1045,178.42,0.2,-278328.86917337007,0.005294225,0.0,0.02899169921875,280000,267,-12.068057120591401,0.0017,638019604.5,1.8292344808578491,340
347523008.0,-0.002854062558799342,1049,173.73,0.2,-265190.07208317,0.005985944,0.0,0.0352783203125,290000,276,-12.197956903278827,0.0017,588212899.7,1.8710285425186157,350
436436352.0,-0.003165908913251769,1053,137.41,0.2,-220158.05838082,0.0050164955,5.960464477539063e-08,0.02891845703125,300000,284,-12.322879587113857,0.0017,763754869.9375,1.9083834886550903,360
323289056.0,-0.002978179035926587,1057,154.51,0.2,-240262.06446774994,0.005143727,0.0,0.0253662109375,310000,293,-12.420867350697517,0.0017,640764714.525,1.936678409576416,370
328431296.0,-0.0031906667973089498,1046,158.61,0.2,-249572.59965076004,0.0057426984,0.0,0.03245849609375,320000,305,-12.642598783969879,0.0017,650401114.3375,2.0146095752716064,390
398498624.0,-0.0024032496457948582,1050,148.33,0.2,-237509.36031869,0.006079789,5.960464477539063e-08,0.02777099609375,330000,314,-12.781641165167093,0.0017,637130773.1625,2.071399688720703,400
318713888.0,-0.004237732268302352,1054,160.81,0.2,-253285.61063855,0.008799475,0.0,0.04619140625,340000,322,-12.95948887988925,0.0017,528241091.15,2.134427785873413,410
480869984.0,-0.0022917072112250024,1058,161.84,0.2,-257784.52301083,0.005707822,5.960464477539063e-08,0.0236083984375,350000,330,-13.111678144335746,0.0017,635866872.4,2.1828768253326416,420
324124320.0,-0.0028153442975963117,1062,159.27,0.2,-251729.45653867,0.006029225,5.960464477539063e-08,0.03087158203125,360000,338,-13.251075921207667,0.0017,643899390.8625,2.237196922302246,430
533508864.0,-0.0019033973227124078,1051,152.02,0.2,-244179.16804135003,0.0049980395,0.0,0.0229248046875,370000,351,-13.548603263497352,0.0017,632848504.2375,2.3504035472869873,450
316167360.0,-0.003799599188096181,1055,162.68,0.2,-254508.80712255999,0.005802455,0.0,0.0319580078125,380000,360,-13.682685569673776,0.0017,589287069.2125,2.404468536376953,460
250643136.0,-0.0030548032536898972,1058,163.03,0.2,-257680.10607424995,0.0074117808,0.0,0.03482666015625,390000,368,-13.844029499590397,0.0017,541223605.8375,2.478065252304077,470
133211584.0,-0.002412624938915542,1061,187.5,0.2,-294861.00428336,0.0054437392,0.0,0.02659912109375,400000,376,-14.000992057472468,0.0017,539806308.275,2.540248155593872,480
200176592.0,-0.0013295207874762128,1052,178.22,0.2,-283637.00622613,0.005030194,0.0,0.0259521484375,410000,389,-14.294393409788608,0.0017,556327838.625,2.6667308807373047,500
332123808.0,-0.0023512632980782653,1055,169.93,0.2,-258053.82401038005,0.006358344,0.0,0.03447265625,420000,397,-14.442557884007693,0.0017,556112579.2375,2.735961675643921,510
454995616.0,-0.0015287082353097504,1058,157.63,0.2,-261294.78314919994,0.0039509013,0.0,0.016552734375,430000,406,-14.564941015094519,0.0017,601171352.6375,2.786747694015503,520
528713760.0,-0.002611765920664766,1061,165.07,0.2,-273245.92164203,0.0052823713,0.0,0.02779541015625,440000,414,-14.687638031691312,0.0017,647607650.9875,2.849822998046875,530
340778336.0,-0.00222380184868598,1064,183.23,0.2,-283222.61898246006,0.004579506,1.1920928955078125e-07,0.02724609375,450000,422,-14.815202005952596,0.0017,553194501.0875,2.9102590084075928,540
328471232.0,-0.0018324588312680135,1055,189.55,0.2,-286885.54898240004,0.00696523,-1.1920928955078125e-07,0.03492431640625,460000,435,-15.138012106716634,0.0017,502570458.2375,3.0840485095977783,560
159491216.0,-0.002533777242570068,1058,155.17,0.2,-249931.81901404005,0.005921451,-1.1920928955078125e-07,0.02679443359375,470000,443,-15.30702983289957,0.0017,571845412.1375,3.1662893295288086,570
192899648.0,-0.002308376865221362,1061,154.84,0.2,-257241.32680445001,0.004996585,0.0,0.02645263671875,480000,452,-15.4463244125247,0.0017,555493267.825,3.232358932495117,580
285261984.0,-0.0018413378929835744,1063,150.34,0.2,-253446.19648667998,0.0048494115,0.0,0.02318115234375,490000,460,-15.577015627920627,0.0017,602659263.2375,3.3081846237182617,590
287680576.0,-0.0014881948155561985,1056,175.58,0.2,-278748.80807916005,0.005148217,5.960464477539063e-08,0.02598876953125,500000,473,-15.856222783774138,0.0017,557102133.975,3.4668281078338623,610
406115168.0,-0.001335470441790676,1058,147.91,0.2,-247217.77084919997,0.0052914564,0.0,0.023193359375,510000,481,-15.996993482112885,0.0017,573073341.1625,3.5575978755950928,620
330026304.0,-0.002426921534788562,1060,159.14,0.2,-254479.62899106,0.005065005,0.0,0.02686767578125,520000,490,-16.14055078327656,0.0017,596848091.8875,3.6398403644561768,630
265318400.0,-0.001513153205269191,1063,145.84,0.2,-235493.31290252,0.0054122023,0.0,0.02550048828125,530000,498,-16.28472815155983,0.0017,507813025.4125,3.7373454570770264,640
363723328.0,-0.0019784729101957055,1065,142.24,0.2,-238097.74093548,0.0050429385,0.0,0.02977294921875,540000,506,-16.435202334821224,0.0017,632008723.7625,3.8349621295928955,650
215533184.0,-0.0008379575792787364,1058,169.95,0.2,-270845.26910975995,0.0053531746,0.0,0.0261962890625,550000,519,-16.767079578340052,0.0017,497252271.625,4.058491230010986,670
226553520.0,-0.00266765393789683,1060,136.68,0.2,-237574.06916477002,0.005151144,-1.1920928955078125e-07,0.0300048828125,560000,528,-16.896939811110496,0.0017,591938271.225,4.134914398193359,680
466259776.0,-0.0023470499031645886,1062,142.44,0.2,-243445.95187388,0.0061512534,0.0,0.02919921875,570000,536,-17.036513379216196,0.0017,573648821.65,4.247674465179443,690
314927712.0,-0.0010072635914184502,1064,159.54,0.2,-270761.62564929,0.0041247206,-1.1920928955078125e-07,0.017724609375,580000,544,-17.170864932239056,0.0017,517580078.25,4.336528301239014,700
225839840.0,-0.0013949320338724647,1057,161.3,0.2,-266229.15723704005,0.005171622,-1.1920928955078125e-07,0.02322998046875,590000,557,-17.44789792150259,0.0017,497287530.1625,4.554748058319092,720
297143520.0,-0.0012643495840165997,1060,167.91,0.2,-280310.38651826995,0.0043749623,1.1920928955078125e-07,0.01888427734375,600000,566,-17.580046048760416,0.0017,519572917.3625,4.649114608764648,730
189585632.0,-0.000808126709125645,1062,161.57,0.2,-270608.8383596201,0.004567111,0.0,0.01806640625,610000,574,-17.718400840461253,0.0017,534460634.0875,4.7651448249816895,740
347198880.0,-0.0017511297426608507,1064,171.98,0.2,-273683.64479736006,0.006024273,1.1920928955078125e-07,0.02882080078125,620000,582,-17.883163528144358,0.0017,467760821.40625,4.903608798980713,750
271087264.0,-0.0010945193407678744,1066,180.21,0.2,-289632.83277737995,0.0046962323,-1.1920928955078125e-07,0.0238037109375,630000,590,-18.038222052156925,0.0017,501951793.7625,5.031240940093994,760
300694432.0,-0.001536908288835548,1060,164.72,0.2,-273865.52013894997,0.0048083677,-1.1920928955078125e-07,0.02523193359375,640000,603,-18.2863219588995,0.0017,570508191.05,5.2540998458862305,780
223432016.0,-0.001112001884757774,1062,162.1,0.2,-270174.45963098004,0.00547063,5.960464477539063e-08,0.02713623046875,650000,612,-18.43987637013197,0.0017,520237442.64375,5.391740322113037,790
222726016.0,-0.0010055557308078279,1063,155.28,0.2,-258619.90630751,0.0023592284,0.0,0.00546875,660000,620,-18.529689395427702,0.0017,582308876.375,5.45575475692749,800
104002304.0,0.00020699653923657025,1065,137.95,0.2,-238498.93835137002,0.0036277624,5.960464477539063e-08,0.01531982421875,670000,628,-18.634726651012897,0.0017,517702349.225,5.578930377960205,810
248903600.0,-0.00018684392471186585,1059,141.7,0.2,-251226.04822057002,0.0040939488,0.0,0.01932373046875,680000,641,-18.940443135797977,0.0017,556658699.5125,5.860807418823242,830
270524576.0,-0.0012051856496327674,1061,163.09,0.2,-274412.18977999996,0.005182843,0.0,0.02158203125,690000,650,-19.08812452852726,0.0017,544369448.5875,6.020355701446533,840
223523584.0,-0.0019311111407660064,1063,146.8,0.2,-258124.82992085,0.0065781595,1.1920928955078125e-07,0.03428955078125,700000,658,-19.2654772028327,0.0017,482780085.44375,6.198042392730713,850
237071616.0,-0.0006850263742308016,1065,178.29,0.2,-302009.95481147,0.006149702,0.0,0.02799072265625,710000,666,-19.438277773559093,0.0017,486351988.6375,6.386118412017822,860
91259760.0,-0.001645786249991943,1066,148.66,0.2,-278305.97798595,0.005276092,5.960464477539063e-08,0.02322998046875,720000,674,-19.600052785873412,0.0017,549037721.55,6.5522379875183105,870
157096272.0,-0.0014633844115451212,1061,159.76,0.2,-285460.8407797,0.0065369676,0.0,0.03294677734375,730000,687,-19.91983782052994,0.0017,534650276.75,6.915363311767578,890
186628352.0,-0.0014740898828677017,1063,168.17,0.2,-290985.97587975,0.004816822,0.0,0.0249267578125,740000,696,-20.070374040305616,0.0017,525442506.7125,7.0845561027526855,900
185483056.0,-0.0011166654601765913,1064,127.4,0.2,-253772.11066846,0.004103301,0.0,0.01773681640625,750000,704,-20.19913399964571,0.0017,645390353.2125,7.255134582519531,910
211559344.0,-0.0006136750223959097,1066,147.52,0.2,-268841.37060048,0.0051275557,0.0,0.02017822265625,760000,712,-20.350501219928265,0.0017,595628470.525,7.463554382324219,920
479703456.0,-0.0017059146118299396,1067,155.66,0.2,-277726.74170807,0.0065807123,5.960464477539063e-08,0.0332763671875,770000,721,-20.52653235793114,0.0017,547017527.7875,7.684499263763428,930
149310208.0,-0.0012568391119202715,1062,137.54,0.2,-256455.70492202,0.0053311633,0.0,0.0267333984375,780000,733,-20.82435594946146,0.0017,585075988.2,8.067286491394043,950
297484064.0,-0.001135297557539161,1064,157.16,0.2,-286490.93756153004,0.0060019377,0.0,0.02808837890625,790000,742,-20.98971919864416,0.0017,515398565.4625,8.313283920288086,960
218836352.0,-0.0013662471737916349,1065,157.76,0.2,-277081.75567102997,0.005247406,0.0,0.02174072265625,800000,750,-21.1539211794734,0.0017,612623568.9,8.54853630065918,970
165826640.0,-0.00068606182194344,1067,158.32,0.2,-281174.09006990993,0.005532127,0.0,0.02900390625,810000,758,-21.31343180835247,0.0017,487487124.875,8.774239540100098,980
