train/std,train/explained_variance,train/is_line_search_success,train/policy_objective,train/kl_divergence_loss,time/time_elapsed,time/total_timesteps,train/value_loss,time/fps,train/n_updates,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean
0.8630813360214233,0.0,1.0,0.05130435898900032,0.0071764239110052586,201,290000,602416727.55,1435,35,-154877.43147545,0.001,185.91
0.8613713979721069,0.0,1.0,0.05419126898050308,0.007114408537745476,208,300000,566531745.375,1437,36,-152215.33963436002,0.001,193.69
0.8648033142089844,0.0,1.0,0.05229984596371651,0.0077284094877541065,215,310000,420462037.025,1438,37,-156729.45013817996,0.001,230.07
0.8614490032196045,0.0,1.0,0.052958931773900986,0.007004589773714542,223,320000,426131792.275,1430,39,-151776.87718874,0.001,256.7
0.8569899797439575,-1.1920928955078125e-07,1.0,0.0555216409265995,0.007654628716409206,230,330000,444440480.775,1432,40,-159382.31003867002,0.001,253.24
0.8584297299385071,0.0,1.0,0.05528424307703972,0.00804510060697794,237,340000,357835407.8875,1433,41,-160747.59668062002,0.001,281.24
0.856217622756958,0.0,1.0,0.052884601056575775,0.008747807703912258,243,350000,354077827.75,1434,42,-161409.14232936,0.001,296.76
0.8486166000366211,0.0,1.0,0.04927946627140045,0.008180077187716961,250,360000,330407311.6875,1436,43,-160836.97839103,0.001,323.64
0.8436113595962524,0.0,1.0,0.05311338230967522,0.007732287049293518,258,370000,251856755.45625,1429,45,-152303.79828415,0.001,355.11
0.84526127576828,0.0,1.0,0.05929820239543915,0.007752859964966774,265,380000,207625962.7875,1430,46,-152206.17198011003,0.001,386.88
0.8351900577545166,0.0,1.0,0.05571838095784187,0.007798668462783098,272,390000,227311285.1125,1432,47,-149097.70646816,0.001,434.76
0.8292677402496338,5.960464477539063e-08,1.0,0.059240683913230896,0.007997633889317513,279,400000,122430066.753125,1433,48,-130115.56859592999,0.001,451.21
0.8243760466575623,0.0,1.0,0.06295574456453323,0.007934636436402798,287,410000,167985628.571875,1427,50,-117833.8509928,0.001,483.66
0.82252037525177,-1.1920928955078125e-07,1.0,0.05705428123474121,0.008334729820489883,294,420000,177930173.603125,1428,51,-116211.25645324001,0.001,512.06
0.8203443884849548,1.1920928955078125e-07,1.0,0.07288486510515213,0.007981174625456333,300,430000,157539746.890625,1429,52,-116330.17945432,0.001,528.33
0.8171725273132324,0.0,1.0,0.05344221740961075,0.008216324262320995,307,440000,127410163.359375,1431,53,-108738.94505667,0.001,570.21
0.816753625869751,1.1920928955078125e-07,1.0,0.20874102413654327,0.007896212860941887,314,450000,33870668.94296875,1432,54,-102708.62427532999,0.001,588.03
0.8137074112892151,0.0,1.0,0.061356715857982635,0.008552155457437038,322,460000,54171336.025,1427,56,-100305.17488869,0.001,622.32
0.8127866387367249,0.0,1.0,0.03731640428304672,0.008088522590696812,328,470000,53291158.89296875,1428,57,-101692.05207559999,0.001,683.88
0.8125730156898499,0.0,1.0,0.05961257591843605,0.008594204671680927,335,480000,29734315.980078124,1430,58,-94534.04318154,0.001,715.44
0.812280535697937,0.0,1.0,0.049392107874155045,0.00978114828467369,342,490000,2573825.7856445312,1431,59,-86320.41113627999,0.001,740.52
0.8162448406219482,0.0,1.0,0.039187874644994736,0.008050511591136456,350,500000,27460044.52480469,1426,61,-72823.11941352,0.001,792.19
0.8185417056083679,-1.1920928955078125e-07,1.0,0.04237193986773491,0.009012391790747643,357,510000,103102114.09765625,1427,62,-65848.66461166,0.001,801.11
0.81325763463974,0.0,1.0,0.03949056938290596,0.008334830403327942,363,520000,26448826.893554688,1428,63,-65338.763433410015,0.001,807.04
0.8145694732666016,0.0,1.0,0.04497861489653587,0.007438109256327152,370,530000,86030445.63515624,1429,64,-60302.139484219995,0.001,788.97
0.8142480850219727,0.0,1.0,0.07537250220775604,0.007957475259900093,377,540000,24966429.346777342,1430,65,-61230.73108031001,0.001,790.21
0.8121757507324219,0.0,1.0,0.04607934504747391,0.008868654258549213,385,550000,2945356.2428710936,1425,67,-53275.64885745999,0.001,816.4
0.8119530081748962,5.960464477539063e-08,1.0,0.0533188171684742,0.008491624146699905,392,560000,13964577.250097657,1426,68,-50842.498274210004,0.001,816.07
0.813471257686615,0.0,1.0,0.05224830284714699,0.008222220465540886,399,570000,58658691.10292969,1427,69,-50092.03886093,0.001,797.29
0.8120324611663818,0.0,1.0,0.040977343916893005,0.008091002702713013,405,580000,24695581.099609375,1428,70,-52578.051080709985,0.001,818.43
0.8042558431625366,0.0,1.0,0.04690982401371002,0.008267145603895187,414,590000,2946259.991796875,1424,72,-46612.43693482999,0.001,842.14
0.8059287667274475,0.0,1.0,0.07650143653154373,0.008514635264873505,420,600000,24774840.338671874,1425,73,-42508.48873894,0.001,862.32
0.8036899566650391,0.0,1.0,0.046798281371593475,0.008612343110144138,427,610000,38315478.003320314,1426,74,-35368.671589720005,0.001,888.24
0.8050324320793152,0.0,1.0,0.041609689593315125,0.008219555951654911,434,620000,13232831.662695313,1427,75,-34242.40996305001,0.001,906.72
0.8052436709403992,0.0,1.0,0.05255971476435661,0.008815733715891838,441,630000,7108025.102929687,1428,76,-34716.76881907001,0.001,919.29
0.7981281876564026,0.0,1.0,0.04107994958758354,0.0074417199939489365,449,640000,26356844.77734375,1424,78,-38210.70316392,0.001,910.46
0.7978804707527161,0.0,1.0,0.038529954850673676,0.009551814757287502,456,650000,2486684.7025390626,1425,79,-39442.829211070006,0.001,917.39
0.7994537949562073,-1.1920928955078125e-07,1.0,0.04378079995512962,0.008631901815533638,462,660000,2230786.6518554688,1426,80,-41193.44940968,0.001,932.09
0.800547182559967,0.0,1.0,0.04711848869919777,0.0067932275123894215,469,670000,3336280.2375976564,1427,81,-39121.55212639,0.001,956.1
0.8028542995452881,0.0,1.0,0.04971187189221382,0.008710919879376888,477,680000,3229320.134326172,1423,83,-38404.75334211,0.001,956.1
0.7985242009162903,0.0,1.0,0.06456039100885391,0.008416241966187954,484,690000,4245081.619238282,1424,84,-38411.193317950005,0.001,954.51
0.7973850965499878,-1.1920928955078125e-07,1.0,0.06184269115328789,0.009483637288212776,491,700000,26071230.6484375,1425,85,-37222.88423495,0.001,951.32
0.7963993549346924,1.1920928955078125e-07,1.0,0.038697000592947006,0.00859204400330782,497,710000,36491000.15273438,1426,86,-40460.980574810004,0.001,956.96
0.7955182790756226,0.0,1.0,0.05015020817518234,0.009050514549016953,504,720000,17759087.6015625,1427,87,-37785.97518799,0.001,952.23
0.7956567406654358,0.0,1.0,0.032409049570560455,0.0078071183525025845,512,730000,15254354.054492187,1423,89,-38626.179931230006,0.001,955.42
0.794660747051239,0.0,1.0,0.03560662642121315,0.008492345921695232,519,740000,11408741.398046875,1424,90,-35345.111992699996,0.001,954.64
0.7937405109405518,0.0,1.0,0.025347964838147163,0.006318781059235334,526,750000,20817800.82167969,1425,91,-37780.260242640004,0.001,947.98
0.7922565340995789,1.1920928955078125e-07,1.0,0.042662810534238815,0.009026596322655678,533,760000,40819953.83232422,1425,92,-36990.53370191,0.001,878.07
0.7907652258872986,0.0,1.0,0.04064403474330902,0.006330374162644148,539,770000,113297042.57265624,1426,93,-36072.37536448,0.001,861.9
0.7916346192359924,0.0,1.0,0.045217663049697876,0.007144898176193237,548,780000,47390194.16152344,1422,95,-33272.83479226001,0.001,834.25
0.7872955799102783,0.0,1.0,0.04961615800857544,0.008398976176977158,555,790000,37038477.05097656,1423,96,-33721.915668839996,0.001,822.79
0.7841747999191284,0.0,1.0,0.05123521760106087,0.008585160598158836,561,800000,53065371.23808594,1423,97,-33126.13561042,0.001,776.97
0.7791670560836792,0.0,1.0,0.04055236279964447,0.008645370602607727,568,810000,106109624.65078124,1424,98,-31188.030956840004,0.001,736.9
0.776429295539856,0.0,1.0,0.04569222405552864,0.007655379828065634,577,820000,25040488.84951172,1420,100,-29481.611914780005,0.001,726.05
0.7751375436782837,-1.1920928955078125e-07,1.0,0.04182518273591995,0.008272051811218262,583,830000,23018212.06640625,1421,101,-30276.8907773,0.001,740.92
0.7736659646034241,0.0,1.0,0.053398698568344116,0.006626525428146124,590,840000,3016825.4463867187,1421,102,-27620.07184312,0.001,778.79
0.7735145688056946,-1.1920928955078125e-07,1.0,0.042446307837963104,0.008783189579844475,597,850000,60594839.75683594,1422,103,-31132.420626729996,0.001,773.21
0.7693146467208862,0.0,1.0,0.060501761734485626,0.008502114564180374,604,860000,2034007.069189453,1422,104,-30740.731984179998,0.001,802.85
0.7707915902137756,0.0,1.0,0.052053023129701614,0.009236808866262436,612,870000,37116473.69453125,1419,106,-26326.624075109998,0.001,808.01
0.7722505927085876,0.0,1.0,0.04263266548514366,0.008699353784322739,619,880000,61011414.02617188,1420,107,-29414.581139679998,0.001,815.05
0.7736558318138123,0.0,1.0,0.04429486766457558,0.009026682935655117,626,890000,139333370.9140625,1420,108,-36217.644579089996,0.001,788.83
0.7700463533401489,0.0,1.0,0.04400050640106201,0.008953218348324299,633,900000,91740026.01875,1421,109,-38016.29982512,0.001,790.66
0.7685854434967041,-1.1920928955078125e-07,1.0,0.05496437847614288,0.009096669033169746,641,910000,60243200.31328125,1418,111,-46564.17679827,0.001,757.12
0.7700712084770203,-1.1920928955078125e-07,1.0,0.03326895833015442,0.008602642454206944,648,920000,62791756.16875,1418,112,-50658.921931519995,0.001,748.94
0.7676494717597961,-1.1920928955078125e-07,1.0,0.04734572395682335,0.008796521462500095,655,930000,29314613.407421876,1419,113,-54281.535910540006,0.001,720.65
0.7714730501174927,0.0,1.0,0.042978156358003616,0.008616641163825989,662,940000,87962817.478125,1419,114,-70282.18985413999,0.001,673.81
0.7713304162025452,0.0,1.0,0.0472092404961586,0.0076951514929533005,669,950000,57164179.2890625,1419,115,-73773.79168358,0.001,704.42
0.7712047100067139,0.0,1.0,0.042542994022369385,0.0067250775173306465,677,960000,14042144.49091797,1416,117,-74572.5260869,0.001,735.64
0.7714914083480835,0.0,1.0,0.04361646994948387,0.007652778644114733,684,970000,13879434.456445312,1416,118,-70058.96657423,0.001,754.81
0.7719665169715881,-1.1920928955078125e-07,1.0,0.04574476182460785,0.008847991935908794,691,980000,33585123.14316406,1417,119,-67202.30364172,0.001,758.86
0.7715245485305786,0.0,1.0,0.05457744002342224,0.007895213551819324,698,990000,26839249.995214842,1417,120,-59144.56575799001,0.001,784.38
0.7705308794975281,0.0,1.0,0.04976792633533478,0.009797735139727592,706,1000000,2584203.4283203124,1415,122,-53133.25805563,0.001,825.6
