train/policy_objective,train/std,train/n_updates,train/learning_rate,rollout/ep_len_mean,train/value_loss,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/kl_divergence_loss,train/is_line_search_success,train/explained_variance
0.06373214721679688,1.000291109085083,1,0.0013,86.93,4451539773.2,1403,7,10000,-330148.54001108004,0.005689650774002075,1.0,5.960464477539062e-07
0.052116118371486664,0.9970926642417908,2,0.0013,68.35,2987194968.0,1401,14,20000,-227759.88830113,0.004458297044038773,1.0,0.0
0.04899196699261665,0.9861109256744385,3,0.0013,60.29,2907131466.0,1399,21,30000,-178469.46371595,0.005116849206387997,1.0,-1.1920928955078125e-07
0.047993239015340805,0.9915456771850586,4,0.0013,67.08,2436612920.8,1399,28,40000,-180260.26240254997,0.005298521835356951,1.0,0.0
0.044290829449892044,0.9771009087562561,6,0.0013,55.06,2348017024.0,1336,37,50000,-158446.17474363,0.00428383145481348,1.0,-1.1920928955078125e-07
0.05004597082734108,0.9707656502723694,7,0.0013,70.22,2148704389.6,1345,44,60000,-167733.29861996,0.00478070043027401,1.0,1.1920928955078125e-07
0.05070920288562775,0.9699398875236511,8,0.0013,68.36,1876925808.6,1351,51,70000,-161412.43654314,0.004655953962355852,1.0,0.0
0.05001382529735565,0.96278977394104,9,0.0013,61.85,2076434759.2,1356,58,80000,-154115.03668662,0.004836620297282934,1.0,0.0
0.05010311305522919,0.949269711971283,10,0.0013,64.85,2164204802.8,1359,66,90000,-156874.38658291,0.005151429213583469,1.0,0.0
0.05600542947649956,0.944675862789154,12,0.0013,69.86,1771813012.4,1332,75,100000,-150167.72404891002,0.004644958768039942,1.0,-1.1920928955078125e-07
0.05324554443359375,0.930277407169342,13,0.0013,64.65,1771669074.6,1336,82,110000,-133509.85483380998,0.004901010077446699,1.0,0.0
0.05359979718923569,0.926310122013092,14,0.0013,70.76,1730059914.2,1340,89,120000,-148951.4315633,0.005131694488227367,1.0,0.0
0.05417221412062645,0.9286882877349854,15,0.0013,71.08,1775665047.8,1335,97,130000,-144097.39637072998,0.00479767844080925,1.0,1.1920928955078125e-07
0.06137266010046005,0.9295740127563477,17,0.0013,73.65,1645849530.8,1308,106,140000,-134985.14189630002,0.005923266056925058,1.0,0.0
0.05810537934303284,0.9264824986457825,18,0.0013,87.16,1427853658.1,1307,114,150000,-141091.17343178,0.005539041478186846,1.0,-1.1920928955078125e-07
0.060998354107141495,0.9207146763801575,19,0.0013,85.49,1278465284.9,1306,122,160000,-142075.23599732,0.005289274733513594,1.0,-2.384185791015625e-07
0.06095043942332268,0.9217105507850647,20,0.0013,83.46,1523585064.1,1305,130,170000,-139632.05493073998,0.005530459340661764,1.0,0.0
0.06254246830940247,0.9135874509811401,21,0.0013,98.58,1343441446.5,1309,137,180000,-143115.69944919003,0.0056971353478729725,1.0,0.0
0.06111961230635643,0.9043847322463989,23,0.0013,117.34,926596396.1,1295,146,190000,-146685.83797398998,0.005691514350473881,1.0,0.0
0.05733625590801239,0.8996703624725342,24,0.0013,124.45,881653246.75,1296,154,200000,-145684.79193633,0.005435578525066376,1.0,0.0
0.059987619519233704,0.896474301815033,25,0.0013,149.01,903266649.8,1299,161,210000,-158187.64083181001,0.006359890103340149,1.0,0.0
0.056568313390016556,0.8879711627960205,26,0.0013,188.08,582170748.65,1300,169,220000,-168509.88001501,0.005364800337702036,1.0,0.0
0.059262409806251526,0.8748884201049805,28,0.0013,249.09,399003050.8,1288,178,230000,-188321.66501039002,0.0061974250711500645,1.0,0.0
0.05921323969960213,0.8650810718536377,29,0.0013,302.66,291620811.7375,1286,186,240000,-186658.51051790998,0.006829139310866594,1.0,5.960464477539063e-08
0.05869443714618683,0.8523460626602173,30,0.0013,357.07,195235439.9875,1288,194,250000,-185199.44269056,0.0061735850758850574,1.0,0.0
0.05853365361690521,0.8463499546051025,31,0.0013,439.85,52666905.54921875,1289,201,260000,-185241.51146202,0.007498759310692549,1.0,0.0
0.047037433832883835,0.8331972360610962,32,0.0013,520.77,44589664.871875,1290,209,270000,-174533.21431782006,0.007958915084600449,1.0,0.0
0.06009586900472641,0.8325658440589905,34,0.0013,564.83,60110699.720703125,1281,218,280000,-159416.17847829,0.007014191709458828,1.0,0.0
0.05944223329424858,0.8221235275268555,35,0.0013,633.13,3616281.845800781,1281,226,290000,-141405.60323209,0.007471735123544931,1.0,0.0
0.06895879656076431,0.8146683573722839,36,0.0013,695.88,2558609.869042969,1282,233,300000,-124772.45656651,0.008102048188447952,1.0,0.0
0.06724037230014801,0.813859224319458,37,0.0013,775.75,2300875.6504394533,1281,241,310000,-109665.67842366999,0.007072838488966227,1.0,0.0
0.055441681295633316,0.8113822937011719,39,0.0013,839.33,18985340.379296876,1274,251,320000,-103448.38569172002,0.007831386290490627,1.0,0.0
0.04032434895634651,0.8044970631599426,40,0.0013,869.02,33249840.7640625,1278,258,330000,-81508.13377664001,0.007727285381406546,1.0,0.0
0.03125985711812973,0.8034223318099976,41,0.0013,916.72,12264523.110791016,1282,265,340000,-67569.04918893,0.009225173853337765,1.0,-1.1920928955078125e-07
0.04326241835951805,0.7987477779388428,42,0.0013,925.87,12712143.732910156,1285,272,350000,-56206.56742985,0.008639773353934288,1.0,0.0
0.04337095469236374,0.8001339435577393,43,0.0013,906.4,12563309.993603516,1286,279,360000,-49941.059105,0.00865390244871378,1.0,5.960464477539063e-08
0.0416393019258976,0.7971895337104797,45,0.0013,938.28,59619251.77368164,1279,289,370000,-51771.52214056999,0.007843712344765663,1.0,0.0
0.06027568504214287,0.8020205497741699,46,0.0013,918.5,14007653.27626953,1282,296,380000,-57923.13080265,0.007380804978311062,1.0,5.960464477539063e-08
0.04455188289284706,0.8009979128837585,47,0.0013,897.54,60683537.58476563,1283,303,390000,-63900.23071695,0.007018862292170525,1.0,0.0
0.058835990726947784,0.7997994422912598,48,0.0013,883.88,3905876.3306640624,1284,311,400000,-66583.99791464001,0.007055145222693682,1.0,0.0
0.05209735780954361,0.8012959957122803,50,0.0013,884.68,3004699.997705078,1277,320,410000,-61436.399553200004,0.006265899166464806,1.0,0.0
