rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/is_line_search_success,train/value_loss,train/policy_objective,train/learning_rate,train/kl_divergence_loss,train/n_updates,time/fps,time/time_elapsed,train/std,train/explained_variance
995.74,-12972.551516720003,500000,1.0,1449051.6911621094,0.040860965847969055,0.0013,0.007793413009494543,61,1623,307,0.851322591304779,0.0
992.4,-11782.401685849998,510000,1.0,1417058.4903808595,0.014670094475150108,0.0013,0.008625482209026814,62,1625,313,0.8401778340339661,0.0
985.49,-14622.499683410002,520000,1.0,35258761.174511716,0.034227509051561356,0.0013,0.009423970244824886,63,1627,319,0.837879478931427,0.0
989.06,-12658.205824269999,530000,1.0,1568377.356958008,0.029108716174960136,0.0013,0.007653048727661371,64,1629,325,0.8358574509620667,0.0
989.06,-11811.653223819998,540000,1.0,1474867.8477539062,0.014874197542667389,0.0013,0.005606624763458967,65,1630,331,0.8347992897033691,0.0
989.06,-12209.01544703,550000,1.0,2246050.743359375,0.019075265154242516,0.0013,0.007618976291269064,67,1624,338,0.8330540060997009,1.1920928955078125e-07
989.06,-11936.219300609997,560000,1.0,1952598.1366210938,0.031412187963724136,0.0013,0.008632962591946125,68,1626,344,0.8315048813819885,0.0
977.84,-14478.35765212,570000,1.0,1619965.650390625,0.042158957570791245,0.0013,0.00866719800978899,69,1627,350,0.8270940780639648,0.0
977.84,-14031.405432979998,580000,1.0,34063534.84287109,0.03181177377700806,0.0013,0.00892834272235632,70,1629,356,0.8153367042541504,0.0
974.11,-13075.611111429997,590000,1.0,13012400.712451171,0.02127959579229355,0.0013,0.007739610504359007,72,1624,363,0.8143789172172546,0.0
963.98,-15719.803492860001,600000,1.0,25288720.13876953,0.029147325083613396,0.0013,0.009899411350488663,73,1626,368,0.8160149455070496,0.0
973.71,-14363.854534639999,610000,1.0,1914967.6796875,0.03169047087430954,0.0013,0.00800329353660345,74,1627,374,0.8128259181976318,-1.1920928955078125e-07
973.87,-13551.585248989999,620000,1.0,17297887.847851563,0.03221908211708069,0.0013,0.008955612778663635,75,1629,380,0.8098878860473633,0.0
973.87,-15186.63958378,630000,1.0,8544642.074023437,0.022288544103503227,0.0013,0.007377550471574068,76,1629,386,0.8031473755836487,0.0
968.63,-16711.74348064,640000,1.0,13743190.079101562,0.019729632884263992,0.0013,0.008519096300005913,78,1623,394,0.7957589030265808,5.960464477539063e-08
968.63,-16053.36188135,650000,1.0,3101596.00625,0.02078022062778473,0.0013,0.007733502890914679,79,1624,400,0.7932209372520447,0.0
960.32,-18036.057756320002,660000,1.0,5586378.641503906,0.031682565808296204,0.0013,0.008389774709939957,80,1625,405,0.7886068224906921,0.0
971.54,-14845.123961129997,670000,1.0,23082229.26044922,0.02575179934501648,0.0013,0.007979811169207096,81,1627,411,0.7924594283103943,1.7881393432617188e-07
971.54,-15432.257088310002,680000,1.0,1389032.304736328,0.023675205186009407,0.0013,0.00817064754664898,83,1622,419,0.7883033156394958,0.0
984.04,-13574.427233809998,690000,1.0,1733543.8712402345,0.021685469895601273,0.0013,0.006295977625995874,84,1624,424,0.7843092083930969,0.0
985.4,-12039.84296295,700000,1.0,1089097.0823486329,0.01868983916938305,0.0013,0.005678342655301094,85,1625,430,0.7855444550514221,0.0
986.45,-9537.719345860001,710000,1.0,1197832.1661621095,0.028674636036157608,0.0013,0.009241795167326927,86,1626,436,0.7788802981376648,0.0
986.45,-8799.6977197,720000,1.0,1302810.686743164,0.025857901200652122,0.0013,0.00865453202277422,87,1628,442,0.7752845287322998,1.1920928955078125e-07
986.45,-6399.9232456,730000,1.0,1582177.8691162108,0.026510216295719147,0.0013,0.00758334482088685,89,1624,449,0.7805573344230652,5.960464477539063e-08
984.14,-6154.5284602599995,740000,1.0,12902119.258007813,0.02394849993288517,0.0013,0.009279212914407253,90,1626,455,0.7806945443153381,0.0
984.14,-5521.953121219999,750000,1.0,1635158.0561035157,0.025435499846935272,0.0013,0.007464494556188583,91,1627,460,0.7837598919868469,0.0
992.45,-3962.27432903,760000,1.0,2506536.6026367187,0.043684687465429306,0.0013,0.008832192979753017,92,1629,466,0.7871571183204651,0.0
992.45,-4888.8646132,770000,1.0,3268191.523730469,0.035652823746204376,0.0013,0.008353841491043568,93,1630,472,0.7865497469902039,0.0
987.51,-5513.621558429999,780000,1.0,13702747.846240234,0.02974819578230381,0.0013,0.00924026221036911,95,1627,479,0.7797284722328186,0.0
987.51,-6415.0133550400005,790000,1.0,1977108.2678710937,0.035313352942466736,0.0013,0.009282569400966167,96,1628,485,0.7779448628425598,0.0
987.51,-7059.955371110001,800000,1.0,1198217.5606445312,0.039499375969171524,0.0013,0.007953028194606304,97,1630,490,0.775600016117096,1.1920928955078125e-07
987.51,-7418.041008249998,810000,1.0,1928063.9981933595,0.035908423364162445,0.0013,0.0077663310803473,98,1631,496,0.7707191109657288,0.0
987.51,-7838.394130610001,820000,1.0,1661292.106958008,0.027651457116007805,0.0013,0.009533949196338654,100,1628,503,0.7744325995445251,0.0
987.51,-8176.301756470001,830000,1.0,2136831.617089844,0.04068499058485031,0.0013,0.008005261421203613,101,1630,509,0.7758064866065979,0.0
995.06,-6885.7922532699995,840000,1.0,1523103.562133789,0.025555118918418884,0.0013,0.008142797276377678,102,1631,514,0.778271496295929,0.0
995.06,-7255.84974085,850000,1.0,1552058.6923095703,0.01084129512310028,0.0013,0.0064501576125621796,103,1633,520,0.7769690155982971,0.0
991.06,-6985.011255529999,860000,1.0,1885929.0790527344,0.045455120503902435,0.0013,0.009426914155483246,104,1634,526,0.7803223729133606,0.0
989.2,-6920.145151850002,870000,1.0,12629000.24975586,0.026972517371177673,0.0013,0.006895897444337606,106,1631,533,0.7803597450256348,0.0
994.14,-6558.679823759999,880000,1.0,3832056.324316406,0.03262416273355484,0.0013,0.009075635112822056,107,1633,538,0.7783215641975403,0.0
994.14,-5383.462840440001,890000,1.0,1529606.4497314454,0.028165917843580246,0.0013,0.0070503787137568,108,1634,544,0.7769651412963867,0.0
994.14,-4997.632684529999,900000,1.0,1757004.1713134765,0.02736167050898075,0.0013,0.00798534695059061,109,1636,550,0.7774596214294434,0.0
994.14,-5730.406223779999,910000,1.0,2828410.7356445314,0.035797372460365295,0.0013,0.006400732789188623,111,1633,557,0.7754133343696594,0.0
994.14,-6533.5887356700005,920000,1.0,3245627.3911621096,0.036117635667324066,0.0013,0.009299627505242825,112,1634,562,0.7712233066558838,0.0
994.14,-6166.970645730001,930000,1.0,1740607.735864258,0.04418729990720749,0.0013,0.009064204059541225,113,1634,568,0.7738215327262878,0.0
994.14,-16633.2087269,940000,1.0,33280838.275,0.04850827530026436,0.0013,0.007661255542188883,114,1635,574,0.7733383774757385,0.0
994.14,-16679.28912281,950000,1.0,2642088.9688964845,0.028590532019734383,0.0013,0.009786432608962059,115,1635,580,0.7755424380302429,0.0
998.14,-15806.14353821,960000,1.0,1922823.0264160156,0.03645550459623337,0.0013,0.008445448242127895,117,1632,588,0.7749009132385254,0.0
1000.0,-15586.990028459997,970000,1.0,1789068.524633789,0.03146873414516449,0.0013,0.006594410631805658,118,1633,593,0.7744758129119873,0.0
1000.0,-15860.066501860001,980000,1.0,2851100.6731811524,0.09688959270715714,0.0013,0.009471011348068714,119,1633,599,0.7732555866241455,0.0
1000.0,-16785.04151432,990000,1.0,1754207.2143920898,0.028170503675937653,0.0013,0.006944211665540934,120,1634,605,0.7721932530403137,-1.1920928955078125e-07
992.45,-18424.026542419997,1000000,1.0,13601954.042895507,0.03055938147008419,0.0013,0.009755960665643215,122,1631,612,0.7661528587341309,0.0
