rollout/ep_rew_mean,train/loss,train/approx_kl,time/fps,time/total_timesteps,train/n_updates,train/clip_range,train/clip_fraction,train/entropy_loss,train/std,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/value_loss,time/time_elapsed,rollout/ep_len_mean
-169340.11151235,1057690752.0,0.0032226173,944,450000,540,0.2,0.0078125,-22.679015415906907,1.6115232706069946,0.0,0.0017,-0.0025533615323183765,2769624686.5,476,32.71
-159215.67266122001,1232992896.0,0.004249866,937,460000,560,0.2,0.0144287109375,-22.919922581315042,1.6436667442321777,1.1920928955078125e-07,0.0017,-0.003361351717830985,2690077418.4,490,32.35
-161204.0183232,1242059264.0,0.0037439165,939,470000,570,0.2,0.0119384765625,-23.041482183337212,1.6614837646484375,-1.1920928955078125e-07,0.0017,-0.003959773435053648,2874535998.3,500,33.88
-155926.9318235,1233741312.0,0.0041312557,940,480000,580,0.2,0.0136962890625,-23.167742642760278,1.6788302659988403,0.0,0.0017,-0.0037275094706274103,2685991805.7,510,31.65
-146598.10601322,1328149632.0,0.0037909371,941,490000,590,0.2,0.01090087890625,-23.300100311636925,1.6986180543899536,0.0,0.0017,-0.0032272330763589707,2670090994.7,520,29.01
-164656.26307703005,1352256512.0,0.0032031536,935,500000,610,0.2,0.0085693359375,-23.55516266822815,1.7343436479568481,0.0,0.0017,-0.003160241834666522,2665271212.6,534,32.16
-150950.32923647002,1089139840.0,0.0038875847,936,510000,620,0.2,0.01207275390625,-23.67973968833685,1.752261757850647,0.0,0.0017,-0.003716050270850246,2550623087.0,544,30.39
-154337.95377512003,1349606400.0,0.003830457,937,520000,630,0.2,0.01011962890625,-23.804770258069038,1.7712798118591309,-1.1920928955078125e-07,0.0017,-0.0031235944872605613,2769476371.5,554,30.33
-163089.14240904004,1738168576.0,0.00391785,939,530000,640,0.2,0.0163818359375,-23.91613683104515,1.7854962348937988,1.1920928955078125e-07,0.0017,-0.0034784389506967274,2735272363.8,564,32.53
-158453.29390934002,1307187328.0,0.0031635715,940,540000,650,0.2,0.00648193359375,-24.026630936563016,1.804592490196228,0.0,0.0017,-0.0023862063646447494,2667916367.9,574,32.19
-168392.16797053002,1320957312.0,0.004121432,934,550000,670,0.2,0.0126220703125,-24.31045751273632,1.8489723205566406,0.0,0.0017,-0.003808044162542501,2558035697.4,588,36.0
-151522.70243391002,1206333568.0,0.0042342087,935,560000,680,0.2,0.0167236328125,-24.445315803587437,1.869177222251892,0.0,0.0017,-0.003531897728316835,2509003810.2,598,28.07
-154890.11409345,1438398336.0,0.004113478,936,570000,690,0.2,0.0144775390625,-24.573060189187526,1.8893208503723145,-1.1920928955078125e-07,0.0017,-0.003544097765643528,2684025883.0,608,28.56
-158628.60762236,1285706112.0,0.0032627878,937,580000,700,0.2,0.00816650390625,-24.700818210840225,1.9100069999694824,0.0,0.0017,-0.0025131646567388088,2650327319.8,618,32.56
-158388.25837350002,1058709376.0,0.003934594,932,590000,720,0.2,0.016357421875,-24.9598915502429,1.9513627290725708,0.0,0.0017,-0.003466192959967884,2559083557.2,633,32.68
-148361.41375959,869509440.0,0.0027198696,933,600000,730,0.2,0.00567626953125,-25.081994615495205,1.972235083580017,-2.384185791015625e-07,0.0017,-0.002009748363707331,2618613827.6,642,29.66
-159591.53769704,1297704960.0,0.003104913,934,610000,740,0.2,0.00770263671875,-25.212927262485028,1.994227409362793,1.7881393432617188e-07,0.0017,-0.0027411455625042437,2547705677.6,652,33.45
-154618.41543985,1054444032.0,0.0030435368,935,620000,750,0.2,0.00955810546875,-25.3344393029809,2.0132808685302734,-2.384185791015625e-07,0.0017,-0.0025535338372719707,2526653380.2,662,29.42
-166185.00630194,1217119232.0,0.0042790393,936,630000,760,0.2,0.0128173828125,-25.462262547016145,2.0372793674468994,1.1920928955078125e-07,0.0017,-0.003611949175137852,2680015681.6,672,34.74
-170926.09008052,1266316032.0,0.0029764608,931,640000,780,0.2,0.00921630859375,-25.741794855892657,2.0856895446777344,0.0,0.0017,-0.0028947065211468725,2611806510.3,687,33.81
-164036.80813066,1238477056.0,0.0033258742,932,650000,790,0.2,0.0075927734375,-25.870685133337975,2.106726884841919,-1.1920928955078125e-07,0.0017,-0.002792110416703508,2567373792.4,697,32.41
-163479.80572511,1267590528.0,0.003404687,933,660000,800,0.2,0.00980224609375,-26.001606529951097,2.1321725845336914,0.0,0.0017,-0.0030931882550248703,2595923304.3,707,30.53
-147045.3042431,1454429568.0,0.0032631923,934,670000,810,0.2,0.01072998046875,-26.13523069024086,2.154615640640259,-1.1920928955078125e-07,0.0017,-0.002869916084091528,2646439648.4,717,31.61
-160816.39000871,1637609856.0,0.003177458,929,680000,830,0.2,0.0091552734375,-26.406169372797013,2.204491376876831,-1.1920928955078125e-07,0.0017,-0.0028121165687480243,2488058351.2,731,32.55
-167803.90957865998,1044057792.0,0.0033450476,930,690000,840,0.2,0.00908203125,-26.540249916911126,2.230250597000122,0.0,0.0017,-0.002619011434398999,2434538795.2,741,33.3
-158067.6971848,1056098944.0,0.0029619783,931,700000,850,0.2,0.00775146484375,-26.672639931738377,2.25419545173645,0.0,0.0017,-0.0025462531955781744,2433658099.8,751,32.92
-144429.99082644001,1161841920.0,0.003027855,932,710000,860,0.2,0.00670166015625,-26.79599928855896,2.276492118835449,0.0,0.0017,-0.0024369854076212506,2465858243.0,761,27.93
-160207.97688318,1277922944.0,0.0040171077,933,720000,870,0.2,0.0135009765625,-26.92322286963463,2.302520513534546,0.0,0.0017,-0.0028908861082527436,2396249390.7,771,32.36
-168965.85041913998,1286426368.0,0.00287992,929,730000,890,0.2,0.00887451171875,-27.181049017608167,2.35099196434021,-1.1920928955078125e-07,0.0017,-0.0021329503593733533,2580904490.1,785,33.09
-166853.32760707,1009481216.0,0.0027648876,930,740000,900,0.2,0.00594482421875,-27.30396063923836,2.3760087490081787,1.1920928955078125e-07,0.0017,-0.001686646300368011,2379436190.0,795,36.29
-165213.33388928,1355749376.0,0.0032092833,931,750000,910,0.2,0.00994873046875,-27.437468519806863,2.4039955139160156,0.0,0.0017,-0.0024057480728515656,2334678357.0,804,34.88
-166549.60194549,1306680064.0,0.0031371908,932,760000,920,0.2,0.00816650390625,-27.574869073927402,2.4313766956329346,1.1920928955078125e-07,0.0017,-0.002753140401364362,2360696213.8,814,36.28
-144144.48600245,1390489216.0,0.0029013974,934,770000,930,0.2,0.005908203125,-27.706374174356462,2.4579756259918213,-1.1920928955078125e-07,0.0017,-0.002295810577197699,2361838851.2,824,26.97
-153602.55905657,1056265856.0,0.003199737,930,780000,950,0.2,0.00875244140625,-27.95996625572443,2.51042103767395,-2.384185791015625e-07,0.0017,-0.002582824641103798,2398287951.2,838,30.1
-164172.44247250995,1221303680.0,0.00369372,930,790000,960,0.2,0.01279296875,-28.09751016944647,2.5426955223083496,0.0,0.0017,-0.0031495095890932134,2324969534.0,848,31.9
-155922.73304097998,1181569280.0,0.0039416915,931,800000,970,0.2,0.01593017578125,-28.228392527997492,2.5675623416900635,-1.1920928955078125e-07,0.0017,-0.003303928083187202,2523968538.9,858,30.6
-160410.53536920002,1428307968.0,0.0038433222,932,810000,980,0.2,0.014111328125,-28.34823098182678,2.594188928604126,0.0,0.0017,-0.003411655946547398,2414222763.9,868,33.48
-153990.21968197002,1266664320.0,0.004055606,928,820000,1000,0.2,0.0174072265625,-28.625792866945268,2.655564069747925,1.1920928955078125e-07,0.0017,-0.003284376545707346,2408954923.4,882,28.22
-163496.77123619,1131093888.0,0.003848502,929,830000,1010,0.2,0.0130615234375,-28.77073471546173,2.691866636276245,-1.1920928955078125e-07,0.0017,-0.002979343842162052,2252223966.8,892,33.11
-169365.96400249,1028426240.0,0.0029033863,930,840000,1020,0.2,0.0066650390625,-28.92003048211336,2.723179817199707,0.0,0.0017,-0.0023749132697957974,2396424630.6,902,36.18
-164430.38645375,1103641984.0,0.0030264815,931,850000,1030,0.2,0.00732421875,-29.063992422819137,2.7569520473480225,0.0,0.0017,-0.002481613525742432,2139657250.9,912,35.09
-156825.70655849,1031330112.0,0.0034429291,932,860000,1040,0.2,0.0145263671875,-29.199989248812198,2.786097288131714,0.0,0.0017,-0.002720348485854629,2283994034.3,922,32.2
-150997.18084103998,1153701376.0,0.0034291716,928,870000,1060,0.2,0.01064453125,-29.467981538176538,2.850023031234741,1.1920928955078125e-07,0.0017,-0.0023669877937209094,2253518423.5,936,29.96
-154706.57795803,1273147008.0,0.002942218,929,880000,1070,0.2,0.00955810546875,-29.592952977120877,2.8787384033203125,0.0,0.0017,-0.0024943799471657258,2296438457.2,946,29.96
-156685.36711821996,1097842304.0,0.0032904414,930,890000,1080,0.2,0.00875244140625,-29.731200464069843,2.917271852493286,0.0,0.0017,-0.0024293709233461414,2243616345.7,956,30.26
-157787.02751508,1210508672.0,0.003455209,931,900000,1090,0.2,0.01351318359375,-29.878545679152012,2.9515092372894287,-1.1920928955078125e-07,0.0017,-0.0026353177485361813,2395529955.5,966,30.26
-149569.63104954,1053613056.0,0.003655254,927,910000,1110,0.2,0.01224365234375,-30.147629365324974,3.0199105739593506,-1.1920928955078125e-07,0.0017,-0.0026351180154961184,2297119764.2,980,29.73
-165070.34160764,810222080.0,0.0038090448,928,920000,1120,0.2,0.01783447265625,-30.29526975750923,3.0566461086273193,0.0,0.0017,-0.003110671854847169,2172782131.2,990,34.63
-149764.73632880003,996162368.0,0.0033169705,929,930000,1130,0.2,0.0103759765625,-30.42589489519596,3.0876245498657227,0.0,0.0017,-0.002660543688762118,2246844857.6,1000,27.92
-152503.62539194,874788416.0,0.0032736622,929,940000,1140,0.2,0.00997314453125,-30.55094736367464,3.122375726699829,0.0,0.0017,-0.0026586175239572186,2228466064.6,1010,27.22
-171909.74934605,1204822528.0,0.0033017956,930,950000,1150,0.2,0.008984375,-30.690733510255814,3.1614933013916016,-1.1920928955078125e-07,0.0017,-0.0024320569791598246,2368392462.8,1020,33.18
-154782.09976965,1397618560.0,0.0025560101,927,960000,1170,0.2,0.0049560546875,-30.968493396043776,3.235917091369629,-1.1920928955078125e-07,0.0017,-0.0015915605959889944,2306709976.0,1035,28.62
-175531.89208407004,1029755072.0,0.0024972279,928,970000,1180,0.2,0.00423583984375,-31.108624109625815,3.275165319442749,1.1920928955078125e-07,0.0017,-0.0014389518015377688,2271171953.2,1045,36.98
-149646.68452926,1188094080.0,0.0028953464,928,980000,1190,0.2,0.00611572265625,-31.256910368800163,3.31722354888916,-1.1920928955078125e-07,0.0017,-0.0022476902728158165,2151344997.9,1054,29.15
-166219.16268045,1180818560.0,0.004356146,929,990000,1200,0.2,0.02010498046875,-31.404168267548084,3.3574020862579346,0.0,0.0017,-0.0036236514190022715,2279530006.5,1064,33.01
-156153.4673921,776611392.0,0.0032628514,926,1000000,1220,0.2,0.0075439453125,-31.68802890330553,3.442239761352539,0.0,0.0017,-0.0019615999137386096,2213181602.2,1079,30.63
