train/critic_loss,train/actor_loss,time/fps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/ent_coef,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
1412.0653076171875,312.31671142578125,260,204.27,137,-1.1393818855285645,35784,-4135.708888110001,176,0.44313618540763855,4460,0.001,,
2100.17138671875,280.2666015625,262,201.53,141,-1.3869969844818115,37216,-3976.43758507,180,0.42847371101379395,4639,0.001,,
707.9010620117188,293.99224853515625,264,213.07,146,-0.8855444192886353,38768,-4056.095737580001,184,0.4158356785774231,4833,0.001,,
1731.051025390625,252.182861328125,266,222.56,150,-0.669746994972229,39992,-4124.77970373,188,0.4026890695095062,4986,0.001,,
8450.61328125,,266,222.56,150,,40000,-4124.77970373,188,0.40241342782974243,4987,0.001,,
,,,,,,40000,,,,,,867.6,-7791.696860800001
829.859130859375,316.2566833496094,252,218.43,161,-0.9949967861175537,40680,-3946.4834627399996,192,0.3959147036075592,5072,0.001,,
2634.12939453125,277.6991271972656,253,215.79,163,-0.7086227536201477,41288,-3907.15430771,196,0.39160916209220886,5148,0.001,,
827.7698974609375,321.53839111328125,254,216.1,167,0.2725561559200287,42648,-3914.04234152,200,0.3831857442855835,5318,0.001,,
1029.9373779296875,291.7366943359375,256,217.18,170,-1.183497428894043,43784,-3912.8430264,204,0.37922608852386475,5460,0.001,,
3422.627685546875,310.9064636230469,257,216.99,175,-0.8659251928329468,45160,-3862.9034402500006,208,0.3694939613342285,5632,0.001,,
1938.989013671875,323.2906799316406,260,233.72,181,-0.40313291549682617,47304,-3923.4278822199994,212,0.35976067185401917,5900,0.001,,
1264.7779541015625,318.6653137207031,261,237.36,184,-0.7846594452857971,48360,-3935.4798825099992,216,0.3526207208633423,6032,0.001,,
778.860107421875,322.0357971191406,263,239.28,190,0.26711559295654297,50000,-3842.8548421200003,219,0.3509335517883301,6237,0.001,,
,,,,,,50000,,,,,,627.8,-6151.127812600001
664.400146484375,,254,236.2,196,,50016,-3735.8320300600008,220,0.3509299159049988,6239,0.001,,
753.8873291015625,302.2659606933594,256,253.63,202,-0.1784861981868744,51984,-3881.0183757600003,224,0.3458479642868042,6485,0.001,,
1628.9940185546875,335.08502197265625,259,256.65,211,-0.6274276971817017,54936,-3844.0369060700004,228,0.3366411328315735,6854,0.001,,
2894.236328125,326.4083251953125,260,260.12,214,-1.1027987003326416,55832,-3830.9446073700005,232,0.33138298988342285,6966,0.001,,
786.0324096679688,330.9535827636719,261,271.8,217,-0.3465518057346344,56920,-3964.0930612899997,236,0.3251021206378937,7102,0.001,,
580.2872314453125,322.4349670410156,263,283.73,223,-0.9717476963996887,58880,-3902.065637,240,0.31437021493911743,7347,0.001,,
866.407958984375,312.14013671875,263,290.57,224,-0.39137011766433716,59264,-3966.7706331400004,244,0.3113853633403778,7395,0.001,,
753.0814819335938,322.3791198730469,263,290.57,227,-0.9873641729354858,60000,-3966.7706331400004,244,0.3078345060348511,7487,0.001,,
,,,,,,60000,,,,,,1000.0,-9125.115093800001
869.96484375,338.3155517578125,255,293.04,243,-0.4200790524482727,62056,-3850.9294187100004,248,0.3007068932056427,7744,0.001,,
1602.65087890625,328.3623962402344,256,308.3,249,-0.43018415570259094,64072,-3677.374515470001,252,0.29947009682655334,7996,0.001,,
1398.8958740234375,320.4666748046875,259,329.56,258,-0.7029078006744385,67160,-3801.6438362700005,256,0.28935715556144714,8382,0.001,,
1122.9786376953125,340.00982666015625,260,346.78,262,-0.6277875900268555,68352,-3879.6491187399997,260,0.28921088576316833,8531,0.001,,
634.3951416015625,326.0743103027344,260,358.21,267,-0.7167572379112244,69904,-3803.7422546100006,264,0.28071194887161255,8725,0.001,,
3787.951904296875,325.7943420410156,260,358.21,268,-0.844971776008606,70000,-3803.7422546100006,264,0.28009679913520813,8737,0.001,,
,,,,,,70000,,,,,,641.4,-4698.4170562
3189.433837890625,319.5399169921875,257,372.86,283,-0.35936102271080017,73024,-3895.1530591200003,268,0.2712932229042053,9115,0.001,,
610.4992065429688,323.23590087890625,259,398.41,294,-0.39648109674453735,76296,-4065.4701877300004,272,0.26895996928215027,9524,0.001,,
597.4861450195312,318.0550537109375,260,429.04,299,-0.4161635935306549,77904,-4280.6941490300005,276,0.269015371799469,9725,0.001,,
1831.581298828125,303.1919860839844,261,426.76,306,-0.44844523072242737,80000,-4229.46609376,279,0.2633996605873108,9987,0.001,,
,,,,,,80000,,,,,,640.2,-6105.5951788
2507.2158203125,316.1517333984375,256,421.46,312,-0.36586421728134155,80056,-4059.6993209800003,280,0.2631818354129791,9994,0.001,,
1041.2635498046875,304.31292724609375,257,425.71,316,-0.600346028804779,81256,-4014.95990015,284,0.2605670094490051,10144,0.001,,
4805.044921875,310.37725830078125,258,423.18,320,-0.21046528220176697,82792,-4066.74555986,288,0.25972604751586914,10336,0.001,,
750.9989013671875,296.15716552734375,259,426.4,330,-0.13168376684188843,85904,-4066.27815714,292,0.2693804204463959,10725,0.001,,
683.3238525390625,267.44305419921875,260,445.01,334,0.4276842772960663,87288,-4351.88079861,296,0.2703188955783844,10898,0.001,,
825.5609741210938,315.241943359375,261,457.23,337,-0.2881750762462616,88256,-4364.80639571,300,0.2718825340270996,11019,0.001,,
1336.673095703125,240.6591339111328,261,454.9,341,0.3401002883911133,89256,-4267.134161659999,304,0.2662900686264038,11144,0.001,,
913.9930419921875,288.72662353515625,262,458.95,343,0.634691596031189,90000,-4273.10035254,306,0.26821383833885193,11237,0.001,,
,,,,,,90000,,,,,,1000.0,-84376.1504716
1219.5859375,229.12960815429688,255,461.22,355,0.33840155601501465,90864,-4284.395556629999,308,0.27399545907974243,11345,0.001,,
648.6679077148438,265.5234680175781,256,456.37,365,0.2229757010936737,93824,-4141.505741019999,312,0.2779902219772339,11715,0.001,,
1906.9739990234375,297.55145263671875,257,474.87,369,1.1354745626449585,95144,-4205.727522369999,316,0.28392139077186584,11880,0.001,,
629.3760375976562,294.39617919921875,258,478.79,372,0.755733072757721,96200,-4111.50885508,320,0.2890411913394928,12012,0.001,,
892.404541015625,262.6677551269531,258,458.47,375,0.42968207597732544,97048,-3940.6583208899992,324,0.29488706588745117,12118,0.001,,
1843.7662353515625,289.53851318359375,258,448.01,377,-0.22053228318691254,97832,-3854.5765528899997,328,0.29675808548927307,12216,0.001,,
605.3378295898438,279.63446044921875,259,454.36,384,-0.4069250822067261,99944,-3856.0042270299996,332,0.295123428106308,12480,0.001,,
3220.220947265625,296.58538818359375,259,454.36,384,-0.5800572633743286,100000,-3856.0042270299996,332,0.294956237077713,12487,0.001,,
,,,,,,100000,,,,,,1000.0,-8384.9033624
1390.622314453125,264.2498779296875,245,450.81,418,-0.612838089466095,102872,-3706.9241952199995,336,0.28100311756134033,12846,0.001,,
1536.245361328125,282.9501647949219,247,462.22,426,-0.9951222538948059,105504,-3779.8765270500003,340,0.2571355104446411,13175,0.001,,
2157.92431640625,271.4049987792969,248,475.04,435,0.14625738561153412,108368,-3802.6579146800004,344,0.2530535161495209,13533,0.001,,
756.8712768554688,275.7184143066406,249,483.13,441,0.11351136863231659,110000,-3875.0249921399995,347,0.24760566651821136,13737,0.001,,
,,,,,,110000,,,,,,802.8,-4816.137976399999
832.6001586914062,272.7535095214844,245,492.1,449,0.5164899230003357,110152,-3945.6086106000002,348,0.2474842071533203,13756,0.001,,
614.2232055664062,237.666015625,246,485.58,459,0.1733337640762329,113424,-3814.38116079,352,0.26362842321395874,14165,0.001,,
2577.90771484375,285.8162536621094,247,487.94,462,0.1535787582397461,114208,-3716.07147021,356,0.26476895809173584,14263,0.001,,
6902.2783203125,279.0412292480469,247,480.37,467,0.6662012338638306,115832,-3644.8186626600004,360,0.26290425658226013,14466,0.001,,
691.1260986328125,253.3234100341797,249,483.35,480,-0.4882670044898987,120000,-3675.5948771900003,363,0.25252875685691833,14987,0.001,,
,,,,,,120000,,,,,,1000.0,-4070.1321751999994
667.510498046875,232.13973999023438,245,488.2,492,-0.7866198420524597,120736,-3677.164151050001,364,0.2454281747341156,15079,0.001,,
1309.8359375,232.77593994140625,245,506.56,495,-0.004743605852127075,121760,-3737.9560221799993,368,0.23812948167324066,15207,0.001,,
544.531005859375,263.50439453125,246,490.66,503,-1.0424845218658447,124384,-3613.8907734900004,372,0.24583026766777039,15535,0.001,,
584.2544555664062,252.01010131835938,247,483.99,510,0.07084313780069351,126544,-3505.7656730500003,376,0.24646008014678955,15805,0.001,,
740.4625244140625,206.35836791992188,248,483.55,519,0.6347609162330627,129208,-3469.1590913399996,380,0.26077112555503845,16138,0.001,,
1854.74560546875,215.74598693847656,249,483.55,521,-0.28244131803512573,130000,-3469.1590913399996,380,0.26643064618110657,16237,0.001,,
,,,,,,130000,,,,,,750.2,-5209.1222695999995
2780.64697265625,221.169677734375,246,493.17,535,-0.6403759717941284,132152,-3537.02727954,384,0.26083916425704956,16506,0.001,,
579.7440795898438,246.9515380859375,246,491.32,536,-0.3236198425292969,132368,-3437.508813529999,388,0.2598205804824829,16533,0.001,,
879.8984985351562,229.89593505859375,247,490.67,540,-0.3830147385597229,133784,-3411.3376910599995,392,0.25177595019340515,16710,0.001,,
3772.435546875,256.0115966796875,247,475.45,543,-0.04220929741859436,134576,-3200.94499216,396,0.2487691342830658,16809,0.001,,
2064.6611328125,251.08935546875,248,481.22,549,0.7466597557067871,136480,-3327.3230932899996,400,0.26105403900146484,17047,0.001,,
920.1029052734375,215.19512939453125,248,480.39,552,-0.3094281852245331,137496,-3299.417618469999,404,0.2684359550476074,17174,0.001,,
2222.857421875,217.93560791015625,249,476.02,556,-0.34848010540008545,138632,-3342.057896489999,408,0.26987630128860474,17316,0.001,,
1790.5272216796875,242.9703826904297,249,474.78,560,-0.19757702946662903,140000,-3359.45133017,410,0.2607875466346741,17487,0.001,,
,,,,,,140000,,,,,,1000.0,-6763.9829104
808.4498901367188,223.866455078125,246,477.97,575,-0.24574823677539825,141784,-3353.4089968700005,412,0.2488916963338852,17710,0.001,,
1917.8582763671875,219.94921875,246,469.91,581,-0.24998512864112854,143560,-3325.24686047,416,0.24015359580516815,17932,0.001,,
701.1373291015625,216.07708740234375,247,478.02,586,-1.4715774059295654,145120,-3317.1231554999995,420,0.23298238217830658,18127,0.001,,
5673.3359375,190.77493286132812,248,501.03,594,0.6346694231033325,147712,-3343.45254061,424,0.23316730558872223,18451,0.001,,
777.008056640625,196.3311004638672,249,501.86,601,-0.05385561287403107,150000,-3371.57884815,427,0.24813079833984375,18737,0.001,,
,,,,,,150000,,,,,,1000.0,-5690.2430693999995
2189.3896484375,216.64654541015625,245,509.9,613,-0.00470753014087677,150728,-3392.1925684400003,428,0.2417668253183365,18828,0.001,,
2282.039306640625,221.36473083496094,246,522.43,620,0.8743688464164734,152912,-3610.2626369699997,432,0.24395063519477844,19101,0.001,,
651.6981201171875,209.11929321289062,247,529.79,629,-0.472475528717041,155840,-3629.5026913799998,436,0.25259602069854736,19467,0.001,,
584.1481323242188,203.95620727539062,248,522.34,637,-0.7731472849845886,158528,-3492.1148695399997,440,0.21473856270313263,19803,0.001,,
760.75537109375,212.23294067382812,249,526.29,642,-0.65580153465271,160000,-3484.3487407199996,442,0.21411436796188354,19987,0.001,,
,,,,,,160000,,,,,,1000.0,-5178.060546
541.1195678710938,180.66134643554688,246,531.54,662,0.7177084684371948,163432,-3548.8626222,444,0.23229150474071503,20416,0.001,,
475.8653869628906,171.797607421875,246,524.73,665,-0.18801453709602356,164248,-3443.7586668699996,448,0.24021418392658234,20518,0.001,,
818.587890625,177.39361572265625,247,514.26,667,-0.7303529381752014,165048,-3309.95496391,452,0.24144040048122406,20618,0.001,,
853.6595458984375,179.73348999023438,247,500.51,670,-0.017794370651245117,165896,-3220.18739077,456,0.23775066435337067,20724,0.001,,
734.9931640625,211.4915008544922,248,518.97,677,0.6355665922164917,168192,-3369.8209113400003,460,0.24899618327617645,21011,0.001,,
2329.214111328125,219.74090576171875,248,510.84,682,-0.1721249520778656,169696,-3280.84724767,464,0.24152438342571259,21199,0.001,,
839.9430541992188,190.72683715820312,248,504.17,683,0.25897395610809326,170000,-3260.8632594200003,465,0.24090346693992615,21237,0.001,,
,,,,,,170000,,,,,,1000.0,-3520.7362429999994
734.9923706054688,206.29061889648438,245,485.9,697,0.3604487180709839,171328,-3162.637909,468,0.25285911560058594,21403,0.001,,
703.9105224609375,210.0162811279297,245,487.19,700,0.03516790270805359,171976,-3089.1107649600003,472,0.25372016429901123,21484,0.001,,
797.1993408203125,188.27130126953125,246,478.17,705,-1.3332480192184448,173536,-2978.77645694,476,0.24384193122386932,21679,0.001,,
625.873046875,194.1016387939453,246,473.97,708,-0.36688870191574097,174480,-2922.7203085399997,480,0.24296598136425018,21797,0.001,,
3541.01123046875,194.16392517089844,247,464.27,722,0.8509596586227417,178976,-2833.59683288,484,0.25682738423347473,22359,0.001,,
622.31396484375,176.055908203125,247,470.85,725,0.5734752416610718,180000,-2822.2830065299995,486,0.2704525589942932,22487,0.001,,
,,,,,,180000,,,,,,309.6,-904.5681270000001
565.85595703125,196.57546997070312,247,490.39,734,-0.8210434913635254,181640,-2908.61038183,488,0.2639646828174591,22692,0.001,,
510.8932800292969,184.25698852539062,247,492.47,739,-0.3036373555660248,183280,-2834.39980743,492,0.2541218101978302,22897,0.001,,
5860.6943359375,171.8682861328125,248,501.91,742,-0.44461768865585327,184200,-2696.1837013100007,496,0.2442837655544281,23012,0.001,,
629.1197509765625,184.8492431640625,248,495.41,743,-0.6948786973953247,184696,-2465.1194078600006,500,0.24227699637413025,23074,0.001,,
775.898681640625,191.3232421875,248,486.27,745,-1.1165952682495117,185184,-2352.05826835,504,0.23849648237228394,23135,0.001,,
667.7250366210938,171.20008850097656,249,486.04,752,0.2125040590763092,187264,-2186.60978712,508,0.22012709081172943,23395,0.001,,
482.9942321777344,175.41943359375,249,479.93,758,0.39250844717025757,189504,-2109.77059371,512,0.2174934446811676,23675,0.001,,
1418.2589111328125,137.4506072998047,249,476.7,760,-0.24099378287792206,190000,-2054.75199223,513,0.21745243668556213,23737,0.001,,
,,,,,,190000,,,,,,502.2,-2174.4527408000004
604.4239501953125,154.37335205078125,248,485.84,770,0.7266006469726562,191544,-2006.9602266900004,516,0.2132672220468521,23930,0.001,,
925.6688232421875,127.25473022460938,248,477.83,774,0.056772153824567795,192736,-1985.5395949699998,520,0.2170090675354004,24079,0.001,,
1007.2269287109375,120.732421875,249,469.58,780,1.1941707134246826,194488,-2036.44094075,524,0.2380138337612152,24298,0.001,,
987.9496459960938,84.84664916992188,249,470.14,785,0.5806275010108948,196136,-1985.1638477199997,528,0.2473706752061844,24504,0.001,,
1466.3917236328125,102.560302734375,249,445.61,788,-0.33382266759872437,196976,-1722.1468284600005,532,0.2525804340839386,24609,0.001,,
1077.713134765625,84.20904541015625,250,422.62,791,0.7706178426742554,197808,-1537.2229558000004,536,0.25360915064811707,24713,0.001,,
1130.412841796875,89.46566772460938,250,422.33,797,-0.10415171086788177,199832,-2094.19161043,540,0.25234735012054443,24966,0.001,,
1538.168701171875,63.81147384643555,250,422.33,797,-0.1985049843788147,200000,-2094.19161043,540,0.25207459926605225,24987,0.001,,
,,,,,,200000,,,,,,823.2,-4965.2834824
781.0491943359375,84.44268798828125,248,411.52,808,1.1098886728286743,200984,-1997.3165378500003,544,0.2531833052635193,25110,0.001,,
806.22314453125,48.31818389892578,248,400.9,815,-0.3763042390346527,202976,-1909.0857743300003,548,0.26201754808425903,25359,0.001,,
1632.6365966796875,36.36533737182617,249,415.72,824,-0.0891384482383728,205776,-2066.1251659000004,552,0.24561697244644165,25709,0.001,,
1006.5106201171875,44.76368713378906,249,410.31,825,0.06323221325874329,206312,-1992.9623782599997,556,0.24448278546333313,25776,0.001,,
780.9027099609375,30.651018142700195,250,390.22,828,-0.7131434679031372,207264,-1735.2926217099998,560,0.24319536983966827,25895,0.001,,
688.9586181640625,85.59456634521484,250,399.86,833,1.04630708694458,208680,-1783.8157697499998,564,0.24413436651229858,26072,0.001,,
762.2646484375,68.2885971069336,250,401.89,837,0.0690062940120697,210000,-1769.0126711799999,565,0.2589591443538666,26237,0.001,,
,,,,,,210000,,,,,,1000.0,-5128.8280736
1508.674072265625,-12.823049545288086,248,400.47,850,0.9939494132995605,211136,-1720.0545886700002,568,0.2614821493625641,26379,0.001,,
888.3858642578125,43.98820114135742,248,398.26,857,-0.1035958081483841,213288,-1732.7446310599998,572,0.2906898558139801,26648,0.001,,
656.3841552734375,21.695068359375,249,401.02,863,-0.6076905727386475,215176,-1799.74488733,576,0.26838967204093933,26884,0.001,,
885.283935546875,37.5366325378418,249,418.42,867,-1.3743929862976074,216552,-1853.6622555099998,580,0.24976369738578796,27056,0.001,,
2151.859375,56.02519607543945,250,416.02,873,0.2272316962480545,218416,-1798.4988797199996,584,0.2442438155412674,27289,0.001,,
6861.7724609375,33.848716735839844,250,407.22,878,0.5656156539916992,220000,-1750.5811750999999,587,0.2513688802719116,27487,0.001,,
,,,,,,220000,,,,,,889.4,-10447.0244396
717.0032958984375,15.44113540649414,248,402.42,888,1.5272186994552612,220592,-1705.7379210800002,588,0.2572462856769562,27561,0.001,,
1093.9100341796875,13.51922607421875,248,402.17,891,0.26311054825782776,221488,-1691.54443393,592,0.27248281240463257,27673,0.001,,
814.195556640625,57.06211471557617,249,400.18,902,0.931265115737915,224968,-1681.4707069900003,596,0.2719046473503113,28108,0.001,,
2459.18505859375,31.51443099975586,249,407.43,905,0.5985194444656372,225848,-1959.87661068,600,0.2860623896121979,28218,0.001,,
702.8209228515625,63.3011474609375,250,417.34,914,-0.3907502293586731,228912,-2005.7281676599998,604,0.2655477225780487,28601,0.001,,
1355.2939453125,38.34142303466797,250,421.78,915,-0.608060359954834,229064,-2023.57420778,608,0.26405322551727295,28620,0.001,,
883.482177734375,63.66045379638672,250,418.75,916,-0.6936492919921875,229424,-1996.1368241100001,612,0.2603575587272644,28665,0.001,,
762.6165161132812,61.60662078857422,250,408.74,918,-0.16359376907348633,230000,-1936.6873418499997,614,0.25486108660697937,28737,0.001,,
,,,,,,230000,,,,,,816.2,-2127.8795680000003
1601.3671875,38.995750427246094,248,397.89,929,0.5412852168083191,231184,-1910.33941513,616,0.2572091221809387,28885,0.001,,
2224.6123046875,22.984527587890625,248,398.18,933,0.489599347114563,232456,-1845.1283277499997,620,0.2644682228565216,29044,0.001,,
820.9674072265625,22.016742706298828,249,394.06,935,0.8286334276199341,232976,-1722.40116849,624,0.2665508985519409,29109,0.001,,
750.4857177734375,26.744522094726562,249,388.64,937,0.44622647762298584,233504,-1680.4471173000002,628,0.2698924243450165,29175,0.001,,
2687.077392578125,32.22111892700195,249,385.76,938,0.7616915702819824,234032,-1560.4822441799997,632,0.2721669673919678,29241,0.001,,
979.992919921875,28.691421508789062,249,391.67,944,-0.4505884051322937,235912,-1587.4112610199998,636,0.25951626896858215,29476,0.001,,
1294.625244140625,-6.985599994659424,249,377.23,946,-0.6769479513168335,236696,-996.0572396700002,640,0.2506789565086365,29574,0.001,,
2729.76611328125,37.24945068359375,250,367.07,952,0.14796921610832214,238568,-880.5697106499999,644,0.233147531747818,29808,0.001,,
1179.851806640625,-30.064359664916992,250,361.83,957,1.2242132425308228,240000,-806.33098875,647,0.24275942146778107,29987,0.001,,
,,,,,,240000,,,,,,805.6,-3221.64198
925.42431640625,-1.526811122894287,248,366.13,967,0.4625484049320221,240856,-838.2177401700001,648,0.2539825439453125,30094,0.001,,
3687.46875,-29.84376335144043,249,371.51,969,0.5057427883148193,241392,-825.9450367200001,652,0.2566155791282654,30161,0.001,,
5812.0263671875,11.639607429504395,249,371.42,978,-0.45195648074150085,244232,-931.65123875,656,0.2548409700393677,30516,0.001,,
758.7608642578125,-26.731689453125,249,376.09,980,0.11705821752548218,245000,-984.5411119800001,660,0.2512127161026001,30612,0.001,,
1083.28173828125,-113.91175079345703,250,360.3,984,-0.20142553746700287,246080,-889.9396712100001,664,0.25851815938949585,30747,0.001,,
2600.7734375,32.85219955444336,250,359.71,988,0.3551951050758362,247544,-848.13644443,668,0.25687268376350403,30930,0.001,,
1783.8297119140625,13.217777252197266,250,357.59,992,1.5138249397277832,248856,-801.2387916599998,672,0.2610589265823364,31094,0.001,,
2852.93310546875,-21.992374420166016,250,352.05,994,-0.09585805237293243,249536,-672.14363241,676,0.27248409390449524,31179,0.001,,
766.7535400390625,-45.354942321777344,250,342.96,996,0.20720869302749634,250000,-623.50322776,677,0.27621981501579285,31237,0.001,,
,,,,,,250000,,,,,,634.0,-2000.4854618000002
957.040771484375,-28.70667839050293,249,339.97,1006,-0.8874859809875488,251328,-640.98383346,680,0.27991199493408203,31403,0.001,,
869.0963134765625,32.427894592285156,249,328.99,1009,-0.5953387022018433,252272,-556.88753171,684,0.2730569541454315,31521,0.001,,
978.302001953125,-16.81366539001465,250,330.87,1012,-0.1466401219367981,253080,-546.90430299,688,0.2606091797351837,31622,0.001,,
1052.6055908203125,9.450335502624512,250,325.84,1018,0.1288263201713562,255360,-518.1710168799999,692,0.25292617082595825,31907,0.001,,
835.7141723632812,6.586459159851074,251,337.84,1024,0.5796111822128296,257824,-560.00383005,696,0.2573696970939636,32215,0.001,,
