train/critic_loss,train/actor_loss,time/fps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/ent_coef,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
8543.955078125,-30.171161651611328,305,27.75,1,-0.1872234046459198,448,-2375.80018675,4,0.9859747886657715,43,0.001,,
2616.0986328125,-94.15978240966797,325,76.5,6,-0.06983987987041473,2112,-5375.750920625,8,0.9560427665710449,251,0.001,,
1553.908447265625,15.925311088562012,323,139.66666666666666,8,-0.03353496268391609,2744,-7528.875555083333,12,0.9538228511810303,330,0.001,,
3941.772216796875,30.722627639770508,325,160.125,11,-0.072494275867939,3744,-7709.3108360625,16,0.9550306797027588,455,0.001,,
4165.916015625,68.91302490234375,325,150.3,12,-0.016229519620537758,4040,-6903.349702400001,20,0.9536893367767334,492,0.001,,
2256.4013671875,35.203277587890625,325,140.04166666666666,14,-0.008679727092385292,4784,-6276.957704833333,24,0.9533618092536926,585,0.001,,
1992.17626953125,73.89196014404297,323,171.42857142857142,17,-0.05045188590884209,5608,-7711.569035285714,28,0.9501564502716064,688,0.001,,
2532.05078125,79.24858856201172,323,170.4375,18,-0.11504992097616196,6088,-7463.070859468749,32,0.9454365968704224,748,0.001,,
5652.35546875,58.758094787597656,322,167.97222222222223,22,-0.2266583889722824,7288,-6929.7803774722215,36,0.9243848323822021,898,0.001,,
8992.466796875,66.89806365966797,322,157.375,23,-0.2689630091190338,7648,-6407.051207775,40,0.9151740670204163,943,0.001,,
2741.371337890625,85.98358154296875,322,148.75,25,-0.3611394166946411,8344,-5970.103206250001,44,0.8982152938842773,1030,0.001,,
1489.979248046875,167.97467041015625,323,145.4375,27,-0.2922624945640564,8896,-5679.324556895834,48,0.8842769861221313,1099,0.001,,
1303.63232421875,183.95095825195312,321,156.76923076923077,30,-0.31091782450675964,9880,-6025.7398344038465,52,0.8649073839187622,1222,0.001,,
1316.723876953125,158.16012573242188,321,156.76923076923077,31,-0.25193512439727783,10000,-6025.7398344038465,52,0.8626453876495361,1237,0.001,,
,,,,,,10000,,,,,,821.6,-62274.78891319999
1217.15625,158.09478759765625,257,165.625,40,-0.32737869024276733,10536,-6217.521864714285,56,0.8534107208251953,1304,0.001,,
1491.657958984375,179.46690368652344,261,174.58333333333334,43,-0.4095494747161865,11384,-6274.108849166665,60,0.8369371294975281,1410,0.001,,
1040.1722412109375,156.31143188476562,262,171.875,44,-0.5131531953811646,11664,-6048.833842375,64,0.8303379416465759,1445,0.001,,
3515.32275390625,254.07162475585938,266,165.36764705882354,46,-0.5523288249969482,12384,-5772.1809524411765,68,0.8126060962677002,1535,0.001,,
3776.12255859375,207.05885314941406,270,162.94444444444446,49,-0.5260435938835144,13496,-5637.070443749999,72,0.7854397892951965,1674,0.001,,
5106.115234375,192.5598907470703,273,169.6184210526316,53,-0.4186694920063019,14536,-5582.326987065788,76,0.7643206715583801,1804,0.001,,
1427.42578125,195.4142608642578,277,186.7375,57,-1.0468120574951172,16000,-5906.006627537499,80,0.7336570620536804,1987,0.001,,
8785.26171875,216.33627319335938,279,183.63095238095238,59,-1.0647714138031006,16512,-5741.362191333333,84,0.7198468446731567,2051,0.001,,
744.089599609375,244.2777099609375,280,181.3181818181818,62,-0.9316092729568481,17448,-5590.13439978409,88,0.6945807933807373,2168,0.001,,
6242.7744140625,231.59983825683594,282,190.05434782608697,67,-1.1563148498535156,18984,-5670.026337826087,92,0.6582197546958923,2360,0.001,,
2317.127197265625,257.42041015625,284,191.07291666666666,69,-1.0531890392303467,19856,-5570.100680208333,96,0.6391642093658447,2469,0.001,,
1072.521728515625,238.85687255859375,284,191.07291666666666,70,-1.2883470058441162,20000,-5570.100680208333,96,0.6361778378486633,2487,0.001,,
,,,,,,20000,,,,,,812.4,-45945.4980526
1160.657470703125,299.65167236328125,257,189.05,80,-1.0606436729431152,20584,-5443.116914810001,100,0.6238875985145569,2560,0.001,,
1482.4949951171875,266.53125,259,202.58,83,-1.2892616987228394,21584,-5527.08468089,104,0.6047406196594238,2685,0.001,,
891.1243896484375,241.96420288085938,260,205.96,84,-1.2116670608520508,22088,-5321.55946773,108,0.5941458344459534,2748,0.001,,
1112.309814453125,238.7371826171875,263,202.03,88,-0.7956191301345825,23392,-4990.09143968,112,0.572557270526886,2911,0.001,,
1352.3428955078125,275.0009460449219,264,199.04,91,-1.3327991962432861,24088,-4787.042780219999,116,0.563084065914154,2998,0.001,,
1091.7945556640625,297.42034912109375,266,205.46,96,-0.7418948411941528,25616,-4938.77788921,120,0.543030321598053,3189,0.001,,
1916.54345703125,268.1410217285156,268,209.67,99,-0.9929956197738647,26792,-4980.508633479999,124,0.5295559167861938,3336,0.001,,
895.7937622070312,278.0662841796875,270,208.41,102,-0.8113620281219482,27800,-4489.027956289999,128,0.5162554979324341,3462,0.001,,
937.5560302734375,258.69415283203125,270,210.73,103,-0.9897221326828003,28024,-4374.75278637,132,0.5136515498161316,3490,0.001,,
4578.4189453125,275.5084228515625,272,216.3,106,-0.9893304705619812,28968,-4390.2414327199995,136,0.5044949054718018,3608,0.001,,
3256.7314453125,360.75439453125,273,220.75,109,-0.8322209119796753,30000,-4538.05892257,139,0.4946337640285492,3737,0.001,,
,,,,,,30000,,,,,,931.2,-8475.574375200002
1365.20556640625,282.9949645996094,252,221.97,119,-0.9024026393890381,30080,-4546.706820199999,140,0.49404776096343994,3747,0.001,,
1251.670654296875,290.41534423828125,253,223.47,122,-0.9395214915275574,31032,-4539.31518545,144,0.4846203029155731,3866,0.001,,
1258.113037109375,316.0958557128906,254,226.98,123,-1.275862216949463,31400,-4628.0156374,148,0.48144853115081787,3912,0.001,,
3390.0302734375,318.54779052734375,255,226.31,124,-0.8657082915306091,31808,-4632.67125804,152,0.4771745800971985,3963,0.001,,
1228.1766357421875,312.33465576171875,255,216.92,126,-1.4094038009643555,32216,-4332.374275470001,156,0.4730801284313202,4014,0.001,,
1398.8984375,301.6456298828125,256,209.94,126,-1.2917379140853882,32496,-4201.885318629999,160,0.4695316553115845,4049,0.001,,
3077.001220703125,282.24462890625,257,207.56,128,-0.853104829788208,33144,-4299.77500907,164,0.46241623163223267,4130,0.001,,
2296.651123046875,300.49420166015625,257,209.42,130,-0.34273356199264526,33512,-4307.77632451,168,0.4596722722053528,4176,0.001,,
5635.7373046875,282.40802001953125,258,211.16,132,-0.6144466400146484,34352,-4234.31890876,172,0.45357590913772583,4281,0.001,,
