train/std,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,time/fps,time/total_timesteps,train/explained_variance,rollout/ep_len_mean,train/policy_loss,train/learning_rate,train/value_loss,train/entropy_loss
0.997645378112793,201,-216146.40263869002,4374,1737,350000,2.384185791015625e-07,69.04,-212894.296875,0.0001,718032256.0,-16.998289108276367
0.9974890351295471,207,-226623.59595901,4499,1737,360000,0.0,77.09,-420163.3125,0.0001,1496628352.0,-16.99673843383789
0.9974431395530701,212,-235785.18484671,4624,1738,370000,1.1920928955078125e-07,82.68,-339105.40625,0.0001,1484170240.0,-16.99614143371582
0.9975626468658447,218,-214473.03687969001,4749,1739,380000,0.0,67.4,-374751.53125,0.0001,1432806912.0,-16.997892379760742
0.9972639083862305,224,-218742.22044557,4874,1738,390000,5.960464477539063e-08,73.92,-437823.0,0.0001,1549743488.0,-16.993793487548828
0.9974706172943115,230,-200193.54065307003,4999,1737,400000,-1.1920928955078125e-07,67.75,-277895.96875,0.0001,682069632.0,-16.997045516967773
0.9978892803192139,236,-195925.98376598998,5124,1735,410000,0.0,66.21,-313764.8125,0.0001,893768832.0,-17.00139045715332
0.9978454113006592,242,-177027.97757477,5249,1732,420000,0.0,56.33,-124904.390625,0.0001,115487568.0,-17.00117301940918
0.9973874688148499,249,-207985.08965181003,5374,1726,430000,-1.1920928955078125e-07,72.03,-93581.78125,0.0001,97336624.0,-16.99534797668457
0.9972996711730957,255,-205791.40630923,5499,1720,440000,0.0,73.66,-195471.59375,0.0001,603430912.0,-16.99439811706543
0.9973484873771667,262,-195099.84220182005,5624,1714,450000,0.0,67.92,-129859.265625,0.0001,207867808.0,-16.995410919189453
0.9969708323478699,269,-201409.29697343,5749,1709,460000,1.1920928955078125e-07,70.52,-177233.625,0.0001,463150784.0,-16.990270614624023
0.99676513671875,275,-207860.87593036002,5874,1704,470000,-1.1920928955078125e-07,77.26,-226051.28125,0.0001,567173888.0,-16.987672805786133
0.9970635771751404,282,-205750.60385938003,5999,1700,480000,0.0,78.23,-221442.203125,0.0001,646289792.0,-16.991436004638672
0.9974213242530823,288,-179644.03113747,6124,1695,490000,0.0,59.7,-299094.46875,0.0001,965894464.0,-16.996082305908203
0.9974209666252136,295,-217033.78262580998,6249,1691,500000,0.0,76.31,-183731.90625,0.0001,181244176.0,-16.99640464782715
0.9974903464317322,302,-195678.42094961996,6374,1687,510000,0.0,73.15,-262091.15625,0.0001,742865024.0,-16.996849060058594
0.9974994659423828,308,-184203.91867887,6499,1683,520000,-1.1920928955078125e-07,69.13,-547578.5,0.0001,1866752768.0,-16.99693489074707
0.9976279735565186,315,-156510.8905933,6624,1679,530000,-1.1920928955078125e-07,53.6,-182006.71875,0.0001,543124736.0,-16.998088836669922
0.997570276260376,322,-186899.43136584,6749,1675,540000,-2.384185791015625e-07,63.04,-80469.1484375,0.0001,273085600.0,-16.997713088989258
0.9972262382507324,329,-164050.14331884,6874,1671,550000,5.960464477539063e-08,58.83,-211317.921875,0.0001,588857024.0,-16.993446350097656
0.9980058670043945,335,-182540.74696535,6999,1668,560000,-1.1920928955078125e-07,66.51,-259548.796875,0.0001,685373568.0,-17.00311851501465
0.9977357387542725,342,-210581.62665575006,7124,1664,570000,1.1920928955078125e-07,76.73,-407940.8125,0.0001,1196347776.0,-16.99981117248535
0.9973347783088684,349,-187525.06943808,7249,1661,580000,0.0,70.32,-304505.1875,0.0001,1026675200.0,-16.99441146850586
0.997111976146698,355,-161601.68401266,7374,1658,590000,5.960464477539063e-08,56.34,-300526.0,0.0001,1028994048.0,-16.99211883544922
0.996631920337677,362,-191715.34373272996,7499,1655,600000,0.0,72.83,-87563.9609375,0.0001,71266928.0,-16.986345291137695
0.9960167407989502,369,-193370.36930108,7624,1652,610000,0.0,74.27,-145285.25,0.0001,120521560.0,-16.97840690612793
0.9959136843681335,375,-178114.65638785006,7749,1649,620000,0.0,65.81,-143896.265625,0.0001,302780992.0,-16.976831436157227
0.9957022666931152,382,-173972.76432792,7874,1646,630000,0.0,64.33,-342762.8125,0.0001,850911872.0,-16.975156784057617
0.9956426620483398,389,-175040.78076659,7999,1643,640000,0.0,59.41,-231605.546875,0.0001,603123584.0,-16.97410774230957
0.9956169724464417,396,-195866.04233808006,8124,1641,650000,0.0,74.74,-271020.5625,0.0001,755210816.0,-16.973651885986328
0.9960595965385437,402,-162411.83279467,8249,1639,660000,0.0,56.74,-142483.78125,0.0001,125176744.0,-16.978971481323242
0.9962655901908875,409,-176947.01412379998,8374,1636,670000,0.0,67.57,-378675.0625,0.0001,1443684096.0,-16.980968475341797
0.9963485598564148,416,-185898.49001185002,8499,1634,680000,0.0,70.93,-334970.78125,0.0001,1121400320.0,-16.982118606567383
0.9962334632873535,422,-180323.65845146,8624,1632,690000,-1.1920928955078125e-07,68.62,-135580.875,0.0001,98836784.0,-16.980815887451172
0.996039092540741,429,-175325.20135813995,8749,1629,700000,-1.1920928955078125e-07,66.96,-250167.671875,0.0001,719271552.0,-16.97791862487793
0.995908796787262,436,-196992.35528747,8874,1627,710000,0.0,73.91,-162298.609375,0.0001,463586240.0,-16.977460861206055
0.9960015416145325,442,-176480.69750934,8999,1625,720000,0.0,66.12,-248036.546875,0.0001,681143744.0,-16.977947235107422
0.9957883358001709,449,-161769.65974176,9124,1623,730000,-1.1920928955078125e-07,56.31,-149755.78125,0.0001,420737632.0,-16.975675582885742
0.996485710144043,456,-161222.16051474,9249,1621,740000,1.1920928955078125e-07,58.43,-123181.4765625,0.0001,113330200.0,-16.98478889465332
0.9966695308685303,462,-152988.39237093003,9374,1619,750000,0.0,58.6,-152482.65625,0.0001,412448064.0,-16.986433029174805
0.9969025254249573,469,-204954.29313650005,9499,1618,760000,-1.1920928955078125e-07,86.08,-123397.484375,0.0001,136776416.0,-16.989086151123047
0.9973239898681641,476,-155490.50722153,9624,1616,770000,0.0,56.14,-310922.28125,0.0001,1138039296.0,-16.993833541870117
0.9973984360694885,482,-170454.58839450002,9749,1614,780000,-1.1920928955078125e-07,61.48,-80431.5703125,0.0001,74999480.0,-16.99498176574707
0.9977712035179138,489,-167464.80680040998,9874,1613,790000,0.0,63.24,-118763.2734375,0.0001,98559248.0,-16.999025344848633
0.9976233839988708,496,-162407.33636067,9999,1611,800000,1.1920928955078125e-07,63.24,-308849.59375,0.0001,1063257280.0,-16.997194290161133
0.9984557628631592,502,-151110.78157223,10124,1610,810000,0.0,57.25,-260278.078125,0.0001,699341184.0,-17.007078170776367
0.9987823367118835,509,-168282.87402732,10249,1610,820000,0.0,65.79,-307129.8125,0.0001,783330176.0,-17.011533737182617
0.9988858103752136,515,-174466.33272469003,10374,1610,830000,0.0,67.43,-144200.65625,0.0001,150531168.0,-17.012855529785156
0.9984285235404968,521,-166440.32467676004,10499,1609,840000,0.0,65.41,-154241.09375,0.0001,184589920.0,-17.007343292236328
0.9992372989654541,528,-174598.01859837997,10624,1609,850000,0.0,70.36,-333560.78125,0.0001,1242136192.0,-17.016756057739258
0.9991118311882019,534,-163932.36263256997,10749,1609,860000,-1.1920928955078125e-07,62.62,-229591.25,0.0001,316224160.0,-17.01563835144043
0.9993712902069092,540,-155154.25946736,10874,1608,870000,0.0,60.61,-353448.78125,0.0001,1181031936.0,-17.018817901611328
0.9992851614952087,547,-143919.41066303002,10999,1608,880000,1.7881393432617188e-07,54.92,-322441.1875,0.0001,1214638336.0,-17.017505645751953
0.9994423985481262,553,-170414.95212272005,11124,1608,890000,0.0,68.49,-128253.875,0.0001,111187928.0,-17.01951789855957
0.9992780089378357,559,-158991.08921710998,11249,1608,900000,1.7881393432617188e-07,65.81,-269999.65625,0.0001,664068416.0,-17.017383575439453
0.9988533854484558,565,-157127.66168352,11374,1608,910000,0.0,64.4,-276908.0625,0.0001,1032472192.0,-17.012147903442383
0.9986562132835388,572,-159141.62414083,11499,1607,920000,1.1920928955078125e-07,63.25,-516946.6875,0.0001,2016169216.0,-17.009981155395508
0.9984264373779297,578,-168682.17941547002,11624,1607,930000,-1.1920928955078125e-07,67.19,-210252.46875,0.0001,562185344.0,-17.00735855102539
0.998322069644928,584,-160196.91543996,11749,1607,940000,5.960464477539063e-08,62.65,-70546.578125,0.0001,42469864.0,-17.005821228027344
0.9979432225227356,590,-170063.22783771,11874,1607,950000,0.0,73.17,-130371.7890625,0.0001,435231552.0,-17.0004940032959
0.9980762600898743,596,-152494.97923462003,11999,1608,960000,2.384185791015625e-07,59.76,-173167.21875,0.0001,678882112.0,-17.0019588470459
0.9981458783149719,601,-149671.33160083,12124,1611,970000,0.0,56.94,-531595.625,0.0001,1836584704.0,-17.003602981567383
0.998041570186615,607,-172756.72918780998,12249,1614,980000,-1.1920928955078125e-07,67.38,-63900.09375,0.0001,50833764.0,-17.002574920654297
0.9978988170623779,612,-149320.93306496,12374,1616,990000,-1.1920928955078125e-07,52.65,-188060.484375,0.0001,842684032.0,-17.001270294189453
0.9979202151298523,617,-156122.13295079,12499,1619,1000000,0.0,62.61,-142578.9375,0.0001,498842112.0,-17.00075912475586
