train/std,train/learning_rate,train/kl_divergence_loss,train/value_loss,rollout/ep_len_mean,time/fps,time/total_timesteps,train/explained_variance,time/time_elapsed,train/policy_objective,train/is_line_search_success,rollout/ep_rew_mean,train/n_updates
0.8256649374961853,0.0013,0.008655897341668606,11627464028.8,5.61,1415,260000,0.0,183,0.042419157922267914,1.0,-144019.95801979,31
0.8179098963737488,0.0013,0.004767459351569414,11552252596.8,5.1,1416,270000,1.1920928955078125e-07,190,0.044870998710393906,1.0,-138733.37506104,32
0.8055686354637146,0.0013,0.008768203668296337,11286387752.0,5.11,1407,280000,-1.1920928955078125e-07,198,0.045971862971782684,1.0,-138646.59440341,34
0.8029119372367859,0.0013,0.007656838744878769,11166376188.8,5.07,1407,290000,0.0,206,0.019592955708503723,1.0,-138516.18931641,35
0.7962970733642578,0.0013,0.007169731426984072,11171183492.8,4.9,1407,300000,0.0,213,0.030814655125141144,1.0,-136676.47659222,36
0.7919670939445496,0.0013,0.008890140801668167,11106075760.0,4.72,1408,310000,1.1920928955078125e-07,220,0.04695410281419754,1.0,-134995.06765437,37
0.7872311472892761,0.0013,0.008000794798135757,10956780897.6,4.37,1400,320000,0.0,228,0.05767150595784187,1.0,-131753.02780699,39
0.7820985913276672,0.0013,0.0071459258906543255,10868576556.8,4.31,1401,330000,0.0,235,0.030392305925488472,1.0,-131131.70520086997,40
0.7798082828521729,0.0013,0.006354309618473053,11034018955.2,4.22,1401,340000,-1.1920928955078125e-07,242,0.029601851478219032,1.0,-130229.55262180997,41
0.7763476967811584,0.0013,0.008152867667376995,10898485363.2,4.32,1402,350000,5.960464477539063e-08,249,0.006112446077167988,1.0,-131303.59944315997,42
0.7747540473937988,0.0013,0.005294458474963903,10930071542.4,4.52,1402,360000,0.0,256,0.023537512868642807,1.0,-133604.98425675996,43
0.7688278555870056,0.0013,0.008698551915585995,10772122416.0,4.44,1396,370000,0.0,264,0.02438729628920555,1.0,-132708.60800759,45
0.767340898513794,0.0013,0.004467474762350321,10840995219.2,4.21,1396,380000,0.0,272,0.008758480660617352,1.0,-130311.92727303998,46
0.7639477252960205,0.0013,0.00927219819277525,10799913153.6,4.08,1397,390000,5.960464477539063e-08,279,0.053156815469264984,1.0,-128855.00206577998,47
0.761732816696167,0.0013,0.009947416372597218,10665458132.8,4.06,1398,400000,0.0,286,0.03856714814901352,1.0,-128672.29088952001,48
0.755713164806366,0.0013,0.009105347096920013,10604253712.0,4.02,1392,410000,5.960464477539063e-08,294,0.020476998761296272,1.0,-128283.27780471997,50
0.7590205073356628,0.0013,0.005160024855285883,10570550532.8,4.08,1393,420000,1.1920928955078125e-07,301,0.012533596716821194,1.0,-128918.06845581997,51
0.7608999609947205,0.0013,0.006689237430691719,10748318748.8,4.04,1394,430000,-2.384185791015625e-07,308,0.04486970603466034,1.0,-128494.43923467,52
0.7613652348518372,0.0013,0.004748078528791666,10553724585.6,4.03,1395,440000,0.0,315,0.015210472978651524,1.0,-128398.14994168999,53
0.7571045756340027,0.0013,0.0076842717826366425,10538971827.2,4.17,1395,450000,0.0,322,0.020106591284275055,1.0,-129762.84545890996,54
0.7567039132118225,0.0013,0.007427504751831293,10532455518.4,4.07,1391,460000,0.0,330,0.028556503355503082,1.0,-128734.81318729997,56
0.7578813433647156,0.0013,0.006993964314460754,10509995148.8,4.04,1391,470000,5.960464477539063e-08,337,0.020177273079752922,1.0,-128448.57109481996,57
0.7542963624000549,0.0013,0.007819896563887596,10496950785.6,4.09,1392,480000,0.0,344,0.02306094951927662,1.0,-128905.21959367998,58
0.750377357006073,0.0013,0.00760554289445281,10480180681.6,4.04,1393,490000,0.0,351,0.025527361780405045,1.0,-128412.65309735,59
0.7459464073181152,0.0013,0.006776754278689623,10465858820.8,4.03,1388,500000,-1.1920928955078125e-07,360,0.013534076511859894,1.0,-128291.68303193,61
0.7448225617408752,0.0013,0.00990774855017662,10443957555.2,4.03,1389,510000,0.0,367,0.024737674742937088,1.0,-128329.26518481997,62
0.7428383827209473,0.0013,0.00612662872299552,10457319292.8,4.01,1389,520000,-1.1920928955078125e-07,374,0.025740236043930054,1.0,-128136.43463019998,63
0.7416796088218689,0.0013,0.005888411309570074,10457185244.8,4.06,1390,530000,0.0,381,0.00037442368920892477,1.0,-128611.47875355002,64
0.7409894466400146,0.0013,0.00561817130073905,10445620339.2,4.07,1391,540000,2.384185791015625e-07,388,0.023525448516011238,1.0,-128736.62909086999,65
0.73786860704422,0.0013,0.0054076495580375195,10682569643.2,4.23,1387,550000,0.0,396,0.027142439037561417,1.0,-130306.68157498998,67
0.7362368702888489,0.0013,0.009396355599164963,10987998024.0,4.12,1388,560000,0.0,403,0.038441866636276245,1.0,-129216.50445655998,68
0.7353505492210388,0.0013,0.009118907153606415,10970790457.6,4.15,1388,570000,0.0,410,0.07322559505701065,1.0,-129493.01596104997,69
0.7334513068199158,0.0013,0.006700199097394943,10536885848.0,4.08,1389,580000,1.7881393432617188e-07,417,0.03882085531949997,1.0,-128801.10422507998,70
0.7300364971160889,0.0013,0.008886340074241161,10443744899.2,4.09,1385,590000,0.0,425,0.022419195622205734,1.0,-128914.9820657,72
0.7292219996452332,0.0013,0.009528540074825287,10413586392.0,4.23,1386,600000,2.384185791015625e-07,432,0.027876785025000572,1.0,-130294.96217429997,73
0.7270665764808655,0.0013,0.008846458047628403,10556494750.4,4.09,1386,610000,0.0,439,0.04253184795379639,1.0,-128876.59059566997,74
0.7251377105712891,0.0013,0.00998117495328188,10403825689.6,4.11,1387,620000,1.1920928955078125e-07,446,0.027995390817523003,1.0,-129086.54172610998,75
0.7246859669685364,0.0013,0.007172644138336182,10337801937.6,4.09,1387,630000,0.0,453,0.02451915293931961,1.0,-128899.71167891998,76
0.7258689999580383,0.0013,0.0071033756248652935,10303769398.4,4.2,1384,640000,-1.1920928955078125e-07,462,0.01739579439163208,1.0,-129947.13714995998,78
0.7253651022911072,0.0013,0.0037006244529038668,10330859105.6,4.08,1384,650000,0.0,469,0.005204080604016781,1.0,-128821.41563217998,79
0.7245565056800842,0.0013,0.006203456316143274,10456450059.2,4.15,1385,660000,-1.1920928955078125e-07,476,0.03189527243375778,1.0,-129525.58587366999,80
0.7162464261054993,0.0013,0.008472547866404057,10292128577.6,4.05,1385,670000,0.0,483,0.04089933633804321,1.0,-128523.43683062,81
0.7173933386802673,0.0013,0.006612980738282204,10236350641.6,4.04,1382,680000,0.0,491,0.030463125556707382,1.0,-128450.10575388,83
0.7159678339958191,0.0013,0.007081822957843542,10205853704.0,4.02,1383,690000,0.0,498,0.01144312508404255,1.0,-128194.34743370996,84
0.7160457968711853,0.0013,0.006143644917756319,10218464552.0,4.06,1383,700000,0.0,506,0.028454119339585304,1.0,-128628.66012068996,85
0.7145618796348572,0.0013,0.009833673015236855,10199927913.6,4.08,1383,710000,1.1920928955078125e-07,513,0.006212507374584675,1.0,-128816.10426426,86
0.7095560431480408,0.0013,0.005490677896887064,10207962561.6,4.06,1384,720000,0.0,520,0.01529237162321806,1.0,-128639.90037839995,87
0.7074295878410339,0.0013,0.0074425810016691685,10190146756.8,4.03,1381,730000,-1.1920928955078125e-07,528,0.022574255242943764,1.0,-128349.6082816,89
0.7064071297645569,0.0013,0.006117591168731451,10172911268.8,4.02,1381,740000,0.0,535,0.025778761133551598,1.0,-128220.10796779995,90
0.7056481242179871,0.0013,0.008857700042426586,10141708929.6,4.15,1382,750000,-1.1920928955078125e-07,542,0.02330131269991398,1.0,-129604.44140850999,91
0.7071705460548401,0.0013,0.009812356904149055,10136614846.4,4.04,1382,760000,0.0,549,0.022248975932598114,1.0,-128423.16838103997,92
0.7064223289489746,0.0013,0.006492640823125839,10127745672.0,4.0,1383,770000,0.0,556,0.014161476865410805,1.0,-128037.96294083999,93
0.7063379287719727,0.0013,0.00901950802654028,10099725744.0,4.07,1380,780000,0.0,565,0.009318548254668713,1.0,-128739.86640785002,95
0.7060886025428772,0.0013,0.0046421741135418415,10104052488.0,4.04,1380,790000,0.0,572,0.017960919067263603,1.0,-128437.89733103997,96
0.7058439254760742,0.0013,0.006874771323055029,10097197572.8,4.09,1381,800000,0.0,579,0.032185833901166916,1.0,-128956.67620384997,97
0.7059863209724426,0.0013,0.009143221192061901,10089888985.6,4.03,1381,810000,0.0,586,0.026047037914395332,1.0,-128340.85871054001,98
0.7014634013175964,0.0013,0.008265420794487,10037340296.0,4.04,1378,820000,0.0,594,0.013425744138658047,1.0,-128433.72529855,100
0.7006253600120544,0.0013,0.008477521128952503,10042916702.4,4.02,1379,830000,0.0,601,0.03510819375514984,1.0,-128218.42900014996,101
0.7005254626274109,0.0013,0.00514631113037467,10016501932.8,4.0,1379,840000,0.0,608,0.02168252319097519,1.0,-128057.67106112998,102
0.6996645927429199,0.0013,0.008582883514463902,10003256995.2,4.0,1380,850000,2.384185791015625e-07,615,0.019027577713131905,1.0,-128046.38189669,103
0.6963226199150085,0.0013,0.009715938940644264,9993843788.8,4.03,1380,860000,0.0,622,0.03021480143070221,1.0,-128350.87371374998,104
0.6914093494415283,0.0013,0.007516921032220125,9965427844.8,4.02,1377,870000,0.0,631,0.023657528683543205,1.0,-128266.8035667,106
0.6923675537109375,0.0013,0.007284312974661589,9963136139.2,4.0,1378,880000,0.0,638,0.022515902295708656,1.0,-128031.10234892,107
0.6916491985321045,0.0013,0.007606251630932093,9952476284.8,4.01,1378,890000,0.0,645,0.025010233744978905,1.0,-128148.58335093995,108
0.6897480487823486,0.0013,0.00800673570483923,9941094252.8,4.02,1378,900000,-1.1920928955078125e-07,652,0.01560632511973381,1.0,-128240.21854682,109
0.6882449984550476,0.0013,0.0073973205871880054,9924517342.4,4.02,1376,910000,0.0,661,0.029067719355225563,1.0,-128279.31429547,111
0.6875038146972656,0.0013,0.006900129374116659,9912221958.4,4.01,1376,920000,1.1920928955078125e-07,668,0.023519475013017654,1.0,-128151.70419814998,112
0.6874063611030579,0.0013,0.006923504639416933,9904437953.6,4.0,1376,930000,-1.1920928955078125e-07,675,0.023655489087104797,1.0,-128096.15792846998,113
0.6868352890014648,0.0013,0.007613707333803177,9890504240.0,4.0,1375,940000,0.0,683,0.014825377613306046,1.0,-128050.80105611999,114
0.691514790058136,0.0013,0.008363737724721432,9882472752.0,4.01,1375,950000,0.0,690,0.025501256808638573,1.0,-128169.36973296,115
0.6927437782287598,0.0013,0.009706780314445496,9873019638.4,4.01,1372,960000,0.0,699,0.022592393681406975,1.0,-128190.73281878,117
0.6918029189109802,0.0013,0.008400491438806057,9864729438.4,4.06,1373,970000,0.0,706,0.020291287451982498,1.0,-128678.49231576003,118
0.6892368197441101,0.0013,0.007966529577970505,9850247900.8,4.02,1373,980000,0.0,713,0.025416983291506767,1.0,-128284.62239195997,119
0.6884759068489075,0.0013,0.007500374689698219,9869454187.2,4.06,1374,990000,-2.384185791015625e-07,720,0.023316867649555206,1.0,-128670.60518628001,120
0.6897330284118652,0.0013,0.006171869114041328,9824654556.8,4.0,1371,1000000,0.0,728,0.01912587508559227,1.0,-128068.92174962997,122
