,0,1,2,3,4,5
Setting,AB,AB,AB,AB,AB,AB
Algorithm,A2C,ARS,CrossQ,PPO,TQC,TRPO
Mean,-0.17849302484716797,-18.273273025828427,-0.8674613713281251,-0.25262247084375,-0.22796656937954482,-0.07238228072692872
Max,0.00418885498046875,-0.096334609375,0.1337774375,-0.1091564375,0.133692296875,0.133624375
SD,0.10009769121534766,2.367682349344471,1.0328445206381265,0.08894244378188218,1.7525270630591578,0.18620375645403772
Range,0.7992009174804687,20.019881390625,7.5107379375,0.6446095625,18.527636296875,0.8587220625
