,0,1,2,3,4,5
Setting,AB,AB,AB,AB,AB,AB
Algorithm,A2C,ARS,CrossQ,PPO,TQC,TRPO
Mean,-0.2295153326756897,-16.956338521193658,-0.017769356505065916,-0.2652016378125,-2.1388979447881833,-0.0679343889222107
Max,0.0363411328125,-0.0948901796875,0.133794390625,-0.0863586015625,-0.025962244140625,0.133432234375
SD,0.4718386872291985,3.494260141271531,0.146510505406194,0.10812253344823836,3.753258785074716,0.1587256542405099
Range,7.9285866328125,20.0265258203125,1.003652078125,0.7061400234375,19.401907755859376,0.780535796875
