,0,1,2,3,4,5
Setting,AB,AB,AB,AB,AB,AB
Algorithm,A2C,ARS,CrossQ,PPO,TQC,TRPO
Mean,-0.1636832522060547,-19.280716716693643,-0.011904178795410156,-0.20070366346875,-1.292546007875,0.0024861166945800784
Max,0.07842090625,-0.0795144140625,0.13378909375,0.0047098203125,-0.05543335546875,0.1337855
SD,0.1967844472742659,8.399439654147296,0.24114324371420784,0.07581657019823179,2.6500159782406256,0.1299759992856707
Range,2.88484440625,30.0690475859375,3.89719184375,0.5927492578125,15.22633564453125,0.6105665
