,0,1,2,3,4,5
Setting,AB,AB,AB,AB,AB,AB
Algorithm,A2C,ARS,CrossQ,PPO,TQC,TRPO
Mean,-0.4178912630546875,-26.736274985932607,-0.09741409913392639,-0.41787885215625,-3.15529794890625,-0.09714728359538269
Max,-0.08328784375,-0.08825,0.133578796875,-0.11289115625,-0.081039,0.13310590625
SD,0.35290546779875176,11.000325548235631,0.34302218817076746,0.28977370958804965,5.367142209482644,0.1271699468969164
Range,2.05444365625,40.16649,4.628417296875,1.13205759375,30.713411,1.11090678125
