,0,1,2,3,4,5
Setting,AB,AB,AB,AB,AB,AB
Algorithm,A2C,ARS,CrossQ,PPO,TQC,TRPO
Mean,-0.6454242475901388,-27.822757339896064,-0.17714028304003906,-0.5227080449296875,-1.3670530356328123,-0.11824023840975952
Max,-0.103644625,0.01285,0.13321440625,-0.1308128359375,-0.0766502265625,0.133210703125
SD,0.6181522399518719,14.528575430771388,0.5242856495986098,0.42308516620074144,2.5705375763554428,0.1526391660505765
Range,5.861010375,50.334674,7.51538090625,1.5608766640625,19.3491317734375,1.544861328125
