,0,1,2,3,4,5
Setting,AB,AB,AB,AB,AB,AB
Algorithm,A2C,ARS,CrossQ,PPO,TQC,TRPO
Mean,-0.15595296243178985,-22.721041180116035,-0.5241901360544434,-0.1912083141056365,-0.026630687887593606,-1.5063382809566401e-05
Max,0.087969734375,-0.080840296875,0.13378190625,-0.024359693359375,0.133664,0.133787296875
SD,0.08320314941128903,6.666588354833126,0.9601744353153546,0.06226966520915619,0.2308982930792901,0.13150016698692246
Range,0.629644484375,30.044265703125,8.51647940625,0.495589806640625,3.191975,0.586877171875
